road_id,road_candidate_id,region_code,start_place_id,end_place_id,authoring_method,plan_status
NG-RD-000126,NG-RD-CAND-000126,NGR-02,NG-PLC-000114,NG-PLC-000142,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000127,NG-RD-CAND-000127,NGR-02,NG-PLC-000126,NG-PLC-000172,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000128,NG-RD-CAND-000128,NGR-02,NG-PLC-000114,NG-PLC-000138,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000129,NG-RD-CAND-000129,NGR-02,NG-PLC-000109,NG-PLC-000102,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000130,NG-RD-CAND-000130,NGR-02,NG-PLC-000119,NG-PLC-000163,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000131,NG-RD-CAND-000131,NGR-02,NG-PLC-000099,NG-PLC-000163,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000132,NG-RD-CAND-000132,NGR-02,NG-PLC-000137,NG-PLC-000136,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000133,NG-RD-CAND-000133,NGR-02,NG-PLC-000101,NG-PLC-000092,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000134,NG-RD-CAND-000134,NGR-02,NG-PLC-000112,NG-PLC-000139,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000135,NG-RD-CAND-000135,NGR-02,NG-PLC-000156,NG-PLC-000121,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000136,NG-RD-CAND-000136,NGR-02,NG-PLC-000101,NG-PLC-000106,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000137,NG-RD-CAND-000137,NGR-02,NG-PLC-000162,NG-PLC-000109,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000138,NG-RD-CAND-000138,NGR-02,NG-PLC-000105,NG-PLC-000104,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000139,NG-RD-CAND-000139,NGR-02,NG-PLC-000159,NG-PLC-000122,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000140,NG-RD-CAND-000140,NGR-02,NG-PLC-000088,NG-PLC-000170,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000141,NG-RD-CAND-000141,NGR-02,NG-PLC-000132,NG-PLC-000149,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000142,NG-RD-CAND-000142,NGR-02,NG-PLC-000115,NG-PLC-000148,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000143,NG-RD-CAND-000143,NGR-02,NG-PLC-000170,NG-PLC-000113,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000144,NG-RD-CAND-000144,NGR-02,NG-PLC-000159,NG-PLC-000168,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000145,NG-RD-CAND-000145,NGR-02,NG-PLC-000171,NG-PLC-000134,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000146,NG-RD-CAND-000146,NGR-02,NG-PLC-000157,NG-PLC-000133,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000147,NG-RD-CAND-000147,NGR-02,NG-PLC-000150,NG-PLC-000129,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000148,NG-RD-CAND-000148,NGR-02,NG-PLC-000105,NG-PLC-000170,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000149,NG-RD-CAND-000149,NGR-02,NG-PLC-000109,NG-PLC-000170,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000150,NG-RD-CAND-000150,NGR-02,NG-PLC-000126,NG-PLC-000135,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000151,NG-RD-CAND-000151,NGR-02,NG-PLC-000157,NG-PLC-000122,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000152,NG-RD-CAND-000152,NGR-02,NG-PLC-000154,NG-PLC-000145,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000153,NG-RD-CAND-000153,NGR-02,NG-PLC-000153,NG-PLC-000115,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000154,NG-RD-CAND-000154,NGR-02,NG-PLC-000143,NG-PLC-000139,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000155,NG-RD-CAND-000155,NGR-02,NG-PLC-000127,NG-PLC-000126,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000156,NG-RD-CAND-000156,NGR-02,NG-PLC-000088,NG-PLC-000129,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000157,NG-RD-CAND-000157,NGR-02,NG-PLC-000136,NG-PLC-000114,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000158,NG-RD-CAND-000158,NGR-02,NG-PLC-000105,NG-PLC-000113,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000159,NG-RD-CAND-000159,NGR-02,NG-PLC-000120,NG-PLC-000153,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000160,NG-RD-CAND-000160,NGR-02,NG-PLC-000113,NG-PLC-000087,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000161,NG-RD-CAND-000161,NGR-02,NG-PLC-000087,NG-PLC-000135,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000162,NG-RD-CAND-000162,NGR-02,NG-PLC-000120,NG-PLC-000089,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000163,NG-RD-CAND-000163,NGR-02,NG-PLC-000106,NG-PLC-000127,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000164,NG-RD-CAND-000164,NGR-02,NG-PLC-000136,NG-PLC-000143,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000165,NG-RD-CAND-000165,NGR-02,NG-PLC-000158,NG-PLC-000099,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000166,NG-RD-CAND-000166,NGR-02,NG-PLC-000154,NG-PLC-000118,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000167,NG-RD-CAND-000167,NGR-02,NG-PLC-000156,NG-PLC-000168,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000168,NG-RD-CAND-000168,NGR-02,NG-PLC-000166,NG-PLC-000140,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000169,NG-RD-CAND-000169,NGR-02,NG-PLC-000156,NG-PLC-000123,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000170,NG-RD-CAND-000170,NGR-02,NG-PLC-000158,NG-PLC-000101,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000171,NG-RD-CAND-000171,NGR-02,NG-PLC-000160,NG-PLC-000118,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000172,NG-RD-CAND-000172,NGR-02,NG-PLC-000158,NG-PLC-000137,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000173,NG-RD-CAND-000173,NGR-03,NG-PLC-000255,NG-PLC-000239,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000174,NG-RD-CAND-000174,NGR-03,NG-PLC-000181,NG-PLC-000180,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000175,NG-RD-CAND-000175,NGR-03,NG-PLC-000235,NG-PLC-000202,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000176,NG-RD-CAND-000176,NGR-03,NG-PLC-000173,NG-PLC-000179,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000177,NG-RD-CAND-000177,NGR-03,NG-PLC-000196,NG-PLC-000193,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000178,NG-RD-CAND-000178,NGR-03,NG-PLC-000178,NG-PLC-000173,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000179,NG-RD-CAND-000179,NGR-03,NG-PLC-000244,NG-PLC-000243,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000180,NG-RD-CAND-000180,NGR-03,NG-PLC-000248,NG-PLC-000220,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000181,NG-RD-CAND-000181,NGR-03,NG-PLC-000182,NG-PLC-000178,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000182,NG-RD-CAND-000182,NGR-03,NG-PLC-000210,NG-PLC-000247,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000183,NG-RD-CAND-000183,NGR-03,NG-PLC-000187,NG-PLC-000182,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000184,NG-RD-CAND-000184,NGR-03,NG-PLC-000209,NG-PLC-000246,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000185,NG-RD-CAND-000185,NGR-03,NG-PLC-000209,NG-PLC-000255,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000186,NG-RD-CAND-000186,NGR-03,NG-PLC-000256,NG-PLC-000192,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000187,NG-RD-CAND-000187,NGR-03,NG-PLC-000247,NG-PLC-000248,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000188,NG-RD-CAND-000188,NGR-03,NG-PLC-000231,NG-PLC-000202,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000189,NG-RD-CAND-000189,NGR-03,NG-PLC-000254,NG-PLC-000191,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000190,NG-RD-CAND-000190,NGR-03,NG-PLC-000235,NG-PLC-000257,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000191,NG-RD-CAND-000191,NGR-03,NG-PLC-000256,NG-PLC-000187,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000192,NG-RD-CAND-000192,NGR-03,NG-PLC-000223,NG-PLC-000198,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000193,NG-RD-CAND-000193,NGR-03,NG-PLC-000195,NG-PLC-000192,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000194,NG-RD-CAND-000194,NGR-03,NG-PLC-000189,NG-PLC-000188,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000195,NG-RD-CAND-000195,NGR-03,NG-PLC-000200,NG-PLC-000198,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000196,NG-RD-CAND-000196,NGR-03,NG-PLC-000180,NG-PLC-000196,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000197,NG-RD-CAND-000197,NGR-03,NG-PLC-000184,NG-PLC-000186,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000198,NG-RD-CAND-000198,NGR-03,NG-PLC-000244,NG-PLC-000208,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000199,NG-RD-CAND-000199,NGR-03,NG-PLC-000193,NG-PLC-000188,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000200,NG-RD-CAND-000200,NGR-03,NG-PLC-000240,NG-PLC-000206,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000201,NG-RD-CAND-000201,NGR-03,NG-PLC-000224,NG-PLC-000227,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000202,NG-RD-CAND-000202,NGR-03,NG-PLC-000191,NG-PLC-000177,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000203,NG-RD-CAND-000203,NGR-03,NG-PLC-000209,NG-PLC-000240,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000204,NG-RD-CAND-000204,NGR-03,NG-PLC-000204,NG-PLC-000235,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000205,NG-RD-CAND-000205,NGR-03,NG-PLC-000181,NG-PLC-000193,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000206,NG-RD-CAND-000206,NGR-03,NG-PLC-000186,NG-PLC-000183,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000207,NG-RD-CAND-000207,NGR-03,NG-PLC-000223,NG-PLC-000224,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000208,NG-RD-CAND-000208,NGR-03,NG-PLC-000231,NG-PLC-000257,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000209,NG-RD-CAND-000209,NGR-03,NG-PLC-000233,NG-PLC-000253,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000210,NG-RD-CAND-000210,NGR-03,NG-PLC-000212,NG-PLC-000174,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000211,NG-RD-CAND-000211,NGR-03,NG-PLC-000203,NG-PLC-000234,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000212,NG-RD-CAND-000212,NGR-03,NG-PLC-000240,NG-PLC-000195,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000213,NG-RD-CAND-000213,NGR-03,NG-PLC-000253,NG-PLC-000238,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000214,NG-RD-CAND-000214,NGR-03,NG-PLC-000205,NG-PLC-000237,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000215,NG-RD-CAND-000215,NGR-03,NG-PLC-000190,NG-PLC-000186,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000216,NG-RD-CAND-000216,NGR-03,NG-PLC-000182,NG-PLC-000186,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000217,NG-RD-CAND-000217,NGR-03,NG-PLC-000191,NG-PLC-000190,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000218,NG-RD-CAND-000218,NGR-03,NG-PLC-000236,NG-PLC-000253,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000219,NG-RD-CAND-000219,NGR-03,NG-PLC-000192,NG-PLC-000181,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000220,NG-RD-CAND-000220,NGR-03,NG-PLC-000207,NG-PLC-000242,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000221,NG-RD-CAND-000221,NGR-03,NG-PLC-000215,NG-PLC-000221,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000222,NG-RD-CAND-000222,NGR-03,NG-PLC-000218,NG-PLC-000176,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000223,NG-RD-CAND-000223,NGR-03,NG-PLC-000190,NG-PLC-000177,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000224,NG-RD-CAND-000224,NGR-03,NG-PLC-000235,NG-PLC-000234,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000225,NG-RD-CAND-000225,NGR-03,NG-PLC-000183,NG-PLC-000188,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000226,NG-RD-CAND-000226,NGR-03,NG-PLC-000220,NG-PLC-000209,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000227,NG-RD-CAND-000227,NGR-03,NG-PLC-000203,NG-PLC-000235,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000228,NG-RD-CAND-000228,NGR-03,NG-PLC-000246,NG-PLC-000195,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000229,NG-RD-CAND-000229,NGR-03,NG-PLC-000222,NG-PLC-000226,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000230,NG-RD-CAND-000230,NGR-03,NG-PLC-000241,NG-PLC-000242,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000231,NG-RD-CAND-000231,NGR-03,NG-PLC-000219,NG-PLC-000218,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000232,NG-RD-CAND-000232,NGR-03,NG-PLC-000192,NG-PLC-000189,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000233,NG-RD-CAND-000233,NGR-03,NG-PLC-000221,NG-PLC-000226,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000234,NG-RD-CAND-000234,NGR-03,NG-PLC-000253,NG-PLC-000205,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000235,NG-RD-CAND-000235,NGR-03,NG-PLC-000218,NG-PLC-000246,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000236,NG-RD-CAND-000236,NGR-03,NG-PLC-000243,NG-PLC-000207,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000237,NG-RD-CAND-000237,NGR-03,NG-PLC-000219,NG-PLC-000176,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000238,NG-RD-CAND-000238,NGR-03,NG-PLC-000215,NG-PLC-000216,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000239,NG-RD-CAND-000239,NGR-03,NG-PLC-000214,NG-PLC-000226,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000240,NG-RD-CAND-000240,NGR-03,NG-PLC-000227,NG-PLC-000229,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000241,NG-RD-CAND-000241,NGR-03,NG-PLC-000214,NG-PLC-000174,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000242,NG-RD-CAND-000242,NGR-03,NG-PLC-000247,NG-PLC-000245,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000243,NG-RD-CAND-000243,NGR-03,NG-PLC-000208,NG-PLC-000207,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000244,NG-RD-CAND-000244,NGR-03,NG-PLC-000237,NG-PLC-000197,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000245,NG-RD-CAND-000245,NGR-03,NG-PLC-000221,NG-PLC-000212,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000246,NG-RD-CAND-000246,NGR-03,NG-PLC-000176,NG-PLC-000195,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000247,NG-RD-CAND-000247,NGR-03,NG-PLC-000175,NG-PLC-000245,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000248,NG-RD-CAND-000248,NGR-03,NG-PLC-000221,NG-PLC-000194,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000249,NG-RD-CAND-000249,NGR-03,NG-PLC-000211,NG-PLC-000208,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
NG-RD-000250,NG-RD-CAND-000250,NGR-03,NG-PLC-000195,NG-PLC-000242,FROZEN_VALIDATED_PLANAR_ENDPOINT_SELECTION_V1,QUALIFIED_SIMULATION_AUTHORING_PLAN
