migration_action_id,coordinate_candidate_id,canonical_spatial_point_id,planned_action,allocation_basis,identity_origin,requires_live_target_confirmation,existing_canonical_rows_destructively_updated,runtime_mode,effect_scope,status
spaction:nngla:d99bbccbc09382f655b782fb6a7cd54f4250b5ca76924d51aeef68b206aed2ab,coordcand:nngla:3e5b431818bac6b390f77a0a1d2e8c95bf8ae6787df6f21fe130e23f42c2aa3b,NG-SPT-000216,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:8a62f3b0539f03ad7c3e31349f1af4d4fe8b11d1a6d2ed67f0dc549e2e031a64,coordcand:nngla:b48907f6688dac728e8449f205e17734fb9d19df12e1eb595047293b48418a8b,NG-SPT-000217,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:df717ac970636542c494725168f57cb93bb074090147bff32060ae46bc9b4849,coordcand:nngla:bbebcad78f86a28581629884c1662a4c80611c85169b29e20bf2cbf678f290f8,NG-SPT-000218,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:0ef622ef3a0387b36776cda3ce602249e9368499bb4b4466ee6caf525797acf8,coordcand:nngla:0f57edc291d9a99b32bccace76f5041c35f3301eeb41fc343fefac2646896155,NG-SPT-000219,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:014d4e2a4caf75d826fb7d413d752d0f8b82535ae9e5d306e48141459cc5fa85,coordcand:nngla:090ed9692369424e90e55f1cd0359fd5438dbda3dfdff1bd44f2c24c96f135a3,NG-SPT-000220,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:f2a13a8cae3ac91e5dca71f1928478e98efd95722a3aaf5e392de48025aa1103,coordcand:nngla:742071a9ea3ceea9dbeabfe82e1a49b2d65e45e695adf387283b1b5e634a24af,NG-SPT-000221,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:03f6c209ddfc088c0ee530105b619f32db87687f9e1b0ac3ba4f74fd536a710e,coordcand:nngla:4167402bf17219e66f438cd5828e822fe050ac8e32bc33d25ab2adaca7c3b2da,NG-SPT-000222,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:419ec68717d550ad8473825f2509de54d2dc77ca18dd505deb4d24b5bd9d7e19,coordcand:nngla:eda59b4361572376f2ca7241a7847dd476c14cff89bb47dbd6685e09ee0e8523,NG-SPT-000223,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:59b1e8f6f0bdd10a861f33df4179762dc4aefedc2dcc5960388391063bdbbe24,coordcand:nngla:3546fa22d2365a8d31a72fba9b0c56e3d7161a9da66d9b6fbf02263853dc1df9,NG-SPT-000224,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:40b8920d7796ff913e58cb0d50ba31dca0508bff0b28d8e22f9f9246648d0ae3,coordcand:nngla:b68d3f0bb16e1dca2973d6ba0cb0c1b093d6979fb02d96d94f88b0fc11c53063,NG-SPT-000225,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:2091e1b3ece39f1ac98e7a1d441e3e6b84790918c52fb1fcf6497d1b212f4b05,coordcand:nngla:33ce89a2bb761e57e097c313a0bce215cb0438bfbce0fdfdf8d856ee68086c05,NG-SPT-000226,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:63d6312d182fdc23867e39d0fed09293c55d7e5ec9c21464167fa58716b9dd9f,coordcand:nngla:dcd9cfd0e319ccd26bdd3ca0c55237161f94e29598ca9ce686905dc17283eff9,NG-SPT-000227,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:28e35e5a37b72265c0ebcdf6082acf0195cf437214367de849d2f1544f52345f,coordcand:nngla:ea67c72a93d2cf415733c1038546bb1dc24ac6455e8de4ed83b0182ea5976f54,NG-SPT-000228,INSERT_NEW,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:f9c80d0744e72cfff19e059f568029344fa6ee716fb23ae9188075ffbdeb309c,coordcand:nngla:51d8aefd032d599f9c50af17aee2d5896cadab46c3280e67ce6e53dd89986aca,NG-SPT-001393,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:a38cb9e35da9ed549b8b0d9a2e8272d5d4c30d18c6e99fd0f5abbcb04c9a4b66,coordcand:nngla:e95b0745e29407737fc631af9b66b08059993af399a4bc14188c5d5eeb7a6ec3,NG-SPT-001394,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:687b6aacfc3ea3b52a441ca542a30c55be2e0f85d48da396e04a6fd456a0604f,coordcand:nngla:a48e1b51ada5b0f4edeea90b5ca039de33e5ccb4cb1c652fd1f983b01e8146bf,NG-SPT-001395,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:25f4148ca0b1da9c1ed9df0ba031c96154fbfb1448d463357dac3443d2f93cb3,coordcand:nngla:35362fa7d219ff0aecca676fcc90a8540592e412144abd2f6779155c3e7b63ce,NG-SPT-001396,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:5016ebc3a8767ddadcb8c46ba8b89bb0412468f427acec0a0e5da5881f2cab10,coordcand:nngla:366ea7347da1cba3ebe55e0b7c45dca33b7807c0c166266fea50c22da8975234,NG-SPT-001397,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:2321fd97bf77a94842cfffe7698d2476d4ad79ce26ad96c2d899f97c0da7f1ee,coordcand:nngla:6552a9a50082a56556ae50ae4444a37223cf277af2feb731735eb257c4a56357,NG-SPT-001398,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:4c28ade86f0ff61ba5477e0bf67383200b7e3b07b7cb1b12847058ac05c64385,coordcand:nngla:86be8bba056087e480025ea508ff7123169bb987720e8f0e7e2c64d27eee0a5e,NG-SPT-001399,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:5837ad6ed94045a1c1f76ce5d044fc714c2599ad96c7379cf79c9f706880a8ac,coordcand:nngla:fe369a2efbab532a32392d9c3740d4bd1094d02262ec1de05e792ecf6580f243,NG-SPT-001400,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:8bc84cfe26c70cb8d14b2fe726d09910dcddbafc495849db2ab2075c4e5bd195,coordcand:nngla:06476bf12146cc3aeafeaf787e9a1d97cc4984d0b81e43bb19d1417bf5f2b149,NG-SPT-001401,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:96bacc515a9222662259890b6f7bc1910754abd8e9614c001e71f4ab03ffda70,coordcand:nngla:267bad832ae8674c8763a0ddc53090bb9720ab9373e5320a38221a1053d066d1,NG-SPT-001402,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:f98702b733f840ee436ec6c7d6615f7c6a84fe28c81d44213f62209fae824eae,coordcand:nngla:e146831b31da944a48a50cf7a476567945793cc7a6274e0d52f3bd51eb027ed2,NG-SPT-001403,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:9830498f4cf03a91863145c781a7b3a559a0abd8f97ae1ec430428cdc3e0ec2a,coordcand:nngla:dae90efbe847f0843f8f8d83a6cbe20c9a5eb243a7133fe75f048f845d432349,NG-SPT-001404,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:3e1552605dd6675b86ea880b71f9e467c0f6d5fa3b13fea158ffe87631e254c1,coordcand:nngla:ec754398657454caa941ef702732586fc3beaa507c38572689c82b1acdf1ee90,NG-SPT-001405,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:dee4b846cbd22fd869e83a7f950bb66a7fca6338b967e13c860a1609eef6961f,coordcand:nngla:d58dc09472f13908e167c5b61811f919dc4c4ec4a1bbb2ca02324ff4fd3019fe,NG-SPT-001406,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:80bf4ae2bb9b61b4270c247d274f5d5dcc60535d6610624b4327c706b6017c4c,coordcand:nngla:37e1cbb348783bf342814abaac46ef6015832894970f6238080e4966026786ea,NG-SPT-001407,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:de2419417c2eb46dacef356d18a9db0958adcd69ee3c8579b3e89c6722b068da,coordcand:nngla:2bdacd28f8b2be2f724e4e469dbdc9480b21c87bd2be22215cca4cf145512f77,NG-SPT-001408,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:0994157517b3311ce848e29a91cc0b71fed4e9261622c5abe94385abe60ba1aa,coordcand:nngla:18c0176c8800077daed558e88616bb5d96e256393752bc6eb42f52ce7699c7d0,NG-SPT-001409,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:6a5dd07073b0688fb1c6a21247f433dda1cc06a135bd5f5bed0c40d240f6debc,coordcand:nngla:652a12245dc426cfa9f08e5efe8d626a90b00ec08c850131d6bfaf8dd2a407b1,NG-SPT-001410,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:c0c4c185dc6960534149206c2ec031d82f5ad6372bd466ae8f43d63ea841d345,coordcand:nngla:5aeaddf1fada7d99193a7a19579b22101bf4076cf46960d0aca8157e6f352388,NG-SPT-001411,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:fc1045fb3eafc9be2764ccde979452dbc6f0edcd36b1c0643f0d0df46d5d1759,coordcand:nngla:e55ca190b45cdde3af5daf40fd4692432fe8282bb28399df52d310602c10f95c,NG-SPT-001412,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:ee3cf95ba76c5b3a7043cf780c484a8734e62667f3ee0b49916f8325147dca4b,coordcand:nngla:83e4719d66c5aec83b4a2cd248e09afbbb4ebad2f6837627fa53b955b91914f2,NG-SPT-001413,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:55e269f6012ef62bf6eca6c26a9678c40fdc08979a3754b88008f81297165fb2,coordcand:nngla:973ad4f5fc40dd1abb6f889a01915603623ed7b254e3a014723be91041b63849,NG-SPT-001414,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:397cfbd323dcba9bb8636d7484cd42512372532ea55306ec41bbf9b53b886359,coordcand:nngla:a7d1f4147c35e93d05df26ac89dd22c9def789e785784152fe8b8bb782bf29f9,NG-SPT-001415,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:b1876e892fcfc8e62bb98a2988b53346f9a0456523a1b5c4eda08f67f508ba70,coordcand:nngla:62cfc8e3eaa8a0b6b11f0924605f72cc16f1eec529836d170819a6356b28195b,NG-SPT-001416,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:6d753a5dd90d067a95b16f32b82e2bc4e40f0640ee4a923d13ec01117482d5fc,coordcand:nngla:334b59a563af93083630d9da318a02bd12f3658a8b7bca75f2a115a6776db582,NG-SPT-001417,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:600b805043efb53045b32bde9d2038002b96bc246d86eb13bfaa10ca4153a99e,coordcand:nngla:de0ba25117e8eb4cb9a3919a2f3075db79d546e8e61c936e0955be8bd4e6fe05,NG-SPT-001418,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:36eb42dccd05a736b69914c1bff16d00fc308539d785b6f1cd9580b575fa0037,coordcand:nngla:6a8b287202a636e2074b58c795c46f76b7894b9113117ed4c5d78aeae56fedf5,NG-SPT-001419,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:ed88ef3d423e3b1667c166d6c1ecdd78c80436a97d79f61ba6436838528f96fb,coordcand:nngla:005f18f989c3f46e8a1cd71cb75047adf9d8b764e6a738ca4955f0d6175b7922,NG-SPT-001420,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:d3fc2857b99c655f0f1fe2abd20607239c838e9c0a4d219039d15d7a3c37ba92,coordcand:nngla:a7ca9fe5811c2b17c0a1d375cafd2da8ba91e2e757ea5413ee6a10a3364296a7,NG-SPT-001421,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:e376161a1efba50f656744e46df7d1566b3bd74013990bad77f7b35820fe8f35,coordcand:nngla:776cee666222d595a0c601f8cd6c490fe4a980549d99178262953437b62b54c3,NG-SPT-001422,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:4e6dc5a99f082c90716aa2463e581eb1021df36676d0e19b0f70cf971a735c25,coordcand:nngla:b4711a09964c8ba380187dcf98cd95c0e5efd99acb3caef8a4e89984b7f5e4f1,NG-SPT-001423,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:77f98e02cf98b0f9b47c860f45185a18470580e0b0970ee61bf7527b136617d4,coordcand:nngla:931453372983862f3d7977c504428b165e6340194e72c52bc53d39b6ddbb828a,NG-SPT-001424,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:541729c9d2e5de90bfc2037a1edbf4ef9dd1e79e1ac61116fc205abc40696fbb,coordcand:nngla:80fc866c4dc097501c8157ffba066ab301bdcd0601ee128a69951f9b5588d66f,NG-SPT-001425,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:308c0d25d531866487733a84958c8e52d21669d2ddec7633b8a69c6825a1d4fb,coordcand:nngla:9a84f104e5629d63b46276355caa2bf9be798b7841e17f556bebe311f6ce69c3,NG-SPT-001426,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:415bc6a2dace781a78fb7a46e9f04d37bfc0962724f64037756d51b0861d8717,coordcand:nngla:c3805505bedbaaef35b8316113301d6dfac1e6d37c6622e06b5746b036691ca4,NG-SPT-001427,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:606348a87c618fad7a6960366d53bdbe849beb0f7701f201867f98c0a17b1d08,coordcand:nngla:965fd27073693dda03555775104ef4a88cea55a0baee41bd3273900b172529b3,NG-SPT-001428,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:d104ea89497c9a2f45f46929aba0b1c46ed66af9a64aa1a681051b4e54a4e5c4,coordcand:nngla:c335ba9aa6886dad2eed5769eb224f693973069d3cb70329702e54d4d30cc49b,NG-SPT-001429,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:a283f768352b8c8f085d3b9b2d3ca1035f70f1de87dfe96ca0867e68f255168f,coordcand:nngla:79ea797de0e304e4428e3427af210ce4feb3d2df00ee658ef1513fcea131c317,NG-SPT-001430,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:8eb03e51c3b1e7348b587a4657a72c56eae561c8a37b3d20b10eba211abdfe03,coordcand:nngla:0094e877e8cd9334c0c9964ed45af7e046ec15aa121ddc02dd5340fd4c8c3db2,NG-SPT-001431,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:59313df33d834899c68bdb08d1f000a6d98b254637ee9a0ae5c6ccb46999001e,coordcand:nngla:3113364ac5e491e3c525485ff8fd942dd8cb18c69d35c113c252e4ae4a95de2f,NG-SPT-001432,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:e01853b5bf67588321378b6546043c1981b865e42f37765ac3f9d6e1eacc1bd4,coordcand:nngla:19b1b8c36e75dd8e085e9f90e4060b735294a0209e584ff178cf6adf21a41cf7,NG-SPT-001433,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:c399ef83d3efcd429bee26cb68014bc2de6ab61403761a1c20c40ae6dc67e7d9,coordcand:nngla:a8532ca3d8b80d59dd4bb24a837212ab1dba1d1004c13ca8b3b941f17eb50478,NG-SPT-001434,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:dfb15b05720ed8c0ebe22e37ea877520b123b5e793ed2525b0805bf3fa57f1eb,coordcand:nngla:070e5d3b2f8399e85d8d9ff7b2cc059b48b7873f31c43d18406f2887678d489c,NG-SPT-001435,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:1cb7184f0a37aeb3de65c95f35f5bc852dce4562bd3b28cef0af86dd966805c4,coordcand:nngla:243e8c972b4e987edf4ca2a2ab63b1bb02c228fb22eae571e501faa76032c6d1,NG-SPT-001436,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:1e0c2f63529a554b8522ea5f1b6788c5cab3cf67e4edfdc29e1f3890b0c9553f,coordcand:nngla:5ec1106398da013a2b9c31a61e4ce76303ad94c2195a0ca9ab191bf7e17701d9,NG-SPT-001437,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:2283b1a1131f67d9401e9b5a6984d7aeb31c17881f87b99debbbc9dd7a017e35,coordcand:nngla:1168d2cfe6237db6d55af214dcc428d11429b76be703f45e615594caae20a25c,NG-SPT-001438,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:801e3793acb087221d26bd8c171690d0a07b851b1a178c4ff611fd3309dd4f9b,coordcand:nngla:36d2b18170f5d165ad1d77734cdf9b1dfde068cd9a8fcda0cdb25c2a2bd9eda4,NG-SPT-001439,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:575f510a1757e40f84348665c98e870b4238114c26a4e1a195ce4d7a783cd0ee,coordcand:nngla:ec47735d4ef8e5892e7f1842f9cf4a8bdff598b8129fe02c3ed46df403634340,NG-SPT-001440,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
spaction:nngla:23c9d26a425081a0515f6656ddfb4b1c040377264f12a3dec434716a0e520f33,coordcand:nngla:ad97910cd52ceb6606b62fe85851a94752566d01f2e266bcaa9d2d8d95f73ac5,NG-SPT-001441,INSERT_NEW,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,true,false,production,SHARED_REFERENCE,PLANNED_NOT_EXECUTED
