subject_id,record_family,current_visibility,map_renderable,publication_reference_status,overall_status
NG-PLC-000229,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000230,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000231,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000232,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000233,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000234,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000235,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000236,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000237,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000238,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000239,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000240,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000241,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000242,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000243,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000244,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000245,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000246,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000247,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000248,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000249,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000250,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000251,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000252,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000253,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000254,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000255,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000256,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000257,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000258,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000259,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000260,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000261,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000262,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000263,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000264,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000265,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000266,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000267,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000268,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000269,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000270,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000271,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000272,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000273,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000274,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000275,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000276,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000277,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000278,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000279,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000280,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000281,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000282,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000283,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000284,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000285,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000286,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000287,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000288,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000289,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000290,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000291,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000292,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000293,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000294,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000295,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000296,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000297,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000298,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000299,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000300,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000301,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000302,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000303,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000304,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000305,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000306,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000307,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000308,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000309,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000310,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000311,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000312,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000313,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000314,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000315,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000316,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000317,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000318,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000319,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000320,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000321,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000322,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000323,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000324,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000325,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000326,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000327,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000328,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000329,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000330,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000331,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000332,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000333,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000334,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000335,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000336,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000337,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000338,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000339,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000340,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000341,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000342,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000343,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000344,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000345,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000346,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000347,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000348,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000349,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000350,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000351,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000352,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000353,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000354,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000355,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000356,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000357,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000358,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000359,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000360,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000361,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000362,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000363,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000364,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000365,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000366,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000367,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000368,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000369,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000370,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000371,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000372,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000373,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000374,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000375,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000376,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000377,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000378,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000379,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000380,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000381,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000382,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000383,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000384,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000385,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000386,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000387,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000388,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000389,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000390,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000391,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000392,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000393,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000394,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000395,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000396,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000397,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000398,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000399,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000400,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000401,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000402,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000403,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000404,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000405,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000406,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000407,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000408,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000409,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000410,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000411,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000412,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000413,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000414,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000415,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000416,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000417,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000418,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000419,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000420,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000421,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000422,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000423,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000424,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000425,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000426,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000427,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000428,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000429,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000430,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000431,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000432,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000433,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000434,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000435,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000436,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000437,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000438,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000439,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000440,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000441,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000442,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000443,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000444,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000445,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000446,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000447,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000448,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000449,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000450,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000451,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000452,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000453,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000454,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000455,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
NG-PLC-000456,PLACE,INTERNAL,false,ABSENT_BY_DESIGN_PRELIVE,PASS_FAIL_CLOSED
