persistence_qualification_id,coordinate_candidate_id,canonical_spatial_point_id,geometry_id,migration_action,source_verified,coordinate_valid,map_reconciled,crs_valid,precision_valid,containment_valid,topology_valid,topology_applicability,environment_resolved,environment_applicability,conflict_free,conflict_applicability,canonical_id_stable,geometry_assignment_valid,crosswalk_valid,effective_dating_valid,qualification_status,findings,runtime_effect_scope
NG-SPPERSIST-0000234,coordcand:nngla:99444d551346cf88ab72327d91d92c6a544e4979e6515ba4a92722113a52b497,NG-SPT-000100,NG-GEO-000121,INSERT_NEW,true,true,true,true,true,true,true,APPLICABLE_REFERENCE_CELL_AND_MAJOR_GRID,true,APPLICABLE_REFERENCE_FABRIC_POINT,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000235,coordcand:nngla:f21eb410dfabefc7c9986dd30306c92fc3eb05d028e4c1ff0f99a03c0e4a54de,NG-SPT-001239,NG-GEO-001260,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000236,coordcand:nngla:fa2c1a3c4fde8a032bdbc044472b2733a59c4492e737a74e951f42d8c76b309c,NG-SPT-001240,NG-GEO-001261,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000237,coordcand:nngla:daaf45b8bb3b30097bd98af6b251f3c8d1f3bb81bcc18a56520c707111a5640c,NG-SPT-001241,NG-GEO-001262,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000238,coordcand:nngla:0c2625eb06958bb74001619c19d4109f176a3d5200f6cebbe0c7cffeef62b958,NG-SPT-001242,NG-GEO-001263,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000239,coordcand:nngla:a28bf496b56bd887604986367a636871a6243219669659583488e04a485e3833,NG-SPT-001243,NG-GEO-001264,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000240,coordcand:nngla:bf5ca2cf345b0cff99da3b25ff3b19aa89770cdb51f0a86f4dd31087aae67e87,NG-SPT-001244,NG-GEO-001265,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000241,coordcand:nngla:ffaa909661db0c6f7248eba1ba51507027999cbe066bcfcb66991c0fbc38e82c,NG-SPT-001245,NG-GEO-001266,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000242,coordcand:nngla:57dedf8f2ef4faa57916d9f53f25acce792e1705f093b59ed08a6831638608e2,NG-SPT-001246,NG-GEO-001267,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000243,coordcand:nngla:cf3d683275340ee159f8a721743e10aa4b4677d3a0088f001161e335c781145a,NG-SPT-001247,NG-GEO-001268,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000244,coordcand:nngla:9e95a4b578c3c616a29942e6fb0506334aba21265e96d3b10e0095e09a390ac5,NG-SPT-001248,NG-GEO-001269,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000245,coordcand:nngla:a803c489c12451bf4ac0bcb099ce0209190f0aa769a84a5c8dbcc2b6172f8318,NG-SPT-001249,NG-GEO-001270,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000246,coordcand:nngla:a13c5e7d197f26c0ecbae752dd04432b29a816b9b660a6a8bc2d3a4910c059d6,NG-SPT-001250,NG-GEO-001271,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000247,coordcand:nngla:eb5fd2262601a2caa7f58d62ab4f7289720d79893792249733b8fad201c2e95f,NG-SPT-001251,NG-GEO-001272,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000248,coordcand:nngla:5ce54711f727a3beef57bd64ed183cbfc16e2757f65f7cb426918204e692fcd9,NG-SPT-001252,NG-GEO-001273,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000249,coordcand:nngla:72269b1163c588faed37b4264d5af9277c8f4f12bdead4f3b31ac66f6d77b079,NG-SPT-001253,NG-GEO-001274,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000250,coordcand:nngla:ee79792371545716d771bad170f10e72ca88e7f46f3c0093749771b6bd1823b7,NG-SPT-001254,NG-GEO-001275,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000251,coordcand:nngla:6c378ce42f13409c261573630f96ebf150d34f620751e10b47e97070d4fb8d56,NG-SPT-001255,NG-GEO-001276,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000252,coordcand:nngla:9356e4d1603794e8efd629283f682d6affcf98ca74e3af19ae4a2861c0d244fc,NG-SPT-001256,NG-GEO-001277,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000253,coordcand:nngla:bb18f87d6f99595318613a81a9028f9eeacf340ea48819596145d9ef3147a38f,NG-SPT-001257,NG-GEO-001278,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000254,coordcand:nngla:9e350b8bbc315880af8b7d00914d730b7b0963ec0fc489b33844c49562a9e251,NG-SPT-001258,NG-GEO-001279,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000255,coordcand:nngla:d729dc2f4dc8f4bd6c1d715d3c4296d35442d915301cf0203fad3f8cf74dd9a8,NG-SPT-001259,NG-GEO-001280,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000256,coordcand:nngla:f79aa59b0fdfebee7e83837f6d28f6a27599c2a6778ef3e2ef9b9ad38e7ca868,NG-SPT-001260,NG-GEO-001281,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000257,coordcand:nngla:9138f94ed344649ec5a9e8afe5d35fbeff22f4bc42a91d44f3c251a86dea2839,NG-SPT-001261,NG-GEO-001282,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000258,coordcand:nngla:a23b396b0a7f952e1fcce38d883aed63c5ce23f4c6f586860be67e2cd6ab892f,NG-SPT-001262,NG-GEO-001283,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000259,coordcand:nngla:5e367a5f17f5e7406365c8799cbc93964345ee6fc839641efeccdb0eefc5004f,NG-SPT-001263,NG-GEO-001284,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000260,coordcand:nngla:b1c711c2a1cd72053d492c8f62c20730335e7d9a85f543388fa5c2a1b819b3a0,NG-SPT-001264,NG-GEO-001285,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000261,coordcand:nngla:6ec9fffff780bb9edf59974bb1bf25d939c00f58c1d5770c8fd6390f5107c78a,NG-SPT-001265,NG-GEO-001286,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000262,coordcand:nngla:729c50eac4f4eafd5229ece4e33a38caf0048e0f2d96a4354de498cb55c3a485,NG-SPT-001266,NG-GEO-001287,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000263,coordcand:nngla:346b43fc29b4ca08855f3880af5c970fa322268c990dc65324260219c40cab6e,NG-SPT-001267,NG-GEO-001288,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000264,coordcand:nngla:e7a8fa074ea61df31439f23690fc4ce4fddd801dc53aca4222ad4fd16c235cd1,NG-SPT-001268,NG-GEO-001289,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000265,coordcand:nngla:2e99dde69a18127ee37ec898ef2958600868a3e154933cb03dab6770517c068d,NG-SPT-001269,NG-GEO-001290,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000266,coordcand:nngla:9cfae8c9f1e38b4efd9363ee66ba43b3429c0943b9ff7dbf0a440bbdd368880b,NG-SPT-001270,NG-GEO-001291,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000267,coordcand:nngla:915e1c855990e0210b4b6a96e61ded8d81da96491ae5188c7916ca6d21cda47e,NG-SPT-001271,NG-GEO-001292,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000268,coordcand:nngla:570e7739d4395f0b2bd7365141798f5be4745410b292f011b6ac59128f1fad31,NG-SPT-001272,NG-GEO-001293,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000269,coordcand:nngla:49ba0704876cefc0d385de7c8941a51dcb8308aef300019fba0a77bbce5f3978,NG-SPT-001273,NG-GEO-001294,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000270,coordcand:nngla:94dec74d65c5f84fd76b5e6202c722cf119a1e0a31f6586ff3524538f7872a2e,NG-SPT-001274,NG-GEO-001295,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000271,coordcand:nngla:3312c789cb9cb894da5412411a6beeb4bb5baed7e3182fd6921562db5893a6f7,NG-SPT-001275,NG-GEO-001296,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000272,coordcand:nngla:4e1bd8a85c0c1007740a934a1f630e90d6593f6de081dc6de4dc9fb313403581,NG-SPT-001276,NG-GEO-001297,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000273,coordcand:nngla:148e92d62dce14b7a2e123b7bbaf482eb42d226510c2a5c314acfee5344c5c44,NG-SPT-001277,NG-GEO-001298,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000274,coordcand:nngla:c0ee9c8c35b8f56223d51630e8b050ecacfb4dd4ba5359ca353ad149b57e2785,NG-SPT-001278,NG-GEO-001299,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000275,coordcand:nngla:bfdc7d616bc900943b372bab571ca9e25c44845cbe81504a3e18025db8ce5fce,NG-SPT-001279,NG-GEO-001300,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000276,coordcand:nngla:c327b67dd21a42b92b9c72e9152b79fab015d1cf74ca6683020e590a11bf7caa,NG-SPT-001280,NG-GEO-001301,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000277,coordcand:nngla:aa8f35eafad66a1c0253a7c792aa8d7bd3ddc2648949944951a333f3cb1f480a,NG-SPT-001281,NG-GEO-001302,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000278,coordcand:nngla:0fddc0e07cce724c1b5e3e834730f41751f80ef13793a156bcd39cb39da3699b,NG-SPT-001282,NG-GEO-001303,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000279,coordcand:nngla:8ee26a9b02b6ee929796a8ba3a1100a4d2e0200eed254f9b276512b3f93f5991,NG-SPT-001283,NG-GEO-001304,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000280,coordcand:nngla:b31072c7db1c55d8be429a550ac1172305b02c00c7956eb5e2f875be83d18658,NG-SPT-001284,NG-GEO-001305,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000281,coordcand:nngla:c3a91b39137ce0ab813d15d0dc38828c810eabc3df18294f6b89f5620c1c78de,NG-SPT-001285,NG-GEO-001306,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000282,coordcand:nngla:fd79e56e43bb2256b93d0421941a20ed7aa8eb6e54bfdab66eed95e1f03e62d5,NG-SPT-001286,NG-GEO-001307,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000283,coordcand:nngla:58fca5626a89bdbcc70e379e2a18298056e66bbc3b63749c9f6328448df29f14,NG-SPT-001287,NG-GEO-001308,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000284,coordcand:nngla:4043d546953966bafc887fb338bbbbf0a3de8530e9ac8b9663e503b9c0a255fd,NG-SPT-001288,NG-GEO-001309,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000285,coordcand:nngla:32e8d785cb81c58d11e47799a2783ff13346d4d9be0af2a313d7d826f7e49e3f,NG-SPT-001289,NG-GEO-001310,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000286,coordcand:nngla:9cba22a94c4f1b5fc11151be8ae40a746e0d84e1d2f1f68c313b54336640f92e,NG-SPT-001290,NG-GEO-001311,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000287,coordcand:nngla:e96baff56e8c1ef646de6001b16655a01a65c4f555877299baad02c44b01bee2,NG-SPT-001291,NG-GEO-001312,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
NG-SPPERSIST-0000288,coordcand:nngla:681a4447d8a7483cf8791b229067615cd5fbc0360218224c069b865718b2c482,NG-SPT-001292,NG-GEO-001313,INSERT_NEW,true,true,true,true,true,true,true,NOT_APPLICABLE_FREE_COORDINATE_NOT_A_REFERENCE_CELL,true,NOT_APPLICABLE_NO_ENVIRONMENT_BINDING_REQUIRED,true,NOT_APPLICABLE_NO_ASSERTED_OCCUPANCY_RELATION,true,true,true,true,PASS,,SHARED_REFERENCE
