source_fidelity_result_id,coordinate_occurrence_id,source_file_id,source_record_id,source_dataset_id,source_dataset_version,source_path_reference,expected_source_sha256,actual_source_sha256,source_coordinate_match,source_attribute_match,dataset_lineage_match,crs_lineage_match,fidelity_status,findings
NG-FID-00001643,coordocc:nngla:bc594278f0d5baf7324b7f85962bdc0786c961729091159184abc40c0ab011ae,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001644,coordocc:nngla:b5638f5f284130fd2f64cf753998fd8e306e9b3e8eca283223621676cb6deac0,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001645,coordocc:nngla:873df387c52899a0825d4de0497dc6a0eeeeadd0faa6388674045883ac0da534,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001646,coordocc:nngla:1fcdafe2a6c895a5aefd2108a5dd7295175cb07890188df428f48a0fe8f41df0,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001647,coordocc:nngla:761d34ac0039d0d9b65a74a7a0ae48599041ddbc4116ab38e47c031b44d0391b,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001648,coordocc:nngla:67bc1e2334273202af1e533dc54a4064ac0dfa6a112fa476a345ebea95f9c51b,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001649,coordocc:nngla:ed91dfefd954095e3b8607b666f86769480415068dda00535d6e767868564b25,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001650,coordocc:nngla:32d57ffb0a51725568611b7280df01d5346b88e708ac1d8232efac925ea825cd,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001651,coordocc:nngla:39b76e049e616d28bca0c9b0cfd7afe37cd0891db4de98e2a2a2015a3e626883,NG-SPFILE-006,NG-SOV-PART-000005,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001652,coordocc:nngla:8c586f1c8ef2713f3584ebd6fb400dd4d7fb60daa05664650ae02f31aecf642e,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001653,coordocc:nngla:4e968e404942c609dbc2202cbb998ccc28e005a5886e7ecfafa9a9530b5dceb8,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001654,coordocc:nngla:35e15c7d3627e48f0d8eeba1d6f201f05aad73563fd45b8daf01ea115d98f40d,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001655,coordocc:nngla:4eb0ded6cc23eb04211edf996415ff0f9403fb8bd3f585f7b500b475d6cd5203,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001656,coordocc:nngla:96bc19ebf937d1ce6b983c36edcce5b5747b62af1a624bc415c63044a086e2e0,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001657,coordocc:nngla:a7f87d180ac6ea75903f7038727f73864ed81360d01eda8547d8c7c17d305465,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001658,coordocc:nngla:fb19514bff56b609b88ef0b9f60217e28d4577f455e8b019efebd8dc3b072824,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001659,coordocc:nngla:4e7a4fb787e31227c009b2b206386f74eed659fb4b9dfd11521a8304ed74e268,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001660,coordocc:nngla:7e1dd071e1c4f0c11221f97cefc15a19bf1133be64e65762caedb30a2cfc58a9,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001661,coordocc:nngla:a003a95a87c513c87ad33bc3b88535fdc872c547a1acac9fe8a0b7a95bd9e7cd,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001662,coordocc:nngla:dbf55306fd0435fbfdb4b07f3996c6038b1e3a0dfd6e34d220ebae0e387a4a6b,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001663,coordocc:nngla:f7d9e7bbe31fcf4ec0980011f54f678f659b5c982610b3b0918604850a2fe84c,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001664,coordocc:nngla:68e58d5a9e61c7e0f4329500a33264467d11d411a7a84e5efd148ebe88304035,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001665,coordocc:nngla:64d9dc94db256ee16877040033b8b2074e2b5386bd3a9d1fe8fd1c0852f8e365,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001666,coordocc:nngla:0a030baa61fbb7f08909257114c33fa03728618fbe6d5faa22aff29456cea0ea,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001667,coordocc:nngla:ce51c519dc8d1d13accc788759e09403367eaa224531049fc75d7b8a58aba713,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001668,coordocc:nngla:2c4bdca0ee16e715f9afd9ab85ac29823c5bb8fe355676e44e6bdf1e95d84a08,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001669,coordocc:nngla:53914bea15096db5f7ee89c139bbc6e27e35124f86126b67b9375d6418e6d2fe,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001670,coordocc:nngla:c6645ff6eae15872dfc56aa19def048df2a0e8c64faca4dcf96d7927fcc54d18,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001671,coordocc:nngla:b6ebe3f1729fbfb4afe379b244869cae082f6b167c2f490cd33a1439f88390c7,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001672,coordocc:nngla:8ddc75398503ba6f37e4921b7b4b21f93be5bc3a2d4a8969668fd748ffbcaccd,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001673,coordocc:nngla:ca9a542048b5c77f0b4eb4e5550c03a16184e8805d00bede157eb376e1b52070,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001674,coordocc:nngla:a2fa6d5408b88d3e329abb1ffacca6deb24b031d90d3db6bc7f43d2c9a93709a,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001675,coordocc:nngla:566c9515a00ffd3ae63665f7f421d7662f393b059c39e3fde88a2e9251536164,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001676,coordocc:nngla:e3fdc0154e7ce1e7e779f2d1dcedfe81a5a67c81c3fe4ed6981d5b9e3bee37a7,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001677,coordocc:nngla:3184a03337fc7c47c43b4115c387dffaee804582ac2b00132da6fc112e11c4f7,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001678,coordocc:nngla:965de537766ca9a6e07f2a8a3d2c001a3721d7d4ed0b365ea048182c338fbd65,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001679,coordocc:nngla:fdb765e8d9be00b7396e433b9e258c0527db6e4450ee54c7566ac0c8fae81a3c,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001680,coordocc:nngla:4095dbd98f2ca06f1ecb2ce6fe212d72a523b3958cf729c010285b508a402239,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001681,coordocc:nngla:be729e153a234099a90ab2d2350a984db259690362559104bcb32d46c004ffd1,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001682,coordocc:nngla:5e958072c11ba054416f1c2371b01fc964f755167c9d65d76c44189fe95a8e0a,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001683,coordocc:nngla:da8245081f1ff928bb48b2d5f392329d5e222f407d1707aec2cb6d829ab69768,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001684,coordocc:nngla:54d1a0dc4750b736ee989e05ca1ebbee87051b84e8650c532af5a9f3523e6a31,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001685,coordocc:nngla:4f3fea5b46dc898687614e3554bbccea25a56a3c462a3da90f2f3c8887a3fd5d,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001686,coordocc:nngla:d133cc9f53406daa87ee1708ef3f19a49e3371a584f409a57a8d7bba7aa121fc,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
NG-FID-00001687,coordocc:nngla:9da80e6a1afa6a0366ac5581416b8a8080d31d711b775eacbae1d3dc6b3b023e,NG-SPFILE-006,NG-SOV-PART-000001,dataset:novegeo:spatial-fabric:cells:v001,1,data/novegeo/nngla/spatial-fabric/source/01_spatial_fabric/novegeo_spatial_grid_cells_v001.csv,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,54de16690703fbe7b6177c4ded764bbc5e7567a637feb3e09ff02eb1fcd60773,MATCHED,NOT_APPLICABLE,DECLARED_BY_MANIFEST_OR_DERIVATION,MATCHED,PASS,
