spatial_reference_id,coordinate_candidate_id,elevation_status,terrain_status,climate_status,rainfall_status,temperature_status,wind_status,vegetation_status,aridity_status,hydrology_status,direct_evidence_count,derived_evidence_count,nearest_evidence_count,missing_evidence_count,overall_coverage_status,findings
NG-SPT-000175,coordcand:nngla:7e5e531607e93ac95827ae581c4fbe11e2d4af2f0d79749ee76190b4400b70df,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000176,coordcand:nngla:4c2cf42754e364d90126fa2167e09cce103825dc1323dcdb27b3dc03029fd255,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000177,coordcand:nngla:9f5800205d00fc9d0252b80f7890fd132840034b59fc18c323f22f919ecfc2e0,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000178,coordcand:nngla:d5c34ef0df92355fe11569ed21079e3da0509b554d662451dbe8939c356584df,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000179,coordcand:nngla:cd7ec7e722ede36f551f84da56bfeff2af50423841ce5aa225b037185bfd151f,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000180,coordcand:nngla:f3dcd9cd6730d27f91e7af8ae09a0a0d0efad2f1dbb43fda52753154840786b1,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000181,coordcand:nngla:aff7f2003c45dabdaa58b81cf65c4c465ec62a1bd6aa565f4a2bbd9e81270154,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000182,coordcand:nngla:7d09bb4a1ffc9b3da367ed54c9cc405e4364b6953c1eea07bead780da26807d4,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000183,coordcand:nngla:8f47ffbb31a17c7ae5b0b5958cd3f199e85d1d9310bcda00d7bd855aa1150fb4,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000184,coordcand:nngla:ecfc1b77e8dcc51bfbd647eeb4fc125dc9ce7c96bcc4823a73ef5d652288abfe,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000185,coordcand:nngla:c7520f255306beca3b149229fb17415bd03dd2c51fddc8e4adb1b02555b4a6b4,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000186,coordcand:nngla:44359cdb344d714704a480b8c60c5c9e2a5f7d019734a968946ddb1a11edad72,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000187,coordcand:nngla:fc7c31f49295031edfff3fa38f6eb48e65995b00e24678f661a46b0b3926f972,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000188,coordcand:nngla:79beaf50c3dc72ad3bbfaa21347f7920f3d6e50aa2ec2339f04e9c1cb573e133,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000189,coordcand:nngla:417783081c27691db72b69dc4a1b28ca036557e31d56b09d769f1134337e531f,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000190,coordcand:nngla:15944ceae3012d90d5564abc842fb2e090ab4e4362e662db81fa7f47c88686d5,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000191,coordcand:nngla:87501570566046f257c8acaaa24d362dc144bf0ddfd08d108511c97e51bf1275,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000192,coordcand:nngla:37e3fd81add4e56a2d34177fa21427a31740bff0f8e58d71730ddf2df2283fa9,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000193,coordcand:nngla:936b7ffdfd84a58e689e3876e9a22392960261c826652d3c1c1af0cbd3570f3a,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000194,coordcand:nngla:7eb56758e082bf4d7a14bd7748e1dff0a41f585c42ae8f38fa0cdac3192646d8,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000195,coordcand:nngla:f17b003766b924610ae825fe3ae0ba622a54e863623527d3dfd38fdc8e4592e9,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000196,coordcand:nngla:5ed3d1911b18cb4ed38fb57cb72991e4d87b90541b46303ae6be09b1a9586ea5,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000197,coordcand:nngla:b208a7e3a6852e8d363b30d4f45e72c30f8b614d0274fe7a45457311fa895386,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000198,coordcand:nngla:8c616d622bbfc8f59432d0f9817dbe595c1bcec3283014e42c15fd2333b0f7b3,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000199,coordcand:nngla:c5b6ffa060faaec104ec231e7f152e3742a8aaf773355050d2c51aeac833434e,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000200,coordcand:nngla:8434b2479ada92674c7b915d9661ca9e73311ece002d3d8671a9e33e7e0812c0,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000201,coordcand:nngla:85861e6441cbd8436f9d6c9b8ebe4fd4757772a6210e148644112feb92719e8d,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000202,coordcand:nngla:69a593d8ef7cf9f5bc3aa98f133d617e549834fda049c777b76583761fa3f3ae,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000203,coordcand:nngla:dd83fe044c15f40541158a3f893f7c091652342e45014ad14b3a26ddb00f56d6,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000204,coordcand:nngla:edaddbd228181c47be8c17c646f84ce14c85dac41447e1f5b7e27e26d7c95205,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000205,coordcand:nngla:59368fd194f9016d43c72b6d54c7418349759e771cf05c0d96e27bc29eb37302,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000206,coordcand:nngla:a05bbd8fb02de324a094e4ea7af2483efcabb21c7efef3c56efd59dfbbf85ca9,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000207,coordcand:nngla:d78a4b8ec02a56fb691b65475edd4116130e3079ebae5acdb13d7a7e60bf8322,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000208,coordcand:nngla:b17e7e0691267098a6750de9fa587726e162d521f93535d84da37a8a19f0d8c5,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000209,coordcand:nngla:db8c0bd46296410c1bc0c8435ab8b16d50c2453732b454d20349f730982c230b,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000210,coordcand:nngla:023d9b2f4f04109dea108a1090ecb5eb18873d2b127de7920c85ea1554b06202,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000211,coordcand:nngla:dbfe6018060332af4dbc9f64594ae7a1cd820ddc73fe9ef4aa281b52b30c8882,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,DIRECT,3,0,5,0,PASS,
NG-SPT-000212,coordcand:nngla:7df68383da9297cc0637c204107eb5d8dd2c0b1ee9a4b5a4c1fb3cbd54b716f8,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000213,coordcand:nngla:446bedff821ce7fd210c617b36d2a48a5636cf08d613642d8610c9b916838b22,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000214,coordcand:nngla:5676f026c5b2a0607cd41485a2cde0ac8d998744cff8d0b8bf5e96c55f209098,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000215,coordcand:nngla:5e93f7d0167411ee61427989bd1472585aa22e4bc2ec7c30d03ccab1ecda119c,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000216,coordcand:nngla:3e5b431818bac6b390f77a0a1d2e8c95bf8ae6787df6f21fe130e23f42c2aa3b,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000217,coordcand:nngla:b48907f6688dac728e8449f205e17734fb9d19df12e1eb595047293b48418a8b,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000218,coordcand:nngla:bbebcad78f86a28581629884c1662a4c80611c85169b29e20bf2cbf678f290f8,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000219,coordcand:nngla:0f57edc291d9a99b32bccace76f5041c35f3301eeb41fc343fefac2646896155,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000220,coordcand:nngla:090ed9692369424e90e55f1cd0359fd5438dbda3dfdff1bd44f2c24c96f135a3,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000221,coordcand:nngla:742071a9ea3ceea9dbeabfe82e1a49b2d65e45e695adf387283b1b5e634a24af,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000222,coordcand:nngla:4167402bf17219e66f438cd5828e822fe050ac8e32bc33d25ab2adaca7c3b2da,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000223,coordcand:nngla:eda59b4361572376f2ca7241a7847dd476c14cff89bb47dbd6685e09ee0e8523,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000224,coordcand:nngla:3546fa22d2365a8d31a72fba9b0c56e3d7161a9da66d9b6fbf02263853dc1df9,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000225,coordcand:nngla:b68d3f0bb16e1dca2973d6ba0cb0c1b093d6979fb02d96d94f88b0fc11c53063,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000226,coordcand:nngla:33ce89a2bb761e57e097c313a0bce215cb0438bfbce0fdfdf8d856ee68086c05,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000227,coordcand:nngla:dcd9cfd0e319ccd26bdd3ca0c55237161f94e29598ca9ce686905dc17283eff9,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000228,coordcand:nngla:ea67c72a93d2cf415733c1038546bb1dc24ac6455e8de4ed83b0182ea5976f54,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000229,coordcand:nngla:dce828d249496c912046b5f865b94e0d74ccd9ded1632279a7c34d69e8dbd646,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000230,coordcand:nngla:906c52343bcb7a41186f7dd5a3dfc57e5a59b09f40a4aaa15366aae32ae708f8,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000231,coordcand:nngla:528bc4f079aefe17bd57a838e15e585f826b5f975b1db5f86176949f9ac2073d,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000232,coordcand:nngla:c3c296562d4ce6be622d1f2ae109e74ba456a2ce60cb5e582ae479a8e187de75,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000233,coordcand:nngla:6d3853447b355579d3efda6d459b6da43cef0565c158875dc7bcd3cff40bdeb7,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000234,coordcand:nngla:37daee04f1d610b479d4d4ea98a3583181d757ccdd1ddc9d882ef0875f66e602,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000235,coordcand:nngla:8b16224666891c2a2399834783063ff5ca2e114d1844a1196c4d62d2b755e1de,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000236,coordcand:nngla:0726765dbc38e3997a994d6d7fa99d897b9aea08d5f374666729624442d8a796,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000237,coordcand:nngla:0072d44d71da4c103ca11715231cd60a7f07ba5ec7b95644c44d703093d7545f,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000238,coordcand:nngla:b84790550942c7ba268bee03a0084f9d9ab7026d1d0bb7a63f0f7e2ff123b066,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000239,coordcand:nngla:239376bd3b1b951b888ce0819d02e351316a9c5c0f6b78d2be3b90e13ea5e3cd,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000240,coordcand:nngla:919d8751c8e7d9805ab34ce2122ef82a241919ce9ac162bfa82563b4c0f1a959,DIRECT,DIRECT,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NEAREST_QUALIFIED,NOT_AVAILABLE_AT_POINT,2,0,5,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
NG-SPT-000241,coordcand:nngla:e0192ea3a89262631372dcd1b4ae3e226fa0d795d56637765dfb8b40b1fcc79c,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,DIRECT,NOT_AVAILABLE_AT_POINT,7,0,0,1,PASS,HYDROLOGY_ABSENCE_IS_NOT_INFERRED
