spatial_crosswalk_id,coordinate_candidate_id,canonical_spatial_point_id,canonical_version,crosswalk_basis,identity_origin,source_dataset_id,source_dataset_version,source_artifact_sha256,occurrence_crosswalk_sha256,runtime_mode,effect_scope,status
crosswalk:nngla:576cb00f132a05432b596d6cdeb1550e117dd7824f7da0eae413a32d5a4209b1,coordcand:nngla:4f5c18fb7fe747c7193e92da634409d2079530f392c2e25f6fc0b4e99b622887,NG-SPT-000258,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:cc0b8605147a7ec2c3355d4040a8d243b1f83b038cd73708f72f2f982fed6678,coordcand:nngla:5fa0e39c59dbe69bb95248f02e1e20919b039a5cda2d521f7b7628cceb11bbce,NG-SPT-000259,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:68dc18f1c866d8ca555245e3037fec9d81ef1779ecd9a04b382c30fd5496049e,coordcand:nngla:0493bfd4dc3e9b13a6f107f0b261c767e27ddb131553a8de21359710dc756aec,NG-SPT-000260,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:5881c05019486a185aee25f0ae970ff02d33fdb24153f0b10e9c444ab5f9e0cd,coordcand:nngla:4d53a8fb52f8a7c39ee8ca005ec2512de7096a65911332edcdd125fe4dc3e2bf,NG-SPT-000261,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:26f99e83c77820a179f4cec51380e5a144bfb321ceddfd7e51209c114bad1fa6,coordcand:nngla:12743559e7d11fd3b760a04c1deca3c5fc7bb4b07c83b4f4dd8332e77f96bfe1,NG-SPT-000262,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:c3235448173b5d52707162e8959fa3e840fc75ad421748443efd63a26e6e0dfc,coordcand:nngla:68f9e6a607d799a11f508d30a247a8e25d875c45711a922e4f751ef37ec86aac,NG-SPT-000263,1,EXACT_COORDINATE_MATCH_TO_BUNDLE17A_NG_SPT_IDENTITY,EXISTING_GOVERNED_SOURCE_IDENTITY,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:26ae7bcc47729cfd6c1f1d80b35b7bf1d0ea531722f60885312e77511607dce3,coordcand:nngla:29143e8c7bdf6677f787cf4518dacc9fe6d975f2af5a07a32897bf0e1470e8e2,NG-SPT-001455,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:3baf7d1ef13e7045573bdbc9bab73a221292337a4b48a6a8540b1d643263e24b,coordcand:nngla:4f97acf9b0812122c60ecca68ccbb6b9a3ad6f8583f94dae63491b5e0a4a6532,NG-SPT-001456,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:08880b0a0b860ed6a57ac6d491d5d2eba346e0ee09e4e3929e927d8533968ffd,coordcand:nngla:94dc60f51932735f2f326cebc2ec51c40f73af9c4b1d0828b8af1286204a571e,NG-SPT-001457,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:38fbe805d71b128d3f9edd91190a209c417b402cca72750e2c6b65ebd3e2b6ca,coordcand:nngla:7a2307871c7666e88333788726d5433ebae9687b1c3e1d1a85be1bed6da70a9c,NG-SPT-001458,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:64a1ed962b47c2012bba79877684f0c5566eb76bdf84b5217c1965c06aaaf54e,coordcand:nngla:00ca21cfd022bb8c7c653d82688a5e71e5b9a92021af15d355cd892ca8c25a46,NG-SPT-001459,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:ada9f3c2342e527cdb62e835ff6275e939cd861044a5e674f1d62d576da65734,coordcand:nngla:71726cfc2982ba05d4d04aa004f1ff4a64b093636e558d4166cdd3d7aeea8be9,NG-SPT-001460,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:3273b662502f747edd66e441841249d2a96b4956e944d7f4eb04c968131db0ad,coordcand:nngla:d6539f5cce951608cd3b7d0093915e2229f2619f761c3af56657d394ddfb85e7,NG-SPT-001461,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:793762c0bbf8c334749240e0e31059bb707c490b1a6b6d7e478570b255d53f86,coordcand:nngla:78be7441730109018b2d94a0bd54ed298cf4fae0684f9190b11b6dced67f060a,NG-SPT-001462,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:39e31e72eebb1d34dffed9144963dcd112b67af451d43a8e2f9a68510c9c1b90,coordcand:nngla:158585bd5d3fb8d777ad67646ee0ccf22aa4aed3895627ffbca7720ccf0eea35,NG-SPT-001463,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:5a9f8833589caea8060d2b849487bac00c6181a2ac73c494cfeb24e3f0a6a9c6,coordcand:nngla:43cb1ee6f36cd34f2fde9f1abced862c2c129fb59425507bad6d623ae072ce2d,NG-SPT-001464,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:7555fe541dc2345972880c9a5586890c607c2c0b45421d5611a439ba8b812894,coordcand:nngla:da4c37555269717c2ae4b4bdab31b7d0854d81b84e2f28edeea76e47354d771e,NG-SPT-001465,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:d9f324dd19d3e4f7fec219afc31b8f452c1b939abc3ce47ecb70734ee19473dc,coordcand:nngla:e19cd1783de29bc1f410b7a40add6e6a8e9da5915557092ae97b589ca8e98f2a,NG-SPT-001466,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:b6180011ad8eed3ed9f7b70566afdb1d98f0d75d33e511689d182516f7a8f562,coordcand:nngla:7e283c8c87cd254a85643c111725108d60063d1b44a21225d8b8d6ef849b4d4f,NG-SPT-001467,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:2e232d4d9e34e72512578a560e1acad8b6fb8d7897ef01f30f4e80c9d58e9f5b,coordcand:nngla:464391c37f9fd9bc9b33cac72134de4b52bb341d919378b27dce24e9b5729d1f,NG-SPT-001468,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:0fea00a7aa94d5af29e31fdecd91b0f7d1f205fd66138c00bf33c9cb4b86b8da,coordcand:nngla:d978b599a9edf903abcdd5ce7789864cdd1bc8ceb45cdf0109ded24cdac07ddd,NG-SPT-001469,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:0a89b7a3b02311047203b26a91eabd8ea412218c4a8217c8ca5b7a7c05277f7e,coordcand:nngla:dee2ae82a0f4dd4588d97efecc9375d1856d2431583f110147c8c32c2c6de07f,NG-SPT-001470,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:425ec6d4daf9d45e1aec8cc6572791bcec7ed6b1db816326f65fe21c7afa9186,coordcand:nngla:e614644de4241f31def8c13ecb745014c483c57900647efd2f70ddac831b00bf,NG-SPT-001471,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:cff54b684b8a721af2152617d7e6d0608a0f503657dc7fdcefc5119b485e7e54,coordcand:nngla:fec2935db50fdc9ae1bcc97292c653f22611d65e4a2beedaa6f172ea40149bff,NG-SPT-001472,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:da9beaa49f9277c32a46bb591cf5de107f7768c50b7631868a490bd6dd5ae76a,coordcand:nngla:572f42c7cc3755b113278c36ad0f7e700e17c5175cd1404697250a2299963de1,NG-SPT-001473,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:db8638eedbb055e344f4681330e120328ba76773ee6a79f6f8472525b0ae3fc8,coordcand:nngla:dffb5f2212222f03a08937570079cba6fa358b784e6fdeb3db5c720e92b486b0,NG-SPT-001474,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:48335320ed5a30974fedf7bed0bab7da9b05f9a0663adc1c972139308a584997,coordcand:nngla:7876ec4f6eb98a20b16f1ac0ca9067b7d5778e8140423e3290023db55532db86,NG-SPT-001475,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:b430c1efb0e82f7ccd0386035e6b5ed10dae3d18f1ef087f99e7b69b22197567,coordcand:nngla:be4ab6e25c39816386b82a64428e5c2fe0b146afdc4c51a778ed0d21ac1113b4,NG-SPT-001476,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:09069c7a5ce292d135f3e878eb3d281b176e1525d226acd2c08ef69ca9d977fa,coordcand:nngla:09b11c6f711f9d0829dcebfe893ae4a16c588e47f87b79b6cc8017b09e2ef163,NG-SPT-001477,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:5cc6e14e8ca62dbe3e9b604aa9423627522fbf14e8936f19472db7b659fe64a4,coordcand:nngla:903fa44919f098272ed683ba4c6ccc2e69d30e8ecf0bf98c80fb9246d8e5d384,NG-SPT-001478,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:07c3a31c2f5c5cd9f8fd182bb7d9f7c6035fa9d5342c6e10ada2ef1b80a02360,coordcand:nngla:62501dccd37f60555400ad3569969783a7895c0d42a7110c9a7ab39c44345aab,NG-SPT-001479,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:bed12742f302a7e01849fee5c27217541417d71153ee0ded83ff97c85ac8f165,coordcand:nngla:15424ae5508bc068d0e17138a0703735f502393bc9a21c6dc2c77c0eb9abf532,NG-SPT-001480,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:0549fe2c7960190c2b8efb006bfc0dc9cf7f1b25b5a79883180d38ac58028802,coordcand:nngla:71af983eb4870f7c7556558d924f433df9f0f2931f266b8779a03f2066f969fa,NG-SPT-001481,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:c245075f87f28339f0351c7c736029aef76c943de7d3f26a055d80f4202e9afc,coordcand:nngla:3e6269fcb7365b4d9ed6c1b122e2208549f10bae574d4fb674a426640b3aba17,NG-SPT-001482,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:5b27fbe836c6d1535c27542c84ef12436b47019e582eee5f4171e86259b639ad,coordcand:nngla:dcdd1b692750e4f3fe773213257c8fba95a37af5dd6930f4ddfc88b1a824a0f2,NG-SPT-001483,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:bf60be8e0705cffbfefa81e4667670f4dd111a0409176fce5525db1f8df17406,coordcand:nngla:a643a8dfceb8fd2e55268f4f702934c1e8ec4be667d9a341dd01405a43a79071,NG-SPT-001484,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:7600a80e6ffd38cac5e02d2461cd4e5ab77d5aa2baf4f27d64027cc2ac5dc492,coordcand:nngla:11848d8180e50570820f67076207cfe4b96c79cd9225ead8a191087be000996e,NG-SPT-001485,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:0c16101805f23dd51aa421f47c3cba91d0dc3b77eb6d754f63fd37df11c15b11,coordcand:nngla:2226e5b1b5e160e98dd9acc4367449eb6f023d4dfcdd5a0f4cc4f88c87e64597,NG-SPT-001486,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:5a8b338ce84df665ccc525a94e165fa8eaa7a2bf9179c3e8b2dd65ea6553eb13,coordcand:nngla:7e389e7b6164cf7514bd1deb449ef428e24388fd2bb39a465c8c0d407c6a002a,NG-SPT-001487,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:f2d5c9d345ce4a4505351d4470949fc5ad22e0ce99bbca17f9174a3af25483ea,coordcand:nngla:9b87bb435ea8622a63f7f999453773b78d14c7e0dc99df84e5e3da89dd5ef443,NG-SPT-001488,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
crosswalk:nngla:df9ce517f5c99ca26df39fe319b82bf41a7ceece6c6c9a73461cfe22d0d04e48,coordcand:nngla:e46b50445eaa8cba0c524ea202988a63e3322e12f5240fd5cfc6c82cd56051ed,NG-SPT-001489,1,DETERMINISTIC_APPEND_AFTER_EXISTING_GOVERNED_NG_SPT_RANGE,NEW_BUNDLE17E_ALLOCATION,dataset:novegeo:spatial-fabric:coordinate-candidates,2,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0236769fab9ffa096e72d6a52ed45c57dcdc87e806509e58c67ab510e9769cb5,production,SHARED_REFERENCE,QUALIFIED_FOR_PERSISTENCE
