coordinate_occurrence_id,coordinate_candidate_id,crosswalk_basis,crosswalk_status
coordocc:nngla:a7c4edd919512e7c4da9c9f918277392a9e5d4cce2e66230da1ab66eb9dcef53,coordcand:nngla:5c44347fa4c5871c5faa5efd879713b1f763215f5ea035a961e5deaa8c8ea183,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:2d6b508169169cccd7426f569e771ce78d5e3277a8040a1a0c62a791e8a4c10b,coordcand:nngla:b0f500d16899c458fc6739433c825b966a2e4020131f113356b51b1dc162127b,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:76ffe203b9ac63eb0c6d7928807c99db90d611e5d467dab5ff369b73cfb91ec0,coordcand:nngla:2dd169f1527233d3b4838b35b2be52694e56e161e95de58145c8b30686c0f987,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:997832e233cd7ad7582f0aa8f18cd6b98c8dfdca01c16ca42aba05d78037405b,coordcand:nngla:9fe5c82fdd313ad9c1efb4608612016fbef73e0191bcb98f1451597a2dcc2be5,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:54f6893a78dfce1d69d148fe23bd6bcffbe804a7049ee7d50eded880cdeb5acc,coordcand:nngla:11ea61fe593c94be8f9bc84e74fb7fc5764f73f37981f15efd612403d13fbf48,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:56f96c8034b55c9d621338acfa7456ae040305e408cce4c43477f848423fa883,coordcand:nngla:1e916ed093f86e8bed530a82cd7f6c0e3a60e4e79d75583193038354375d3a2a,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:a9e8e81be420b22caf0df39776ea4a08e068883de32556dbd11ca4acd6c079fe,coordcand:nngla:fcb0d082de3f1ca99f34af60dea7e1d5414e5aa2800a75add89fcf56ff418ace,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:602851fc78819ef780802fe673e5c2293e6759786edaf39aa40895843608b75c,coordcand:nngla:cef74e84ccb29529b9e04bd45dc04be540249feb82218c4a6bc9107282a66d98,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:5e917609162faa36ce32d22a35299f57fcf96c594b4217fecf99939af48a4d4a,coordcand:nngla:6572edd129045aca2d636e89d3cf3e55955c69b3a032ee660e7158885268349e,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:cdf7dce586a5649c484e1602dfb6b676f7bae6d92538b9acafddabdf30a524ba,coordcand:nngla:6ee7632a2d0cc925a0202a0876cf49ba3045396587894146d33bd29a140cacbc,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:86d0fef02614f89ec4c7fa2609b362bbe3f6de95c88046af0da33e3b81e6ca2d,coordcand:nngla:c4c6a3297a22dea579ac5ccd46c28e9319dfe054c0538f2be10e8f7cda4f5eea,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:3ac726fe68d9c9fcc40b3dea848914fbd15d2492fd4704cf1859c4b6b3c0db78,coordcand:nngla:06af26fae0ec6ab51b1b489a3461d29082b921dd918990d6a6d113b930597c74,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:1121023462aec46f7b5634a53d53db54adb1ea60fc99395f7a68e475cab3b8ec,coordcand:nngla:02ebfbf568ac473bff859c8da1cbfe0b4056dcd9a444bdd0663ed33da2b924db,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:0a448f995dc2f213031c12796ee2f2b475730896a9347899b960c23cf12095eb,coordcand:nngla:aed27b07d18781dab8c219262d197d00f520685eb3e56997e12cedc209b800eb,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:534cb9d1ab0e4e85dd9b7af9a363551dba9e8be49e83c9fae807c797e42be9e8,coordcand:nngla:99183b2bb4da7b928c2fc94d466c619ca9d45546e989b9b6855f85224d1da658,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:b02b2e0ce8832ce9180478343873a9974de4e683d203c3aa512942c4c947e66d,coordcand:nngla:515a4bad69b2bc82c263f4b3a7c055d60cec30e5697cc8da3503d92eae5085ff,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:c240448d8dfb6d042d379ef2da4fa9e9e68b00292216a464f26fc7320b3a7205,coordcand:nngla:f87a2d0c47817908ea9c0cfbe33e3d46abe68376832ce606d28793857d728c58,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:7e84dd9839ddf9a5cf72828826abb04d99d170a7c76f3f93e5d19112d173ca07,coordcand:nngla:d499e6c8ac316544ab73307d9192f030a3cf11fe00f6165eefe221d28699cb71,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:a8cd46459ce7219891318ac0966d544d81914d4214263c909d3c390813934325,coordcand:nngla:246695072353527957d8f83ffb6ead46ebec195c8c308c99cc569f272cc7149d,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:e7f99a7e430103e42f69a262b05a41b7c0a0032ff5b37641f8023a9ebf558469,coordcand:nngla:3847320626f247893f57fba3376a672e78c4b5bb9d01f09d0d95d92896d0ca86,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:e941e8f87b718cde63300432e34e3b52e93c155ea31bef4ce2c7f7b4c4943048,coordcand:nngla:ed4c0fa51ec0be02c32c9f15096800949b6adfaf5ff25af8ef2661e691f4956b,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:89b5f4a2bda5b87fc8d030313efcf5f36e9fdeb9daeb53eef313165b5b529d97,coordcand:nngla:d1c58fd3c95ef5e740c514662694b5218f1416422059f41a130b93d3c84c4e69,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:8988f02c651115c5db0bea8006c3e6206763c4bbc493c7c356da6ab7f86148b4,coordcand:nngla:296cce13efea4124cd8cf3ada86c64c97ffc9f78b707dc04da48d3171ba54e3c,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:9952045bc8fd5a15675c93ed65bce4369f16d0426bd3d382def4b46f2289479a,coordcand:nngla:fafca9e728190fe31e70fe1b2684ffa4e42de714415c43e1b88bb1589e392dcc,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:c44be2e8bb83497f5dca0342aee543d4270e1c629eb90a9d2cc70143825b65aa,coordcand:nngla:27f4e6369e32d089fc56b250dd5209ee37bce52681f6aaeedec8227d12b09fec,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:a89a5da328e9407cf357a3ddc2cf6f120dd30f72a72d28d872b100e4ee5adfa7,coordcand:nngla:c442608c49b0fb79221b4144aba725e4806afb9bf52424ed7eab4f7be4141f2c,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:8ae1e9d589e3520b51b3c5b7ff46561521b7906636b9478edc00514a2ead8486,coordcand:nngla:59e9657e9c6b084d8ad7a4012e12179e14af844645805b5b608e5cec7a5a4a2a,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:d10afa1d79db22e54bcac4170db269d9ba967621e27b25f864656d627a82da0f,coordcand:nngla:dcd2d3032d5cb424185a2741bddca089bd58a96c7f3c808d7eee42c00b64f15d,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:4db5a4e5b8f7fe181220998296a6e4dad32ee46f88f56afb03efa1b8c0dda1ca,coordcand:nngla:83422abd2b1eb004440f9147732b526e7db4cf388aec564f5562104d8a4fe79a,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:419fbcb4d01995167f6ac93349116b737b7e5fb93039375d99a46a045046fba0,coordcand:nngla:c8c26e82f41ecbbb84ce58f6d7633c693c1859bac50d77c691dbde0445ff906a,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:4fbd3fef1d29dfa6fb70779263c6251c7a96ed8b87f36649092e4cdfa9614f80,coordcand:nngla:679eb2d2cbb0d887e9da770bf569496dbcb212c4dc7601aa917aeb03c765f618,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:85bf7dd474af6af0a01e14717e8386b004c3888ef2fd6baf2cc2a8a9ce8b9651,coordcand:nngla:aa81aff694ac84eaa91234a392a245eb0e44332d109c2fec526d9cf4ffd9f91c,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:2ad3e7fe1535e2e1cb391252e1c0de54a6a49ffa9d37a228182914ab25848df3,coordcand:nngla:516dfb044dee556ab45598235c9cdc12a5053f83f1f9502d7ed2d7d33ebbb0b0,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:09b1020da71df8574b1e91899fb291862d3acf437419d3ce495db2d817b7f80b,coordcand:nngla:766780efba9aa88ff6d94eabc3875d1c7313e7a457961ba50686d31cd5caa073,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:b55a6a6f105a469c15e4442b36e2d0d1f9317f5b7533d806e64537868cac026b,coordcand:nngla:5baf3af9bbc66e3eb9e67156f9e66758ea765f11174c6d2dd3ffd3a660c774a1,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:cb5f16091ae35ff56d2ed3d7f69598d92da97759f48ee32d84f7946e5d431cc0,coordcand:nngla:f055926863906e4c8dc442cb47e953c87c7cfd9b8f088cf0be666a68273df547,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:523a134d3f963fb118f9bd5977e59b6b816fb8c27f5393bddf66c26c13ae7acc,coordcand:nngla:ef81595a131916284084336c7326b93085c6bfcd33e19ebe034855995c533aae,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:a7de9556ca2eb0f8db7b41f2c4f841ce6b7624bfa45cdd14cd767562a0a8076e,coordcand:nngla:21769d0a49cdbed31bab15a3607db3a2201b8ea914c7e8c4342e5afb24a8de1e,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:7b493c1500c5ab7a3255459ef3c0e827af2a929751bfbba0d99ac0e1903a9f83,coordcand:nngla:8e40dd0281273bbdcc62d41b361cb35336c609cf7ac53964fcaa3fdd29b96250,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:cee3fa0dfc2278aaba81d7c3d6494263851a13899f9dac205c2b10cf5f1bc71b,coordcand:nngla:77ca293dd3c99ae6879b779eabff6f00d4f911fd69850319ddabee5163184032,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:c1bf3408a92de8951e32ea144d072d1353e6eecfb77cf50b992154cf7d7edb9a,coordcand:nngla:86acd1aba27a6cb05b8150f6eb4448d3e581f3fd8a4480b29d5160312be16ba4,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:aec2218db9bb141a94ab7bb485364c51a016d5b42b0910de39cb6d4b316b09c7,coordcand:nngla:1b6c9a0fd753a0fd9d87de08baf2aa3059ebbe449a68800e09fd43a41c14999d,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:834868d8d23ec3071279575610a63617cffe90dd7f44664efe8f8f9fb4b62ac7,coordcand:nngla:06584b0d18da8ce67ad0cde0189c713fdb9196b910c415003db360dc4299619c,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:8ccf0cdc410cdd3be63bb9c4feda07d6cc6495d5bd85a27940d90cdfb1e196fd,coordcand:nngla:a1a6b4ee62e69c929da295e31a5963c0003a9ce550cc5b7f92e18a656cb4f467,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:16949a1cb43e3e9a6433c52571738202e4d3fd780ef5e9c7caadbf5f753de85a,coordcand:nngla:2c8202e94ba0b389db2c124f7a7013be2c96dee370e49105330dd059fbf6913f,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:72354778bf34ec0d80ba94b11e1b9321c61baf42df605c2378fce33e4eeef1ec,coordcand:nngla:da5781ec2e3f1a68744d420930c78244579fa58541b7e523ccd4443e6bb3e39b,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:087d2ac96082301aa7e4d749a3411135519a4b2da039094d64dc245048a7b8a3,coordcand:nngla:d81bc4378a4288c5e344f41e8aa647db7a12863acb8146c84787e3bb109f44c4,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:59a80d60e045439755b1a22e1d0f8a14f5fcc2641ceaa1c112dd16bc3a80ab52,coordcand:nngla:2b0866c1e545bea4a331b0c2aa1d5d1f266c19f0702239b1452aa203b993123b,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:447571ec862beac91fcf4de7f7226e05327f07a1a7974f58b93bc8e672a48e14,coordcand:nngla:930b3fe8366093e2b5b67f5406a73db9e3e7353ae0a0ac3d667e74a66bfc159e,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:4c1f57e17785192d3f7e8a0aed0a04cc2ba69f964da0958e4dabc5111f788d49,coordcand:nngla:3d85580a908c5e113ea0eadaf4a58f10070440c688c2e6d27b80c66aa4444cd6,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:e33d1d68bc0c888bf3a485cb7489c77a7276bd0c4e7392e1de32da36af83f95e,coordcand:nngla:192d8b639d9a8e0d386c20724ce1cf404e6f78490dad6a85ae3f7b7ebb0840bb,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:1d9a78d9f8a39a41ffeb5838d10e4be1fe9fdd88d9aaa9c80a1b6b8639c2e46d,coordcand:nngla:7184e9656c82ff9324d8f3825f0681dc11a2e1bb45007fcbac670d81aac1ebd2,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:65703057dc0267f7b95a50a69cbbb881a21b96fad37d8d93aa294749893d19b3,coordcand:nngla:21790a55b10a1c820d1b38a484b9ec5098d78e97c23e4c822c683d58a61503f3,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:16672ed8bba824e6c743240aaa31a0a9c278429e6a69d5d8d981d8ec58ff1014,coordcand:nngla:5cafd7e61c304858df6f6f8addf34194c340dc9f8a54e2ae6c5ec10765683f93,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:8b7c6a802df97bda695b76487f7e0b0302a70281a8c7e1008f25f91f6c6a9a75,coordcand:nngla:1f89c0688cfb9c5de835a299940191b871061e341e09cc15277b92031d847b36,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:ace7546d160e3c387914f160758ae487e0331808e0c1afd01f6cdc3da41fc388,coordcand:nngla:ebf2ea017b4fe33700b615fdb48b59f1b2cf7dc8891fb2478ec94cfad65bf40f,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:5e9798081d6dafeb19114db7d8da5a47478ca9d4c85f51297da4830c1ca29a24,coordcand:nngla:72fa4ea3fe4f934258896c0de7740f4d4d41eea78d54cba792dfb139b9ff28d9,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:0afb365fb3443ebc83e021b834782d8e3bc0f1e4e41a18924f34deead8d54fa6,coordcand:nngla:1471e69726c542d04d47235e54d1fa1f77c880d92166e11fb508b4c65e47beab,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:51bd944d219196aa4d5f1420d412b0ed279b5f4b2cbf1c5ad74bf59489cda3c6,coordcand:nngla:d53fd641337e7c8c4ef7b24beb7cbf39c9247c9359060b9065f2bccc5b916154,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:4ef9bf94584199950366a7d4775bf8a5bd10b473093f12854a114039b26b2d45,coordcand:nngla:099dbb5d71f9af15283841187c89cd25c335a7005cb6688b1fb97005545f5887,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:178e03c534665c7eaab3adaaf9b42867a00cd140aa27f84774f5492fe4526a94,coordcand:nngla:aae129972ede57bb5c4d8b47d4f7f140d18668c5b18161713b7d93ee7075906c,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:ea603cc3f654169b4c7c79776d166f07df1339065f3fc3bd88dbbab177b26aaf,coordcand:nngla:07b3b4caaf30799024a490f764774366e4ec31851933a5e4da25d08fd93200e3,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:2df15b50a8d3910b17881894706a134d63df5a4c46d5d1da0d91ca59d81bfe7c,coordcand:nngla:e1c7b2a4e71ac957485f6c01657a0e93354002cfabc928c4a7725775e7ee0957,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:0cd6ef15482a53f041fcd5eed641814a030fb6d7cf4488e50ae79447b87f0740,coordcand:nngla:a119e2c46559ec52000fac3c6a9291c700fbf41d88232693d4fd251d9e70a5cc,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:ea590431e8f22116d0027f66982a03fb689a4bd90cede64616576e80cbea8015,coordcand:nngla:c3521f2356fbcfc341907f177b5ab981708fd949e2ac52e94f3bf26b626846f0,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:ef0ebb80f8d201232710b3542cac267daf1a9dda4c28808e823d24684be69e27,coordcand:nngla:56c4549444370272f6de61705664d5776c167ab00d7257f343a7d03c1f04a8b2,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:0cbbc5c46fc5a08c6d3f62dd29b45ab5b2807f2abe6982cb263a0ac45e1fe928,coordcand:nngla:432d0cace0ba7a8174b842d0ded88dcbb8d87a5b611530cc7aa383761cde1be0,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:a4a0c3889ad0daaf9c5698fea80ffa4759de72b47013f044ffd0b4942ac38653,coordcand:nngla:227714a4d324c4cca07283248d7fe333dfc9190a6646280178da26fbd8077c11,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:06d0dc6e1c20182f96a90344271a5eb2d537c09ae1d168a4653e60ac7c0cd142,coordcand:nngla:8e58c7784343b5e0ef52e0417f31cf3a0afe3ce4ed3c2d95a08350f5d2443a3d,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:d34b06fe67462a29ca2b3ab3db27af04dc448f4cc640ecb75d80d2693a17be8f,coordcand:nngla:c4c923acb740debebe96d611512074c7d1f9eccec87ccb2f10cf1e3d1cb325ba,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:4dda420221abad5055415bc0697cbef248d2a4ca56183dc085daa2019c5312ed,coordcand:nngla:dc1bfbcdc1c8a5d302af2600d07f86b8f42b5252faec3d7806d6c441c269104e,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:711c02f5fb8765e94b0097cc0ded3daa183a470dfd6909194f20115b4e56cb79,coordcand:nngla:954841636f1c0e38d69904fbea1e1bb7a71bfdc7ed621443253f78e7174903b2,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:488a05fcd5edfeae6fc3ad2ef13bb7f70cd1a5aa7b4fe06338527bf08d959395,coordcand:nngla:8f43751fbae4df3719f1a0c3c31816e6333bac0db5b56363dcf18757f13be7e3,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:131dad45dc68a850455255e60c76d4e807c1f0e0999f6337179bc43407e96a80,coordcand:nngla:f373c7a071a67fc1418d720ff072830c916ffba3c863c528c865e4ac2109de79,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:21dc2644b370bd9b7bbf8793babc8b53e3cfd0b18b5ff82013fdea47679830ba,coordcand:nngla:1838790bcc6cb81bd13fb3afa6b87f5f90ad5397c4e7e177912e8c572a6c3c11,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:c6c61ec973c809a375cacb5489292492cc2d739e6c056c8c43d2ebd96037cbe5,coordcand:nngla:06e3cfef52d60b11c8a6726488ce2c9c1889752cacb16ea624b103f68cb87cf8,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:4b34acee3d83dc041d9e7ecc56749f161ffc9fb060f1b20607fe70bc3360c178,coordcand:nngla:cdc1ca9bf1398e908dbefdaa80648b92c4f3f2346d79ee2bf3f97680b1e2ad78,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:4f7dc156852a4839fa3b6979eb30ef76554ef37523bd189a5ef011e3b0489947,coordcand:nngla:8c4ea7dfad7bc86ae5cede829610abcf3d3ba0ddaa20ba6b4dbe852661585d28,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:182ed931f886ebd082936fbae57bd02362aedf528ad58b54edcd9f9b33772670,coordcand:nngla:5ecc76b219cd51fcf41035cc4a1c87e709ee6ac59b41c5ce21d61c1fda95811b,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:021fedbb8be2976627832a7b75ef2b73e20cee75bc458848002b06e5de10bc93,coordcand:nngla:dde7f9d6ff1eba8ecfb70eb044706518585b0a7b481c941dc99b4a882490105f,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:084cdfb155f4b418d6d0585077be01a9ffd84f19ba26337f200f5b2da04eff8a,coordcand:nngla:8982dff0f039c83a42bc46c94b4b32eb5a35380ff297df9bc778e5960fd0d6f7,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:c6e005af9191e3137e4ae23e4d25708e902435632170ee3a1aba72510b0ce8ae,coordcand:nngla:cfaeeb5714e89756e797841eb72d70e65fa883d8708cd7dfb12fa9904db86e9a,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:40cffe50b4d394d2e0f0e1742cecf49c3b37ae11be42de649ea96bf5e53d94ac,coordcand:nngla:7f3f6a79cc994639d9dcb2fe6dd10e107a1a1f422bb7f74c042298711bcfe8b0,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:d2a0d56f2c8940efd598dc5ba6bbbed8a1990a33b4ba8112724dff5c37ced353,coordcand:nngla:d39e2faac95a6718144038b2cb009e631b1c9cf82147d7aaae936cd3b25c9b47,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:2edbdfe7ba1f4e728545f56274a1759877fc110da780850d614962250821a7b9,coordcand:nngla:2bfdd6a3072c02896598b278346fcf4648b318a5bc1376043870ba9005617f1e,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:6e48a88d4a2679a9993570eda2511d31db2405d6267d1691218860d55c52acbd,coordcand:nngla:f15d45e69a497e8a7d102dc5171b48fa2067b010272ac44926ece5edb5e5cf7d,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:1e0bf2c8ed106f9f85e8a7a46536db3c3abbc70b18df35d6a05976f475b50c06,coordcand:nngla:bb16e70dbf43a93249f71aecd30397b77cc06c0f536c9dfba683a6b623801e42,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:530d64a63c2d443e382c3a29f922227ca495c6f950c3966c9c3ae7d98970ecf9,coordcand:nngla:f601cd515092f2d3ca9f23559b9591016b08502a9be79cd8973b700348b407a2,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:07064bc9ed0b4a1ac3aa4a1a61f3e4050413a25fef25a8f9c611ac4883fc1c32,coordcand:nngla:d7e294ff8681ca51c594918cbb1030b36d142ede8736b09914ce08b23aae5260,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:c0db47185c5f9ba345681d948c03da5e5c3f0ac7f00199f6a53a048c4558167e,coordcand:nngla:9bdf9f4c70083e055a1abccd6a9fd06a9208dc06807f2ef057f9f92477e85774,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:1f17bb6b02561e425e4d1f55a937d2121b971e880636827eacc3a3ae52e5ea64,coordcand:nngla:3e688ab58d69ecae50b6855f3c3cd8e2c9eecacbbdca412fcecf92a40fc912cf,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:a32f1e3a374fbfafcadde433b72358d580b2038ae3e07025f1fd615901d9ad0e,coordcand:nngla:1a2ffffaa468833102421a264d54140d741701758cb06f295098977cafe73ee0,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:32ef361bff2606cd783796a183e99c219d6369d96583b49d9ad3d3b6fd4901f0,coordcand:nngla:896559c182fb80751d7afa346d87d81e9ee8cd71f78bb38eae18427e0d5f9432,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:0f75a84e38bca7fc2d32a2a76f1753979c83da4c6b849492823a4b7f48d69818,coordcand:nngla:10546d80c9b684709b85d3bb55d0b95af83aa99169557e83a177572c08157e0d,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:ce213a94487de7708f568fbba57ab24cd20663992c60e5268196b80254393192,coordcand:nngla:1dcc65bb705f8f9872ca30fbd789becd27c37e9f9d35da0097bb262cf632da5b,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:5f24117774d45b2c5cee6081875c8b3597bded04ec8117358c42aff19773dd72,coordcand:nngla:cd3aad2d169ff74b7e79c3163cdaf6ff1d71cab5560b20c79b26b27ec232216d,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:8187fb1e251e89a586cfceede36d160fcaa5530af03dae347b7815833fe4cc66,coordcand:nngla:9566bf778a327883b65c3f70451367373e6a0a10e422bb541da93fa1d7685c10,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:ffbc790ab3b51acd59d937ce652b1ecb67b86aae4f5ece9c2ac1051d8c96fea4,coordcand:nngla:411ee04976e2d0d13b3cdd6c782cb97218737f17c28f5f76b0fe09634ee185bc,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:dd5dfe72b8807b3bd3da62dd1f6a95320458a0d0aa96b7c5cf06f8aa55f50051,coordcand:nngla:761a9cbadc56a0947ffc276b6c07bddd603817f05006c7820ebb3047fe18784d,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
coordocc:nngla:79000770380a5351c75c652bba23a69d96362bcc8cd332e42fc6a837eded9087,coordcand:nngla:4d12ffd6ce8c413833defb2c83d4e88e74b8dc31144d774d2b4ba889fd2b512e,EXACT_NUMERIC_COORDINATE_EQUIVALENCE,MATCHED
