geometry_assignment_candidate_id,coordinate_candidate_id,canonical_spatial_point_id,geometry_id,geometry_role_code,geometry_type_code,longitude,latitude,crs_code,source_sha256,geometry_payload_sha256,valid_from,valid_to,supersedes_geometry_id,assignment_status,runtime_effect_scope
geoassign:nngla:5712e31decbaefe69d1ab4a22471841bac6194e9ede9574cadce470d3bacd9a9,coordcand:nngla:cef74e84ccb29529b9e04bd45dc04be540249feb82218c4a6bc9107282a66d98,NG-SPT-000295,NG-GEO-000316,SPATIAL_REFERENCE_POINT,POINT,42.7,-3.307467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,db954d63c5daf56417c3b00a458b022050ffa8fda1a24cf3d11c39297a14317b,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:52011c60ff2a6402a16cd179e04d469d6cd1edeec34b167cd6356125f0ff2f7b,coordcand:nngla:6572edd129045aca2d636e89d3cf3e55955c69b3a032ee660e7158885268349e,NG-SPT-000296,NG-GEO-000317,SPATIAL_REFERENCE_POINT,POINT,43.12,-3.307467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,9a59573794185f8ec6ffab066b33f5fbd2ddf10b80efe9f21b0be5fcd7331d23,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:3d677b47409ce144226570ac34b45a35107c425f5a0d3d693145373f8daf64c3,coordcand:nngla:6ee7632a2d0cc925a0202a0876cf49ba3045396587894146d33bd29a140cacbc,NG-SPT-000297,NG-GEO-000318,SPATIAL_REFERENCE_POINT,POINT,43.54,-3.307467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,5207eabc5a9da74c9673e055f05ef378bf741ca882b1697a2b61b1ceabdc7ab3,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:3d8008b10082ecf1ec905dfe4ccd14c9c795188c6e88c3b1966188905a99d953,coordcand:nngla:c4c6a3297a22dea579ac5ccd46c28e9319dfe054c0538f2be10e8f7cda4f5eea,NG-SPT-000298,NG-GEO-000319,SPATIAL_REFERENCE_POINT,POINT,43.96,-3.307467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,3f9ca43eac428f0daacea12cc2da79902e462054447dfd906a1ba038550e8830,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:dbe7a53826a11f1c0bc3799ecd185c7688b472e7bec13993528f09b2639dd7bb,coordcand:nngla:06af26fae0ec6ab51b1b489a3461d29082b921dd918990d6a6d113b930597c74,NG-SPT-000299,NG-GEO-000320,SPATIAL_REFERENCE_POINT,POINT,29.68,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0eff0759080d332c71e3ceed60464fc4ba42780f279505afe66a28cc58d9b6bf,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:3933fe171ba60f5acf531631ba077a88e4ebbedd6e615988a92037ea4451755a,coordcand:nngla:02ebfbf568ac473bff859c8da1cbfe0b4056dcd9a444bdd0663ed33da2b924db,NG-SPT-000300,NG-GEO-000321,SPATIAL_REFERENCE_POINT,POINT,30.1,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,ed07c571b76255c0b35fc4d0412edb636d94003cf93af66b7d7a3912307baa27,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:e2a111004c0ca81182a3bd3db89064f6d122bca480a10d6a26dead932a6803de,coordcand:nngla:aed27b07d18781dab8c219262d197d00f520685eb3e56997e12cedc209b800eb,NG-SPT-000301,NG-GEO-000322,SPATIAL_REFERENCE_POINT,POINT,30.52,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,e5e9a855aed1e5136157ec74b3713e5192ae21d60b02c1aa1ab18551f0d5f97b,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:f26620547cc1adbea35be8be0f2be63796e98060d064fa87ad4c71bc79d244cd,coordcand:nngla:99183b2bb4da7b928c2fc94d466c619ca9d45546e989b9b6855f85224d1da658,NG-SPT-000302,NG-GEO-000323,SPATIAL_REFERENCE_POINT,POINT,30.94,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,f53241afda445b679a461c34ad9984df8642b890cc2800826b250bfc5be99d00,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:512207c05ff5b96aac5f54c1b2e84f130fe2e00c0a0c4fd0b39deaf16e27bf15,coordcand:nngla:515a4bad69b2bc82c263f4b3a7c055d60cec30e5697cc8da3503d92eae5085ff,NG-SPT-000303,NG-GEO-000324,SPATIAL_REFERENCE_POINT,POINT,31.36,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,21f8b45b80f8762ae18b922654a15bc7d16358708a2c724cbc8f9828ff6e454f,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:e863be273e026107cbac1223e1aacf060f366a9de46cbecc0b212cb87d9c8d82,coordcand:nngla:f87a2d0c47817908ea9c0cfbe33e3d46abe68376832ce606d28793857d728c58,NG-SPT-000304,NG-GEO-000325,SPATIAL_REFERENCE_POINT,POINT,31.78,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,52e90423f3aeb9d18ded90787808a11b2bc0b26865950be4634bfa47c3dfadbb,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:c6140b97d060869901bfa6a40bb3ea51704f0dc9dc0ff2b15f006ecfe947472d,coordcand:nngla:d499e6c8ac316544ab73307d9192f030a3cf11fe00f6165eefe221d28699cb71,NG-SPT-000305,NG-GEO-000326,SPATIAL_REFERENCE_POINT,POINT,32.2,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,7ef16371900ed35f477fa450fa3dcf9c9fd226351f1e94fcaea25b1b5c3d00d0,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:9d4c14ab2ee522128539bcd92b49e5824d71e7e377ee183dfb61ca6488efa614,coordcand:nngla:246695072353527957d8f83ffb6ead46ebec195c8c308c99cc569f272cc7149d,NG-SPT-000306,NG-GEO-000327,SPATIAL_REFERENCE_POINT,POINT,32.62,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,0c93480cc23d643108370fdfca5aacb32d0b00675ec12e1f23eb1cb8dbf916f4,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:7354c356cb0d2241c673f34021f46880e8248164b25d5ad362175cbfef091958,coordcand:nngla:3847320626f247893f57fba3376a672e78c4b5bb9d01f09d0d95d92896d0ca86,NG-SPT-000307,NG-GEO-000328,SPATIAL_REFERENCE_POINT,POINT,33.04,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,e12bde7a444fe435cd86b1ead57f8d15c1c7cb3200453c64121a9da3f4e9ca79,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:4a5427121fd890fe4fd4c0a0f0e4ba8c1f453228397ea9a4f2b265ab9e462256,coordcand:nngla:ed4c0fa51ec0be02c32c9f15096800949b6adfaf5ff25af8ef2661e691f4956b,NG-SPT-000308,NG-GEO-000329,SPATIAL_REFERENCE_POINT,POINT,33.46,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,d040a08a3269163ea601b390766a37350eff874ac6ef2c3616a5f535fbb6f804,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:1c3defbc9f696a9e0e2afcd3bfd36a4f36f30e99d1bbd5d51672d2df90cd9578,coordcand:nngla:d1c58fd3c95ef5e740c514662694b5218f1416422059f41a130b93d3c84c4e69,NG-SPT-000309,NG-GEO-000330,SPATIAL_REFERENCE_POINT,POINT,33.88,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,475882e65bb968fd3614dd2d597f006c36e7d7863c8d4aa3d8e8a73ee06e3c25,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:6d26237491cef363089640dd40b6d8889a4d807169ebdec53d57ffff95fd7325,coordcand:nngla:296cce13efea4124cd8cf3ada86c64c97ffc9f78b707dc04da48d3171ba54e3c,NG-SPT-000310,NG-GEO-000331,SPATIAL_REFERENCE_POINT,POINT,34.3,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,9ab6e78eeb57f8268d70ab0a75759e52f1ef4db9cfcf180ff6a72c17d3f00719,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:4fe80d022740507cba85f2f39a968e1f1f947b3a3a53925a00deb9f73c37e0fb,coordcand:nngla:fafca9e728190fe31e70fe1b2684ffa4e42de714415c43e1b88bb1589e392dcc,NG-SPT-000311,NG-GEO-000332,SPATIAL_REFERENCE_POINT,POINT,34.72,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,5301150941e8666a018ad5d04af55802dbc31a3bda79f1ad9f469c7d8a8de3f6,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:1e04901f7b74fef894387f38ead76e5251e651c65e880c399483553b711b41ab,coordcand:nngla:27f4e6369e32d089fc56b250dd5209ee37bce52681f6aaeedec8227d12b09fec,NG-SPT-000312,NG-GEO-000333,SPATIAL_REFERENCE_POINT,POINT,35.14,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,7c27e95471a6221764b177153b197bc0ff6a4d83bd2625830a928237a4f30648,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:4b413e44631eea1476bf194d90800c94790587814fa7a3dc05df54a70eb92f8e,coordcand:nngla:c442608c49b0fb79221b4144aba725e4806afb9bf52424ed7eab4f7be4141f2c,NG-SPT-000313,NG-GEO-000334,SPATIAL_REFERENCE_POINT,POINT,35.56,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,fab370a294c544c613be676382f8261826a39faa82d1388f1f4f236a3d32cc81,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:a89507ebaa32d6f05f236474e4726abc8a559675955ac4e0247628138fb3828e,coordcand:nngla:59e9657e9c6b084d8ad7a4012e12179e14af844645805b5b608e5cec7a5a4a2a,NG-SPT-000314,NG-GEO-000335,SPATIAL_REFERENCE_POINT,POINT,35.98,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,d0c23a30c0948dcd0e687f6dd39316e4e702995503cb207b0608c407b80d249a,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:f0cf86ed54e48edd7b5a5e84565e3df9becc9fce577e98ca26630a32142f9154,coordcand:nngla:dcd2d3032d5cb424185a2741bddca089bd58a96c7f3c808d7eee42c00b64f15d,NG-SPT-000315,NG-GEO-000336,SPATIAL_REFERENCE_POINT,POINT,36.4,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,9ab7353b48e440664cb210b557e9c2bed05d7b2187674ee7a6467c34bf716a4b,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:1ca9fa1cb64fc933a81016e12a000d31cc7c0315f81e80757cc82c7904f56f2a,coordcand:nngla:83422abd2b1eb004440f9147732b526e7db4cf388aec564f5562104d8a4fe79a,NG-SPT-000316,NG-GEO-000337,SPATIAL_REFERENCE_POINT,POINT,36.82,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,08bf0f61cb2b9cc2d633bf86f52aa3edd5f023a9d59364a7da56b7b29f2e14ca,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:1dc628972181b85f08868bfcd176fdea64bc6118370aa1a70a70cd52032985ee,coordcand:nngla:c8c26e82f41ecbbb84ce58f6d7633c693c1859bac50d77c691dbde0445ff906a,NG-SPT-000317,NG-GEO-000338,SPATIAL_REFERENCE_POINT,POINT,37.24,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,7c5e9db6452fe7061d5a48ca6fb0e9411c39cff7ea397968974678bfca143296,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:0ae71d3db5680b1c3767d983bf16691b408dffd15ae06807dc36f4345717c31a,coordcand:nngla:679eb2d2cbb0d887e9da770bf569496dbcb212c4dc7601aa917aeb03c765f618,NG-SPT-000318,NG-GEO-000339,SPATIAL_REFERENCE_POINT,POINT,37.66,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,58ff1cbe0ab02133a366b4c10427a9b2bcf35eb665a5bbea4c22143ddecb78a9,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:e4d24344c8c43afe99a5f806976bc3abbe6bfa585dd14b257723cda9b8257eff,coordcand:nngla:aa81aff694ac84eaa91234a392a245eb0e44332d109c2fec526d9cf4ffd9f91c,NG-SPT-000319,NG-GEO-000340,SPATIAL_REFERENCE_POINT,POINT,38.08,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,eefe41e18ec97d9f36d108f639fba6085ea897f5c24236e272f07d14e75b4329,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:9d495b537c89f35a6e297b28ddee3e2fa1be42d4aee39231aff8c99a3b5ebb22,coordcand:nngla:516dfb044dee556ab45598235c9cdc12a5053f83f1f9502d7ed2d7d33ebbb0b0,NG-SPT-000320,NG-GEO-000341,SPATIAL_REFERENCE_POINT,POINT,38.5,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,ec231455b33055aef03ea82b7d38985a278765832ca766fed891c651aa6a67cb,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:4f3fae8b85bc44df0495422db2bcef801897fd758e88a1c86c0a153af2adf206,coordcand:nngla:766780efba9aa88ff6d94eabc3875d1c7313e7a457961ba50686d31cd5caa073,NG-SPT-000321,NG-GEO-000342,SPATIAL_REFERENCE_POINT,POINT,38.92,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,3f14c430085592dfcde23d11044345de6c2e64bc6fca762b92e218d6ab135985,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:eb6f37d06d14c444e582255c082237f86d2603c14eabb83edf71e7923e2216e3,coordcand:nngla:5baf3af9bbc66e3eb9e67156f9e66758ea765f11174c6d2dd3ffd3a660c774a1,NG-SPT-000322,NG-GEO-000343,SPATIAL_REFERENCE_POINT,POINT,39.34,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,61187ee9867a43b0fb8265bbe7a5f6424de275ecb136f99869e59428bffc86ac,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:facab512486da6c9f99ebd1c5ba55bfdf90cefe92744dbab14df3741a6f9d9e8,coordcand:nngla:f055926863906e4c8dc442cb47e953c87c7cfd9b8f088cf0be666a68273df547,NG-SPT-000323,NG-GEO-000344,SPATIAL_REFERENCE_POINT,POINT,39.76,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,47aa63c926c46f50a0d1f49200c425e768c5f48ef997458ca366c2b02db1b39e,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:c60b0cf42f09303e7574da81bd5f07166768d863cbe98f50753351e9d880e05a,coordcand:nngla:ef81595a131916284084336c7326b93085c6bfcd33e19ebe034855995c533aae,NG-SPT-000324,NG-GEO-000345,SPATIAL_REFERENCE_POINT,POINT,40.18,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,9fb9bfab89a777db153e0a7fd528c7dc22c502fcdaf4f15af8bc721533b58fde,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:2c653c6fdc274b5d26542449765f3e534146b1378c4438e8221d73f7db7a845b,coordcand:nngla:21769d0a49cdbed31bab15a3607db3a2201b8ea914c7e8c4342e5afb24a8de1e,NG-SPT-000325,NG-GEO-000346,SPATIAL_REFERENCE_POINT,POINT,40.6,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,7ffaeb1f11ca56782f75fa4a6b7cbc64c6bc6336b06ee335eeee41a05528c9cb,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:2b658af50eda058db50f7e527a46b6a1023ec93d7ca055e2c1a0de9b5fec48fb,coordcand:nngla:8e40dd0281273bbdcc62d41b361cb35336c609cf7ac53964fcaa3fdd29b96250,NG-SPT-000326,NG-GEO-000347,SPATIAL_REFERENCE_POINT,POINT,41.02,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,7a8c3cdc7500f6b37a0e4dbf89299cbb9a978b01f3264a53cb6b97507d0a0f10,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:b07b7172212ed886a56f3ce48446c19e00a617f82fb364aa6eefacdb36155a41,coordcand:nngla:77ca293dd3c99ae6879b779eabff6f00d4f911fd69850319ddabee5163184032,NG-SPT-000327,NG-GEO-000348,SPATIAL_REFERENCE_POINT,POINT,41.44,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,720db040c7d033128ee36f367152f34dd7dafb89c5eb4e7dea6b0ac908b38b39,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:48bc5abfb3229cb0f000bc1003679b778667aaf228d7743776c2fbab04c179b0,coordcand:nngla:86acd1aba27a6cb05b8150f6eb4448d3e581f3fd8a4480b29d5160312be16ba4,NG-SPT-000328,NG-GEO-000349,SPATIAL_REFERENCE_POINT,POINT,41.86,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,a178e8d3b8674a6a406cd5c6b35562cf52299aaa707956fb65fac5341d883625,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:f283fb58231a1060390fac180b00e32f2f72f5857664d47acfe0e638dba05425,coordcand:nngla:1b6c9a0fd753a0fd9d87de08baf2aa3059ebbe449a68800e09fd43a41c14999d,NG-SPT-000329,NG-GEO-000350,SPATIAL_REFERENCE_POINT,POINT,42.28,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,876a4c756374f7da1d776d5dcc6e34d24655004bd1786bfb34829f5700790c24,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:b29e9d7a8967b278bc62cce756f22cf3fcf02d935ff564c5f1b9cc53b1b12436,coordcand:nngla:06584b0d18da8ce67ad0cde0189c713fdb9196b910c415003db360dc4299619c,NG-SPT-000330,NG-GEO-000351,SPATIAL_REFERENCE_POINT,POINT,42.7,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,e9bc3ecb0e23f3bd4677bf311dbe28c1cfb1b8778490d284f7eeeb78392788a1,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:a693a1888fdcbc910993c6f00f20a8015b93f739ae1b2e260b090edca0ef0b73,coordcand:nngla:a1a6b4ee62e69c929da295e31a5963c0003a9ce550cc5b7f92e18a656cb4f467,NG-SPT-000331,NG-GEO-000352,SPATIAL_REFERENCE_POINT,POINT,43.12,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,3fcbaa6836a6cd282c16ce4c7a2ea77798597f5acadea513f67ae9f4de9438d6,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:14c72217c31bee5dc24daef63a5b8c00e8f06c89f8278c4e602a038ef2e5b71f,coordcand:nngla:2c8202e94ba0b389db2c124f7a7013be2c96dee370e49105330dd059fbf6913f,NG-SPT-000332,NG-GEO-000353,SPATIAL_REFERENCE_POINT,POINT,43.54,-2.887467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,67578ae7a03a4ec4728428cc0625476ece6564f7da02bdfe813bfbb6869f49b3,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:2190efc88bea9ad25b3e5ef2e6401897fbbfb0c6ff5386d1fb27029bae20731b,coordcand:nngla:da5781ec2e3f1a68744d420930c78244579fa58541b7e523ccd4443e6bb3e39b,NG-SPT-000333,NG-GEO-000354,SPATIAL_REFERENCE_POINT,POINT,29.68,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,d3efe1dbc5105e8697fd4f65a4a062fb892953c956a995dbf7809e7bd2a06d0d,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:1e50c9bab787c2d22dec742e9fae424357cd0965aca748d7551eeef4b5878288,coordcand:nngla:d81bc4378a4288c5e344f41e8aa647db7a12863acb8146c84787e3bb109f44c4,NG-SPT-000334,NG-GEO-000355,SPATIAL_REFERENCE_POINT,POINT,30.1,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,fd5e28e3eb00df31bedfb606e2255ca1648416778ab94021b6c3a00d82e163c9,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:03c5c66229f0d0b06db7ca6669208076c1e4d3fd9df4672e21a3d3c699bad952,coordcand:nngla:2b0866c1e545bea4a331b0c2aa1d5d1f266c19f0702239b1452aa203b993123b,NG-SPT-000335,NG-GEO-000356,SPATIAL_REFERENCE_POINT,POINT,30.52,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,877475cb5b90d62d977bfb9967d88d7104817a8e52847c23d18c797fe899fffc,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:634fceb954bdc3abd8211377a8a59d7d9808e0a733a65ba4fd3ac0965e498120,coordcand:nngla:930b3fe8366093e2b5b67f5406a73db9e3e7353ae0a0ac3d667e74a66bfc159e,NG-SPT-000336,NG-GEO-000357,SPATIAL_REFERENCE_POINT,POINT,30.94,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,31bb1116d3646ed69749a66c0b847c1707df9ab89eac35d75d564cb5148eb9c9,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:680994534ff648d2742507997cf06ef9fad1df13cb0efdd593611636ea529b6b,coordcand:nngla:3d85580a908c5e113ea0eadaf4a58f10070440c688c2e6d27b80c66aa4444cd6,NG-SPT-000337,NG-GEO-000358,SPATIAL_REFERENCE_POINT,POINT,31.36,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,840ee3d13b97011e47b7fa09071eec5dd4197ce7e2e6132856018a47ea2c5b69,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:0c3119931f6e70b7a4a0e93fd79ae71fce650445f15c92def099daf3339805a2,coordcand:nngla:192d8b639d9a8e0d386c20724ce1cf404e6f78490dad6a85ae3f7b7ebb0840bb,NG-SPT-000338,NG-GEO-000359,SPATIAL_REFERENCE_POINT,POINT,31.78,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,94f7ec1e5d4f6a78a8464e09c574039c855909429f80eeb3133457d7cc99e475,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:ba760f247ff0fc160278dfce97c848949616884ca4053a29b25e039b3e1910d5,coordcand:nngla:7184e9656c82ff9324d8f3825f0681dc11a2e1bb45007fcbac670d81aac1ebd2,NG-SPT-000339,NG-GEO-000360,SPATIAL_REFERENCE_POINT,POINT,32.2,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,cb0f21c88d0b826afc066d4c9aaa6c47c8ae4b2bce22485935fe96906292139c,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:c6a0277741888bb4df1ec0904559e3a8cd5ba1e1a2a7f4f0745f8e67dc0b35ed,coordcand:nngla:21790a55b10a1c820d1b38a484b9ec5098d78e97c23e4c822c683d58a61503f3,NG-SPT-000340,NG-GEO-000361,SPATIAL_REFERENCE_POINT,POINT,32.62,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,da5987a91a4e89dbf83edb1d49af6f7113844ff1d730e9561f10f9b6c6991897,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
geoassign:nngla:cc21964662d4ee809b308e35a125f386d0be9c3630e58b784bed3f0bebf5acbe,coordcand:nngla:5cafd7e61c304858df6f6f8addf34194c340dc9f8a54e2ae6c5ec10765683f93,NG-SPT-000341,NG-GEO-000362,SPATIAL_REFERENCE_POINT,POINT,33.04,-2.467467,NG-CRS-EPSG4326,42bb05b25f96d32e3a31463bf30551656308497e561b4c2ea17f7cc1f1cde0d5,7b70298da6c62976d966c8bfa521caba1ce3732dc5cf66846590d7f418dd98e6,2026-08-17,,,QUALIFIED_CANDIDATE,SHARED_REFERENCE
