alignment_id,object_family,source_record_id,candidate_id,canonical_id,canonical_ordinal,source_path,source_sha256,identity_status,geometry_status,geometry_id,database_verification_status,runtime_effect_scope,notes
align:nngla:place:NG-PLC-000215,PLACE,NGP-000215,NG-NAM-SET-000215,NG-PLC-000215,215,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000216,PLACE,NGP-000216,NG-NAM-SET-000216,NG-PLC-000216,216,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000217,PLACE,NGP-000217,NG-NAM-SET-000217,NG-PLC-000217,217,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000218,PLACE,NGP-000218,NG-NAM-SET-000218,NG-PLC-000218,218,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000219,PLACE,NGP-000219,NG-NAM-SET-000219,NG-PLC-000219,219,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000220,PLACE,NGP-000220,NG-NAM-SET-000220,NG-PLC-000220,220,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000221,PLACE,NGP-000221,NG-NAM-SET-000221,NG-PLC-000221,221,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000222,PLACE,NGP-000222,NG-NAM-SET-000222,NG-PLC-000222,222,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000223,PLACE,NGP-000223,NG-NAM-SET-000223,NG-PLC-000223,223,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000224,PLACE,NGP-000224,NG-NAM-SET-000224,NG-PLC-000224,224,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000225,PLACE,NGP-000225,NG-NAM-SET-000225,NG-PLC-000225,225,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000226,PLACE,NGP-000226,NG-NAM-SET-000226,NG-PLC-000226,226,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000227,PLACE,NGP-000227,NG-NAM-SET-000227,NG-PLC-000227,227,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000228,PLACE,NGP-000228,NG-NAM-SET-000228,NG-PLC-000228,228,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000229,PLACE,NGP-000229,NG-NAM-SET-000229,NG-PLC-000229,229,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000230,PLACE,NGP-000230,NG-NAM-SET-000230,NG-PLC-000230,230,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000231,PLACE,NGP-000231,NG-NAM-SET-000231,NG-PLC-000231,231,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000232,PLACE,NGP-000232,NG-NAM-SET-000232,NG-PLC-000232,232,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000233,PLACE,NGP-000233,NG-NAM-SET-000233,NG-PLC-000233,233,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000234,PLACE,NGP-000234,NG-NAM-SET-000234,NG-PLC-000234,234,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000235,PLACE,NGP-000235,NG-NAM-SET-000235,NG-PLC-000235,235,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000236,PLACE,NGP-000236,NG-NAM-SET-000236,NG-PLC-000236,236,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000237,PLACE,NGP-000237,NG-NAM-SET-000237,NG-PLC-000237,237,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000238,PLACE,NGP-000238,NG-NAM-SET-000238,NG-PLC-000238,238,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000239,PLACE,NGP-000239,NG-NAM-SET-000239,NG-PLC-000239,239,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000240,PLACE,NGP-000240,NG-NAM-SET-000240,NG-PLC-000240,240,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000241,PLACE,NGP-000241,NG-NAM-SET-000241,NG-PLC-000241,241,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000242,PLACE,NGP-000242,NG-NAM-SET-000242,NG-PLC-000242,242,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000243,PLACE,NGP-000243,NG-NAM-SET-000243,NG-PLC-000243,243,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000244,PLACE,NGP-000244,NG-NAM-SET-000244,NG-PLC-000244,244,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000245,PLACE,NGP-000245,NG-NAM-SET-000245,NG-PLC-000245,245,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000246,PLACE,NGP-000246,NG-NAM-SET-000246,NG-PLC-000246,246,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000247,PLACE,NGP-000247,NG-NAM-SET-000247,NG-PLC-000247,247,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000248,PLACE,NGP-000248,NG-NAM-SET-000248,NG-PLC-000248,248,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000249,PLACE,NGP-000249,NG-NAM-SET-000249,NG-PLC-000249,249,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000250,PLACE,NGP-000250,NG-NAM-SET-000250,NG-PLC-000250,250,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000251,PLACE,NGP-000251,NG-NAM-SET-000251,NG-PLC-000251,251,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000252,PLACE,NGP-000252,NG-NAM-SET-000252,NG-PLC-000252,252,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000253,PLACE,NGP-000253,NG-NAM-SET-000253,NG-PLC-000253,253,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000254,PLACE,NGP-000254,NG-NAM-SET-000254,NG-PLC-000254,254,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000255,PLACE,NGP-000255,NG-NAM-SET-000255,NG-PLC-000255,255,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000256,PLACE,NGP-000256,NG-NAM-SET-000256,NG-PLC-000256,256,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000257,PLACE,NGP-000257,NG-NAM-SET-000257,NG-PLC-000257,257,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000258,PLACE,NGP-000258,NG-NAM-SET-000258,NG-PLC-000258,258,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000259,PLACE,NGP-000259,NG-NAM-SET-000259,NG-PLC-000259,259,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000260,PLACE,NGP-000260,NG-NAM-SET-000260,NG-PLC-000260,260,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000261,PLACE,NGP-000261,NG-NAM-SET-000261,NG-PLC-000261,261,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
align:nngla:place:NG-PLC-000262,PLACE,NGP-000262,NG-NAM-SET-000262,NG-PLC-000262,262,data/novegeo/nngla/geographic-identity-places/source/04_name_catalogues/settlement_name_catalogue.csv,e6598eb8f5ca85351c11fe23629ec834d6130428a200a046ac37ddab19a4b616,CANONICAL_IDENTITY_PRESERVED_FROM_LOCKED_SUFFIX_ALLOCATION,NO_ASSOCIABLE_GEOMETRY_SOURCE,,LOCKED_BASELINE_ASSERTED_REQUIRES_LIVE_RECHECK,SHARED_REFERENCE,Spatial association remains deferred until governed settlement geometry exists.
