environment_binding_id,spatial_point_id,spatial_cell_id,coordinate_candidate_id,major_grid_id,sovereign_part_id,elevation_observation_id,elevation_m,elevation_evidence_type,terrain_class,terrain_evidence_type,climate_observation_id,climate_resolution_distance_degrees,annual_rainfall_mm,mean_temperature_c,mean_wind_speed_mps,prevailing_wind_direction_deg,climate_class,climate_evidence_type,vegetation_observation_id,vegetation_resolution_distance_degrees,vegetation_class,aridity_class,vegetation_evidence_type,hydrology_reference_id,hydrology_evidence_type,environment_resolution_status,runtime_effect_scope
NG-ENV-BIND-000237,NG-SPT-000237,NG-SCELL-000237,coordcand:nngla:0072d44d71da4c103ca11715231cd60a7f07ba5ec7b95644c44d703093d7545f,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000237,358,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000060,0,711,25.9,4.6,50,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000060,0,SPARSE_VEGETATION,SEMI_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000238,NG-SPT-000238,NG-SCELL-000238,coordcand:nngla:b84790550942c7ba268bee03a0084f9d9ab7026d1d0bb7a63f0f7e2ff123b066,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000238,439,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000060,0.42,711,25.9,4.6,50,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000060,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000239,NG-SPT-000239,NG-SCELL-000239,coordcand:nngla:239376bd3b1b951b888ce0819d02e351316a9c5c0f6b78d2be3b90e13ea5e3cd,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000239,556,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000052,0.42,716,24.8,4.6,51,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000052,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000240,NG-SPT-000240,NG-SCELL-000240,coordcand:nngla:919d8751c8e7d9805ab34ce2122ef82a241919ce9ac162bfa82563b4c0f1a959,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000240,701,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000061,0.42,864,22.8,4.6,56,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000061,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000241,NG-SPT-000241,NG-SCELL-000241,coordcand:nngla:e0192ea3a89262631372dcd1b4ae3e226fa0d795d56637765dfb8b40b1fcc79c,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000241,863,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000061,0,864,22.8,4.6,56,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000061,0,GRASSLAND,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000242,NG-SPT-000242,NG-SCELL-000242,coordcand:nngla:98826bf97d38172482c73d8f2c0785fb1b16af6ac6902d2d2ef98b4768f796a0,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000242,1029,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000061,0.42,864,22.8,4.6,56,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000061,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000243,NG-SPT-000243,NG-SCELL-000243,coordcand:nngla:029042a6e6196a5b8d7f53d5a1b0ca13a701102e4c490a68e5ab1c1d6bb5979f,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000243,1187,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000053,0.42,835,21.2,4.6,56,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000053,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000244,NG-SPT-000244,NG-SCELL-000244,coordcand:nngla:16c4f4603956957ef870f7153560273750b31081b7ac4fdc9fd720ec2b31f39f,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000244,1333,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000062,0.42,982,19.1,4.7,61,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000062,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000245,NG-SPT-000245,NG-SCELL-000245,coordcand:nngla:9b9aab08a54f9ff8b208d40b5c4f31ba53ca18e1d07a80a99775d9847de335e3,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000245,1466,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000062,0,982,19.1,4.7,61,SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000062,0,GRASSLAND,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000246,NG-SPT-000246,NG-SCELL-000246,coordcand:nngla:5d4276ff5d38491bb5d5e7c1e5ce156d1f6cefeb911afbec0e8645ffe0aa5628,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000246,1590,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000062,0.42,982,19.1,4.7,61,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000062,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000247,NG-SPT-000247,NG-SCELL-000247,coordcand:nngla:eeaca1629c1c7bcfc0afa4893a722e9fcf563e3dcbda3a46d6a3a15d102be7c3,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000247,1705,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000054,0.42,897,18.1,5.0,61,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000054,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000248,NG-SPT-000248,NG-SCELL-000248,coordcand:nngla:246aa5960bc4a091e15a410e4518b539c1dc361f1d2b24c7bfd20f3bcd8d476c,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000248,1802,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000063,0.42,993,16.6,5.3,66,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000063,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000249,NG-SPT-000249,NG-SCELL-000249,coordcand:nngla:44500ec3a22b93e40be65c96f87eb4ea8c105c17eb3f8db489b3e6842e5c696a,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000249,1864,DIRECT_SOURCE_OBSERVATION,MOUNTAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000063,0,993,16.6,5.3,66,SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000063,0,GRASSLAND,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000250,NG-SPT-000250,NG-SCELL-000250,coordcand:nngla:f3e89c17371ff9d64315e3edc99a2a80ba2ce8d07c38789c890ddb4d7ae92562,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000250,1873,DIRECT_SOURCE_OBSERVATION,MOUNTAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000063,0.42,993,16.6,5.3,66,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000063,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000251,NG-SPT-000251,NG-SCELL-000251,coordcand:nngla:80e6dc391e1310327d74feb4b3d1db926a843338adb195ec5476d4a56151b829,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000251,1822,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000055,0.42,861,17.5,5.5,66,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000055,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000252,NG-SPT-000252,NG-SCELL-000252,coordcand:nngla:ec117168dd44ce78e1c9f628fbfa286086737e7461579cedd42e5ed30a2e3fa9,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000252,1712,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000064,0.42,867,18.5,5.5,71,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000064,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000253,NG-SPT-000253,NG-SCELL-000253,coordcand:nngla:661481f6b71ddf21c213e80444e74c604ea9856fdefcf150291f69a07a5c143e,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000253,1559,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000064,0,867,18.5,5.5,71,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000064,0,GRASSLAND,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000254,NG-SPT-000254,NG-SCELL-000254,coordcand:nngla:57eeaacf918490f3acfe25186ed8095c044bd0938e424b90718449f6997c2baf,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000254,1383,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000064,0.42,867,18.5,5.5,71,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000064,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000255,NG-SPT-000255,NG-SCELL-000255,coordcand:nngla:752b8b0d34fc26c94d3d0eb0fbb893d07aaa24a0466e905bb7f79e53eee115e4,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000255,1203,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000056,0.42,730,21.1,5.5,71,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000056,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000256,NG-SPT-000256,NG-SCELL-000256,coordcand:nngla:abe3dae8f09129b2f4dcd92e869e08de38ad092af26ddc1570e8d360f5db6d3b,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000256,1033,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000065,0.42,702,22.7,5.5,76,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000065,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000257,NG-SPT-000257,NG-SCELL-000257,coordcand:nngla:4e5766e3871a4d413b926bc8df4eca9019b1623f1266f341260a1fe96b809d1d,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000257,882,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000065,0,702,22.7,5.5,76,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000065,0,SPARSE_VEGETATION,SEMI_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000258,NG-SPT-000258,NG-SCELL-000258,coordcand:nngla:4f5c18fb7fe747c7193e92da634409d2079530f392c2e25f6fc0b4e99b622887,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000258,753,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000065,0.42,702,22.7,5.5,76,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000065,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000259,NG-SPT-000259,NG-SCELL-000259,coordcand:nngla:5fa0e39c59dbe69bb95248f02e1e20919b039a5cda2d521f7b7628cceb11bbce,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000259,643,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000057,0.42,623,24.3,5.6,76,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000057,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000260,NG-SPT-000260,NG-SCELL-000260,coordcand:nngla:0493bfd4dc3e9b13a6f107f0b261c767e27ddb131553a8de21359710dc756aec,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000260,551,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000066,0.42,600,25.4,5.6,81,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000066,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000261,NG-SPT-000261,NG-SCELL-000261,coordcand:nngla:4d53a8fb52f8a7c39ee8ca005ec2512de7096a65911332edcdd125fe4dc3e2bf,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000261,452,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000066,0,600,25.4,5.6,81,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000066,0,SPARSE_VEGETATION,SEMI_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000262,NG-SPT-000262,NG-SCELL-000262,coordcand:nngla:12743559e7d11fd3b760a04c1deca3c5fc7bb4b07c83b4f4dd8332e77f96bfe1,NG-MGRID-03-04,NG-SOV-PART-000001,NG-ELEV-OBS-000262,360,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000066,0.42,600,25.4,5.6,81,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000066,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000263,NG-SPT-000263,NG-SCELL-000263,coordcand:nngla:68f9e6a607d799a11f508d30a247a8e25d875c45711a922e4f751ef37ec86aac,NG-MGRID-03-04,NG-SOV-PART-000005,NG-ELEV-OBS-000263,198,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000075,0.939148551,593,25.9,5.6,84,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000075,0.939148551,ARID_SURFACE,ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000264,NG-SPT-000264,NG-SCELL-000264,coordcand:nngla:ba20ed3f71e4f1ea815cf892dbb1bc14e552070bc2c323316e2c4955fec331f8,NG-MGRID-03-01,NG-SOV-PART-000001,NG-ELEV-OBS-000264,256,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000058,0.42,571,26.5,5.3,40,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000058,0.42,ARID_SURFACE,ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000265,NG-SPT-000265,NG-SCELL-000265,coordcand:nngla:660d5e16e014c4c86d1516e7dbd6740709e0b6f7fbe952aacff1c2909f411c65,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000265,292,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000067,0,595,26.4,5.2,44,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000067,0,ARID_SURFACE,ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000266,NG-SPT-000266,NG-SCELL-000266,coordcand:nngla:e9c06b8909f0249d072ae95bf6a58570c3a4817e703381d4d727b63ae6717dd8,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000266,314,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000067,0.42,595,26.4,5.2,44,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000067,0.42,ARID_SURFACE,ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000267,NG-SPT-000267,NG-SCELL-000267,coordcand:nngla:0d672063be2a9a1a66b0ced43f4af7d6da72d540025140ad89605415144a27cf,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000267,326,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000059,0.593969696,624,26.1,5.0,45,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000059,0.593969696,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000268,NG-SPT-000268,NG-SCELL-000268,coordcand:nngla:475e964b06f8fc6b6d141fd4fcda3233215e14ec44e53eeeb8b176d0b86bf876,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000268,316,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000059,0.42,624,26.1,5.0,45,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000059,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000269,NG-SPT-000269,NG-SCELL-000269,coordcand:nngla:e58d4954831c261916f63dfdb0ae04c583b8ab73d82e3a0877dcd6774ba10cf8,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000269,298,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000068,0,674,26.4,4.8,49,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000068,0,SPARSE_VEGETATION,SEMI_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000270,NG-SPT-000270,NG-SCELL-000270,coordcand:nngla:f50ab9aaa628106177f6033fa022582ed6742a70c1379f46a777e082e35926c4,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000270,293,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000068,0.42,674,26.4,4.8,49,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000068,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,lake:novegeo:l000001,DIRECT_SOURCE_OBSERVATION,PASS,SHARED_REFERENCE
NG-ENV-BIND-000271,NG-SPT-000271,NG-SCELL-000271,coordcand:nngla:5f23a67fdbc7a539ec60a24c4a71288e9512912c0a0412573f5878630614cf2d,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000271,313,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000060,0.593969696,711,25.9,4.6,50,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000060,0.593969696,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000272,NG-SPT-000272,NG-SCELL-000272,coordcand:nngla:7d446f448e99c30502d55c83dabaae763501f4d3f30a5b35932b9dc6e8ba1bd3,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000272,366,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000060,0.42,711,25.9,4.6,50,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000060,0.42,SPARSE_VEGETATION,SEMI_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000273,NG-SPT-000273,NG-SCELL-000273,coordcand:nngla:6600084a101c96d310e1816638e125f11d48ad0c62b5184988c382cbd1951e9d,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000273,457,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000069,0,820,25.4,4.5,54,DRY_SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000069,0,GRASSLAND,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000274,NG-SPT-000274,NG-SCELL-000274,coordcand:nngla:ce64b6c6be8c2280e9b964c57e30c6f2a5387ce92b2813eeafcd58e3c51c7522,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000274,586,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000069,0.42,820,25.4,4.5,54,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000069,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000275,NG-SPT-000275,NG-SCELL-000275,coordcand:nngla:8b02c07de39d8cea18fec8dd7c0dc2299dbb2d7f71b2ba5797cd4665ac1f9873,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000275,742,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000061,0.593969696,864,22.8,4.6,56,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000061,0.593969696,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000276,NG-SPT-000276,NG-SCELL-000276,coordcand:nngla:a800dfb6f6c606400399da064517b6d765c0bc40692d7243cb3a03193b25a30f,NG-MGRID-03-02,NG-SOV-PART-000001,NG-ELEV-OBS-000276,911,DIRECT_SOURCE_OBSERVATION,PLAIN,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000061,0.42,864,22.8,4.6,56,DRY_SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000061,0.42,GRASSLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000277,NG-SPT-000277,NG-SCELL-000277,coordcand:nngla:0b5e3d3dc095ac7e7dd4efb31f8b191312e138f2bc80e28e49ada44877f58b9c,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000277,1079,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000070,0,1018,21.5,4.5,59,SUBHUMID,DIRECT_SOURCE_OBSERVATION,NG-VEG-OBS-000070,0,WOODLAND,NON_ARID,DIRECT_SOURCE_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
NG-ENV-BIND-000278,NG-SPT-000278,NG-SCELL-000278,coordcand:nngla:a1bc2a2f88cb1f56954dbd03d261d50392f8ee5500550dced7d1042f0bc0d8d3,NG-MGRID-03-03,NG-SOV-PART-000001,NG-ELEV-OBS-000278,1234,DIRECT_SOURCE_OBSERVATION,PLATEAU,DIRECT_SOURCE_OBSERVATION,NG-CLIM-OBS-000070,0.42,1018,21.5,4.5,59,SUBHUMID,NEAREST_QUALIFIED_OBSERVATION,NG-VEG-OBS-000070,0.42,WOODLAND,NON_ARID,NEAREST_QUALIFIED_OBSERVATION,,NOT_AVAILABLE,PASS,SHARED_REFERENCE
