administrative_candidate_id,source_record_id,administrative_type_code,canonical_name,parent_source_record_id,region_code,boundary_status,geometry_reference,lifecycle_status_code,runtime_effect_scope,source_basis,candidate_status
NG-ADM-CAND-000115,NGP-000387,TOWNSHIP,Cedar Clearing,NGP-000347,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000116,NGP-000388,TOWNSHIP,Ashara East,NGP-000348,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000117,NGP-000389,TOWNSHIP,Tekkan Row,NGP-000348,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000118,NGP-000390,TOWNSHIP,Marula Crossing,NGP-000348,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000119,NGP-000391,TOWNSHIP,Mossbridge South,NGP-000349,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000120,NGP-000392,TOWNSHIP,Fernline,NGP-000349,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000121,NGP-000393,TOWNSHIP,Timber Camp,NGP-000349,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000122,NGP-000429,INDUSTRIAL_ZONE,Tekharo BioWorks Campus,NGP-000346,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000123,NGP-000430,INDUSTRIAL_ZONE,Timberloop Industrial Estate,NGP-000348,NGR-05,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000124,NGP-000432,CITY,Redhaven,NGR-06,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000125,NGP-000433,MUNICIPALITY,Zarqen,NGR-06,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000126,NGP-000434,MUNICIPALITY,Dustmere,NGR-06,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000127,NGP-000435,MUNICIPALITY,Sunward,NGR-06,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000128,NGP-000436,CITY_DISTRICT,Redhaven Central,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000129,NGP-000437,CITY_DISTRICT,Caravan Exchange,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000130,NGP-000438,CITY_DISTRICT,Solar Ward,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000131,NGP-000439,CITY_DISTRICT,Railhead,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000132,NGP-000440,CITY_DISTRICT,Old Wells,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000133,NGP-000441,CITY_DISTRICT,South Bazaar,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000134,NGP-000442,CITY_DISTRICT,Civic Mesa,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000135,NGP-000443,CITY_DISTRICT,Copper Dunes,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000136,NGP-000471,TOWNSHIP,Zarqen South,NGP-000433,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000137,NGP-000472,TOWNSHIP,Baric Cross,NGP-000433,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000138,NGP-000473,TOWNSHIP,Camel Bell,NGP-000433,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000139,NGP-000474,TOWNSHIP,Dustmere East,NGP-000434,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000140,NGP-000475,TOWNSHIP,Saltpan Row,NGP-000434,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000141,NGP-000476,TOWNSHIP,Thorn Junction,NGP-000434,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000142,NGP-000477,TOWNSHIP,Sunward Gate,NGP-000435,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000143,NGP-000478,TOWNSHIP,Oasis Line,NGP-000435,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000144,NGP-000479,TOWNSHIP,Cinder Camp,NGP-000435,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000145,NGP-000515,INDUSTRIAL_ZONE,Solar Foundry Zone,NGP-000432,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000146,NGP-000516,INDUSTRIAL_ZONE,Redhaven Dryport Estate,NGP-000434,NGR-06,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000147,NGP-000518,CITY,Lysora,NGR-07,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000148,NGP-000519,MUNICIPALITY,Coral Bay,NGR-07,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000149,NGP-000520,MUNICIPALITY,El-Maren,NGR-07,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000150,NGP-000521,MUNICIPALITY,Seacliff,NGR-07,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000151,NGP-000522,CITY_DISTRICT,Lysora Central,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000152,NGP-000523,CITY_DISTRICT,Coral Exchange,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000153,NGP-000524,CITY_DISTRICT,Old Harbour,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000154,NGP-000525,CITY_DISTRICT,Artisans' Quay,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000155,NGP-000526,CITY_DISTRICT,Crescent Beach,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000156,NGP-000527,CITY_DISTRICT,Embassy Shore,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000157,NGP-000528,CITY_DISTRICT,Marina Ward,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000158,NGP-000529,CITY_DISTRICT,Lighthouse Hill,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000159,NGP-000557,TOWNSHIP,Coral Bay East,NGP-000519,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000160,NGP-000558,TOWNSHIP,Azura Point,NGP-000519,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000161,NGP-000559,TOWNSHIP,Reefline,NGP-000519,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000162,NGP-000560,TOWNSHIP,El-Maren South,NGP-000520,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000163,NGP-000561,TOWNSHIP,Marenya Cross,NGP-000520,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000164,NGP-000562,TOWNSHIP,Pearl Row,NGP-000520,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000165,NGP-000563,TOWNSHIP,Seacliff Lower,NGP-000521,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000166,NGP-000564,TOWNSHIP,Windport Gate,NGP-000521,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000167,NGP-000565,TOWNSHIP,Blue Cape End,NGP-000521,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000168,NGP-000601,INDUSTRIAL_ZONE,BlueHarbor Trade Park,NGP-000518,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000169,NGP-000602,INDUSTRIAL_ZONE,Coral Foods Estate,NGP-000520,NGR-07,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000170,NGP-000609,CITY,Port Meridian,NGR-08,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000171,NGP-000610,MUNICIPALITY,Sabarin,NGR-08,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000172,NGP-000611,MUNICIPALITY,Tidecross,NGR-08,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000173,NGP-000612,MUNICIPALITY,New Moriah,NGR-08,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000174,NGP-000613,CITY_DISTRICT,Meridian Central,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000175,NGP-000614,CITY_DISTRICT,Docklands,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000176,NGP-000615,CITY_DISTRICT,Customs Quarter,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000177,NGP-000616,CITY_DISTRICT,Gulf Exchange,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000178,NGP-000617,CITY_DISTRICT,Old Shipyard,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000179,NGP-000618,CITY_DISTRICT,Freeport Ward,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000180,NGP-000619,CITY_DISTRICT,Harbor Nine,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000181,NGP-000620,CITY_DISTRICT,East Terminal,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000182,NGP-000648,TOWNSHIP,Sabarin East,NGP-000610,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000183,NGP-000649,TOWNSHIP,Sabara Wharf,NGP-000610,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000184,NGP-000650,TOWNSHIP,Gulf Junction,NGP-000610,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000185,NGP-000651,TOWNSHIP,Tidecross South,NGP-000611,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000186,NGP-000652,TOWNSHIP,Tidelock Row,NGP-000611,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000187,NGP-000653,TOWNSHIP,Mangrove Gate,NGP-000611,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000188,NGP-000654,TOWNSHIP,New Moriah North,NGP-000612,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000189,NGP-000655,TOWNSHIP,Tross Line,NGP-000612,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000190,NGP-000656,TOWNSHIP,Beacon Cross,NGP-000612,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000191,NGP-000692,INDUSTRIAL_ZONE,Meridian Free Zone,NGP-000609,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
NG-ADM-CAND-000192,NGP-000693,INDUSTRIAL_ZONE,Gulf Shipworks Estate,NGP-000611,NGR-08,BOUNDARY_PENDING_LEGALIZATION,,PROVISIONAL,SHARED_REFERENCE,700-place registry administrative hierarchy,READY_NONSPATIAL
