relationship_id,road_id,relationship_type,object_id,evidence_basis,longitude,latitude,runtime_effect_scope
roadrel:nngla:441b9e17c582b72279e401df197df7a3873f7f0b7915f0726a8165576e982615,NG-RD-000043,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:443678dfe1a97633e9e66dfce90fd1a5cf9473101d0d49e94601a04b55ce1ea6,NG-RD-000209,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4498534309930f3d3aeb354d48d737d60537e1a11b6da2f8cbd1f3cfc3ea8159,NG-RD-000092,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:456d3080e3eb45886cc653df15f8ecd86ad2f5b419c281229dc61d513ab8f5dd,NG-RD-000179,STARTS_AT_PLACE,NG-PLC-000244,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.427771000,-2.558241000,SHARED_REFERENCE
roadrel:nngla:45e1b04d2ab01f769eeffb030dcf62437a63c37015df27086edbf9f9aca74787,NG-RD-000224,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:46027238edf999bb31dc97f9c7505b5fe05535bf48dc588c30874cbe83bc5bbf,NG-RD-000062,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:460c5bebfa3b8023d5efa3c0e2315ba4db45fe5e8e9cca2e774cfc88b41424fb,NG-RD-000096,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:46432c95c25d97f410eca33482adf153de39cb682306af4dd971f1240ba17883,NG-RD-000127,STARTS_AT_PLACE,NG-PLC-000126,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.798543000,3.347270000,SHARED_REFERENCE
roadrel:nngla:46465524dd81341757bddabb4aa2a6c0b5c4e0ff4d565f832b6d7bcee70be1de,NG-RD-000280,STARTS_AT_PLACE,NG-PLC-000340,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.607389000,5.715324000,SHARED_REFERENCE
roadrel:nngla:4656a4aac2bd929441b2e3bce38daa6fa7e2872293dce3f19a2ca289492da54a,NG-RD-000299,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:47a26ca2cca576733e7f16902b103459e0c538d1d2148bff53b378456a6e9f5e,NG-RD-000053,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:485a43cb347b03373fa00934e9acaa7b8bd1fe1a7e5863e2afd73b2adb2c4fb0,NG-RD-000091,ENDS_AT_PLACE,NG-PLC-000122,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.862705000,3.568286000,SHARED_REFERENCE
roadrel:nngla:4880b82ca58a6b3e42c46c37136fe572d167e4d1dcc7398f9e81c7d24427f669,NG-RD-000345,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:488effb11d1e0186d46e26683a91b9b99277ef9f7264b5caa85c4e71e8393e91,NG-RD-000126,STARTS_AT_PLACE,NG-PLC-000114,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.857105000,3.521022000,SHARED_REFERENCE
roadrel:nngla:497ea3af4176e626a47bef3f53ae42db9e6f6c4d933bd734ef2fb56be62c4129,NG-RD-000260,STARTS_AT_PLACE,NG-PLC-000264,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.087586000,5.066633000,SHARED_REFERENCE
roadrel:nngla:49a420ccd5ca40350e7c8d83a36e8abf8339643d104bd1aba6da139186567fb1,NG-RD-000138,ENDS_AT_PLACE,NG-PLC-000104,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.402857000,3.351954000,SHARED_REFERENCE
roadrel:nngla:49e9598130581bd9d31d641a231ad9ea7b3f710d0499a475626f7b9b84e78cf7,NG-RD-000114,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4a27b103a9a70fa88eb08f7f9157d2cbdc25084e864dd3139af638cf525afa43,NG-RD-000262,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4a38df5e26b2ff4b860176bc67069038d9457361443ddb46034500994a8d16b6,NG-RD-000089,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4a96e6b9c6541b5ccf7f8a8501a4b0257cc08cd0f685623d94b85bc623315cce,NG-RD-000330,ENDS_AT_PLACE,NG-PLC-000299,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.075101000,5.554116000,SHARED_REFERENCE
roadrel:nngla:4adecb7d1d15fec10c3f707bfaf6b508b0704ee6c68978a128aa15f35df39a85,NG-RD-000052,ENDS_AT_PLACE,NG-PLC-000041,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.780371000,1.280079000,SHARED_REFERENCE
roadrel:nngla:4b48eb8f549874072988debd20bc8547c1a21917fcc99043ba317e3880aa31d6,NG-RD-000111,ENDS_AT_PLACE,NG-PLC-000119,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.061676000,3.182506000,SHARED_REFERENCE
roadrel:nngla:4b7ee3bbffff68a2939a85ea83317d8d34c0fbd49f01f80b0daa3ae67c462076,NG-RD-000040,ENDS_AT_PLACE,NG-PLC-000044,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.955010000,0.628082000,SHARED_REFERENCE
roadrel:nngla:4bb34c62bb21f9f5dc587b2ad4ea17331e8aff51b36bb8d0d503a3f9ce6ce073,NG-RD-000203,STARTS_AT_PLACE,NG-PLC-000209,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.327590000,-3.166237000,SHARED_REFERENCE
roadrel:nngla:4bb516a8a6623f3a5fc524daf04000734a6a1cc685c27585b771194ddbf6634f,NG-RD-000040,STARTS_AT_PLACE,NG-PLC-000003,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.878985000,0.722731000,SHARED_REFERENCE
roadrel:nngla:4c133a1d45b4799e0add9be8a2a2404da37e0a03451d2a433164a0fae2075962,NG-RD-000121,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4c4bfc4e66a9eef91d1de5c23b4ed3c78d341fb05fc2c680db26284692c8d03e,NG-RD-000026,STARTS_AT_PLACE,NG-PLC-000001,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.400000000,0.892533000,SHARED_REFERENCE
roadrel:nngla:4c59edf4430221661010b4329474be65d56edf6d06a16ddbeccbbc6c9f0f278f,NG-RD-000037,STARTS_AT_PLACE,NG-PLC-000040,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.642861000,1.312132000,SHARED_REFERENCE
roadrel:nngla:4c7ac0f00730ee8d314b49391e90cfebf42439af4c55ef2def7eb615ca9707f5,NG-RD-000285,STARTS_AT_PLACE,NG-PLC-000264,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.087586000,5.066633000,SHARED_REFERENCE
roadrel:nngla:4cc131e513e7aece0459f41505ab7113367cf10ca1b7c1d8d9cd37d65c7e9d9c,NG-RD-000204,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4cfdc8de72610b1601932d4616ecbdddfe6ea64c166fb7a022c6f980bad9dac0,NG-RD-000323,STARTS_AT_PLACE,NG-PLC-000311,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.253031000,5.363567000,SHARED_REFERENCE
roadrel:nngla:4d039ad921ce6da7585e8362174c934db9d84d3182c0baef741efd1341584610,NG-RD-000256,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4d4982891a38cafd4d6b2369bbbbe274862bde2fc1ff47256339cbb58c5f0003,NG-RD-000071,STARTS_AT_PLACE,NG-PLC-000045,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.777699000,0.685462000,SHARED_REFERENCE
roadrel:nngla:4d5328fd465eba944becf3df345cf94151395dc1367a0e9d546aa6d513284c4b,NG-RD-000214,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4d6648aa684712777cf11ab20bd71389bd5ec70cec91a4b0a377147c50efedae,NG-RD-000166,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4e3ef70b39811f661b1f595d327028b3373bf3fb6b843500909da69992a4f4f4,NG-RD-000051,STARTS_AT_PLACE,NG-PLC-000022,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.183345000,0.881551000,SHARED_REFERENCE
roadrel:nngla:4e508c34051e4feb842e464f814f86a859bc975ffe5c075e8334a2962df60e3d,NG-RD-000187,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4e52d46b7052f20c6dafc5a879636ce77003d5cf3eba27a86a2b6ad8fe5e1486,NG-RD-000140,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4ec535e115c2b0de965d1df3b16c8f4ab566aa4021069eb2c4b45da145b64ec4,NG-RD-000007,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4ed0a208ae3430a7cddec2d83e094926970b5a7c32b769857e633e325725bb6f,NG-RD-000115,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4ee566b0c7ed3368fdecc9bd715424a2b81cd10574171f125a589feb1e3a1272,NG-RD-000104,STARTS_AT_PLACE,NG-PLC-000109,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.257258000,3.213315000,SHARED_REFERENCE
roadrel:nngla:4f1505aa4b8193b18cb9efea2143faf0b1706815979408cc449fd3e0a3069034,NG-RD-000015,STARTS_AT_PLACE,NG-PLC-000084,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.354390000,0.755747000,SHARED_REFERENCE
roadrel:nngla:4f1666733bb2463e97f36e39ffad9f954cf1fd0a6508a8564d96c487426307d5,NG-RD-000075,ENDS_AT_PLACE,NG-PLC-000036,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.013309000,1.348499000,SHARED_REFERENCE
roadrel:nngla:4fb183e25b7ccf136d5c180bd383fd2d991b5a65a01d5e0a03ebaa7471e28084,NG-RD-000050,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:4fd284a574a74ba887352706694a6a8a9b2be45181c1ca029b970e15143928cf,NG-RD-000205,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:500566303022dd73746b89f9009ef30b94ae669d13d1edabd88323401fc1856f,NG-RD-000304,STARTS_AT_PLACE,NG-PLC-000312,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.693981000,5.646514000,SHARED_REFERENCE
roadrel:nngla:5060a710af29f99b455e17942a15da246d2e077db5569982e26efb0f007aa254,NG-RD-000243,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5075af6f481e32417382f9504a94b92680e975d91d7de6e26a364d53a9fd62c2,NG-RD-000088,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:50a4d118961848a2d24d5179d9c05dadc6bf01b4987876e9164a782313a4897b,NG-RD-000293,STARTS_AT_PLACE,NG-PLC-000322,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.552426000,5.311904000,SHARED_REFERENCE
roadrel:nngla:51a2544395b21fbcc6a18622d876e5adc6f81086af9c240a37420619ed7269dc,NG-RD-000263,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:51a34f58f8cb21d454e2cc9ae50747c283790a4e64cdb4e6f99861373600098b,NG-RD-000168,STARTS_AT_PLACE,NG-PLC-000166,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.413379000,2.688981000,SHARED_REFERENCE
roadrel:nngla:51eaaa260c4589dc80d0275f2e363b77a67ed319718e7b90cfb4c8f5bdf0c4e7,NG-RD-000335,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:523754a6956215f792d414b58fa22a968d5f9a533d4aac5b3e488f5ad23b09dc,NG-RD-000338,ENDS_AT_PLACE,NG-PLC-000290,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.490719000,5.300869000,SHARED_REFERENCE
roadrel:nngla:528b7db2994d503e502d40a515700d3449f3d26367f42ba8ea1a8b580645c17d,NG-RD-000345,STARTS_AT_PLACE,NG-PLC-000283,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.867545000,5.969485000,SHARED_REFERENCE
roadrel:nngla:529a4eece37bbeba6d1c6caddaca9fc8468b44ab66941e5f7a79df01ca3b697b,NG-RD-000135,STARTS_AT_PLACE,NG-PLC-000156,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.580792000,3.394854000,SHARED_REFERENCE
roadrel:nngla:52d0c713e28622c39e492d06b8115d448a87dec06786c089aeff7556285195f3,NG-RD-000138,STARTS_AT_PLACE,NG-PLC-000105,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.312385000,3.241401000,SHARED_REFERENCE
roadrel:nngla:52d6ca3399318e49e2e92bf7c7b54188429f971b211118e004e12c3ba9d0724d,NG-RD-000223,STARTS_AT_PLACE,NG-PLC-000190,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.555601000,-3.435182000,SHARED_REFERENCE
roadrel:nngla:52d81edae6fbdde5a86db604dfa2b05d1ee7f7f65c3de0378109834e173b12ae,NG-RD-000155,STARTS_AT_PLACE,NG-PLC-000127,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.687604000,3.535304000,SHARED_REFERENCE
roadrel:nngla:531e7750b51258f6d8c254c025ab26d8fcf9def64409db247d2ee5246ba03ee3,NG-RD-000086,STARTS_AT_PLACE,NG-PLC-000110,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.984247000,3.252922000,SHARED_REFERENCE
roadrel:nngla:5339598fa4798d14d148b45c95e81642b0f3e1b7a05a68011bf908f5285b0efc,NG-RD-000325,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5340360a92cf1dc8f797466cc264b454fadf64c7dee88c07803fa11e0e0bd866,NG-RD-000312,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:536312f738717f458e764b4e7f75f9831522c553ed56023ad48032b85f1f58c2,NG-RD-000078,STARTS_AT_PLACE,NG-PLC-000068,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.800238000,0.437708000,SHARED_REFERENCE
roadrel:nngla:537047b70e298deb5f84c29108863594b3064e170bb709a30cddce8362d9efb3,NG-RD-000258,STARTS_AT_PLACE,NG-PLC-000269,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.077638000,5.053330000,SHARED_REFERENCE
roadrel:nngla:5382040eaf11fc7735bea2a7cbc488597b109a314f69de1b9119432520d1274d,NG-RD-000154,ENDS_AT_PLACE,NG-PLC-000139,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.038082000,3.349519000,SHARED_REFERENCE
roadrel:nngla:53d2b5c1ca836a2b33e27ec3717af899f7d57974d78a02cd74dc8f1a3c364cdd,NG-RD-000147,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:53dc5bee1e2a52a63b7274c4a099dab4e41098226a4f22a9fd4789f85c3546af,NG-RD-000048,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:53e149816bf624de38990a34ac815f1a5c1e01197c60dc298312a18f28f56804,NG-RD-000160,ENDS_AT_PLACE,NG-PLC-000087,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.689703000,3.301044000,SHARED_REFERENCE
roadrel:nngla:53edabaf3f669ddb601a7a51285ecb0e5a1f1d02636f1cd16166b99ee4456025,NG-RD-000259,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:53ee534777b215f14a208fceac15797ad0ea1dc3eca1b1f3ab0c26a51395b6fd,NG-RD-000304,ENDS_AT_PLACE,NG-PLC-000298,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.705847000,5.763488000,SHARED_REFERENCE
roadrel:nngla:53fbdd9dc4d204a92a14de2b99b01fea4231625c8aaa2ebb0f0121c35d776605,NG-RD-000099,ENDS_AT_PLACE,NG-PLC-000119,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.061676000,3.182506000,SHARED_REFERENCE
roadrel:nngla:548387477916eacd3745e50b16ef6f241e648f1329c362ef2ea8c4c4e6de1b78,NG-RD-000020,ENDS_AT_PLACE,NG-PLC-000006,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.409173000,0.802353000,SHARED_REFERENCE
roadrel:nngla:548a735eb6128b51e3334dea7d505ea33ad4b294ae2dd6312872b2d459d71d00,NG-RD-000031,STARTS_AT_PLACE,NG-PLC-000035,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.722439000,0.809775000,SHARED_REFERENCE
roadrel:nngla:54c57fec30a016e472aa7779dfc3f400eb0d9128b29999b19f55b7fd095c5d8c,NG-RD-000165,STARTS_AT_PLACE,NG-PLC-000158,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.889722000,3.622718000,SHARED_REFERENCE
roadrel:nngla:54d40df3db5b7b23c1c0e76cb0319a6f1afba11c2a410f68bf3ce451010857ed,NG-RD-000048,STARTS_AT_PLACE,NG-PLC-000075,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.674961000,1.411804000,SHARED_REFERENCE
roadrel:nngla:54f7b96e38502f5dbdedf375662bf1f31b00512264b32eaa829038aff095b6f0,NG-RD-000097,ENDS_AT_PLACE,NG-PLC-000166,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.413379000,2.688981000,SHARED_REFERENCE
roadrel:nngla:5525fa70505c865bd25ce210427e0fcd3e5885272a47d868a19eb50974a4de93,NG-RD-000180,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:55582e6fcab91b37e9eec704846ace53e20953b94201edbcce772bd8b1ea1b72,NG-RD-000267,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:563316103d70898d79dea67e7fe8a8e263b7d98cc39ca3a9262b1591fbf8e377,NG-RD-000021,ENDS_AT_PLACE,NG-PLC-000024,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.325117000,0.942349000,SHARED_REFERENCE
roadrel:nngla:569f3506537c5f434e93653b1feb49362c26e97131ed4a0ebaa7bcfbedf60313,NG-RD-000277,ENDS_AT_PLACE,NG-PLC-000262,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.161884000,5.059686000,SHARED_REFERENCE
roadrel:nngla:576792e88ed63b63d86d9ce387201531ec7d297c28521b699fe7883a3e3ea1d7,NG-RD-000001,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:578bd9e794f55c667fd9e48a5d3955693de9760f22907eb50dfd18d625be1fea,NG-RD-000316,STARTS_AT_PLACE,NG-PLC-000342,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.296116000,5.724231000,SHARED_REFERENCE
roadrel:nngla:580e8f746fab97383ce626f7f06d0ac6cff93f0e81d0105d4e4926432c07cae7,NG-RD-000152,STARTS_AT_PLACE,NG-PLC-000154,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.808016000,2.935946000,SHARED_REFERENCE
roadrel:nngla:5896a51cf97ff1c8b1afb4a7987ef4659deba1c71999c80fe0a457ddef5e1d81,NG-RD-000193,ENDS_AT_PLACE,NG-PLC-000192,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.567682000,-3.188923000,SHARED_REFERENCE
roadrel:nngla:58e5fbbc97b3989700e34222768b5bcea31cf2805fe95c2d100ac8e9b4d82a8c,NG-RD-000062,STARTS_AT_PLACE,NG-PLC-000048,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.842038000,1.181507000,SHARED_REFERENCE
roadrel:nngla:59348ff8ba392d97666d88b087f7d5f625d1392fe69e6b64bca4306735d7c66f,NG-RD-000283,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:59ec23be8bdf9798bfa9c7fff17c99aaa01780bc11230d3ded786f05f930d026,NG-RD-000255,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5a274611d624af8b738b6790f73088b8c7c5167d05bd291fca6deb8c9d7f8f78,NG-RD-000023,ENDS_AT_PLACE,NG-PLC-000013,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.542436000,0.968068000,SHARED_REFERENCE
roadrel:nngla:5a4965e84099a4f47d9bfa3c0bd98b9d3b8e85516899140949a857dc31f2a052,NG-RD-000310,STARTS_AT_PLACE,NG-PLC-000262,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.161884000,5.059686000,SHARED_REFERENCE
roadrel:nngla:5a50258a8e453be5df92ccdf4277324dc9a02f4adc30730df7daff10517dc3a2,NG-RD-000271,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5ae141dcb32ed7dcff7d1acd25f401fb262ca4a071ad29e2256754cd636786bd,NG-RD-000097,STARTS_AT_PLACE,NG-PLC-000116,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.383258000,2.653056000,SHARED_REFERENCE
roadrel:nngla:5affa4849b1e8bb8e99e57772565aef50a603cdd7ce98cf38a67072013f3e3e0,NG-RD-000316,ENDS_AT_PLACE,NG-PLC-000260,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.406428000,5.633846000,SHARED_REFERENCE
roadrel:nngla:5b000aaba8030d55a24ab33ad586c9bc56a7b07bfc4b1aa99da0449b8d624057,NG-RD-000106,STARTS_AT_PLACE,NG-PLC-000124,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.123373000,3.333559000,SHARED_REFERENCE
roadrel:nngla:5b1f0a683f55e3de662ff64e6edf4eb0e20d422e1ffe1828cc6ba4ccaf0146c0,NG-RD-000289,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5b6695a0a101c2b26b34157263a192a5d8e4393e77d1230aa9d1670661d0414d,NG-RD-000136,ENDS_AT_PLACE,NG-PLC-000106,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.430113000,3.519728000,SHARED_REFERENCE
roadrel:nngla:5b781f746bd7078c4b912cc7adde103aab5b71bd94ef5adf12bfee9b8aae9979,NG-RD-000290,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5baac45f4dc861fcb30a38429a8e227f97734a9253fb7279dc90d23e67ee80ad,NG-RD-000180,STARTS_AT_PLACE,NG-PLC-000248,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.183813000,-3.045492000,SHARED_REFERENCE
roadrel:nngla:5bbe4d59b884f1d2509122b94885a0409080e0ddb89f0ea59ca1a6e16a7474b8,NG-RD-000292,ENDS_AT_PLACE,NG-PLC-000291,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,38.158974000,5.548656000,SHARED_REFERENCE
roadrel:nngla:5bef67093990cd5256c4ac132fe893679633121f01cc6a93e2437ed9cf954337,NG-RD-000219,ENDS_AT_PLACE,NG-PLC-000181,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,37.671360000,-3.272217000,SHARED_REFERENCE
roadrel:nngla:5c6fd4c424e0b063c3ea79bffaf04c9ad1c344cb1120a7abf3c7ff7eb4b40d42,NG-RD-000305,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5c8f5f82f8037dc3e91743d1a95008489757ac87a713eac90cf4c97e3e350c87,NG-RD-000269,WITHIN_ADMIN_REGION,NGR-04,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5c8fba72085f90b9b92d61d3d3282a2ac10fa0447f10340d7e62d5795fed5017,NG-RD-000111,WITHIN_ADMIN_REGION,NGR-02,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5d1192052c531843cc04ec6c83273c101b45a2f0c2fc66c242f6d74fcbc07622,NG-RD-000119,STARTS_AT_PLACE,NG-PLC-000135,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,34.909714000,3.194822000,SHARED_REFERENCE
roadrel:nngla:5d26093586090cad7f5a530897cf19ce88a48e32a4b73c14cf2a2d95832fd1fd,NG-RD-000114,ENDS_AT_PLACE,NG-PLC-000115,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,33.985864000,2.988536000,SHARED_REFERENCE
roadrel:nngla:5d7a12fa69d71510e8c1ec65f379af28374a69f40979ae39a40b496a44400368,NG-RD-000246,WITHIN_ADMIN_REGION,NGR-03,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5d879fecc2cd5e00329d9c6f0e35c22262e6cd68b587ff88ae20fd06bec5f1d8,NG-RD-000078,WITHIN_ADMIN_REGION,NGR-01,BUNDLE19B_REGION_CONTAINMENT,,,SHARED_REFERENCE
roadrel:nngla:5da00574e112960f24db9acfd35858d2414cc22a6d0bf3dafef1fea186953054,NG-RD-000204,ENDS_AT_PLACE,NG-PLC-000235,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,36.945005000,-3.494379000,SHARED_REFERENCE
roadrel:nngla:5e099a605705f0e58e00b0d7e985c5e874e8fb820f17dafe05f5e84d0525826f,NG-RD-000080,STARTS_AT_PLACE,NG-PLC-000070,BUNDLE19A_PLACE_REFERENCE_ENDPOINT,35.781511000,0.726372000,SHARED_REFERENCE
