assignment_candidate_id,subject_type,subject_id,geometry_role_code,geometry_reservation_key,geometry_id,assignment_status,effective_from,runtime_mode,runtime_effect_scope,publication_status
spatialassign:nngla:57a9923741685d0fc7de1cffaeeffb182069e1161da57765388f5d7d70fba3c5,ROAD,NG-RD-000084,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000084,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:415cdb06c1e59c29ac35daff3f8466d0873e13b844226b4acafe1f072a862120,ROAD,NG-RD-000085,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000085,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:8d8c7b57997c51ca0d416209e4ce58ef09dd280873c421d9284e25c80cadbb93,ROAD,NG-RD-000086,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000086,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4ff565dcbe36519528d7ae926984fd8e1fecf1d17b68d6a26275b3f018fbeb53,ROAD,NG-RD-000087,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000087,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:47e339074b2d25fcb069ce906b21f13be54964e813bceb1ca4d407f7ecd64cca,ROAD,NG-RD-000088,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000088,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:67c08c93225772087ae25cc58ac8f7ed4f3e8da93e9135b65507913d60969581,ROAD,NG-RD-000089,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000089,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:eaa67c5cbcff7bbbe678e77aae244489f838799e75d40722baf4bf0a48fe62b4,ROAD,NG-RD-000090,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000090,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:39548c2d7fb6dfff4116e80b6fc2073493952c927ba3a0e6425d92f8f82c6b0e,ROAD,NG-RD-000091,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000091,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:e0dfd4ae4d18da8bf1770ca3caae62462faf1da405b030bdd5f3a2934bcb2f31,ROAD,NG-RD-000092,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000092,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:c6d9565357784d5cbbc6784c30d34fb5c10f5a99e83d3c019a6164b9051e3d29,ROAD,NG-RD-000093,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000093,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:b473c30bd53bc494f0ba00b76f25de5d98ad0a19745b0e05e3b2c53d2883c928,ROAD,NG-RD-000094,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000094,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:48b52459cb6dd88cef98cb802f4821f1b3408f023496b90590f9059d18f6cab1,ROAD,NG-RD-000095,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000095,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f8e2df9305021c5160fca3c2069436e1ca17b2b3ca46a60bdf5e35ff9e47db76,ROAD,NG-RD-000096,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000096,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:78193aa646b24d68d60f009ce6edba8b296825c50015389cd53057553b02b901,ROAD,NG-RD-000097,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000097,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:aad39243cdc4e5c6b13b47f58de5e2f5ac4cf6425abf209c4e1ffc36f0d0ba38,ROAD,NG-RD-000098,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000098,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:dea7dd376bd6d6ecfd23c30bc0950e07f922d51b6ae8a6a2d1a1df7b29bb7c70,ROAD,NG-RD-000099,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000099,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:c05647dc900a7d1b6b5cefd11c4ea05d8c3b827d2f2ea268245252564e23a4db,ROAD,NG-RD-000100,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000100,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:b13f965a4e9a382c4b67ed7cfbfba1635ee4f214f09ff2a6344db41464f35cf7,ROAD,NG-RD-000101,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000101,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:470bc5a2a91864e5bf9ce46c8899fc36cd390f29efffb59d33655dd60eb7bd39,ROAD,NG-RD-000102,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000102,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:cbf53d331de7a5d589f4aa05a15f995cc293cfca06ccaf26c068253777f09f27,ROAD,NG-RD-000103,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000103,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:750065db8ea8dc1ac27c93a612db10c4ba005251d2e9814cbe48e219eaa59d31,ROAD,NG-RD-000104,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000104,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:34efba65bc5730772d13e05bc4aa46238e90c622d777745844a7dedeab5b8725,ROAD,NG-RD-000105,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000105,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:6d15ada89d90f3f1b25fb36ae0d506cc829526e115cbf692a4c0fc0fc568df7a,ROAD,NG-RD-000106,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000106,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:fc61703da7439c92a12052b33ee22baef05b4b82677867f2fc7c152db7197147,ROAD,NG-RD-000107,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000107,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:8a7cf3b5fd6bc4d7595ff0ac8c89246ffff8af3e5aa8f29d26c3797fc9ea387b,ROAD,NG-RD-000108,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000108,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:41b3726b09b84dc438ade22faf221224aacb74b164b4b88b810619d3f704e6b8,ROAD,NG-RD-000109,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000109,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:39875911289d481415a203688749dbd964b93f461f8adead9659262827acc2dc,ROAD,NG-RD-000110,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000110,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:eceec8b5a97a96557b56c523bd4350f3e439154da49f9f68f5900c88ca20ab79,ROAD,NG-RD-000111,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000111,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f9e6304a858748dacd94d0f8de5e92819090cfa1990928b22fa8bd39cf885198,ROAD,NG-RD-000112,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000112,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f0dcf97ddef34fe80b007d01d6bbd7bf24887e8c6a1d988fa037bec9a60baa5d,ROAD,NG-RD-000113,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000113,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:547a236c2719029ea5160543972b4806b58546d15a16d9a94a58eafc4d8993e4,ROAD,NG-RD-000114,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000114,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:03c5c13ce501fc3b43e57ff5689055ff12e7f24e1e835e1de25c987ced233fd9,ROAD,NG-RD-000115,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000115,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:9b196338b562bc18fa8ed6735de17e626db08630932f0b2ac84466658aeef570,ROAD,NG-RD-000116,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000116,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:3b023d9c9cf42022cfb55f1966d2ca00d10983fbeffe04d285e9d09f0c4e8744,ROAD,NG-RD-000117,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000117,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:5b339277b2f9c081feb048fedef77d742efec794864012d387c3360adbec2425,ROAD,NG-RD-000118,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000118,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:81218ce3ca8de45b13d752caed094d248bf540c64bb92638b2c8fac469ee6965,ROAD,NG-RD-000119,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000119,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:cbffd409ce6eff9cea5eb409864bc40f714f718dd423669fe94e5d95c06f27f8,ROAD,NG-RD-000120,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000120,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1eea6d29bb93f7f63d2435958e45e5ddf049f0fde79698c3a579fc50edf62d39,ROAD,NG-RD-000121,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000121,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d6fc6f7e14da9036863d5b49eb2ac3a595394ea0745b3d2b0e55820ebb794f3c,ROAD,NG-RD-000122,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000122,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4a6d223f18e7e9180b237b5946539a22b7200ecaea3a095f35d18cc1f89a4e3b,ROAD,NG-RD-000123,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000123,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:e0b7f8f46d2881a15236d12e7f1928545ee2b5417c02e85cdef54d2c3b1e84f4,ROAD,NG-RD-000124,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000124,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:95465067957e5b64cd8e35b3cc40384188e342fd7006ed96e44fb5797f382e23,ROAD,NG-RD-000125,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000125,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:be32c8311df2605472b521b7cd24e191fcf7e55c18b55979c90faaf8da43ecb0,ROAD,NG-RD-000126,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000126,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0192652f09bc1d972c7a9b902290c95609af340a5a777c35441cd4ac3eef9554,ROAD,NG-RD-000127,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000127,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4dbe439fa0bb11f1993f8fcb3b85786c410c3c29355376ddb203c8aaf6dcbfcb,ROAD,NG-RD-000128,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000128,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1643e78a6ab301525b173eb7bc5262b8374e9ddc02182bae7ee423ccaac5466c,ROAD,NG-RD-000129,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000129,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1410645d8e62f61bfb1ea5f9976ff918bfe8f218ace64052a05f4e60c9af5966,ROAD,NG-RD-000130,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000130,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1bdbd5c760911c5d6272a121d14c730406f2df606da47ce55733f9f1d8f902e4,ROAD,NG-RD-000131,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000131,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:eb20111b821ff5287062d3062f2e02d28032cf3be06e4a6f7bda2708eed9e923,ROAD,NG-RD-000132,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000132,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:3f111cc8d8cdff56046e3cae6929c9c399ba14556c32c02b763303d5ff231bd6,ROAD,NG-RD-000133,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000133,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4a3d02b61e509b9f17d703c6b275b11e53b8c48e16a62d082cc311546006f48f,ROAD,NG-RD-000134,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000134,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:8f0df06eb0bf166fbdc18416cc32817f67acd0dc8550b083d36b235310c6bf1f,ROAD,NG-RD-000135,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000135,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:e6199636355fec228dd18d162c564f4a897c7c88f9c7fb90ca753817cf0c987d,ROAD,NG-RD-000136,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000136,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f53984e9ed849cfb4009176ad77edc375eb8c291b18100b62da9a77c2eaa6b89,ROAD,NG-RD-000137,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000137,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0b7148a1bf6e7e4acff7a4442435f5aedca4f9f78625391bfc2d38122cb3e077,ROAD,NG-RD-000138,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000138,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0dffde073f2291e74a65b7bc69af6363dff562a756f5f03165faab13502db507,ROAD,NG-RD-000139,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000139,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:162851c43c1a7d5d9d59055842e9929264b2a41bac5a39f190be13142637c258,ROAD,NG-RD-000140,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000140,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ce8d527aea0512dc186056e8276215b4a6447bcd9109a102b44f0dc4b5e951ce,ROAD,NG-RD-000141,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000141,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:c97a08856cc1f6c6ae34f4dc595ea7cae015569ac2c146df185e6387632d4da2,ROAD,NG-RD-000142,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000142,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:ace6132d6573c407582d1a421fe7a2d178d3208e515faf7f2deb1dddf9aafaa8,ROAD,NG-RD-000143,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000143,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:9fc86156113df4bd710dd650c8b4290991abe78ee36071194fd1e728f01c2ac8,ROAD,NG-RD-000144,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000144,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:614d597ee5ff58148d7bbf993841289419dafe81b3473a9d547a917ab235a9a0,ROAD,NG-RD-000145,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000145,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:1658fd6111db446d06322e6c2834b0b5ba1492615c3f1eedad1997c8185b05a0,ROAD,NG-RD-000146,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000146,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:6fae6defffcca06ceee277e0f45aabd4060bb0ace960e8a79e9be5b92d633757,ROAD,NG-RD-000147,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000147,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:a06ed349e724d25e6bcef4792a2cec024b6581c72be1c644b404c253bfa50773,ROAD,NG-RD-000148,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000148,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f6fe3bed29ad1e0d4411e5f2e057475a42601544b4a952f34e71a8d2dd22cf86,ROAD,NG-RD-000149,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000149,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:028bd83759441cbfd09120ad0f24fb7b1aa5b7f42b07cb51e299510d4c6b53ec,ROAD,NG-RD-000150,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000150,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:b623461492bd7623a0104de0b68d6f91c38b581ec1aaf5771743d9a458bfb4ca,ROAD,NG-RD-000151,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000151,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:215cf4dd945d51880512213b1fe435bfd88cefa277a87ed6b96ec9b800a70680,ROAD,NG-RD-000152,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000152,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:0a6ffe7ac54c91c12a23f53794088bcfa9d86c9c23a70ed3baff51458f129056,ROAD,NG-RD-000153,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000153,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:4fe1f056cff23cdb0b0874692ff97e39e5c469e41cb93a591888eb6e2d0a6a1c,ROAD,NG-RD-000154,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000154,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:c07fd262498af417f694c896df2625e5c2551494d422493dc6141348141df8aa,ROAD,NG-RD-000155,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000155,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:5fc2a9b4c7ac4d1993f6fc1f594c8129c9145549aa27e0eefb8fbec0c385d654,ROAD,NG-RD-000156,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000156,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:6ae79fbe916f317b6dcded50a0631836594b82ca23bbbfb5f767faf71d717905,ROAD,NG-RD-000157,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000157,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:cb32ffb68de24b6777aa0960971536f68ddf319eb9efa5e552404bdf03ea69ac,ROAD,NG-RD-000158,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000158,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:dff3ec3b69a09cc6c77dde8134c07631a71a873a17ee98609447bdc14022c073,ROAD,NG-RD-000159,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000159,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:b104a4014652b467eb0555598e4020007f2c744cb14c3b6a57f1f04311e5849b,ROAD,NG-RD-000160,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000160,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:de377b3c7c22c92665858e42a6d06fa2b2ff1c4de4373a8cd49aa69c50cf38b6,ROAD,NG-RD-000161,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000161,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:e62e4248ef08ee72b14fbe358952a04a1cb4f73c649b8d0904d935599ac4f007,ROAD,NG-RD-000162,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000162,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:eb3227ea60cee94b16eda693055ac685e37952a7e0b7c0562a7d0843e3144bb6,ROAD,NG-RD-000163,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000163,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:d19927745aa18ed7bc14bf21f3c7aab0af8e348afc52e74428ad2817bed872c8,ROAD,NG-RD-000164,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000164,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:7e5d8894c28c1632f1915e743ea67cd370ba234d76bcc8ee3cc5a086ec24087d,ROAD,NG-RD-000165,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000165,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
spatialassign:nngla:f7fc093fcde12bcd5e55976c275089a82ef3c02ec787f8bea447687d2f767b94,ROAD,NG-RD-000166,ROAD_ALIGNMENT,p006.7.11.12:road-alignment:NG-RD-000166,,QUALIFIED_PENDING_LIVE_ASSOCIATION,2026-08-23,production,SHARED_REFERENCE,NOT_PUBLISHED
