connection_id,node_id,road_segment_id,road_id,endpoint_role,runtime_effect_scope
roadconn:nngla:1180cc62abb7c0d59ca99b89a51fba32a691e296d4431d63ddb17dc598b3660f,roadnode:nngla:9cedb71a4d1eef468335634f2a9743c5ce614feafbd601c7000079457d7cfe5d,roadseg:nngla:a39caebbc72525e4fe87699b38a084da069586bac8dac0217db86244eb6be290,NG-RD-000090,START,SHARED_REFERENCE
roadconn:nngla:0f6fb34e4e70a9a327f56d81cb206ba6b525b33f1132a7afc19b0ed6599d3e04,roadnode:nngla:c7d395edbf2cd02578d7555662e4c6324802a8f0f576390c837f5d255a407655,roadseg:nngla:a39caebbc72525e4fe87699b38a084da069586bac8dac0217db86244eb6be290,NG-RD-000090,END,SHARED_REFERENCE
roadconn:nngla:0233066490ec466aaa0043e68321094d24ebb6ffc2528e34005e06cc33becb07,roadnode:nngla:bd8ad67809b47a3383d6488f43eba70488a11ac894d5b0a8964b48930fbe9981,roadseg:nngla:694e21032bdf2238ed0d4024fc4f28bb3d9f90d65c327ca21efce8e575c90824,NG-RD-000091,START,SHARED_REFERENCE
roadconn:nngla:3d3d9e6c6787c67d3e5a150e7da2a294a5209dfb9b9a1bb5780c1a34896ce4db,roadnode:nngla:0eb15770f657e3f2a41ebb4716ac0546d01fc0d8b4af7fe6a812fa553194dee7,roadseg:nngla:694e21032bdf2238ed0d4024fc4f28bb3d9f90d65c327ca21efce8e575c90824,NG-RD-000091,END,SHARED_REFERENCE
roadconn:nngla:d934b84ff14db0dc6a01c2a06d0897c5bdd967e9443d3b8d939f11a36c094f38,roadnode:nngla:bd8ad67809b47a3383d6488f43eba70488a11ac894d5b0a8964b48930fbe9981,roadseg:nngla:bc9220d060322a2756b7d43b745a9c016cf965abb038471d2f142c8f692cd5fc,NG-RD-000092,START,SHARED_REFERENCE
roadconn:nngla:f037ad108b145b7e90a10e10df902c256ba07d514fa0e9ec9e7e7b5b9af1d464,roadnode:nngla:96985cbd7ada894edc765cd32f44e98c574d556b6a92ad17896c3abf3644f7db,roadseg:nngla:bc9220d060322a2756b7d43b745a9c016cf965abb038471d2f142c8f692cd5fc,NG-RD-000092,END,SHARED_REFERENCE
roadconn:nngla:1578bc82b9c0da2113894227fe8bc6883deed8c910c9b20e216c39d7abe85206,roadnode:nngla:bc9c810458a6b4471dc61b60a750c379d7803d72ca0771be8a1bc243af0309b7,roadseg:nngla:96fc332bf16bdf385f2bd73b66bfe1e04ace5e314d2975659d98fa9cb30c31a7,NG-RD-000093,START,SHARED_REFERENCE
roadconn:nngla:25487032b0edb8226292f523dd5f6bbf3256219b29f27c8cece5678d665b78d1,roadnode:nngla:25a9eed2c12e1d777a84c7f79af740f8bd8817f312d49e41383c3e3d449e523e,roadseg:nngla:96fc332bf16bdf385f2bd73b66bfe1e04ace5e314d2975659d98fa9cb30c31a7,NG-RD-000093,END,SHARED_REFERENCE
roadconn:nngla:473861119b39cb0746ef450a3aab57bba0da755469507d8e2e5a388d8c518dbd,roadnode:nngla:d5e89d04f05ac4915a64fdd4b5ad5ba7d658acbaf2e96b2db610b444e61ddc7a,roadseg:nngla:a8e6074bed7289232c8c2f087c6247df2382f25d4c2e5c460557cc28537f0ca9,NG-RD-000094,START,SHARED_REFERENCE
roadconn:nngla:13e1363b101ec03e5b1573d6bfeeece66400182de2817937c8e4169460385c89,roadnode:nngla:01bb9ddaad87e6e462c5e4cb0117fb1206d1dca4ded4459d25f4520e163744e5,roadseg:nngla:a8e6074bed7289232c8c2f087c6247df2382f25d4c2e5c460557cc28537f0ca9,NG-RD-000094,END,SHARED_REFERENCE
roadconn:nngla:7b87c8457c5e45349539a36e1a4c916a70b3622c1c41273135df2d620726d8c5,roadnode:nngla:6b9d078c81165b4004f121932210d5774a60e62c1d39dbea9e29fe553121ea30,roadseg:nngla:3dccd0cadb932a26c55ccd6d18e5a444186e9398bb8a9a70e55051e9466f0081,NG-RD-000095,START,SHARED_REFERENCE
roadconn:nngla:f27f4e12ae2943415ea91004a7814e30d74286a938e6ee96873b661af20399f8,roadnode:nngla:693d00f7894e15df62f851ec3adc7fc1e1968934153779ab6bead69b5c2f13ff,roadseg:nngla:3dccd0cadb932a26c55ccd6d18e5a444186e9398bb8a9a70e55051e9466f0081,NG-RD-000095,END,SHARED_REFERENCE
roadconn:nngla:8756e065663a5da671bbbfe9bd3f8e327d153d8e309d3592d1dd30de52f01a68,roadnode:nngla:68c4266eb8fe4b3585c56f3b495a452d06a0363a53bbbdc11f0a6d9554f83aae,roadseg:nngla:6de885d2779a7a74fb10e54f43e754bd6baba11c00ca7a592142cc7e2840fc61,NG-RD-000096,START,SHARED_REFERENCE
roadconn:nngla:28e4dd598ec64613d460582476b16e2756a53ce0fa04aeb693eb09103a994cf2,roadnode:nngla:ec9a76577a1ea972aa855afb1fe9c6d8e520a7c05f9680e623e6dce5586f545c,roadseg:nngla:6de885d2779a7a74fb10e54f43e754bd6baba11c00ca7a592142cc7e2840fc61,NG-RD-000096,END,SHARED_REFERENCE
roadconn:nngla:198e9e551c1741855e06bc5217b20ffa721c0a582f4ebb9816c35e9b44b1242a,roadnode:nngla:ec9a76577a1ea972aa855afb1fe9c6d8e520a7c05f9680e623e6dce5586f545c,roadseg:nngla:3bfef06b7fd4492cf0a4ecb9b34a3af2ce56460023566f7028a8902cdc767b38,NG-RD-000097,START,SHARED_REFERENCE
roadconn:nngla:88d4efc6ed55cd894876637a314cd40b941b902bc23a478336781669000277d1,roadnode:nngla:d93c6b30aadcabe5a51ca123f960cb3553025e3fe496ca8fa53697fd3938dd12,roadseg:nngla:3bfef06b7fd4492cf0a4ecb9b34a3af2ce56460023566f7028a8902cdc767b38,NG-RD-000097,END,SHARED_REFERENCE
roadconn:nngla:ab25d96328d875ac25b1ed7c08fea303c4c80cd0ed2763d2ab46cde10b7d3881,roadnode:nngla:618accdc6e124c509da0faee319ea4ca053c6c8f11722773623e692008c7bf76,roadseg:nngla:7eec1681e8581ada93637f0c66b3949f6ac9067428e858710f921e20d5a837e9,NG-RD-000098,START,SHARED_REFERENCE
roadconn:nngla:f023008be7bd03162f4f09e82bc618b60e01f594d8366a3d5a4e33e6fc43dff1,roadnode:nngla:c57f8e13e9ee9ea25a31402936e5294e8def5819ff11ece2a73038e3211f7587,roadseg:nngla:7eec1681e8581ada93637f0c66b3949f6ac9067428e858710f921e20d5a837e9,NG-RD-000098,END,SHARED_REFERENCE
roadconn:nngla:8da5cff49714aa8ab39c0496da57aa67f1df44b63fe4a1ec6b76b772d8ca23ed,roadnode:nngla:f49cec5d3658dfd0129bd391eed386e7d911135fb65bca5d47c1fed4ea23626b,roadseg:nngla:8c89b8290f13c2b339b015a48495174a163afed68e7102da5ccd7374a61c5513,NG-RD-000099,START,SHARED_REFERENCE
roadconn:nngla:ab839bb2d97d96f538ebbdefdc80e43003ed40b352aad374f14b57c8d86b7a8c,roadnode:nngla:c57f8e13e9ee9ea25a31402936e5294e8def5819ff11ece2a73038e3211f7587,roadseg:nngla:8c89b8290f13c2b339b015a48495174a163afed68e7102da5ccd7374a61c5513,NG-RD-000099,END,SHARED_REFERENCE
roadconn:nngla:357bcbd491b541465a68730730bdd4c94e45ba8bea95141da79f6a67df09be8e,roadnode:nngla:e0dde8265deb3da9466513a6e5a610aea441937a7e246583600417c7bdb79a24,roadseg:nngla:ac4b470f3c096ef0837eaab241ca81415fa01676434ecbc937f33ae80da85c6f,NG-RD-000100,START,SHARED_REFERENCE
roadconn:nngla:496ab322376091afc9ebca7e1c416e5814d2277ffcc1da3ed21d7ffbba3beabd,roadnode:nngla:8ede55bcfc223da17c1c713d9280e99d9565aad1add1d04d95f1e656dbb68a41,roadseg:nngla:ac4b470f3c096ef0837eaab241ca81415fa01676434ecbc937f33ae80da85c6f,NG-RD-000100,END,SHARED_REFERENCE
roadconn:nngla:d434449dd747864da5b84ee6316e1003c4d16120f803f08092a38dc77b55ab18,roadnode:nngla:5ae384dc8a295fee625a0a51068e18a2a551423240cc40e681171879654155bb,roadseg:nngla:f57a8a6397a45924100cc59f2230a2c0a8f9097e83ac909a196c872d1f5e221b,NG-RD-000101,START,SHARED_REFERENCE
roadconn:nngla:9346a04a20fdd9989e0180545bd4e2c88f469d7cfa03ca3df37232e57ea2c4c2,roadnode:nngla:cf735c4bcdb9156b79666b5c41ebe0054f48ac4080d01e5cf2a73605c8b631b6,roadseg:nngla:f57a8a6397a45924100cc59f2230a2c0a8f9097e83ac909a196c872d1f5e221b,NG-RD-000101,END,SHARED_REFERENCE
roadconn:nngla:990a7c012f43c6b9b610a9307a27a4a789b74e2aa496292ab4616fc5a659e62c,roadnode:nngla:5ae384dc8a295fee625a0a51068e18a2a551423240cc40e681171879654155bb,roadseg:nngla:d58a20fd501a46d80133efa3e550e6f377011a444131da6c580cadf6a3277f9d,NG-RD-000102,START,SHARED_REFERENCE
roadconn:nngla:f8f0cb1bb66d5e286eab49eacd0e659e1b37990adb1a4efcf97d2ab0dfd1c9f2,roadnode:nngla:f43a5b5fc26f753765366b3d3fef2aa08cd11c004f009cee9464507e40edeee1,roadseg:nngla:d58a20fd501a46d80133efa3e550e6f377011a444131da6c580cadf6a3277f9d,NG-RD-000102,END,SHARED_REFERENCE
roadconn:nngla:f11e08f8f7992440cd776ede5252a6e42bc1bb71003e2c5fa4a43e031a683256,roadnode:nngla:68c4266eb8fe4b3585c56f3b495a452d06a0363a53bbbdc11f0a6d9554f83aae,roadseg:nngla:93c5656c8ab717e1a8f3500de4b9393ce1cc542532e32ab6cf909c3694c4427a,NG-RD-000103,START,SHARED_REFERENCE
roadconn:nngla:a4d9667d29f4a4cf1b4d27cabe8c1c9474c0e3fba460dd8999c538e0f338504d,roadnode:nngla:d93c6b30aadcabe5a51ca123f960cb3553025e3fe496ca8fa53697fd3938dd12,roadseg:nngla:93c5656c8ab717e1a8f3500de4b9393ce1cc542532e32ab6cf909c3694c4427a,NG-RD-000103,END,SHARED_REFERENCE
roadconn:nngla:28584842e92b93a78050adc6e50883fbe13ba55651000e3826ae9819a791510b,roadnode:nngla:6179448fcfcbece07d897857c8a03cd5e66a36c4aaf2cf2a63a5a9aa1f625f94,roadseg:nngla:050b813e1d9c386c84503ce5fa13e8d4142c0efff3b8761b672d179efe99a667,NG-RD-000104,START,SHARED_REFERENCE
roadconn:nngla:f51d171d060e2cd6b4761ea373fc5e1bc7437db1c90b4f515275905c661ae78c,roadnode:nngla:9c9d9053ff1de0b4119e34c956c0d19b8bf43e14511343dc932a2aceae540634,roadseg:nngla:050b813e1d9c386c84503ce5fa13e8d4142c0efff3b8761b672d179efe99a667,NG-RD-000104,END,SHARED_REFERENCE
roadconn:nngla:6ccf5d898d6a318ec286417a5c79ff21bc69f94ecbe69f5e37de4c676e4f6f23,roadnode:nngla:a7afdb04ac1090157a5da1dd9b8682bd46060147d9a90bfc5d28115497406812,roadseg:nngla:87af05d371b632efb402280a55d9e06b9d168ca06b83109827ac4dd82429f9b6,NG-RD-000105,START,SHARED_REFERENCE
roadconn:nngla:b4dd704eddef1e03bef73163d46ba707528f8e11706d2c33bcc0531f429362de,roadnode:nngla:8ede55bcfc223da17c1c713d9280e99d9565aad1add1d04d95f1e656dbb68a41,roadseg:nngla:87af05d371b632efb402280a55d9e06b9d168ca06b83109827ac4dd82429f9b6,NG-RD-000105,END,SHARED_REFERENCE
roadconn:nngla:2e3c8305e2308ac38a1236ab198d35a5153db7d546255f34f2954e6ea6132d1b,roadnode:nngla:3c8d452d3d168e2a65f7f67f39b27a75086460063ebbe551f041996351a16377,roadseg:nngla:698a3f2adca6b7ccf717cf2531ccb11a20481d775f1b4c77c85787baee110cf8,NG-RD-000106,START,SHARED_REFERENCE
roadconn:nngla:aeb277a15756e4250691b1a8a66fed933f82e1f0e77ab556525e95673ba99c17,roadnode:nngla:25a9eed2c12e1d777a84c7f79af740f8bd8817f312d49e41383c3e3d449e523e,roadseg:nngla:698a3f2adca6b7ccf717cf2531ccb11a20481d775f1b4c77c85787baee110cf8,NG-RD-000106,END,SHARED_REFERENCE
roadconn:nngla:d3b5248f34e8f42b751010aa7e68b6e097f567e722b16148abb59cc7f7d17e84,roadnode:nngla:d5e89d04f05ac4915a64fdd4b5ad5ba7d658acbaf2e96b2db610b444e61ddc7a,roadseg:nngla:58997a2c41ae5c944704654fae0b745711b63406cfb00599eb4e6f4c18574b14,NG-RD-000107,START,SHARED_REFERENCE
roadconn:nngla:ca418c4cb7c37aa20c5a8d64f3694ee68e7d7fa80200f9c3e73c887e2bb61929,roadnode:nngla:c7cdc4551b3fe928a019d7501691c0753ff3f446db2fb8a805838811d0bfb16b,roadseg:nngla:58997a2c41ae5c944704654fae0b745711b63406cfb00599eb4e6f4c18574b14,NG-RD-000107,END,SHARED_REFERENCE
roadconn:nngla:9061e894ebb5b57da87632a031f1fcf6d8c3ff4a2e84dabb0070b48b0c1d7abc,roadnode:nngla:6d02bfa0cc60b3bb2e9a2aeb3fd983014c6e27a8d29a6dd481ee9298676cf786,roadseg:nngla:a9203d4a748de0a798d8222cdd12ad69b81225c691aba22e6e69745ed9a33e87,NG-RD-000108,START,SHARED_REFERENCE
roadconn:nngla:5bcf4dccfb00cbb3974fcac7b8597cf512d33019985f5435e9eba9d4075214c2,roadnode:nngla:3cb435ee74ccce715c74186d3557d06c667442a79a66b3b296d5260565e72fa1,roadseg:nngla:a9203d4a748de0a798d8222cdd12ad69b81225c691aba22e6e69745ed9a33e87,NG-RD-000108,END,SHARED_REFERENCE
roadconn:nngla:36aee6b8bf05e5258e21b02a26ca5202a413e0dbfee29a42f6a21df63ff1c5de,roadnode:nngla:58a57fe21c0612dd35ddccc9a063048b857209e1984aa25ffd8eb506118a5278,roadseg:nngla:ba26a64aa5d46918f1e068f4e76f6b40478ee357fda083ac771425785a86bc4c,NG-RD-000109,START,SHARED_REFERENCE
roadconn:nngla:03c142933de842caf00f0258d9eda49be3e9e4c10f8c381a2ebe43bccec3d15a,roadnode:nngla:ba3182fe8a23ee7429ced244fa094823760d42a332979e97e0c2233d6fe84f8a,roadseg:nngla:ba26a64aa5d46918f1e068f4e76f6b40478ee357fda083ac771425785a86bc4c,NG-RD-000109,END,SHARED_REFERENCE
roadconn:nngla:52c3a4c5751b91984cb5abbf73c82f9dca92dd25f5c3409df0b47e0c72e386e1,roadnode:nngla:693d00f7894e15df62f851ec3adc7fc1e1968934153779ab6bead69b5c2f13ff,roadseg:nngla:c40eba3d3cecbf30104c9f45fa7ed8fa546a54f676636ee353854ab9a666964e,NG-RD-000110,START,SHARED_REFERENCE
roadconn:nngla:bf15f450820f0d5768f3268740e87bbd270eb2bd03c5bf21b1c2405db40087eb,roadnode:nngla:a7afdb04ac1090157a5da1dd9b8682bd46060147d9a90bfc5d28115497406812,roadseg:nngla:c40eba3d3cecbf30104c9f45fa7ed8fa546a54f676636ee353854ab9a666964e,NG-RD-000110,END,SHARED_REFERENCE
roadconn:nngla:866c645461db9bfb314b7aeebf4d65d1e62d7f2d8f50d15380b91a2098875938,roadnode:nngla:e80343cfa6112310afc4fc3b5f8486dc915cbe530f7fb9e8c5404ff5b030f464,roadseg:nngla:df3cb8af6e9b7dada9a1882e9ef8fe7739871eb64669bd9ff22610b518181af5,NG-RD-000111,START,SHARED_REFERENCE
roadconn:nngla:b9d91df7b9096ffdc28765cdb03c88c43887f6a63f71a8dff5109e1212fea839,roadnode:nngla:c57f8e13e9ee9ea25a31402936e5294e8def5819ff11ece2a73038e3211f7587,roadseg:nngla:df3cb8af6e9b7dada9a1882e9ef8fe7739871eb64669bd9ff22610b518181af5,NG-RD-000111,END,SHARED_REFERENCE
roadconn:nngla:ddae894589294a4e139c8499724e85e644f17cdde055c5b7a5976c4aa459f030,roadnode:nngla:e707dcb3750681d827771d16b505fc4ec9660700485f5195871713d216f77c10,roadseg:nngla:91614603f7b4eb6427d8c1320065e8e9102207cf38b8b2fb51fe2cca5aea59ad,NG-RD-000112,START,SHARED_REFERENCE
roadconn:nngla:2c05ad019a28c99a9a8ec8dc26cbfd0015b478b888a72b20944fbb7526292659,roadnode:nngla:6b9d078c81165b4004f121932210d5774a60e62c1d39dbea9e29fe553121ea30,roadseg:nngla:91614603f7b4eb6427d8c1320065e8e9102207cf38b8b2fb51fe2cca5aea59ad,NG-RD-000112,END,SHARED_REFERENCE
roadconn:nngla:fea42d43a0ada7348ce492ac40c33d054d8a60bd92e2772a91a0449e0fc71be9,roadnode:nngla:2a9925eb375dcfcd5389f22c4e5e24f5fbc523477cd7ca75e890214a19cdf6e2,roadseg:nngla:6f4014f4f9178da78665e2456eb0e782fd3ea5de58f3a5e195a929bc0b9075b9,NG-RD-000113,START,SHARED_REFERENCE
roadconn:nngla:11ee23e5aac853c5f3d23b7f61b1e05e4bf7a4c7940ce048d9387d1a2b20075e,roadnode:nngla:ff6660a31760a091ad52adcc313cba22fd4c00d6182dcfab1b61df04a7069a76,roadseg:nngla:6f4014f4f9178da78665e2456eb0e782fd3ea5de58f3a5e195a929bc0b9075b9,NG-RD-000113,END,SHARED_REFERENCE
roadconn:nngla:72abcc6a255c1a7fa790be6f8f68ecfca4b3bade10c5d78ac0817cfd3b8c0104,roadnode:nngla:983e4d52877f1a20cdb34900ee07106ec80e10f48f74cdbc0e1b628106126aff,roadseg:nngla:a1f17d9f2785d3267e7f050eb7e4975857b8fbfcfc82817bed0dedbc6cb88737,NG-RD-000114,START,SHARED_REFERENCE
roadconn:nngla:37587abd1a8cf7cb0938f92554173ae4e00879652e3b05c4a0efa16bf85876ec,roadnode:nngla:cb5a6aa8e51c9b1b0a0f437a066c73c14db2078230caea398bba89c365a7671d,roadseg:nngla:a1f17d9f2785d3267e7f050eb7e4975857b8fbfcfc82817bed0dedbc6cb88737,NG-RD-000114,END,SHARED_REFERENCE
roadconn:nngla:1cb9d1c6b6df6f2edb043ef11981cce2d52025556b4fa3eb7be96bf0c6b0b9c2,roadnode:nngla:921066178be84ba69d9c9862811b3dad332556c3d80ce39c8f833cee5d95a745,roadseg:nngla:e2c5bc5df16e5ca161bf23517cdf2b4948ac421a6612a84a7d6fc44acb210e35,NG-RD-000115,START,SHARED_REFERENCE
roadconn:nngla:23b20b73de42daa9341e83ae723f1a5737620706f2f748d55e72ef5e900e861f,roadnode:nngla:3c8d452d3d168e2a65f7f67f39b27a75086460063ebbe551f041996351a16377,roadseg:nngla:e2c5bc5df16e5ca161bf23517cdf2b4948ac421a6612a84a7d6fc44acb210e35,NG-RD-000115,END,SHARED_REFERENCE
roadconn:nngla:d5aa36281c1979de89aa6042e6e9b253f2f8a3d480a2a7bf14fed5d656671fe2,roadnode:nngla:b2db786febde990d3f6422179a0be994ca345fb8daa9c62a9ff3999d69e8321e,roadseg:nngla:c750364c638c93bcf18f3e452ed7ebc47a3f64498ae55a6eca044df028a445c2,NG-RD-000116,START,SHARED_REFERENCE
roadconn:nngla:2f55d58ba0959309517e42d5089a141d8e9d813d4af11796ac740407447c59fc,roadnode:nngla:ddd4f721cb9f52de0e32e957b6f84805f153b3cff30f1c16eb5e3578ec7c1b69,roadseg:nngla:c750364c638c93bcf18f3e452ed7ebc47a3f64498ae55a6eca044df028a445c2,NG-RD-000116,END,SHARED_REFERENCE
roadconn:nngla:cc0078f597086d7419f7337e0c2db9b5a73dea55b54c7d87be76ce2fefd77c59,roadnode:nngla:ea1200e331b57d3c18d6160b3313dea61115ebc38df9e7c8f10025592a8ba140,roadseg:nngla:a3cd5d4022566ce2f3005fa9f505545f0b25f09e0ca30a992c2258ad299cd8a4,NG-RD-000117,START,SHARED_REFERENCE
roadconn:nngla:7de814fed63c7c875ae297cd797713d6a4677041336d7fc139e980d76116fa1f,roadnode:nngla:303640fe0cd768012f25ee45691713330e7c8bcc86ddde558414adf8964be432,roadseg:nngla:a3cd5d4022566ce2f3005fa9f505545f0b25f09e0ca30a992c2258ad299cd8a4,NG-RD-000117,END,SHARED_REFERENCE
roadconn:nngla:33da2c62f45ea31dddb43c829659f3f0aa19f5f56a43ba3f446a3cabec3b74da,roadnode:nngla:01bb9ddaad87e6e462c5e4cb0117fb1206d1dca4ded4459d25f4520e163744e5,roadseg:nngla:48ff58fb9bb0c57877744dca158a7a3abcbb1a3c81b56fdc3d0cf4d55636fc5b,NG-RD-000118,START,SHARED_REFERENCE
roadconn:nngla:107fb2f85fc8e37a886782cbdabb0969a6840c8374c54c9343a4620d2f6dc819,roadnode:nngla:c7cdc4551b3fe928a019d7501691c0753ff3f446db2fb8a805838811d0bfb16b,roadseg:nngla:48ff58fb9bb0c57877744dca158a7a3abcbb1a3c81b56fdc3d0cf4d55636fc5b,NG-RD-000118,END,SHARED_REFERENCE
roadconn:nngla:f9e128eb63a3c6ad0d8321676d2b35fa350fad77cbdf0ea2e40248bb98a8a0c6,roadnode:nngla:fb63f3f3d6b673616f2a5fe1b54001ee881e7cb543a8be327b374e885b94918f,roadseg:nngla:de266ee9409c22f87ff336de5557630bed10a965be96ed2cc81fb997da9cd8a8,NG-RD-000119,START,SHARED_REFERENCE
roadconn:nngla:87f7f03b7339bbc4ebb3c111ebbe281b56d005567e1b488d2a3399e5256dc6ef,roadnode:nngla:a824072ec759573ecd234819b829e3a07c4f761bab3ab7a1d9b975bfccdee71f,roadseg:nngla:de266ee9409c22f87ff336de5557630bed10a965be96ed2cc81fb997da9cd8a8,NG-RD-000119,END,SHARED_REFERENCE
roadconn:nngla:14087acc324496db4bf814868572939a4ea2a373905eb69b4c362820437ca435,roadnode:nngla:6179448fcfcbece07d897857c8a03cd5e66a36c4aaf2cf2a63a5a9aa1f625f94,roadseg:nngla:89e1e6c48bc988d567fd37b332341231ef194df7fcb6a7389e46aa7f73929613,NG-RD-000120,START,SHARED_REFERENCE
roadconn:nngla:e96dfa58daddc68b4c46dfa6e07b6f71201e0b6eef672d4299eb84ff4f338e41,roadnode:nngla:693d00f7894e15df62f851ec3adc7fc1e1968934153779ab6bead69b5c2f13ff,roadseg:nngla:89e1e6c48bc988d567fd37b332341231ef194df7fcb6a7389e46aa7f73929613,NG-RD-000120,END,SHARED_REFERENCE
roadconn:nngla:9f10e743cc983db0b5a026960096de996d3307746610b91d905a3330922d0158,roadnode:nngla:713a5ba07dc14c0917a004182129ebd1b0ae714ea44d94c97ecb7bb5fd5fd629,roadseg:nngla:4817938a51ea9431882656152ad6e55e8c208a07e0dc977f9d316bbfff57ea93,NG-RD-000121,START,SHARED_REFERENCE
roadconn:nngla:38d969c965a570d34e8a4a4924e524e5d6cc906ff8acc3b21ea0d827aafeae0a,roadnode:nngla:87965aa71ffdc7f50dabe3ac6cf2cf8710fd9413e6ff4d3a7b2dc5399e50f527,roadseg:nngla:4817938a51ea9431882656152ad6e55e8c208a07e0dc977f9d316bbfff57ea93,NG-RD-000121,END,SHARED_REFERENCE
roadconn:nngla:ed29201942eeca09b7ced5db58f491a8d7f517e7dcef2a0e37919e3be732ed0d,roadnode:nngla:129db8c5633b002a5d01263592796a799c74b221659908a7bedf2e1d7287d844,roadseg:nngla:d843caf4a2d85a5aa46a661bc293362606e5f4b9538528431e9dadee20bf9f67,NG-RD-000122,START,SHARED_REFERENCE
roadconn:nngla:88a3241c95392c13090b25ae7b59366f09f1b552d30f71915419185203c60671,roadnode:nngla:b2db786febde990d3f6422179a0be994ca345fb8daa9c62a9ff3999d69e8321e,roadseg:nngla:d843caf4a2d85a5aa46a661bc293362606e5f4b9538528431e9dadee20bf9f67,NG-RD-000122,END,SHARED_REFERENCE
roadconn:nngla:4fbd7b1d83645fe9aa157eefbc9043dea387d407114294781084939a7033ab8a,roadnode:nngla:58a57fe21c0612dd35ddccc9a063048b857209e1984aa25ffd8eb506118a5278,roadseg:nngla:607fb7fea75a52081acacfd3bf42866f6a61a2a4873e3e2bf86ce7e24234da63,NG-RD-000123,START,SHARED_REFERENCE
roadconn:nngla:42b2797a650e48ca8e9f4d3a7a88fc6b2f59116af3bf77b4c56acda2566d53d5,roadnode:nngla:ff6660a31760a091ad52adcc313cba22fd4c00d6182dcfab1b61df04a7069a76,roadseg:nngla:607fb7fea75a52081acacfd3bf42866f6a61a2a4873e3e2bf86ce7e24234da63,NG-RD-000123,END,SHARED_REFERENCE
roadconn:nngla:1a87f6ca7354b5d9339c3f9060cbfa81299674eccbe17d212c0dd5b9e5c252cb,roadnode:nngla:af199c2a4afdb2cb289bbf57c6cc42a72aaccf5f01d054b41ed65708dba764a5,roadseg:nngla:ee1e2745b5a9045ed93dadd447ed3de421590237e537ded66be523c3c0c4ea34,NG-RD-000124,START,SHARED_REFERENCE
roadconn:nngla:ca850b975ccf46122b91ce467bebe2a236dae3f7ef3de87a5ef02c4e542ac5cb,roadnode:nngla:713a5ba07dc14c0917a004182129ebd1b0ae714ea44d94c97ecb7bb5fd5fd629,roadseg:nngla:ee1e2745b5a9045ed93dadd447ed3de421590237e537ded66be523c3c0c4ea34,NG-RD-000124,END,SHARED_REFERENCE
roadconn:nngla:478358782985d2f651f7b32efaa33271876906cc4986141cd90b43c1ce3bc5c6,roadnode:nngla:a824072ec759573ecd234819b829e3a07c4f761bab3ab7a1d9b975bfccdee71f,roadseg:nngla:d3263604cb43d09f4df9bedc8d076bcb694a87a6427e4fbcc7e2b9b82e8fc61e,NG-RD-000125,START,SHARED_REFERENCE
roadconn:nngla:711e66212351e72f04d1a7f7bf62881fdaee110deb0ffdda50bce73068a8da4c,roadnode:nngla:713a5ba07dc14c0917a004182129ebd1b0ae714ea44d94c97ecb7bb5fd5fd629,roadseg:nngla:d3263604cb43d09f4df9bedc8d076bcb694a87a6427e4fbcc7e2b9b82e8fc61e,NG-RD-000125,END,SHARED_REFERENCE
roadconn:nngla:32434e10d95b466f00342aaaa20748e493baee2c18fd31210eb820d3adce10a5,roadnode:nngla:ba3182fe8a23ee7429ced244fa094823760d42a332979e97e0c2233d6fe84f8a,roadseg:nngla:04924a1f5d095c66c2903c59b588cd3f9bf2399e85e81b87397d51d4b3b29d52,NG-RD-000126,START,SHARED_REFERENCE
roadconn:nngla:3b99f0448b73b1bdbcd7a77d0f45feecd0a73a422eb961c66dd82916a7112a83,roadnode:nngla:99d89e6d7503776a32c5ee057e9c61d83bc76b4f76f8c9de5d53ab93e4ff5c60,roadseg:nngla:04924a1f5d095c66c2903c59b588cd3f9bf2399e85e81b87397d51d4b3b29d52,NG-RD-000126,END,SHARED_REFERENCE
roadconn:nngla:f8f62edd723e30201eddb35c1ed2029bdf3dc751a9ab52a4bc0aadc75a7d7a5e,roadnode:nngla:1a6f29d001a97c392ab116cfa2102add5dd9b65ea1eee18f614c9ea703762407,roadseg:nngla:9716535b79c398f1b659a731fe09336b23eb93974e8199b1b536148d363599fb,NG-RD-000127,START,SHARED_REFERENCE
roadconn:nngla:70a4c8cdaa303160dd87a4e53ee01b9fbab9946b7cd5c921063c96f52256e70a,roadnode:nngla:58a57fe21c0612dd35ddccc9a063048b857209e1984aa25ffd8eb506118a5278,roadseg:nngla:9716535b79c398f1b659a731fe09336b23eb93974e8199b1b536148d363599fb,NG-RD-000127,END,SHARED_REFERENCE
roadconn:nngla:80ceab92ed09aaa93c5694797e432cddf22c770782fa9cbece3533cd8a5dcfa7,roadnode:nngla:ba3182fe8a23ee7429ced244fa094823760d42a332979e97e0c2233d6fe84f8a,roadseg:nngla:92373ef52c8ab2bdb2aa05b61bce196dd578318c4c52d98567b52e7132941adb,NG-RD-000128,START,SHARED_REFERENCE
roadconn:nngla:8f3a6dc16c4b67535da71ea2ab9a0792c05122d182406a3e7c20ccd14af171f7,roadnode:nngla:ff6660a31760a091ad52adcc313cba22fd4c00d6182dcfab1b61df04a7069a76,roadseg:nngla:92373ef52c8ab2bdb2aa05b61bce196dd578318c4c52d98567b52e7132941adb,NG-RD-000128,END,SHARED_REFERENCE
