relationship_evidence_id,child_place_id,child_source_place_code,parent_place_id,parent_source_place_code,distance_m,parent_footprint_relation,relationship_basis,qualification_status,runtime_effect_scope,legal_containment_asserted
placerel:nngla:df31ed7aabff439b1da36823684423b576520d7ef40449ecfaf695f8ffd8b27d,NG-PLC-000179,NGP-000179,NG-PLC-000173,NGP-000173,2999.973,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:0229eff88cbce93197e774892ad953a30470140025ed14b59af6a32d5fa7879c,NG-PLC-000180,NGP-000180,NG-PLC-000173,NGP-000173,3000.005,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:c3a1322f1074e1f025cd5061718bbd4098bd4da5d4c4c49760298052c95999f7,NG-PLC-000181,NGP-000181,NG-PLC-000173,NGP-000173,4117.503,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:3c9dfc9c0d23c5bd61a63a4721091cbedc2632c4a55cf4173e96aa08f4bd9d78,NG-PLC-000182,NGP-000182,NG-PLC-000173,NGP-000173,5407.903,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:4dca6d199495bf2f8e9a253b95889738b8fe009454cf10d655c97c69d4eb3a52,NG-PLC-000183,NGP-000183,NG-PLC-000173,NGP-000173,8690.667,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:4f6c4ca54034e5736419f64f9e7edb794e7a4e8dc87f33e65d81cb214cbcb393,NG-PLC-000184,NGP-000184,NG-PLC-000173,NGP-000173,2999.985,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:95ac63cf41afc5e0982041fce8a18ce348012330c9961541998e36ac3e3d1fb0,NG-PLC-000185,NGP-000185,NG-PLC-000173,NGP-000173,15279.444,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:84366b40b14254505cce93f13bcd94f8a79beebe8e759007304e7090b3d0d821,NG-PLC-000186,NGP-000186,NG-PLC-000173,NGP-000173,10916.947,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:764d3a8eb906bd3491b1134a6fbb08cc5414ba84f79287992b414c545cd80861,NG-PLC-000187,NGP-000187,NG-PLC-000173,NGP-000173,9999.985,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:ab4ab35180bb212de5211bacf76f0d836fadc15214251d941de2e1a2645d5473,NG-PLC-000188,NGP-000188,NG-PLC-000173,NGP-000173,20827.839,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:0aca848eaf281ebd4bdc60e4d5d78bc23cea5ca07c4ab513a1f84cf0b6dae483,NG-PLC-000189,NGP-000189,NG-PLC-000173,NGP-000173,16060.035,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:8e4ba7db0a7c1678cdae688856300109d4279a0b36b32651dd460a2a3ca62014,NG-PLC-000190,NGP-000190,NG-PLC-000173,NGP-000173,18329.515,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:b28f0a203c97e060e0a00ba497c97e772b584b90fe4714a5ecd5039ef81ee439,NG-PLC-000191,NGP-000191,NG-PLC-000173,NGP-000173,17401.513,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:cfaa7a29cd3c6875cf0243bdc81829df33d8ce0204fc9c6a774ebcb5ba563b6a,NG-PLC-000192,NGP-000192,NG-PLC-000173,NGP-000173,16697.017,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:5ed86f601e842e32f1392cef4f8ae109f390862e04ebdb22b11c289d0da0d1fe,NG-PLC-000193,NGP-000193,NG-PLC-000173,NGP-000173,12740.133,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:4f089ad86340cc27eec93921e06247514106494d19d2b6a1ef6b9b6c2d8d37ae,NG-PLC-000194,NGP-000194,NG-PLC-000173,NGP-000173,25192.160,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:30e562dae84c906cbb5fb1f46c2e9247383cda91edb42add6fd6a868c811081b,NG-PLC-000195,NGP-000195,NG-PLC-000173,NGP-000173,23906.421,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:e3176816db51c9bea9df09454e30818837569b5d14198ee5d669c795a752f5a8,NG-PLC-000196,NGP-000196,NG-PLC-000173,NGP-000173,10681.176,WITHIN,SOURCE_PARENT=NGP-000173;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:a3e2028b347b74f29638cb485763da558ccf350a52d39e1781170166b7bcd11e,NG-PLC-000197,NGP-000197,NG-PLC-000174,NGP-000174,50076.133,OUTSIDE,SOURCE_PARENT=NGP-000174;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:a96f47ec57c578d60a8b27149d60a1bef0c9b5304c16101e9f2eb21169daf230,NG-PLC-000198,NGP-000198,NG-PLC-000174,NGP-000174,45512.431,OUTSIDE,SOURCE_PARENT=NGP-000174;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:e7326c36b26a7ac8fef7ea4aeaa551fd8972871d1f6d195dd4304a370c12b9aa,NG-PLC-000199,NGP-000199,NG-PLC-000174,NGP-000174,36121.769,OUTSIDE,SOURCE_PARENT=NGP-000174;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:ded463a01c74bd99563e6ea9eed09c7e4b6f4a182a0cd43e4dc375b063494203,NG-PLC-000200,NGP-000200,NG-PLC-000174,NGP-000174,37833.820,OUTSIDE,SOURCE_PARENT=NGP-000174;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:656fc45aa2d4942bfadeaf3acd08a3b20615a347767a6ddaf0bdd3fd73a04f10,NG-PLC-000201,NGP-000201,NG-PLC-000174,NGP-000174,41028.973,OUTSIDE,SOURCE_PARENT=NGP-000174;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:9ae89a6d789949c98a38006014f6d10641e92bafef1140d7baa5fc4aa4af4ba7,NG-PLC-000202,NGP-000202,NG-PLC-000175,NGP-000175,25000.037,OUTSIDE,SOURCE_PARENT=NGP-000175;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:36bd4f1382639486b607fc84e0940edaabbac5984f01dc1f456aacd4273d2e9a,NG-PLC-000203,NGP-000203,NG-PLC-000175,NGP-000175,38968.684,OUTSIDE,SOURCE_PARENT=NGP-000175;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:67f60891c2b030c1ec7b38e801c3414091f719c95f2e0df25c0cc889efbb49dc,NG-PLC-000204,NGP-000204,NG-PLC-000175,NGP-000175,35531.284,OUTSIDE,SOURCE_PARENT=NGP-000175;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:ad911d6bf8a7e1b0f7c7477504abd87257c95e0a259df17ed017d3a9d4f90477,NG-PLC-000205,NGP-000205,NG-PLC-000175,NGP-000175,40059.290,OUTSIDE,SOURCE_PARENT=NGP-000175;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:05554a2613b730d3ae264650dc7fa9021abca387e1e7b5915b389716704c7a1b,NG-PLC-000206,NGP-000206,NG-PLC-000175,NGP-000175,41871.463,OUTSIDE,SOURCE_PARENT=NGP-000175;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:a4a1ba81f610c28b65110c2cd94240212093c576ff989f7a895a10ea88ace691,NG-PLC-000207,NGP-000207,NG-PLC-000176,NGP-000176,26921.861,OUTSIDE,SOURCE_PARENT=NGP-000176;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:59795fee26aa0584c95545b4e9e26b7f38bdb229d991f0f70ab2bbeb59bb54c4,NG-PLC-000208,NGP-000208,NG-PLC-000176,NGP-000176,43355.727,OUTSIDE,SOURCE_PARENT=NGP-000176;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:a1158c30082612902746996f0fecf1a4670fcaeda7ade1b2c28e89fc3f1cc3c6,NG-PLC-000209,NGP-000209,NG-PLC-000176,NGP-000176,32060.639,OUTSIDE,SOURCE_PARENT=NGP-000176;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:ed2d724bfbc95f169eeada188b1083c4415e8c09fee3b528ef26ebb89980b95b,NG-PLC-000210,NGP-000210,NG-PLC-000176,NGP-000176,34018.933,OUTSIDE,SOURCE_PARENT=NGP-000176;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:961786049ee5dfe4dce43ba2956bb26ce28d66f51ade5fbdcb5a471e224c18bc,NG-PLC-000211,NGP-000211,NG-PLC-000176,NGP-000176,29402.744,OUTSIDE,SOURCE_PARENT=NGP-000176;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:cc253b369aacc46b59b38fbd3c371987b2e04d1a914a967ca01b5585f55405ca,NG-PLC-000212,NGP-000212,NG-PLC-000174,NGP-000174,11999.956,WITHIN,SOURCE_PARENT=NGP-000174;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:675806cf81ed0a93d4415c6996bdfcfadb85c3c6002f2fd09d508cb69fb29e72,NG-PLC-000213,NGP-000213,NG-PLC-000174,NGP-000174,12000.028,WITHIN,SOURCE_PARENT=NGP-000174;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:183141fc2ca4e656d76df6d2cc6285974a67241a82a231eb130b6240d6bcc9ad,NG-PLC-000214,NGP-000214,NG-PLC-000174,NGP-000174,27526.450,OUTSIDE,SOURCE_PARENT=NGP-000174;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:3110430d84ec083e306fdf8dd1622e81dafe4c9ca906780415975cfaaf0d84c5,NG-PLC-000215,NGP-000215,NG-PLC-000175,NGP-000175,15845.117,OUTSIDE,SOURCE_PARENT=NGP-000175;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:960cf7e98aec895a3567a0d06832fbb50d88e1bd81b42eb200e104539ca8f2b2,NG-PLC-000216,NGP-000216,NG-PLC-000175,NGP-000175,26131.405,OUTSIDE,SOURCE_PARENT=NGP-000175;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:abf5f7011f36f99c9a9809e7877c0d613a71af4b55dcf6189a8702b130137afa,NG-PLC-000217,NGP-000217,NG-PLC-000175,NGP-000175,11999.945,WITHIN,SOURCE_PARENT=NGP-000175;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:f986f058ccc8bbf93b24033fe164bf3ad22bd085bb8130e94cfbfe220ebb2f8d,NG-PLC-000218,NGP-000218,NG-PLC-000176,NGP-000176,15831.863,OUTSIDE,SOURCE_PARENT=NGP-000176;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:3ce70b4aaf7ffce9a0987e71d9b618f4a96c60472cc35baeab554a5434b83482,NG-PLC-000219,NGP-000219,NG-PLC-000176,NGP-000176,24492.743,OUTSIDE,SOURCE_PARENT=NGP-000176;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:5ba5f09dd8d61a1020791a30e7b97c3c011b380bc86552cebc0cbeae73f503a8,NG-PLC-000220,NGP-000220,NG-PLC-000176,NGP-000176,25192.347,OUTSIDE,SOURCE_PARENT=NGP-000176;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:21f7cd45c8db0bc0df736578b832c6188316cd19f85de94128fbf7008c24ddeb,NG-PLC-000221,NGP-000221,NG-PLC-000197,NGP-000197,14477.910,OUTSIDE,SOURCE_PARENT=NGP-000197;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:abd4c1baaa5f61e2b336d328b67e9fd199b3afbd6bafa5fcc8e5ab69038f13f6,NG-PLC-000222,NGP-000222,NG-PLC-000197,NGP-000197,8632.542,OUTSIDE,SOURCE_PARENT=NGP-000197;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:6ba52902a2f1915f43785bdbf2d91d906d0e19b52e1d26e2c1bfc95c622248a5,NG-PLC-000223,NGP-000223,NG-PLC-000198,NGP-000198,7225.043,WITHIN,SOURCE_PARENT=NGP-000198;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:e358feaff5ee57ae0cb0bbe5b83430eb9a4b0a902bc1038749148f799bafb63b,NG-PLC-000224,NGP-000224,NG-PLC-000198,NGP-000198,4999.969,WITHIN,SOURCE_PARENT=NGP-000198;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:11f0a569d63b0aa8fcf5ec4d767adca32dd29e8b4cab320d92290e4ce5f8023a,NG-PLC-000225,NGP-000225,NG-PLC-000199,NGP-000199,7793.722,WITHIN,SOURCE_PARENT=NGP-000199;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:f9dfd96821d888c587f6d8ee9d5132c0b1c9ad9b7e8e8a5c165a902e5c2b36de,NG-PLC-000226,NGP-000226,NG-PLC-000199,NGP-000199,12449.662,OUTSIDE,SOURCE_PARENT=NGP-000199;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:16e0d30ac3893b1773cdccad98edcbb315170256d7909d11d93e5bdf3aa44321,NG-PLC-000227,NGP-000227,NG-PLC-000200,NGP-000200,9954.978,OUTSIDE,SOURCE_PARENT=NGP-000200;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:6f13a27fbb9c1209f96b81dbaf2e5d16b5f6306f3e6c64ddbcc3eac9e8b1aae1,NG-PLC-000228,NGP-000228,NG-PLC-000200,NGP-000200,9644.146,OUTSIDE,SOURCE_PARENT=NGP-000200;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:932d8d0ea7ce293d3be6fcb00a3b9ee210eafb609f21d7705c6f3cde7f65b582,NG-PLC-000229,NGP-000229,NG-PLC-000201,NGP-000201,8381.364,OUTSIDE,SOURCE_PARENT=NGP-000201;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:5301643acf90a54e7cedc0ec7e5abcfb048462e41a003adace6962e7c3890860,NG-PLC-000230,NGP-000230,NG-PLC-000201,NGP-000201,13789.327,OUTSIDE,SOURCE_PARENT=NGP-000201;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:70b2faba40ead4398fbb07bad39bdeb256b2c5cb3d68f8b02e28af97d6c97561,NG-PLC-000231,NGP-000231,NG-PLC-000202,NGP-000202,5989.522,WITHIN,SOURCE_PARENT=NGP-000202;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:13e218c9b603418a2f5da44d185bbf38c1af0e195f0c1edfffd3cdc1a0bcccd7,NG-PLC-000232,NGP-000232,NG-PLC-000202,NGP-000202,9640.098,OUTSIDE,SOURCE_PARENT=NGP-000202;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:29fd519e06ce7d3340fb7b1aaff4d4848ec47bc18151256c9f5c640aad5be4b9,NG-PLC-000233,NGP-000233,NG-PLC-000203,NGP-000203,14930.341,OUTSIDE,SOURCE_PARENT=NGP-000203;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:a1b58ff55659258b822d94c7fcdb1ba157d17f2b9c1c442437806a649595547f,NG-PLC-000234,NGP-000234,NG-PLC-000203,NGP-000203,12041.863,OUTSIDE,SOURCE_PARENT=NGP-000203;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:4cdab6854c0cfc7839b7c04bc98b914b609833822501d9f400dcd3bf5ddad915,NG-PLC-000235,NGP-000235,NG-PLC-000204,NGP-000204,9679.069,OUTSIDE,SOURCE_PARENT=NGP-000204;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:5b1bc52a4380a0e3835d14d15f42b3296064d9f98178c9a61b3a4e6426dbe0a0,NG-PLC-000236,NGP-000236,NG-PLC-000204,NGP-000204,14206.109,OUTSIDE,SOURCE_PARENT=NGP-000204;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:0dcd84d8d4115d630bd4d55db08f685bc73cf1edf18e07225390935c2fc180dd,NG-PLC-000237,NGP-000237,NG-PLC-000205,NGP-000205,12900.341,OUTSIDE,SOURCE_PARENT=NGP-000205;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:a7baca3fd30c46e980ae3c5b7780a17fd8a9e316d802d87989bb42a9a07bac09,NG-PLC-000238,NGP-000238,NG-PLC-000205,NGP-000205,10880.581,OUTSIDE,SOURCE_PARENT=NGP-000205;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:9534b688c05bf9d58accb4e5cb245c7d7385a8d75328fe7dc7912407e49186ec,NG-PLC-000239,NGP-000239,NG-PLC-000206,NGP-000206,11093.623,OUTSIDE,SOURCE_PARENT=NGP-000206;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:150fe06209fc57f2288fb906ceb39f9ec25394cbfb87bd781f7a76101d631a88,NG-PLC-000240,NGP-000240,NG-PLC-000206,NGP-000206,8782.800,OUTSIDE,SOURCE_PARENT=NGP-000206;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:8d049d923b5fb98777cc3d776ef552970ee75a11bf618189396033519e7c3375,NG-PLC-000241,NGP-000241,NG-PLC-000207,NGP-000207,4999.955,WITHIN,SOURCE_PARENT=NGP-000207;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:29a630cdbb90a5c267e9d6b51ec83cf349c43a02110d74dd5bcd5fbe65f9f1e7,NG-PLC-000242,NGP-000242,NG-PLC-000207,NGP-000207,15092.504,OUTSIDE,SOURCE_PARENT=NGP-000207;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:79b57f3d546be2dfcff52c18817646486fc5fd9c51b457bf1f2fc3b333845837,NG-PLC-000243,NGP-000243,NG-PLC-000208,NGP-000208,8815.205,OUTSIDE,SOURCE_PARENT=NGP-000208;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:008f323cd272df5c40e6294efb6628cb550318a7b88ec1e30688afb49cd66743,NG-PLC-000244,NGP-000244,NG-PLC-000208,NGP-000208,8408.356,OUTSIDE,SOURCE_PARENT=NGP-000208;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
placerel:nngla:616bee9026e60000ee2c5e2ffe040fcacdd1a78ad46539f6b980198c50ada53c,NG-PLC-000245,NGP-000245,NG-PLC-000209,NGP-000209,7296.324,WITHIN,SOURCE_PARENT=NGP-000209;SOURCE_HIERARCHY_PRESERVED;TOPOLOGICAL_RELATION_REPORTED_AS_EVIDENCE_NOT_LEGAL_CONTAINMENT,PASS,SHARED_REFERENCE,false
