administrative_area_id,administrative_candidate_id,boundary_candidate_id,administrative_type_code,geometry_type_code,geometry_valid,geometry_nonempty,sovereign_containment,reference_point_containment,parent_containment,sibling_overlap_policy,gap_policy,qualification_status,qualification_reference,runtime_effect_scope
NG-ADM-000073,NG-ADM-CAND-000073,admbnd:nngla:2f7e1ca45ab7e5c94c1d0c1517e4dcee86d4fa8928edd7e8307cf3c6673542b1,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:e9243027a2e8c299b20067e277ac2a77de04752d85f507d2649a64b128a67b03,SHARED_REFERENCE
NG-ADM-000074,NG-ADM-CAND-000074,admbnd:nngla:0e41a975291526895b14d6ca4d972b91653f5846a0f8029281be6d1f4decf9f6,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:758927ef4cc20c14db4596ddaccc83a0990ad237e6a89181d813f6c1ef37ed24,SHARED_REFERENCE
NG-ADM-000075,NG-ADM-CAND-000075,admbnd:nngla:25ec57c3aabf58f53796d76ebe7a2f8b8202299546a66d1a0df11190ae498cf7,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:27dc53eda0c7292e05f0053f4cb2a4f9731937098c5cb37e2267c670f1f1c1dd,SHARED_REFERENCE
NG-ADM-000076,NG-ADM-CAND-000076,admbnd:nngla:f5d9c169b42a42e1a401f38d7857a5f78b98a52a8a72226397743661df3292fb,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:a66755f7c2a629b7115c70fbecffe1e590f317412e063fcb39c0d8a9d1310f89,SHARED_REFERENCE
NG-ADM-000077,NG-ADM-CAND-000077,admbnd:nngla:9d849eb7ff512a0aef339f44112ea3f39904f300460b26bf2cdab82c962c1455,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:534ff3c60e80f84d1d7e4ae353d8b7bbfec7b48f6d497487dc6ac77850627816,SHARED_REFERENCE
NG-ADM-000078,NG-ADM-CAND-000078,admbnd:nngla:e40f3a590902af796e4a0a0c018b0c46ab4c21291ec26cf76c9dfad6ece5bc5c,CITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:688890b1c7bc67d46030663f3b2a0b30cc98dacf22d1b9be2fc9f58d164ee321,SHARED_REFERENCE
NG-ADM-000079,NG-ADM-CAND-000079,admbnd:nngla:ef1bef30f73ba1545d4e81a98e470114686afb223ab120520e9dcb29ad511f64,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:b55f4000859c8e107ea602e69834e118ae6d01f3c1962345468c06e37125251c,SHARED_REFERENCE
NG-ADM-000080,NG-ADM-CAND-000080,admbnd:nngla:6a83c6b5dd1730a170bf81d97fc18fceb15b65c0a08f415b53906ac12588895a,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:d5f9ffa78c0bdcfb3da825bcc2cd83c3e3af383e9ffc99b9424f800f3c916611,SHARED_REFERENCE
NG-ADM-000081,NG-ADM-CAND-000081,admbnd:nngla:0eb67d570488499ca531a833d7964ac52c3d8643dafe347dc4ba4779b4e9383c,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:d2fe81b12c2350c1ebf47c364af43ee977fb34fc0957ab07ded79d3629740d67,SHARED_REFERENCE
NG-ADM-000082,NG-ADM-CAND-000082,admbnd:nngla:b4540c6b805829f0a5614f0c326b6a8559730007a288c166d9a751152f7f8a70,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:9f97f1d56921bc4c1d90197caff8d239dae028babaa9a272d4e7847e0ff4dbc8,SHARED_REFERENCE
NG-ADM-000083,NG-ADM-CAND-000083,admbnd:nngla:3a11c791838d8e1152e615dffe930d5e1b51bb427e8e12308f320a7d7d002f0a,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:d8c207c0029fe28ffb96581b6e778a647a626cefa20a6dace35c8bc813ea582c,SHARED_REFERENCE
NG-ADM-000084,NG-ADM-CAND-000084,admbnd:nngla:b24a2fa4acf365f03131ae71b7b34d28dd41b93f02af1c0d440bfc6dbc994c86,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:0afdd2c0f91527b90c65068457793bb76af4fa9a1b60d370c018f10b66672b54,SHARED_REFERENCE
NG-ADM-000085,NG-ADM-CAND-000085,admbnd:nngla:6df52395480ecb3d11268a086e2dce04556601cb3ac2562661086da2b56d7e38,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:8cf276a3afb7960dc68ff9eaa19a5d752f8e9a00789d291a72e1bd3c7680d8f0,SHARED_REFERENCE
NG-ADM-000086,NG-ADM-CAND-000086,admbnd:nngla:3a8db29c25b26eba7085daf61a30c87abc4f5233687623034606b6182f168c4e,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:ffd77f5994087605fff8db69dab315dd1e6a1f209dabeba87492dd78497cf0d6,SHARED_REFERENCE
NG-ADM-000087,NG-ADM-CAND-000087,admbnd:nngla:59f0ee9c9a63cb143d1a9c4c2ad5d6b254c943f25846eaa5069418d1d28e3f4f,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:ec302f3b02b6bbe123a1fb5a58e462b2716efc74139422598f1930b4a8804cc0,SHARED_REFERENCE
NG-ADM-000088,NG-ADM-CAND-000088,admbnd:nngla:f2df3abb55e10469b18ce0861348071db5bfed1b032c9cf0477f7daf383a8717,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:a5535c371f237d819729b0ee466a0db7d5830ae446e8af600d905d27c3461329,SHARED_REFERENCE
NG-ADM-000089,NG-ADM-CAND-000089,admbnd:nngla:17c0bf152ee60e148833e30b9179f0dcdaf6bb7aa77706824590a12b4b24388a,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:5388659590c5547a618e38a0ffe9d08cb51eee4965670097f4a1ec068609b9e5,SHARED_REFERENCE
NG-ADM-000090,NG-ADM-CAND-000090,admbnd:nngla:f7364e198b3480bfd5b966d0c04aa065dee3248abee27ed075df146112e4342a,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:2fca3ec5cdf8c97a078ac9ec9b66c965014ecade178c19987ee323fe4de246a6,SHARED_REFERENCE
NG-ADM-000091,NG-ADM-CAND-000091,admbnd:nngla:d263039d6c3067a2a0967a118e33da71a19e874913551fbb2068b8955458de04,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:07124d4a774da33345d10fa5870403d53fd579be576f0d27f5a84f170e6cca16,SHARED_REFERENCE
NG-ADM-000092,NG-ADM-CAND-000092,admbnd:nngla:450eacf7e8d5d4cad0cc56bee8f1f83c7ad9b7242607a5813943b3fedf9779b6,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:7d10090aa497aae9c55f96451fe399caec46c461257d6d78681999a19fd1ab1c,SHARED_REFERENCE
NG-ADM-000093,NG-ADM-CAND-000093,admbnd:nngla:170fadd53278a75ef9a9d46e99c8b154c681d3784b0548e06b7da0207ba94de7,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:3958f93465b6f2276655cc4293735146b10725952288493803da54cbfa20d1ec,SHARED_REFERENCE
NG-ADM-000094,NG-ADM-CAND-000094,admbnd:nngla:f5ebc5ee85f1f7f80abad20cea7d3a23cc9cbd18d8bb6eb0ec711df9f79529d8,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:056527b480ac6d36fa973960554d1816aceba923194090a2db92f987f008bd52,SHARED_REFERENCE
NG-ADM-000095,NG-ADM-CAND-000095,admbnd:nngla:63056ced5445b5ca39244f96a89517eabf1981788cceff9acca7bde22142db20,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:fd56927ca4ec214155707e560e18d6e0a1139a86cea0d484423daf7a44e3dd8c,SHARED_REFERENCE
NG-ADM-000096,NG-ADM-CAND-000096,admbnd:nngla:cd9cc9e4dee0b04dcae0497d01dfdaf2baa91e5b8938a5a55a0e02ba5e3b5730,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:7ace4a58e545958717e4567285fab15d4bfe59d2721f4db6711c27817355afcc,SHARED_REFERENCE
NG-ADM-000097,NG-ADM-CAND-000097,admbnd:nngla:2c7cfe98f9ddc40b748cd346a9b42155fea279212f9e74cc1287d862ce8b8ac8,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:12ae049d612d9586db449b90ab2a7ac55a107ee2503910ae4f5275c8333a7370,SHARED_REFERENCE
NG-ADM-000098,NG-ADM-CAND-000098,admbnd:nngla:c884f7f86eed10818c61ebb4e6b0b5d264c792b73fb3ac1f28e12618b0787bb1,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:2df63071cc20dc81c9f8f5debbcac5513c0746429775a7a8e3f4ff7b6ef86d7b,SHARED_REFERENCE
NG-ADM-000099,NG-ADM-CAND-000099,admbnd:nngla:35205357e9972681045c093bd119e19c668e23626d03b8bae7acf9041e4d4062,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:ed6751e75f67569be5157e356e5c0d17222fb74ef6651505d67ac41dfa32e68e,SHARED_REFERENCE
NG-ADM-000100,NG-ADM-CAND-000100,admbnd:nngla:83430557df49fff6bfb71da99fbaf65ce330d3312efeb5132c375c2bcabf8e2c,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:38d63267f64a9b7a2e263e628f7cee0a84945c8f4d21588f412eafb64f3ac061,SHARED_REFERENCE
NG-ADM-000101,NG-ADM-CAND-000101,admbnd:nngla:a5aaf1c0af4527c769796c50b7e9d699517fd8ca87fbe50c5a29ab17ffc9803c,CITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:be7fe15accbc326ceface1808e4850dd52c31000749a240104a9185da05495a8,SHARED_REFERENCE
NG-ADM-000102,NG-ADM-CAND-000102,admbnd:nngla:04983e61cf54666e40b631fde51907fec3471ce934491ec16337acd1c91dfa20,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:cd904ce2836b66ce92ded8ef431349f28223bca62d06da2dec90d09012373e04,SHARED_REFERENCE
NG-ADM-000103,NG-ADM-CAND-000103,admbnd:nngla:e13d0762ab537dec121bf620df4f92753112580673f2878cf49e04a6bd25e501,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:bf05995716d4fec8f01269d2f9e2e8aa07b82ba71b4076993931ef9db45eeacc,SHARED_REFERENCE
NG-ADM-000104,NG-ADM-CAND-000104,admbnd:nngla:830d5ed14b8e6f452db2bc070f0fd83ed1caacea0df4530836f07db07554dacc,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:10174a50fc8d2e1a03f7b5121c63572f5e801cb03ffbd4269f7463019586e66b,SHARED_REFERENCE
NG-ADM-000105,NG-ADM-CAND-000105,admbnd:nngla:1446a9508e00643b0a84f81ba8cf91673098c8bb4bbf8f090a9d05fee168dab1,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:4191f32fda37aae9134325a20cf58aae9a526296db907a075e0a0a1816bd5651,SHARED_REFERENCE
NG-ADM-000106,NG-ADM-CAND-000106,admbnd:nngla:07cd35f78fe14c937c331da9dccb5f0f8419e12aa6d4f542e4b63f4fb697c0bf,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:0c0cd85505577fc190816219b8a4629ca513cce3fd0e93834f36571f2619bd66,SHARED_REFERENCE
NG-ADM-000107,NG-ADM-CAND-000107,admbnd:nngla:db3403331c53e4119c1fe2812e39cd0052dacfcf6c04059bc5e912e27f982e05,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:6fc4b60311e9a6593ad56a416330d2e1ceb633983b66b606cd46d2d837362d00,SHARED_REFERENCE
NG-ADM-000108,NG-ADM-CAND-000108,admbnd:nngla:995930a2c8d4b9f13ecbc0f9c1408da7cf5ecad7906998602a35c4822fcc2aad,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:8baa1cb834d9d7261ef26de7745282b5379da4ff2eaef0ce4817db0bab144dad,SHARED_REFERENCE
NG-ADM-000109,NG-ADM-CAND-000109,admbnd:nngla:ebd727f0d6b3b019a0700ed93a2f745530004d50d1fca949cf229442870eada4,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:3a92b2c3d23136314fc55fd8a7b969cb155739e44c1e2969cb03bb2b10e10a95,SHARED_REFERENCE
NG-ADM-000110,NG-ADM-CAND-000110,admbnd:nngla:bf4426dd76839f8b37b597c3f2f52fb1cfc77acd8c4aff4794773fcd610b2671,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:212bf487b08ea7eaf997236ca3b46ada113b4883cb20d3bdf5c102d95c0521da,SHARED_REFERENCE
NG-ADM-000111,NG-ADM-CAND-000111,admbnd:nngla:124a2d2e23a87bff46a4d168d0cdbdbccd04dab6951a2112807ff2888d4c4b0a,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:0c94e8334a7b916403d0b859b20e9d2a347167adef227e68334c96407df41a39,SHARED_REFERENCE
NG-ADM-000112,NG-ADM-CAND-000112,admbnd:nngla:ec4e75a2f8d358b8f7aa02f4d4c3cabb0f998aec9f5b46a17eac2f7e7795dd2d,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:081af73f644c79d7fad457b85568fe8567cb4bf3da7022be0cb5650054f00a57,SHARED_REFERENCE
NG-ADM-000113,NG-ADM-CAND-000113,admbnd:nngla:ec27ee6966f527642ce6535f2510c4ee656ad61d6712d6408650e00a5393a847,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:ac9c8b91a1a2db39f891af9ebc4c19421cdbfd474e94af99453f23295703d9ff,SHARED_REFERENCE
NG-ADM-000114,NG-ADM-CAND-000114,admbnd:nngla:a842032a194ed7b72cec876cb85ea4fcc4dfbb170882e259201303706c51832b,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:4e21c4e905958ac474b63f57ee511574071bb6f39fdc5e7a71287c15aa85c906,SHARED_REFERENCE
NG-ADM-000115,NG-ADM-CAND-000115,admbnd:nngla:08aff91cf7b26af42de1cf72affef1e3f650ec5e5d4f90fa223de8f1d715e286,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:7328ceec58d04b40095f23b66e861d95a2d227190970c5c9ebf73ea4dbce3401,SHARED_REFERENCE
NG-ADM-000116,NG-ADM-CAND-000116,admbnd:nngla:314780b85a9c1f753eac4267154d7f4de2396594303aa29e4d2db4d2db1cd4b6,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:c7c3ccd9f7f407b0f660ce553b73f533bd221eb15f4b930f41983b75181b66ca,SHARED_REFERENCE
NG-ADM-000117,NG-ADM-CAND-000117,admbnd:nngla:18b021365850f4ab9ee61929fbb5e4163c358cd5d5fe6ce645988e2ba9b9c621,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:7bf9778fbe16bf358052e4d82f8cf082c9c57e046129b56e4a17f0d57ca584c7,SHARED_REFERENCE
NG-ADM-000118,NG-ADM-CAND-000118,admbnd:nngla:77ae407399441934c6173b95b426a544f8cea1b5a966a56f8e3942f2c0c12655,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:021a76dcf24d4a23fb8e91904b22313778ef866957719ff1ce34e9270492d5b5,SHARED_REFERENCE
NG-ADM-000119,NG-ADM-CAND-000119,admbnd:nngla:35facb9c34ec17116255a6fe6eba91773da79449a31ea333c1aaff871d7666e6,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:7d23c8682e5439fb0eb525ad662ade685ed9f11d8fe55b8ee24c87a5d65bdf6e,SHARED_REFERENCE
NG-ADM-000120,NG-ADM-CAND-000120,admbnd:nngla:20fe6f3c2ca93803816401577a0af2b553fa1f78cd9c54acb3792b5833a2fab6,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:28a6baf8955966029569eccb711836c459971d5fc98a5961feccf8e0ad0b3579,SHARED_REFERENCE
NG-ADM-000121,NG-ADM-CAND-000121,admbnd:nngla:593b1eac15ebb82592477edb6fe79081de4db6f149c63a44850d334e3bd9f7e3,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:1f80d5623d91aebdf7e24a591772da6fdf915380beaa4fd7b2fa53e7ce5c57e2,SHARED_REFERENCE
NG-ADM-000122,NG-ADM-CAND-000122,admbnd:nngla:6d078e831edf3ba010f0a60fff23f0b6e235b9599224d4ff8483fa7a1cc00b93,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:7121812b70a8e365cad7b7613ed25bd2ecd3ff449c2da44d68c5b9994356573d,SHARED_REFERENCE
NG-ADM-000123,NG-ADM-CAND-000123,admbnd:nngla:5d99624617d847825935413e62e3887853183909bb6e7e6a92eb5f5d648a8c06,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:9165a48bac282b2df4f2d16494c4c94c2cf9cca2f25e31aa3454c3a29e961503,SHARED_REFERENCE
NG-ADM-000124,NG-ADM-CAND-000124,admbnd:nngla:93872d6452d61b3cb51219ebb3cd7e82fa192d8dcf5a6a5305da3031977f3136,CITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:ef5bb48849f645240db2be36f4c7e2b6e99782450ce31287235f0a589edda2f7,SHARED_REFERENCE
NG-ADM-000125,NG-ADM-CAND-000125,admbnd:nngla:4f1723805ac08ce408d9212e466909423972ab89045ae8c8500c3d388a40e72a,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:8018fbd6d437e458ed0ac5c230a075d9350cab1cda79e53a7c1586a82e729581,SHARED_REFERENCE
NG-ADM-000126,NG-ADM-CAND-000126,admbnd:nngla:9e5ab354fedae80ba9de1a8a1d0a6c2c0c689c0f081d94578a2d250684fa29d3,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:c2ccf82eee439ce85f9ff5f0aaba82c792c8cdd6e050f1a867f693daf7b5164c,SHARED_REFERENCE
NG-ADM-000127,NG-ADM-CAND-000127,admbnd:nngla:bf996f4993965b7eef39eefce06cb6cab6b0389c3739ddb50779e95aff2001b6,MUNICIPALITY,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:35282909eb821a278ae20bc93c2ade6f5762c4dadbe7bf0f4325fb3070d6ff9d,SHARED_REFERENCE
NG-ADM-000128,NG-ADM-CAND-000128,admbnd:nngla:a67de83c860f297a37ee173c56ff510feb5d91ede69876d0f1e43e922d6cc564,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:4513da519024aa2a78988356bae92ade499bfc3e9a7d8382c641403e13af7d7f,SHARED_REFERENCE
NG-ADM-000129,NG-ADM-CAND-000129,admbnd:nngla:26686873ef1fee21d6ab6a9e17b5fda8ba8402f2ff1c0e5efb52392f7fc79c37,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:fe3428295626dc7ee97afd40bac50b74fed5df748a8eb125de5e06fbe6351619,SHARED_REFERENCE
NG-ADM-000130,NG-ADM-CAND-000130,admbnd:nngla:9334663c696e8156bf2163401b4a5283a96af218f5e02e748252997048ef2605,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:9ce8bfbb9b6edf8bb3517d96f94516e54ae1d88d4697ff2adf4284d31c4a4c6f,SHARED_REFERENCE
NG-ADM-000131,NG-ADM-CAND-000131,admbnd:nngla:030c1ddd026489786a184d7dacca0c5c8150ea0ecb0338c51eb9a60c3ffd6cae,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:f675dbf0d6440b0bdaa8a8f43c81cc2d20b11dad6d79cdd3dc2e09036a85be09,SHARED_REFERENCE
NG-ADM-000132,NG-ADM-CAND-000132,admbnd:nngla:b5942ad2a4ebecddcd688b9905ef865e2bef81e668cbc2f4d10c26deb1d89fea,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:9fe65d7f037218edc773f786bcc579c2e72b97bb63dbe9b4cdac1c4b3afea775,SHARED_REFERENCE
NG-ADM-000133,NG-ADM-CAND-000133,admbnd:nngla:7bd568f5a39437b51818225cd2458cf218e44dbf0b140c665f1ea79130d7e116,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:55e20e83ed7af1bf9673d962ca97bed8cb7a39fb8fdb9f1e1214dd5268703294,SHARED_REFERENCE
NG-ADM-000134,NG-ADM-CAND-000134,admbnd:nngla:9cd4e22cc2d23286f4454af4ba61a93fee783810ccf3abce9da07af6c3a8452d,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:2636b15a07423133223907fd98bc175a148cbd8c36cb4584ed5b4ca4c132acc7,SHARED_REFERENCE
NG-ADM-000135,NG-ADM-CAND-000135,admbnd:nngla:7bfab02bd47c3cebbd5e07a1c6258085f503e58b9f47cc715e9a9055f39ac31d,CITY_DISTRICT,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:934a9e4d9a01cf5fae588839c1ef9e0fd5bc27c7e91752f3082dba0e3224cb7d,SHARED_REFERENCE
NG-ADM-000136,NG-ADM-CAND-000136,admbnd:nngla:544654a034aa9acc7faaab3c0e74e69f55f7e959d629efb33a38842bdbb074ae,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:7f6f702c03a8fdd5d68961ddbe83989d30aff1e5480aa3453d3bb842df9c0176,SHARED_REFERENCE
NG-ADM-000137,NG-ADM-CAND-000137,admbnd:nngla:3c02865499d960d563f51e02edece3ebe4f16c55a632fdb62b622b8635a73b4d,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:7ee425293f355e04e5930a771462af132ffa36c3aea4cf99c15536f69b420bf2,SHARED_REFERENCE
NG-ADM-000138,NG-ADM-CAND-000138,admbnd:nngla:7dd2e3d3fbd456291b0f7f3387475e9b9c33adb5fc8a22d09ac6c9c1fe398a29,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:3722017f9af6277a0d9930baab9ecd4b60df9acd3fc74161df4f7c96843707d2,SHARED_REFERENCE
NG-ADM-000139,NG-ADM-CAND-000139,admbnd:nngla:1ed46652f9e17e822772e5940608c4bcb2fbd8a83cbc131feabeddd86efac27a,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:cf838d6df48bbff98b74c2eb100258ecd63d0c9d21614a83adb2291f68a43983,SHARED_REFERENCE
NG-ADM-000140,NG-ADM-CAND-000140,admbnd:nngla:bf98845027acae788cd5ff0accd537505f2e2b0df90bdda5b1b95d137f56f77d,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:c552cab25c23e3fb6c404400b2e1862ec62dc0e5f36475c573f9e7b423065aaf,SHARED_REFERENCE
NG-ADM-000141,NG-ADM-CAND-000141,admbnd:nngla:b23ba410f4f16d63b98c1d20a7637daa67a6c53a889b235b3294cf4b4ae0c69b,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:ed3fbfc548a6898fde64b4046ea3588c512a0fe44a2d63e6bed2ddb237a0e70f,SHARED_REFERENCE
NG-ADM-000142,NG-ADM-CAND-000142,admbnd:nngla:82e6493ad4bb5986c8e8b7ab15185cc92cefbef753886c58ab1ae00c7fa4752e,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:747a71099e435eeead69e6dbce6008ff743dec9c748fbdb903eaeb17ba1f1d50,SHARED_REFERENCE
NG-ADM-000143,NG-ADM-CAND-000143,admbnd:nngla:155331606c3376349ef824202cfe48c98caa6a6f12f1a7862a6b4173dd13073a,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:0c84469823fcce101ca5017bf5ce614d16abce7313d3f07e2576cd10ab6b1ee9,SHARED_REFERENCE
NG-ADM-000144,NG-ADM-CAND-000144,admbnd:nngla:124c1fc61effc210a4fc61a08802547ef82730511832b22f5755728758b11394,TOWNSHIP,POLYGON,true,true,PASS,PASS,PASS,PASS,PASS,QUALIFIED,qualification:nngla:a5905468b4f26705df693c46e85f7688460d49851ca95a1d0c2b59d582560f6d,SHARED_REFERENCE
NG-ADM-000145,NG-ADM-CAND-000145,admbnd:nngla:b412b8629243b075ccc8894394c540cd33b4cde1c0ec834a1dd9917aaa25fa87,INDUSTRIAL_ZONE,POLYGON,true,true,PASS,PASS,PASS,PASS,NOT_APPLICABLE,QUALIFIED,qualification:nngla:ade89e4a8798b4c3b44c74e2ba3df2510b017a46b43e25957a6b779bcebeef69,SHARED_REFERENCE
