spatial_cell_id,spatial_point_id,centre_longitude,centre_latitude,nominal_west_longitude,nominal_east_longitude,nominal_south_latitude,nominal_north_latitude,nominal_spacing_degrees,major_grid_id,sovereign_part_id,reference_role,geometry_authority,feature_construction_allowed,derivation_basis,runtime_effect_scope
NG-SCELL-000303,NG-SPT-000303,31.36,-2.887467,31.15,31.57,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000304,NG-SPT-000304,31.78,-2.887467,31.57,31.99,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000305,NG-SPT-000305,32.2,-2.887467,31.99,32.41,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000306,NG-SPT-000306,32.62,-2.887467,32.41,32.83,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000307,NG-SPT-000307,33.04,-2.887467,32.83,33.25,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000308,NG-SPT-000308,33.46,-2.887467,33.25,33.67,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000309,NG-SPT-000309,33.88,-2.887467,33.67,34.09,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000310,NG-SPT-000310,34.3,-2.887467,34.09,34.51,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000311,NG-SPT-000311,34.72,-2.887467,34.51,34.93,-3.097467,-2.677467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000312,NG-SPT-000312,35.14,-2.887467,34.93,35.35,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000313,NG-SPT-000313,35.56,-2.887467,35.35,35.77,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000314,NG-SPT-000314,35.98,-2.887467,35.77,36.19,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000315,NG-SPT-000315,36.4,-2.887467,36.19,36.61,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000316,NG-SPT-000316,36.82,-2.887467,36.61,37.03,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000317,NG-SPT-000317,37.24,-2.887467,37.03,37.45,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000318,NG-SPT-000318,37.66,-2.887467,37.45,37.87,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000319,NG-SPT-000319,38.08,-2.887467,37.87,38.29,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000320,NG-SPT-000320,38.5,-2.887467,38.29,38.71,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000321,NG-SPT-000321,38.92,-2.887467,38.71,39.13,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000322,NG-SPT-000322,39.34,-2.887467,39.13,39.55,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000323,NG-SPT-000323,39.76,-2.887467,39.55,39.97,-3.097467,-2.677467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000324,NG-SPT-000324,40.18,-2.887467,39.97,40.39,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000325,NG-SPT-000325,40.6,-2.887467,40.39,40.81,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000326,NG-SPT-000326,41.02,-2.887467,40.81,41.23,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000327,NG-SPT-000327,41.44,-2.887467,41.23,41.65,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000328,NG-SPT-000328,41.86,-2.887467,41.65,42.07,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000329,NG-SPT-000329,42.28,-2.887467,42.07,42.49,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000330,NG-SPT-000330,42.7,-2.887467,42.49,42.91,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000331,NG-SPT-000331,43.12,-2.887467,42.91,43.33,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000332,NG-SPT-000332,43.54,-2.887467,43.33,43.75,-3.097467,-2.677467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000333,NG-SPT-000333,29.68,-2.467467,29.47,29.89,-2.677467,-2.257467,0.42,NG-MGRID-03-01,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000334,NG-SPT-000334,30.1,-2.467467,29.89,30.31,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000335,NG-SPT-000335,30.52,-2.467467,30.31,30.73,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000336,NG-SPT-000336,30.94,-2.467467,30.73,31.15,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000337,NG-SPT-000337,31.36,-2.467467,31.15,31.57,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000338,NG-SPT-000338,31.78,-2.467467,31.57,31.99,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000339,NG-SPT-000339,32.2,-2.467467,31.99,32.41,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000340,NG-SPT-000340,32.62,-2.467467,32.41,32.83,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000341,NG-SPT-000341,33.04,-2.467467,32.83,33.25,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000342,NG-SPT-000342,33.46,-2.467467,33.25,33.67,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000343,NG-SPT-000343,33.88,-2.467467,33.67,34.09,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000344,NG-SPT-000344,34.3,-2.467467,34.09,34.51,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000345,NG-SPT-000345,34.72,-2.467467,34.51,34.93,-2.677467,-2.257467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000346,NG-SPT-000346,35.14,-2.467467,34.93,35.35,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000347,NG-SPT-000347,35.56,-2.467467,35.35,35.77,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000348,NG-SPT-000348,35.98,-2.467467,35.77,36.19,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000349,NG-SPT-000349,36.4,-2.467467,36.19,36.61,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000350,NG-SPT-000350,36.82,-2.467467,36.61,37.03,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000351,NG-SPT-000351,37.24,-2.467467,37.03,37.45,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000352,NG-SPT-000352,37.66,-2.467467,37.45,37.87,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000353,NG-SPT-000353,38.08,-2.467467,37.87,38.29,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000354,NG-SPT-000354,38.5,-2.467467,38.29,38.71,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000355,NG-SPT-000355,38.92,-2.467467,38.71,39.13,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000356,NG-SPT-000356,39.34,-2.467467,39.13,39.55,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000357,NG-SPT-000357,39.76,-2.467467,39.55,39.97,-2.677467,-2.257467,0.42,NG-MGRID-03-03,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000358,NG-SPT-000358,40.18,-2.467467,39.97,40.39,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000359,NG-SPT-000359,40.6,-2.467467,40.39,40.81,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000360,NG-SPT-000360,41.02,-2.467467,40.81,41.23,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000361,NG-SPT-000361,41.44,-2.467467,41.23,41.65,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000362,NG-SPT-000362,41.86,-2.467467,41.65,42.07,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000363,NG-SPT-000363,42.28,-2.467467,42.07,42.49,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000364,NG-SPT-000364,42.7,-2.467467,42.49,42.91,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000365,NG-SPT-000365,43.12,-2.467467,42.91,43.33,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000366,NG-SPT-000366,43.54,-2.467467,43.33,43.75,-2.677467,-2.257467,0.42,NG-MGRID-03-04,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000367,NG-SPT-000367,29.26,-2.047467,29.05,29.47,-2.257467,-1.837467,0.42,NG-MGRID-03-01,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000368,NG-SPT-000368,29.68,-2.047467,29.47,29.89,-2.257467,-1.837467,0.42,NG-MGRID-03-01,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000369,NG-SPT-000369,30.1,-2.047467,29.89,30.31,-2.257467,-1.837467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000370,NG-SPT-000370,30.52,-2.047467,30.31,30.73,-2.257467,-1.837467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000371,NG-SPT-000371,30.94,-2.047467,30.73,31.15,-2.257467,-1.837467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000372,NG-SPT-000372,31.36,-2.047467,31.15,31.57,-2.257467,-1.837467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000373,NG-SPT-000373,31.78,-2.047467,31.57,31.99,-2.257467,-1.837467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
NG-SCELL-000374,NG-SPT-000374,32.2,-2.047467,31.99,32.41,-2.257467,-1.837467,0.42,NG-MGRID-03-02,NG-SOV-PART-000001,ENVIRONMENTAL_SAMPLE_RENDER_FOOTPRINT,DERIVED_REFERENCE_NOT_PHYSICAL_FEATURE_BOUNDARY,false,terrain standard render-plan uses 0.42 degree sample spacing,SHARED_REFERENCE
