vegetation_observation_id,source_vegetation_cell_id,spatial_point_id,longitude,latitude,vegetation_class,aridity_class,source_annual_rainfall_mm,source_mean_temperature_c,qualification_status,source_dataset_id,source_dataset_version,source_path_reference,source_sha256,runtime_effect_scope
NG-VEG-OBS-000073,vegetation:novegeo:cell:000073,NG-SPT-000289,40.18,-3.307467,GRASSLAND,NON_ARID,891,19.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000074,vegetation:novegeo:cell:000074,NG-SPT-000293,41.86,-3.307467,SPARSE_VEGETATION,SEMI_ARID,702,23.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000075,vegetation:novegeo:cell:000075,NG-SPT-000297,43.54,-3.307467,ARID_SURFACE,ARID,593,25.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000076,vegetation:novegeo:cell:000076,NG-SPT-000301,30.52,-2.887467,SPARSE_VEGETATION,SEMI_ARID,632,26.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000077,vegetation:novegeo:cell:000077,NG-SPT-000305,32.2,-2.887467,SPARSE_VEGETATION,SEMI_ARID,756,26.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000078,vegetation:novegeo:cell:000078,NG-SPT-000309,33.88,-2.887467,GRASSLAND,NON_ARID,976,24.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000079,vegetation:novegeo:cell:000079,NG-SPT-000313,35.56,-2.887467,WOODLAND,NON_ARID,1201,20.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000080,vegetation:novegeo:cell:000080,NG-SPT-000317,37.24,-2.887467,WOODLAND,NON_ARID,1267,17.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000081,vegetation:novegeo:cell:000081,NG-SPT-000321,38.92,-2.887467,WOODLAND,NON_ARID,1154,16.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000082,vegetation:novegeo:cell:000082,NG-SPT-000325,40.6,-2.887467,GRASSLAND,NON_ARID,902,20.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000083,vegetation:novegeo:cell:000083,NG-SPT-000329,42.28,-2.887467,SPARSE_VEGETATION,SEMI_ARID,696,24.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000084,vegetation:novegeo:cell:000084,NG-SPT-000333,29.68,-2.467467,SPARSE_VEGETATION,SEMI_ARID,604,26.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000085,vegetation:novegeo:cell:000085,NG-SPT-000337,31.36,-2.467467,SPARSE_VEGETATION,SEMI_ARID,726,26.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000086,vegetation:novegeo:cell:000086,NG-SPT-000341,33.04,-2.467467,GRASSLAND,NON_ARID,947,25.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000087,vegetation:novegeo:cell:000087,NG-SPT-000345,34.72,-2.467467,WOODLAND,NON_ARID,1247,21.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000088,vegetation:novegeo:cell:000088,NG-SPT-000349,36.4,-2.467467,DENSE_VEGETATION,NON_ARID,1417,19.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000089,vegetation:novegeo:cell:000089,NG-SPT-000353,38.08,-2.467467,WOODLAND,NON_ARID,1373,17.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000090,vegetation:novegeo:cell:000090,NG-SPT-000357,39.76,-2.467467,WOODLAND,NON_ARID,1129,18.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000091,vegetation:novegeo:cell:000091,NG-SPT-000361,41.44,-2.467467,GRASSLAND,NON_ARID,835,22.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000092,vegetation:novegeo:cell:000092,NG-SPT-000365,43.12,-2.467467,SPARSE_VEGETATION,SEMI_ARID,650,25.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000093,vegetation:novegeo:cell:000093,NG-SPT-000369,30.1,-2.047467,SPARSE_VEGETATION,SEMI_ARID,646,26.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000094,vegetation:novegeo:cell:000094,NG-SPT-000373,31.78,-2.047467,GRASSLAND,NON_ARID,826,25.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000095,vegetation:novegeo:cell:000095,NG-SPT-000377,33.46,-2.047467,WOODLAND,NON_ARID,1136,23.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000096,vegetation:novegeo:cell:000096,NG-SPT-000381,35.14,-2.047467,DENSE_VEGETATION,NON_ARID,1472,20.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000097,vegetation:novegeo:cell:000097,NG-SPT-000385,36.82,-2.047467,DENSE_VEGETATION,NON_ARID,1588,19.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000098,vegetation:novegeo:cell:000098,NG-SPT-000389,38.5,-2.047467,DENSE_VEGETATION,NON_ARID,1462,17.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000099,vegetation:novegeo:cell:000099,NG-SPT-000393,40.18,-2.047467,WOODLAND,NON_ARID,1136,19.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000100,vegetation:novegeo:cell:000100,NG-SPT-000397,41.86,-2.047467,GRASSLAND,NON_ARID,819,23.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000101,vegetation:novegeo:cell:000101,NG-SPT-000401,43.54,-2.047467,SPARSE_VEGETATION,SEMI_ARID,634,25.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000102,vegetation:novegeo:cell:000102,NG-SPT-000405,30.52,-1.627467,SPARSE_VEGETATION,SEMI_ARID,706,26.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000103,vegetation:novegeo:cell:000103,NG-SPT-000409,32.2,-1.627467,GRASSLAND,NON_ARID,961,24.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000104,vegetation:novegeo:cell:000104,NG-SPT-000413,33.88,-1.627467,WOODLAND,NON_ARID,1357,22.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000105,vegetation:novegeo:cell:000105,NG-SPT-000417,35.56,-1.627467,DENSE_VEGETATION,NON_ARID,1689,19.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000106,vegetation:novegeo:cell:000106,NG-SPT-000421,37.24,-1.627467,DENSE_VEGETATION,NON_ARID,1727,19.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000107,vegetation:novegeo:cell:000107,NG-SPT-000425,38.92,-1.627467,DENSE_VEGETATION,NON_ARID,1508,18.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000108,vegetation:novegeo:cell:000108,NG-SPT-000429,40.6,-1.627467,WOODLAND,NON_ARID,1116,20.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000109,vegetation:novegeo:cell:000109,NG-SPT-000433,42.28,-1.627467,SPARSE_VEGETATION,SEMI_ARID,792,23.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000110,vegetation:novegeo:cell:000110,NG-SPT-000437,29.26,-1.207467,SPARSE_VEGETATION,SEMI_ARID,610,27.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000111,vegetation:novegeo:cell:000111,NG-SPT-000441,30.94,-1.207467,SPARSE_VEGETATION,SEMI_ARID,787,25.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000112,vegetation:novegeo:cell:000112,NG-SPT-000445,32.62,-1.207467,WOODLAND,NON_ARID,1129,23.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000113,vegetation:novegeo:cell:000113,NG-SPT-000449,34.3,-1.207467,DENSE_VEGETATION,NON_ARID,1586,20.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000114,vegetation:novegeo:cell:000114,NG-SPT-000453,35.98,-1.207467,DENSE_VEGETATION,NON_ARID,1867,19.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000115,vegetation:novegeo:cell:000115,NG-SPT-000457,37.66,-1.207467,DENSE_VEGETATION,NON_ARID,1816,19.9,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000116,vegetation:novegeo:cell:000116,NG-SPT-000461,39.34,-1.207467,DENSE_VEGETATION,NON_ARID,1505,18.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000117,vegetation:novegeo:cell:000117,NG-SPT-000465,41.02,-1.207467,WOODLAND,NON_ARID,1071,21.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000118,vegetation:novegeo:cell:000118,NG-SPT-000469,42.7,-1.207467,SPARSE_VEGETATION,SEMI_ARID,758,24.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000119,vegetation:novegeo:cell:000119,NG-SPT-000473,30.1,-0.787467,SPARSE_VEGETATION,SEMI_ARID,693,26.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000120,vegetation:novegeo:cell:000120,NG-SPT-000477,31.78,-0.787467,GRASSLAND,NON_ARID,978,24.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000121,vegetation:novegeo:cell:000121,NG-SPT-000481,33.46,-0.787467,DENSE_VEGETATION,NON_ARID,1442,20.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000122,vegetation:novegeo:cell:000122,NG-SPT-000485,35.14,-0.787467,DENSE_VEGETATION,NON_ARID,1875,18.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000123,vegetation:novegeo:cell:000123,NG-SPT-000489,36.82,-0.787467,DENSE_VEGETATION,NON_ARID,1973,20.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000124,vegetation:novegeo:cell:000124,NG-SPT-000493,38.5,-0.787467,DENSE_VEGETATION,NON_ARID,1764,19.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000125,vegetation:novegeo:cell:000125,NG-SPT-000497,40.18,-0.787467,WOODLAND,NON_ARID,1334,19.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000126,vegetation:novegeo:cell:000126,NG-SPT-000501,41.86,-0.787467,GRASSLAND,NON_ARID,917,22.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000127,vegetation:novegeo:cell:000127,NG-SPT-000505,43.54,-0.787467,SPARSE_VEGETATION,SEMI_ARID,670,25.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000128,vegetation:novegeo:cell:000128,NG-SPT-000509,30.52,-0.367467,SPARSE_VEGETATION,SEMI_ARID,757,25.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000129,vegetation:novegeo:cell:000129,NG-SPT-000513,32.2,-0.367467,WOODLAND,NON_ARID,1120,22.4,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000130,vegetation:novegeo:cell:000130,NG-SPT-000517,33.88,-0.367467,DENSE_VEGETATION,NON_ARID,1634,18.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000131,vegetation:novegeo:cell:000131,NG-SPT-000521,35.56,-0.367467,DENSE_VEGETATION,NON_ARID,1996,17.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000132,vegetation:novegeo:cell:000132,NG-SPT-000525,37.24,-0.367467,DENSE_VEGETATION,NON_ARID,1987,20.3,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000133,vegetation:novegeo:cell:000133,NG-SPT-000529,38.92,-0.367467,DENSE_VEGETATION,NON_ARID,1701,18.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000134,vegetation:novegeo:cell:000134,NG-SPT-000533,40.6,-0.367467,WOODLAND,NON_ARID,1239,20.1,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000135,vegetation:novegeo:cell:000135,NG-SPT-000537,42.28,-0.367467,GRASSLAND,NON_ARID,850,23.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000136,vegetation:novegeo:cell:000136,NG-SPT-000541,29.26,0.052533,SPARSE_VEGETATION,SEMI_ARID,619,27.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000137,vegetation:novegeo:cell:000137,NG-SPT-000545,30.94,0.052533,GRASSLAND,NON_ARID,838,24.7,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000138,vegetation:novegeo:cell:000138,NG-SPT-000549,32.62,0.052533,WOODLAND,NON_ARID,1279,20.2,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000139,vegetation:novegeo:cell:000139,NG-SPT-000553,34.3,0.052533,DENSE_VEGETATION,NON_ARID,1790,15.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000140,vegetation:novegeo:cell:000140,NG-SPT-000557,35.98,0.052533,DENSE_VEGETATION,NON_ARID,2031,17.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000141,vegetation:novegeo:cell:000141,NG-SPT-000561,37.66,0.052533,DENSE_VEGETATION,NON_ARID,1924,20.0,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000142,vegetation:novegeo:cell:000142,NG-SPT-000565,39.34,0.052533,DENSE_VEGETATION,NON_ARID,1582,18.6,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000143,vegetation:novegeo:cell:000143,NG-SPT-000569,41.02,0.052533,WOODLAND,NON_ARID,1125,20.5,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
NG-VEG-OBS-000144,vegetation:novegeo:cell:000144,NG-SPT-000573,42.7,0.052533,SPARSE_VEGETATION,SEMI_ARID,783,23.8,QUALIFIED,dataset:novegeo:vegetation:baseline,1,data/novegeo/geography/vegetation/qualified/novegeo_vegetation_v001.json,e1621047a8f5cf8ae628951c1880ef15321b3bc74db31b2d51bb51094ae125bc,SHARED_REFERENCE
