elevation_observation_id,spatial_point_id,longitude,latitude,elevation_m,elevation_datum_id,terrain_class,qualification_status,source_dataset_id,source_dataset_version,source_path_reference,source_sha256,runtime_effect_scope
NG-ELEV-OBS-000286,NG-SPT-000286,38.92,-3.307467,1872,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000287,NG-SPT-000287,39.34,-3.307467,1767,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000288,NG-SPT-000288,39.76,-3.307467,1615,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000289,NG-SPT-000289,40.18,-3.307467,1436,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000290,NG-SPT-000290,40.6,-3.307467,1251,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000291,NG-SPT-000291,41.02,-3.307467,1076,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000292,NG-SPT-000292,41.44,-3.307467,919,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000293,NG-SPT-000293,41.86,-3.307467,783,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000294,NG-SPT-000294,42.28,-3.307467,669,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000295,NG-SPT-000295,42.7,-3.307467,571,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000296,NG-SPT-000296,43.12,-3.307467,469,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000297,NG-SPT-000297,43.54,-3.307467,373,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000298,NG-SPT-000298,43.96,-3.307467,286,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000299,NG-SPT-000299,29.68,-2.887467,255,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000300,NG-SPT-000300,30.1,-2.887467,291,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000301,NG-SPT-000301,30.52,-2.887467,315,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000302,NG-SPT-000302,30.94,-2.887467,328,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000303,NG-SPT-000303,31.36,-2.887467,322,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000304,NG-SPT-000304,31.78,-2.887467,310,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000305,NG-SPT-000305,32.2,-2.887467,313,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000306,NG-SPT-000306,32.62,-2.887467,341,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000307,NG-SPT-000307,33.04,-2.887467,404,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000308,NG-SPT-000308,33.46,-2.887467,505,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000309,NG-SPT-000309,33.88,-2.887467,640,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000310,NG-SPT-000310,34.3,-2.887467,799,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000311,NG-SPT-000311,34.72,-2.887467,966,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000312,NG-SPT-000312,35.14,-2.887467,1123,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000313,NG-SPT-000313,35.56,-2.887467,1260,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000314,NG-SPT-000314,35.98,-2.887467,1375,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000315,NG-SPT-000315,36.4,-2.887467,1477,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000316,NG-SPT-000316,36.82,-2.887467,1577,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000317,NG-SPT-000317,37.24,-2.887467,1681,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000318,NG-SPT-000318,37.66,-2.887467,1781,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000319,NG-SPT-000319,38.08,-2.887467,1859,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000320,NG-SPT-000320,38.5,-2.887467,1891,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000321,NG-SPT-000321,38.92,-2.887467,1862,datum:novegeo:elevation:mean-sea-level,MOUNTAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000322,NG-SPT-000322,39.34,-2.887467,1770,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000323,NG-SPT-000323,39.76,-2.887467,1629,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000324,NG-SPT-000324,40.18,-2.887467,1457,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000325,NG-SPT-000325,40.6,-2.887467,1277,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000326,NG-SPT-000326,41.02,-2.887467,1103,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000327,NG-SPT-000327,41.44,-2.887467,946,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000328,NG-SPT-000328,41.86,-2.887467,809,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000329,NG-SPT-000329,42.28,-2.887467,691,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000330,NG-SPT-000330,42.7,-2.887467,591,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000331,NG-SPT-000331,43.12,-2.887467,485,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000332,NG-SPT-000332,43.54,-2.887467,387,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000333,NG-SPT-000333,29.68,-2.467467,256,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000334,NG-SPT-000334,30.1,-2.467467,295,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000335,NG-SPT-000335,30.52,-2.467467,323,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000336,NG-SPT-000336,30.94,-2.467467,345,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000337,NG-SPT-000337,31.36,-2.467467,348,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000338,NG-SPT-000338,31.78,-2.467467,349,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000339,NG-SPT-000339,32.2,-2.467467,365,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000340,NG-SPT-000340,32.62,-2.467467,407,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000341,NG-SPT-000341,33.04,-2.467467,482,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000342,NG-SPT-000342,33.46,-2.467467,592,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000343,NG-SPT-000343,33.88,-2.467467,730,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000344,NG-SPT-000344,34.3,-2.467467,885,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000345,NG-SPT-000345,34.72,-2.467467,1038,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000346,NG-SPT-000346,35.14,-2.467467,1174,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000347,NG-SPT-000347,35.56,-2.467467,1281,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000348,NG-SPT-000348,35.98,-2.467467,1362,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000349,NG-SPT-000349,36.4,-2.467467,1430,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000350,NG-SPT-000350,36.82,-2.467467,1503,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000351,NG-SPT-000351,37.24,-2.467467,1590,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000352,NG-SPT-000352,37.66,-2.467467,1686,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000353,NG-SPT-000353,38.08,-2.467467,1771,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000354,NG-SPT-000354,38.5,-2.467467,1818,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000355,NG-SPT-000355,38.92,-2.467467,1808,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000356,NG-SPT-000356,39.34,-2.467467,1736,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000357,NG-SPT-000357,39.76,-2.467467,1612,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000358,NG-SPT-000358,40.18,-2.467467,1455,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000359,NG-SPT-000359,40.6,-2.467467,1286,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000360,NG-SPT-000360,41.02,-2.467467,1120,datum:novegeo:elevation:mean-sea-level,PLATEAU,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000361,NG-SPT-000361,41.44,-2.467467,967,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000362,NG-SPT-000362,41.86,-2.467467,831,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000363,NG-SPT-000363,42.28,-2.467467,713,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
NG-ELEV-OBS-000364,NG-SPT-000364,42.7,-2.467467,611,datum:novegeo:elevation:mean-sea-level,PLAIN,QUALIFIED,dataset:novegeo:terrain:elevation,1,data/novegeo/geography/terrain/qualified/novegeo_terrain_v001.json,f03d14ce483280aff6662dc808c840a14a4cd035fedd4fe87786649f326f001c,SHARED_REFERENCE
