polygon_id,ring_id,vertex_sequence,longitude,latitude,vertex_role
polygon-01,ring-01,447,44.065384,-0.130769,mainland_boundary
polygon-01,ring-01,448,44.040880,-0.161063,mainland_boundary
polygon-01,ring-01,449,44.013333,-0.190342,mainland_boundary
polygon-01,ring-01,450,43.999276,-0.224118,mainland_boundary
polygon-01,ring-01,451,43.998558,-0.262340,mainland_boundary
polygon-01,ring-01,452,43.992149,-0.298665,mainland_boundary
polygon-01,ring-01,453,43.969371,-0.329534,mainland_boundary
polygon-01,ring-01,454,43.942282,-0.358966,mainland_boundary
polygon-01,ring-01,455,43.923980,-0.391327,mainland_boundary
polygon-01,ring-01,456,43.907018,-0.424134,mainland_boundary
polygon-01,ring-01,457,43.878297,-0.453022,mainland_boundary
polygon-01,ring-01,458,43.845732,-0.480629,mainland_boundary
polygon-01,ring-01,459,43.831394,-0.514311,mainland_boundary
polygon-01,ring-01,460,43.840529,-0.555817,mainland_boundary
polygon-01,ring-01,461,43.854872,-0.599060,mainland_boundary
polygon-01,ring-01,462,43.858661,-0.638785,mainland_boundary
polygon-01,ring-01,463,43.855257,-0.676111,mainland_boundary
polygon-01,ring-01,464,43.852673,-0.713711,mainland_boundary
polygon-01,ring-01,465,43.847639,-0.750495,mainland_boundary
polygon-01,ring-01,466,43.833910,-0.784380,mainland_boundary
polygon-01,ring-01,467,43.815480,-0.816699,mainland_boundary
polygon-01,ring-01,468,43.800000,-0.850000,mainland_boundary
polygon-01,ring-01,469,43.785072,-0.878453,mainland_boundary
polygon-01,ring-01,470,43.766466,-0.904542,mainland_boundary
polygon-01,ring-01,471,43.745214,-0.928929,mainland_boundary
polygon-01,ring-01,472,43.717485,-0.949152,mainland_boundary
polygon-01,ring-01,473,43.684406,-0.965937,mainland_boundary
polygon-01,ring-01,474,43.657769,-0.986862,mainland_boundary
polygon-01,ring-01,475,43.645679,-1.017140,mainland_boundary
polygon-01,ring-01,476,43.638917,-1.050842,mainland_boundary
polygon-01,ring-01,477,43.623106,-1.078727,mainland_boundary
polygon-01,ring-01,478,43.599809,-1.101800,mainland_boundary
polygon-01,ring-01,479,43.582131,-1.128485,mainland_boundary
polygon-01,ring-01,480,43.571512,-1.159708,mainland_boundary
polygon-01,ring-01,481,43.554950,-1.187111,mainland_boundary
polygon-01,ring-01,482,43.528577,-1.208206,mainland_boundary
polygon-01,ring-01,483,43.508264,-1.233197,mainland_boundary
polygon-01,ring-01,484,43.507653,-1.270854,mainland_boundary
polygon-01,ring-01,485,43.517361,-1.315144,mainland_boundary
polygon-01,ring-01,486,43.517785,-1.353466,mainland_boundary
polygon-01,ring-01,487,43.504443,-1.382939,mainland_boundary
polygon-01,ring-01,488,43.487484,-1.410086,mainland_boundary
polygon-01,ring-01,489,43.471209,-1.437673,mainland_boundary
polygon-01,ring-01,490,43.449097,-1.461507,mainland_boundary
polygon-01,ring-01,491,43.419077,-1.480258,mainland_boundary
polygon-01,ring-01,492,43.389803,-1.499489,mainland_boundary
polygon-01,ring-01,493,43.367929,-1.523476,mainland_boundary
polygon-01,ring-01,494,43.350000,-1.550000,mainland_boundary
polygon-01,ring-01,495,43.359400,-1.583761,mainland_boundary
polygon-01,ring-01,496,43.367147,-1.618349,mainland_boundary
polygon-01,ring-01,497,43.371717,-1.654526,mainland_boundary
polygon-01,ring-01,498,43.378841,-1.689425,mainland_boundary
polygon-01,ring-01,499,43.399153,-1.717731,mainland_boundary
polygon-01,ring-01,500,43.431763,-1.739888,mainland_boundary
polygon-01,ring-01,501,43.462076,-1.763193,mainland_boundary
polygon-01,ring-01,502,43.481926,-1.791729,mainland_boundary
polygon-01,ring-01,503,43.500317,-1.820995,mainland_boundary
polygon-01,ring-01,504,43.525674,-1.846779,mainland_boundary
polygon-01,ring-01,505,43.549093,-1.873531,mainland_boundary
polygon-01,ring-01,506,43.558767,-1.907155,mainland_boundary
polygon-01,ring-01,507,43.563037,-1.943482,mainland_boundary
polygon-01,ring-01,508,43.581889,-1.972517,mainland_boundary
polygon-01,ring-01,509,43.617357,-1.993244,mainland_boundary
polygon-01,ring-01,510,43.649298,-2.015736,mainland_boundary
polygon-01,ring-01,511,43.663408,-2.047142,mainland_boundary
polygon-01,ring-01,512,43.667804,-2.083406,mainland_boundary
polygon-01,ring-01,513,43.675240,-2.118149,mainland_boundary
polygon-01,ring-01,514,43.683346,-2.152558,mainland_boundary
polygon-01,ring-01,515,43.683877,-2.190754,mainland_boundary
polygon-01,ring-01,516,43.681293,-2.230507,mainland_boundary
polygon-01,ring-01,517,43.688205,-2.265513,mainland_boundary
polygon-01,ring-01,518,43.707145,-2.294504,mainland_boundary
polygon-01,ring-01,519,43.729495,-2.321791,mainland_boundary
polygon-01,ring-01,520,43.750000,-2.350000,mainland_boundary
polygon-01,ring-01,521,43.757899,-2.383977,mainland_boundary
polygon-01,ring-01,522,43.766615,-2.417665,mainland_boundary
polygon-01,ring-01,523,43.782461,-2.448837,mainland_boundary
polygon-01,ring-01,524,43.810407,-2.475739,mainland_boundary
polygon-01,ring-01,525,43.841843,-2.501408,mainland_boundary
polygon-01,ring-01,526,43.863270,-2.530611,mainland_boundary
polygon-01,ring-01,527,43.875049,-2.563218,mainland_boundary
polygon-01,ring-01,528,43.887984,-2.595417,mainland_boundary
polygon-01,ring-01,529,43.901946,-2.627254,mainland_boundary
polygon-01,ring-01,530,43.904252,-2.663205,mainland_boundary
polygon-01,ring-01,531,43.893668,-2.703705,mainland_boundary
polygon-01,ring-01,532,43.889484,-2.741947,mainland_boundary
polygon-01,ring-01,533,43.906031,-2.772872,mainland_boundary
polygon-01,ring-01,534,43.930860,-2.800873,mainland_boundary
polygon-01,ring-01,535,43.942126,-2.833661,mainland_boundary
polygon-01,ring-01,536,43.938761,-2.871614,mainland_boundary
polygon-01,ring-01,537,43.937362,-2.908872,mainland_boundary
polygon-01,ring-01,538,43.944173,-2.943233,mainland_boundary
polygon-01,ring-01,539,43.948637,-2.978422,mainland_boundary
polygon-01,ring-01,540,43.945883,-3.016159,mainland_boundary
polygon-01,ring-01,541,43.948031,-3.052166,mainland_boundary
polygon-01,ring-01,542,43.966060,-3.082567,mainland_boundary
polygon-01,ring-01,543,43.993640,-3.109598,mainland_boundary
polygon-01,ring-01,544,44.017778,-3.137843,mainland_boundary
polygon-01,ring-01,545,44.035400,-3.168388,mainland_boundary
polygon-01,ring-01,546,44.050000,-3.200000,mainland_boundary
polygon-01,ring-01,547,44.035704,-3.243730,mainland_boundary
polygon-01,ring-01,548,44.018371,-3.285638,mainland_boundary
polygon-01,ring-01,549,43.998775,-3.326188,mainland_boundary
polygon-01,ring-01,550,43.978542,-3.366356,mainland_boundary
polygon-01,ring-01,551,43.951619,-3.402510,mainland_boundary
polygon-01,ring-01,552,43.914038,-3.432269,mainland_boundary
polygon-01,ring-01,553,43.876571,-3.462097,mainland_boundary
polygon-01,ring-01,554,43.853493,-3.500557,mainland_boundary
polygon-01,ring-01,555,43.840689,-3.545183,mainland_boundary
polygon-01,ring-01,556,43.819642,-3.584862,mainland_boundary
polygon-01,ring-01,557,43.784245,-3.615932,mainland_boundary
polygon-01,ring-01,558,43.748224,-3.646627,mainland_boundary
polygon-01,ring-01,559,43.721091,-3.682654,mainland_boundary
polygon-01,ring-01,560,43.692760,-3.717964,mainland_boundary
polygon-01,ring-01,561,43.652959,-3.746391,mainland_boundary
polygon-01,ring-01,562,43.613142,-3.774808,mainland_boundary
polygon-01,ring-01,563,43.593346,-3.815238,mainland_boundary
polygon-01,ring-01,564,43.593659,-3.867734,mainland_boundary
polygon-01,ring-01,565,43.594727,-3.920682,mainland_boundary
polygon-01,ring-01,566,43.584445,-3.966821,mainland_boundary
polygon-01,ring-01,567,43.568567,-4.009602,mainland_boundary
polygon-01,ring-01,568,43.553613,-4.052937,mainland_boundary
polygon-01,ring-01,569,43.534868,-4.093998,mainland_boundary
polygon-01,ring-01,570,43.507476,-4.129870,mainland_boundary
polygon-01,ring-01,571,43.476932,-4.163851,mainland_boundary
polygon-01,ring-01,572,43.450000,-4.200000,mainland_boundary
polygon-01,ring-01,573,43.420453,-4.241316,mainland_boundary
polygon-01,ring-01,574,43.387360,-4.279930,mainland_boundary
polygon-01,ring-01,575,43.351139,-4.316161,mainland_boundary
polygon-01,ring-01,576,43.308025,-4.347140,mainland_boundary
polygon-01,ring-01,577,43.261284,-4.375355,mainland_boundary
polygon-01,ring-01,578,43.223852,-4.410664,mainland_boundary
polygon-01,ring-01,579,43.201324,-4.457328,mainland_boundary
polygon-01,ring-01,580,43.181532,-4.506076,mainland_boundary
polygon-01,ring-01,581,43.151293,-4.546864,mainland_boundary
polygon-01,ring-01,582,43.115599,-4.583497,mainland_boundary
polygon-01,ring-01,583,43.087458,-4.625884,mainland_boundary
polygon-01,ring-01,584,43.064693,-4.672367,mainland_boundary
polygon-01,ring-01,585,43.033297,-4.712274,mainland_boundary
polygon-01,ring-01,586,42.993134,-4.745501,mainland_boundary
polygon-01,ring-01,587,42.962725,-4.786161,mainland_boundary
polygon-01,ring-01,588,42.952758,-4.842395,mainland_boundary
polygon-01,ring-01,589,42.949416,-4.903676,mainland_boundary
polygon-01,ring-01,590,42.933387,-4.955291,mainland_boundary
polygon-01,ring-01,591,42.903947,-4.996688,mainland_boundary
polygon-01,ring-01,592,42.872546,-5.036592,mainland_boundary
polygon-01,ring-01,593,42.841391,-5.076683,mainland_boundary
polygon-01,ring-01,594,42.803042,-5.111292,mainland_boundary
polygon-01,ring-01,595,42.757472,-5.140400,mainland_boundary
polygon-01,ring-01,596,42.714863,-5.171764,mainland_boundary
polygon-01,ring-01,597,42.680670,-5.209540,mainland_boundary
polygon-01,ring-01,598,42.650000,-5.250000,mainland_boundary
polygon-01,ring-01,599,42.602185,-5.284615,mainland_boundary
polygon-01,ring-01,600,42.553052,-5.317849,mainland_boundary
polygon-01,ring-01,601,42.501807,-5.348871,mainland_boundary
polygon-01,ring-01,602,42.454600,-5.384123,mainland_boundary
polygon-01,ring-01,603,42.419726,-5.432295,mainland_boundary
polygon-01,ring-01,604,42.393723,-5.489761,mainland_boundary
polygon-01,ring-01,605,42.363417,-5.542719,mainland_boundary
polygon-01,ring-01,606,42.324331,-5.586478,mainland_boundary
polygon-01,ring-01,607,42.285695,-5.630709,mainland_boundary
polygon-01,ring-01,608,42.252508,-5.680649,mainland_boundary
polygon-01,ring-01,609,42.214920,-5.725978,mainland_boundary
polygon-01,ring-01,610,42.164849,-5.758230,mainland_boundary
polygon-01,ring-01,611,42.113027,-5.788647,mainland_boundary
polygon-01,ring-01,612,42.075960,-5.834522,mainland_boundary
polygon-01,ring-01,613,42.051152,-5.893240,mainland_boundary
polygon-01,ring-01,614,42.019754,-5.945053,mainland_boundary
polygon-01,ring-01,615,41.972680,-5.980445,mainland_boundary
polygon-01,ring-01,616,41.919758,-6.009710,mainland_boundary
polygon-01,ring-01,617,41.870657,-6.042978,mainland_boundary
polygon-01,ring-01,618,41.821016,-6.075679,mainland_boundary
polygon-01,ring-01,619,41.764545,-6.101227,mainland_boundary
polygon-01,ring-01,620,41.707409,-6.126077,mainland_boundary
polygon-01,ring-01,621,41.660297,-6.161428,mainland_boundary
polygon-01,ring-01,622,41.623124,-6.207192,mainland_boundary
polygon-01,ring-01,623,41.587563,-6.254644,mainland_boundary
polygon-01,ring-01,624,41.550000,-6.300000,mainland_boundary
polygon-01,ring-01,625,41.492493,-6.329728,mainland_boundary
polygon-01,ring-01,626,41.435867,-6.360959,mainland_boundary
polygon-01,ring-01,627,41.384314,-6.400843,mainland_boundary
polygon-01,ring-01,628,41.339705,-6.452573,mainland_boundary
polygon-01,ring-01,629,41.295439,-6.504889,mainland_boundary
polygon-01,ring-01,630,41.244029,-6.545019,mainland_boundary
polygon-01,ring-01,631,41.187500,-6.576415,mainland_boundary
polygon-01,ring-01,632,41.132263,-6.610015,mainland_boundary
polygon-01,ring-01,633,41.076382,-6.642516,mainland_boundary
polygon-01,ring-01,634,41.012151,-6.660774,mainland_boundary
polygon-01,ring-01,635,40.941470,-6.668028,mainland_boundary
polygon-01,ring-01,636,40.877437,-6.686623,mainland_boundary
polygon-01,ring-01,637,40.826415,-6.727413,mainland_boundary
polygon-01,ring-01,638,40.778080,-6.772787,mainland_boundary
polygon-01,ring-01,639,40.720020,-6.801572,mainland_boundary
polygon-01,ring-01,640,40.654510,-6.817648,mainland_boundary
polygon-01,ring-01,641,40.592105,-6.839021,mainland_boundary
polygon-01,ring-01,642,40.534373,-6.868365,mainland_boundary
polygon-01,ring-01,643,40.473936,-6.893094,mainland_boundary
polygon-01,ring-01,644,40.409594,-6.911163,mainland_boundary
polygon-01,ring-01,645,40.350040,-6.937399,mainland_boundary
polygon-01,ring-01,646,40.300604,-6.980895,mainland_boundary
polygon-01,ring-01,647,40.255543,-7.031854,mainland_boundary
polygon-01,ring-01,648,40.207068,-7.076989,mainland_boundary
polygon-01,ring-01,649,40.154460,-7.115075,mainland_boundary
polygon-01,ring-01,650,40.100000,-7.150000,mainland_boundary
polygon-01,ring-01,651,40.029911,-7.180584,mainland_boundary
polygon-01,ring-01,652,39.958553,-7.206346,mainland_boundary
polygon-01,ring-01,653,39.886467,-7.229344,mainland_boundary
polygon-01,ring-01,654,39.813871,-7.250400,mainland_boundary
polygon-01,ring-01,655,39.738517,-7.260979,mainland_boundary
polygon-01,ring-01,656,39.659843,-7.258942,mainland_boundary
polygon-01,ring-01,657,39.582281,-7.261129,mainland_boundary
polygon-01,ring-01,658,39.510026,-7.283482,mainland_boundary
polygon-01,ring-01,659,39.440362,-7.315685,mainland_boundary
polygon-01,ring-01,660,39.367056,-7.334043,mainland_boundary
polygon-01,ring-01,661,39.289441,-7.336030,mainland_boundary
polygon-01,ring-01,662,39.212726,-7.341435,mainland_boundary
polygon-01,ring-01,663,39.138996,-7.358184,mainland_boundary
polygon-01,ring-01,664,39.063968,-7.370000,mainland_boundary
polygon-01,ring-01,665,38.985110,-7.367264,mainland_boundary
polygon-01,ring-01,666,38.907586,-7.369594,mainland_boundary
polygon-01,ring-01,667,38.837649,-7.400759,mainland_boundary
polygon-01,ring-01,668,38.773639,-7.454443,mainland_boundary
polygon-01,ring-01,669,38.708503,-7.503848,mainland_boundary
polygon-01,ring-01,670,38.639207,-7.537447,mainland_boundary
polygon-01,ring-01,671,38.568444,-7.565474,mainland_boundary
polygon-01,ring-01,672,38.497938,-7.594470,mainland_boundary
polygon-01,ring-01,673,38.425610,-7.616549,mainland_boundary
polygon-01,ring-01,674,38.350291,-7.627260,mainland_boundary
polygon-01,ring-01,675,38.274402,-7.635806,mainland_boundary
polygon-01,ring-01,676,38.200000,-7.650000,mainland_boundary
polygon-01,ring-01,677,38.094987,-7.651933,mainland_boundary
polygon-01,ring-01,678,37.989887,-7.650256,mainland_boundary
polygon-01,ring-01,679,37.884629,-7.641918,mainland_boundary
polygon-01,ring-01,680,37.779319,-7.631383,mainland_boundary
polygon-01,ring-01,681,37.674368,-7.635963,mainland_boundary
polygon-01,ring-01,682,37.569634,-7.649648,mainland_boundary
polygon-01,ring-01,683,37.464646,-7.652638,mainland_boundary
polygon-01,ring-01,684,37.359618,-7.653941,mainland_boundary
polygon-01,ring-01,685,37.254802,-7.664172,mainland_boundary
polygon-01,ring-01,686,37.149794,-7.666328,mainland_boundary
polygon-01,ring-01,687,37.044626,-7.661800,mainland_boundary
polygon-01,ring-01,688,36.939920,-7.676656,mainland_boundary
polygon-01,ring-01,689,36.835505,-7.703703,mainland_boundary
polygon-01,ring-01,690,36.730725,-7.715442,mainland_boundary
polygon-01,ring-01,691,36.625682,-7.716126,mainland_boundary
polygon-01,ring-01,692,36.520654,-7.717467,mainland_boundary
polygon-01,ring-01,693,36.415443,-7.711110,mainland_boundary
polygon-01,ring-01,694,36.310108,-7.699556,mainland_boundary
polygon-01,ring-01,695,36.204984,-7.696846,mainland_boundary
polygon-01,ring-01,696,36.100000,-7.700000,mainland_boundary
polygon-01,ring-01,697,35.957562,-7.672603,mainland_boundary
polygon-01,ring-01,698,35.815150,-7.645061,mainland_boundary
polygon-01,ring-01,699,35.671530,-7.624423,mainland_boundary
polygon-01,ring-01,700,35.527951,-7.603548,mainland_boundary
polygon-01,ring-01,701,35.384793,-7.580265,mainland_boundary
polygon-01,ring-01,702,35.241661,-7.556836,mainland_boundary
polygon-01,ring-01,703,35.099481,-7.527967,mainland_boundary
polygon-01,ring-01,704,34.955814,-7.507591,mainland_boundary
polygon-01,ring-01,705,34.812789,-7.483554,mainland_boundary
polygon-01,ring-01,706,34.670611,-7.454673,mainland_boundary
polygon-01,ring-01,707,34.528369,-7.426159,mainland_boundary
polygon-01,ring-01,708,34.386416,-7.395990,mainland_boundary
polygon-01,ring-01,709,34.243262,-7.372689,mainland_boundary
polygon-01,ring-01,710,34.100000,-7.350000,mainland_boundary
polygon-01,ring-01,711,33.960816,-7.310354,mainland_boundary
polygon-01,ring-01,712,33.820453,-7.274887,mainland_boundary
polygon-01,ring-01,713,33.679919,-7.240028,mainland_boundary
polygon-01,ring-01,714,33.540757,-7.200302,mainland_boundary
polygon-01,ring-01,715,33.401775,-7.159940,mainland_boundary
polygon-01,ring-01,716,33.264497,-7.113536,mainland_boundary
polygon-01,ring-01,717,33.125087,-7.074691,mainland_boundary
polygon-01,ring-01,718,32.985543,-7.036323,mainland_boundary
polygon-01,ring-01,719,32.847414,-6.992936,mainland_boundary
polygon-01,ring-01,720,32.708436,-6.952559,mainland_boundary
polygon-01,ring-01,721,32.570129,-6.909801,mainland_boundary
polygon-01,ring-01,722,32.429908,-6.873833,mainland_boundary
polygon-01,ring-01,723,32.289485,-6.838578,mainland_boundary
polygon-01,ring-01,724,32.150000,-6.800000,mainland_boundary
polygon-01,ring-01,725,32.047350,-6.763735,mainland_boundary
polygon-01,ring-01,726,31.946333,-6.723629,mainland_boundary
polygon-01,ring-01,727,31.846125,-6.681617,mainland_boundary
polygon-01,ring-01,728,31.749527,-6.631112,mainland_boundary
polygon-01,ring-01,729,31.655250,-6.575148,mainland_boundary
polygon-01,ring-01,730,31.555508,-6.532039,mainland_boundary
polygon-01,ring-01,731,31.452459,-6.496715,mainland_boundary
polygon-01,ring-01,732,31.354691,-6.448961,mainland_boundary
polygon-01,ring-01,733,31.258619,-6.397219,mainland_boundary
polygon-01,ring-01,734,31.158939,-6.353968,mainland_boundary
polygon-01,ring-01,735,31.061767,-6.304812,mainland_boundary
polygon-01,ring-01,736,30.966931,-6.250163,mainland_boundary
polygon-01,ring-01,737,30.863958,-6.214657,mainland_boundary
polygon-01,ring-01,738,30.754417,-6.194608,mainland_boundary
polygon-01,ring-01,739,30.648697,-6.165566,mainland_boundary
polygon-01,ring-01,740,30.546477,-6.128289,mainland_boundary
polygon-01,ring-01,741,30.444299,-6.090915,mainland_boundary
polygon-01,ring-01,742,30.345209,-6.046272,mainland_boundary
polygon-01,ring-01,743,30.248469,-5.996103,mainland_boundary
polygon-01,ring-01,744,30.150000,-5.950000,closure
polygon-02,ring-01,0,44.789121,4.989436,island_boundary
polygon-02,ring-01,1,44.784156,5.035799,island_boundary
polygon-02,ring-01,2,44.766226,5.077392,island_boundary
polygon-02,ring-01,3,44.744228,5.115359,island_boundary
polygon-02,ring-01,4,44.723289,5.153375,island_boundary
polygon-02,ring-01,5,44.701579,5.190467,island_boundary
polygon-02,ring-01,6,44.675926,5.221207,island_boundary
polygon-02,ring-01,7,44.647514,5.244129,island_boundary
polygon-02,ring-01,8,44.620410,5.266548,island_boundary
polygon-02,ring-01,9,44.595978,5.296866,island_boundary
polygon-02,ring-01,10,44.571297,5.332014,island_boundary
polygon-02,ring-01,11,44.543578,5.356376,island_boundary
polygon-02,ring-01,12,44.514276,5.356274,island_boundary
polygon-02,ring-01,13,44.487377,5.334683,island_boundary
polygon-02,ring-01,14,44.464549,5.308949,island_boundary
polygon-02,ring-01,15,44.443829,5.293732,island_boundary
polygon-02,ring-01,16,44.423079,5.288764,island_boundary
polygon-02,ring-01,17,44.402600,5.284777,island_boundary
polygon-02,ring-01,18,44.382888,5.278591,island_boundary
polygon-02,ring-01,19,44.361261,5.277644,island_boundary
polygon-02,ring-01,20,44.333653,5.288389,island_boundary
polygon-02,ring-01,21,44.300747,5.303899,island_boundary
polygon-02,ring-01,22,44.270227,5.307400,island_boundary
polygon-02,ring-01,23,44.250353,5.288656,island_boundary
polygon-02,ring-01,24,44.241085,5.254157,island_boundary
polygon-02,ring-01,25,44.233507,5.219493,island_boundary
polygon-02,ring-01,26,44.219159,5.193384,island_boundary
polygon-02,ring-01,27,44.198824,5.171438,island_boundary
polygon-02,ring-01,28,44.180553,5.144565,island_boundary
polygon-02,ring-01,29,44.169752,5.109742,island_boundary
polygon-02,ring-01,30,44.163836,5.070641,island_boundary
polygon-02,ring-01,31,44.158004,5.030340,island_boundary
polygon-02,ring-01,32,44.154317,4.987690,island_boundary
polygon-02,ring-01,33,44.161746,4.941701,island_boundary
polygon-02,ring-01,34,44.186031,4.896158,island_boundary
polygon-02,ring-01,35,44.221333,4.856690,island_boundary
polygon-02,ring-01,36,44.254133,4.823944,island_boundary
polygon-02,ring-01,37,44.275414,4.792670,island_boundary
polygon-02,ring-01,38,44.287603,4.758476,island_boundary
polygon-02,ring-01,39,44.299366,4.723083,island_boundary
polygon-02,ring-01,40,44.315574,4.690724,island_boundary
polygon-02,ring-01,41,44.334113,4.660963,island_boundary
polygon-02,ring-01,42,44.351507,4.628879,island_boundary
polygon-02,ring-01,43,44.368610,4.593485,island_boundary
polygon-02,ring-01,44,44.389145,4.562540,island_boundary
polygon-02,ring-01,45,44.414111,4.544853,island_boundary
polygon-02,ring-01,46,44.440211,4.537718,island_boundary
polygon-02,ring-01,47,44.464273,4.525842,island_boundary
polygon-02,ring-01,48,44.487354,4.495824,island_boundary
polygon-02,ring-01,49,44.513043,4.450864,island_boundary
polygon-02,ring-01,50,44.542608,4.408488,island_boundary
polygon-02,ring-01,51,44.573688,4.383483,island_boundary
polygon-02,ring-01,52,44.603748,4.375654,island_boundary
polygon-02,ring-01,53,44.632704,4.375755,island_boundary
polygon-02,ring-01,54,44.660677,4.380575,island_boundary
polygon-02,ring-01,55,44.684620,4.397469,island_boundary
polygon-02,ring-01,56,44.700122,4.432753,island_boundary
polygon-02,ring-01,57,44.707535,4.479314,island_boundary
polygon-02,ring-01,58,44.714240,4.520142,island_boundary
polygon-02,ring-01,59,44.728211,4.544717,island_boundary
polygon-02,ring-01,60,44.749152,4.559198,island_boundary
polygon-02,ring-01,61,44.767915,4.578803,island_boundary
polygon-02,ring-01,62,44.775842,4.611839,island_boundary
polygon-02,ring-01,63,44.773545,4.653465,island_boundary
polygon-02,ring-01,64,44.768937,4.694105,island_boundary
polygon-02,ring-01,65,44.767322,4.730223,island_boundary
polygon-02,ring-01,66,44.766044,4.764953,island_boundary
polygon-02,ring-01,67,44.760267,4.800808,island_boundary
polygon-02,ring-01,68,44.752052,4.836061,island_boundary
polygon-02,ring-01,69,44.750403,4.869130,island_boundary
polygon-02,ring-01,70,44.761129,4.903196,island_boundary
polygon-02,ring-01,71,44.778497,4.943284,island_boundary
polygon-02,ring-01,72,44.789121,4.989436,closure
polygon-03,ring-01,0,44.792122,3.923986,island_boundary
polygon-03,ring-01,1,44.801545,3.955477,island_boundary
polygon-03,ring-01,2,44.799267,3.987111,island_boundary
polygon-03,ring-01,3,44.796421,4.017863,island_boundary
polygon-03,ring-01,4,44.791280,4.047370,island_boundary
polygon-03,ring-01,5,44.779186,4.071713,island_boundary
polygon-03,ring-01,6,44.767510,4.094673,island_boundary
polygon-03,ring-01,7,44.761194,4.123361,island_boundary
polygon-03,ring-01,8,44.750222,4.148209,island_boundary
polygon-03,ring-01,9,44.727460,4.153137,island_boundary
polygon-03,ring-01,10,44.701780,4.144706,island_boundary
polygon-03,ring-01,11,44.682222,4.142349,island_boundary
polygon-03,ring-01,12,44.666303,4.147071,island_boundary
polygon-03,ring-01,13,44.650277,4.150327,island_boundary
polygon-03,ring-01,14,44.634492,4.159002,island_boundary
polygon-03,ring-01,15,44.617058,4.178682,island_boundary
polygon-03,ring-01,16,44.596385,4.191075,island_boundary
polygon-03,ring-01,17,44.576548,4.180180,island_boundary
polygon-03,ring-01,18,44.559363,4.159861,island_boundary
polygon-03,ring-01,19,44.540019,4.148236,island_boundary
polygon-03,ring-01,20,44.517875,4.139132,island_boundary
polygon-03,ring-01,21,44.498431,4.121001,island_boundary
polygon-03,ring-01,22,44.481515,4.097504,island_boundary
polygon-03,ring-01,23,44.464486,4.072504,island_boundary
polygon-03,ring-01,24,44.455463,4.040771,island_boundary
polygon-03,ring-01,25,44.462698,4.003907,island_boundary
polygon-03,ring-01,26,44.475715,3.971807,island_boundary
polygon-03,ring-01,27,44.478799,3.945740,island_boundary
polygon-03,ring-01,28,44.474889,3.919960,island_boundary
polygon-03,ring-01,29,44.475139,3.894277,island_boundary
polygon-03,ring-01,30,44.477781,3.869150,island_boundary
polygon-03,ring-01,31,44.478041,3.841459,island_boundary
polygon-03,ring-01,32,44.483110,3.815743,island_boundary
polygon-03,ring-01,33,44.497686,3.799821,island_boundary
polygon-03,ring-01,34,44.511450,3.784778,island_boundary
polygon-03,ring-01,35,44.516904,3.755113,island_boundary
polygon-03,ring-01,36,44.522512,3.717895,island_boundary
polygon-03,ring-01,37,44.536855,3.692974,island_boundary
polygon-03,ring-01,38,44.556957,3.681686,island_boundary
polygon-03,ring-01,39,44.578546,3.675717,island_boundary
polygon-03,ring-01,40,44.601423,3.682088,island_boundary
polygon-03,ring-01,41,44.623133,3.706419,island_boundary
polygon-03,ring-01,42,44.641516,3.730350,island_boundary
polygon-03,ring-01,43,44.660075,3.737711,island_boundary
polygon-03,ring-01,44,44.680070,3.742100,island_boundary
polygon-03,ring-01,45,44.696144,3.761274,island_boundary
polygon-03,ring-01,46,44.707143,3.788613,island_boundary
polygon-03,ring-01,47,44.718082,3.812036,island_boundary
polygon-03,ring-01,48,44.728344,3.834599,island_boundary
polygon-03,ring-01,49,44.734896,3.859492,island_boundary
polygon-03,ring-01,50,44.745510,3.880759,island_boundary
polygon-03,ring-01,51,44.768152,3.899228,island_boundary
polygon-03,ring-01,52,44.792122,3.923986,closure
polygon-04,ring-01,0,44.780636,-1.724003,island_boundary
polygon-04,ring-01,1,44.769014,-1.687399,island_boundary
polygon-04,ring-01,2,44.745558,-1.658593,island_boundary
polygon-04,ring-01,3,44.720043,-1.633112,island_boundary
polygon-04,ring-01,4,44.695449,-1.607430,island_boundary
polygon-04,ring-01,5,44.668774,-1.585940,island_boundary
polygon-04,ring-01,6,44.639600,-1.572988,island_boundary
polygon-04,ring-01,7,44.611365,-1.562574,island_boundary
polygon-04,ring-01,8,44.585141,-1.544871,island_boundary
polygon-04,ring-01,9,44.558202,-1.522807,island_boundary
polygon-04,ring-01,10,44.530000,-1.513032,island_boundary
polygon-04,ring-01,11,44.504618,-1.526120,island_boundary
polygon-04,ring-01,12,44.484832,-1.552353,island_boundary
polygon-04,ring-01,13,44.467715,-1.573308,island_boundary
polygon-04,ring-01,14,44.449339,-1.582979,island_boundary
polygon-04,ring-01,15,44.430307,-1.589419,island_boundary
polygon-04,ring-01,16,44.412162,-1.597689,island_boundary
polygon-04,ring-01,17,44.391131,-1.601821,island_boundary
polygon-04,ring-01,18,44.362122,-1.597396,island_boundary
polygon-04,ring-01,19,44.329176,-1.593576,island_boundary
polygon-04,ring-01,20,44.304921,-1.604460,island_boundary
polygon-04,ring-01,21,44.295997,-1.631673,island_boundary
polygon-04,ring-01,22,44.293985,-1.663304,island_boundary
polygon-04,ring-01,23,44.285989,-1.689679,island_boundary
polygon-04,ring-01,24,44.270911,-1.713067,island_boundary
polygon-04,ring-01,25,44.258795,-1.740238,island_boundary
