climate_observation_id,spatial_point_id,longitude,latitude,annual_rainfall_mm,mean_temperature_c,mean_wind_speed_mps,prevailing_wind_direction_deg,climate_class,baseline_period,qualification_status,source_dataset_id,source_dataset_version,source_path_reference,source_sha256,runtime_effect_scope
NG-CLIM-OBS-000077,NG-SPT-000305,32.2,-2.887467,756,26.3,4.7,52,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000078,NG-SPT-000309,33.88,-2.887467,976,24.3,4.5,57,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000079,NG-SPT-000313,35.56,-2.887467,1201,20.4,4.5,62,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000080,NG-SPT-000317,37.24,-2.887467,1267,17.8,4.9,67,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000081,NG-SPT-000321,38.92,-2.887467,1154,16.7,5.3,72,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000082,NG-SPT-000325,40.6,-2.887467,902,20.3,5.4,77,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000083,NG-SPT-000329,42.28,-2.887467,696,24.0,5.4,82,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000084,NG-SPT-000333,29.68,-2.467467,604,26.7,5.1,47,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000085,NG-SPT-000337,31.36,-2.467467,726,26.1,4.8,52,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000086,NG-SPT-000341,33.04,-2.467467,947,25.3,4.5,57,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000087,NG-SPT-000345,34.72,-2.467467,1247,21.9,4.5,62,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000088,NG-SPT-000349,36.4,-2.467467,1417,19.4,4.5,67,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000089,NG-SPT-000353,38.08,-2.467467,1373,17.3,5.0,72,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000090,NG-SPT-000357,39.76,-2.467467,1129,18.3,5.3,77,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000091,NG-SPT-000361,41.44,-2.467467,835,22.3,5.3,82,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000092,NG-SPT-000365,43.12,-2.467467,650,25.2,5.4,87,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000093,NG-SPT-000369,30.1,-2.047467,646,26.5,5.0,50,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000094,NG-SPT-000373,31.78,-2.047467,826,25.8,4.7,55,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000095,NG-SPT-000377,33.46,-2.047467,1136,23.9,4.5,60,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000096,NG-SPT-000381,35.14,-2.047467,1472,20.6,4.4,65,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000097,NG-SPT-000385,36.82,-2.047467,1588,19.6,4.5,70,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000098,NG-SPT-000389,38.5,-2.047467,1462,17.7,5.0,75,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000099,NG-SPT-000393,40.18,-2.047467,1136,19.4,5.2,80,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000100,NG-SPT-000397,41.86,-2.047467,819,23.1,5.3,85,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000101,NG-SPT-000401,43.54,-2.047467,634,25.7,5.4,90,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000102,NG-SPT-000405,30.52,-1.627467,706,26.1,4.9,53,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000103,NG-SPT-000409,32.2,-1.627467,961,24.9,4.6,58,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000104,NG-SPT-000413,33.88,-1.627467,1357,22.0,4.5,64,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000105,NG-SPT-000417,35.56,-1.627467,1689,19.9,4.3,69,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000106,NG-SPT-000421,37.24,-1.627467,1727,19.8,4.5,74,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000107,NG-SPT-000425,38.92,-1.627467,1508,18.1,5.0,79,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000108,NG-SPT-000429,40.6,-1.627467,1116,20.4,5.2,84,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000109,NG-SPT-000433,42.28,-1.627467,792,23.7,5.3,89,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000110,NG-SPT-000437,29.26,-1.207467,610,27.1,5.0,52,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000111,NG-SPT-000441,30.94,-1.207467,787,25.6,4.8,57,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000112,NG-SPT-000445,32.62,-1.207467,1129,23.4,4.6,62,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000113,NG-SPT-000449,34.3,-1.207467,1586,20.0,4.5,67,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000114,NG-SPT-000453,35.98,-1.207467,1867,19.7,4.2,72,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000115,NG-SPT-000457,37.66,-1.207467,1816,19.9,4.5,77,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000116,NG-SPT-000461,39.34,-1.207467,1505,18.6,5.0,82,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000117,NG-SPT-000465,41.02,-1.207467,1071,21.2,5.1,87,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000118,NG-SPT-000469,42.7,-1.207467,758,24.2,5.2,92,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000119,NG-SPT-000473,30.1,-0.787467,693,26.3,4.8,56,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000120,NG-SPT-000477,31.78,-0.787467,978,24.0,4.7,61,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000121,NG-SPT-000481,33.46,-0.787467,1442,20.3,4.6,66,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000122,NG-SPT-000485,35.14,-0.787467,1875,18.2,4.4,71,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000123,NG-SPT-000489,36.82,-0.787467,1973,20.3,4.2,77,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000124,NG-SPT-000493,38.5,-0.787467,1764,19.1,4.7,82,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000125,NG-SPT-000497,40.18,-0.787467,1334,19.5,5.0,87,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000126,NG-SPT-000501,41.86,-0.787467,917,22.6,5.1,92,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000127,NG-SPT-000505,43.54,-0.787467,670,25.5,5.3,97,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000128,NG-SPT-000509,30.52,-0.367467,757,25.7,4.7,60,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000129,NG-SPT-000513,32.2,-0.367467,1120,22.4,4.6,65,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000130,NG-SPT-000517,33.88,-0.367467,1634,18.0,4.7,70,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000131,NG-SPT-000521,35.56,-0.367467,1996,17.6,4.3,75,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000132,NG-SPT-000525,37.24,-0.367467,1987,20.3,4.3,80,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000133,NG-SPT-000529,38.92,-0.367467,1701,18.8,4.8,85,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000134,NG-SPT-000533,40.6,-0.367467,1239,20.1,5.0,90,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000135,NG-SPT-000537,42.28,-0.367467,850,23.2,5.1,95,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000136,NG-SPT-000541,29.26,0.052533,619,27.2,4.8,58,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000137,NG-SPT-000545,30.94,0.052533,838,24.7,4.7,63,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000138,NG-SPT-000549,32.62,0.052533,1279,20.2,4.7,68,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000139,NG-SPT-000553,34.3,0.052533,1790,15.8,4.7,73,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000140,NG-SPT-000557,35.98,0.052533,2031,17.5,4.2,78,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000141,NG-SPT-000561,37.66,0.052533,1924,20.0,4.3,83,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000142,NG-SPT-000565,39.34,0.052533,1582,18.6,4.8,88,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000143,NG-SPT-000569,41.02,0.052533,1125,20.5,5.0,93,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000144,NG-SPT-000573,42.7,0.052533,783,23.8,5.1,98,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000145,NG-SPT-000577,29.26,0.472533,616,27.1,4.9,60,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000146,NG-SPT-000581,30.94,0.472533,845,24.5,4.8,65,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000147,NG-SPT-000585,32.62,0.472533,1312,19.2,4.9,70,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000148,NG-SPT-000589,34.3,0.472533,1803,14.4,4.9,75,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000149,NG-SPT-000593,35.98,0.472533,1986,16.5,4.4,80,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000150,NG-SPT-000597,37.66,0.472533,1857,19.7,4.4,85,HUMID_HIGH_RAINFALL,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000151,NG-SPT-000601,39.34,0.472533,1533,18.4,4.9,90,HUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000152,NG-SPT-000605,41.02,0.472533,1104,20.2,5.1,95,SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
NG-CLIM-OBS-000153,NG-SPT-000609,42.7,0.472533,776,23.6,5.2,100,DRY_SUBHUMID,governed_climatology_v001,QUALIFIED,dataset:novegeo:climate:baseline,1,data/novegeo/geography/climate/qualified/novegeo_climate_v001.json,46a56b00792ffd6deae46861201b12b8ca47b9dfeacae43619fb58ee0a9114ac,SHARED_REFERENCE
