legalization_decision_id,administrative_area_id,administrative_candidate_id,boundary_candidate_id,qualification_reference,approval_reference,legal_instrument_reference,effective_from,previous_boundary_status,resulting_boundary_status,previous_lifecycle_status,resulting_lifecycle_status,decision_status,runtime_effect_scope
admlegal:nngla:8f78b2fad06f58017215b4e5024314a7ef38664334df2e3e92bc429bf9443a90,NG-ADM-000040,NG-ADM-CAND-000040,admbnd:nngla:a1815692041cae7db662c9e94c1ffefb3f099a2a72004603f3568584a36a7747,qualification:nngla:3e1093d0231f4467463fab08b091f59ef6997b2b0fa88ac02dff24d8a6545dcd,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:c6da00276dfdecffe94ff198be65f447059519ae6ee31d01326dbb55c8e2a18e,NG-ADM-000041,NG-ADM-CAND-000041,admbnd:nngla:1e5ac572d249259c2939a75081adb0dc52f3e677f78876c8298d9a96677b5c5b,qualification:nngla:c2987a5d18263688dde30a02f4f22d0ff03d2884a2cae5bb6b0a094321922cef,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:8e61b181c745dc68af4bba58e5ab01bf26b26b838d0718dca8352d1fb95e07d8,NG-ADM-000042,NG-ADM-CAND-000042,admbnd:nngla:e41ad934ed9921bbd32993a9ebed434874d1413d691d85736714885322bd377f,qualification:nngla:499c112e992dc389d6a3706117f5065adea742ae80bf165882c03b54b0caefd0,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:81f61f4b65fa1be24480c8229c4d4962333ca202ba1ae56318483f2711758161,NG-ADM-000043,NG-ADM-CAND-000043,admbnd:nngla:8c40d72e137aba9b02df2951ff85a679479a3591aa1832cc950ef39eeb81d857,qualification:nngla:d54377db14d42d55978b5b486fa383fa007af069e45df91a9985c54e37d4bf37,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:55358b95321a417f8942ecaed00a400e7bc949df39c9dac67aa446e070967deb,NG-ADM-000044,NG-ADM-CAND-000044,admbnd:nngla:a55a326262d447e3c8622a0277def0c46d750d7b4ca3af72fa8bbb62c36daae7,qualification:nngla:9c53707a580c6255b82e7971df4125dc1c7c8cd51133acd2e8dd6489c2df76e5,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:e2de0fd6ee6f4fa8e3c60b1c152005fb432374a8f8a03806a4365a4d962026c2,NG-ADM-000045,NG-ADM-CAND-000045,admbnd:nngla:7aa65e7d60d8f476c7da5fb667450000e1ecc02626463814f8177d1a500c646c,qualification:nngla:434e5c0a906f3db88f738518f47bdbaf93cfb5fefe0cf1b04d4392c5c0a5bbeb,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:3367ef0560838502af465121269db53d877db442912935a0c3ffc4f34a042bc2,NG-ADM-000046,NG-ADM-CAND-000046,admbnd:nngla:de9e1702c3639f1d35f4a950adefbec04d6d5c314a05471782f36e2154ddfa28,qualification:nngla:c3b67c68d2e06745dc9a1e42c563624e40391e7df53deb0ca9717637e3599940,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:fbf994e68fffc7b7fbf0fd4ad57242a6813c8c1cc6697acdff6a3f75301dcb48,NG-ADM-000047,NG-ADM-CAND-000047,admbnd:nngla:6012a730501657e564fb652eed09e45b18466dc3e73e7e4317e31aa0cba27cf9,qualification:nngla:c81f51cb9f077c46f67c4ee9698f23bfef058c2ade4fc12a30daf161898adee1,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:cf4ec49e9c16f68b01dd6c619371b70ed5e26ca2cb587f36f6e10c0788384f5d,NG-ADM-000048,NG-ADM-CAND-000048,admbnd:nngla:db69907ed0884793e3fb0c19c6375c4de64f5a08c9b430820a55fe151e9c1a23,qualification:nngla:f4f4db964fb82e4627be44660c101ad29c408717471c15f61970eb3ddffa11c9,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f291b71ea86260f5e891ccb8c29a295c20208548846a833116726bf9b0f877e7,NG-ADM-000049,NG-ADM-CAND-000049,admbnd:nngla:ac6bd36fde5be0f011ff93bd4b0009358b0993c41b9791d2c134d12d480e76e7,qualification:nngla:aae205c7de77c2855c364bd18e864f750c70b8411fcf00c27724520a3c8ce231,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:3b3a16b409e9f1570ffc7a13f8187b4a69d669838122589748373f3eac176d6c,NG-ADM-000050,NG-ADM-CAND-000050,admbnd:nngla:a16c9236d10bdadd50626370ab00643699179f49adf62ea1e57296856c63c25c,qualification:nngla:c03518cc150f706c5efe446bbe7758f72019a3ebe34a85e1b57b10a6c0f220b4,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:781bc2a20d1a061c4ea14887216549c99634370f5a17cc60e8e6974321d2a641,NG-ADM-000051,NG-ADM-CAND-000051,admbnd:nngla:d71ed1d02a00dc2a9385854629de3a7f93a263d7e34cf9da6469ffeb2c1edb03,qualification:nngla:3c1c821fddf27cc2bd6312721c545f5712c059a5e5c93a7748c8128da86fa3cc,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f389a660c9f1e350ba59d3d9de81df9db75c1f19ddef01ae303abbc69b170655,NG-ADM-000052,NG-ADM-CAND-000052,admbnd:nngla:f75a00b748f324094a71284509ca5ccd8f245ac9784d8e5562d67bb1e39bf411,qualification:nngla:be1f3d722f30a259c20b37cfed6b6bcea14b668bdbb5dc8a65acf75f1ee13a3e,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:7c2acdb50a2591d80d0859d06184d83b9828d8303c0fb3c5f4bad23439a23bd5,NG-ADM-000053,NG-ADM-CAND-000053,admbnd:nngla:720997674e15234414d75a321d9caa705eaf43192cd114f887275e1595acf082,qualification:nngla:5dc16d2617a41d8e6a205299020170b609a0d9b2279b4a33ffd6b3d3e016f2a7,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:292c9acb044cc11b26670df75e292c04f26e560bcb40440b2f995a7998cd6e80,NG-ADM-000054,NG-ADM-CAND-000054,admbnd:nngla:53d37dcb5dbb3a855cf7e3237d82d284134c36962daf90cf2f58ae79725b5596,qualification:nngla:dd4bc4e8a7897468b528c3ba59973fc02903b01a3679dd1006a02d0eb1d53f23,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:ef3bae6284563eea7877b69e4075ef7892c3a58772af29fc60bc5cdeecb5b158,NG-ADM-000055,NG-ADM-CAND-000055,admbnd:nngla:81ad10e4e230d198782890fd8d72bf694786cc1044aa220070235b01d4959f3f,qualification:nngla:53a29d95f69859cb5c70a4a4a470592ce47b714b8cfba780e9c491f136b613d5,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:9601384b51221b8ffe98a15765c582fed56a53aa8ed0ed7e0dc32b12c3461f3f,NG-ADM-000056,NG-ADM-CAND-000056,admbnd:nngla:b6fb2d272269dfde4687587185282a89bd899dc448b9875820c4f6f29e017d7f,qualification:nngla:c204adbe9bd5b28d8bd055edb1c188b173acfebcd989613f04e6b13b9e269439,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:423c4816623c540e7f45f810e78660f32d339d9427b9cd3ed5c315fbbebd128c,NG-ADM-000057,NG-ADM-CAND-000057,admbnd:nngla:ff9084b8571bc68cbb52a21ce695547a0341fa300f981fd9eb7e15b95e5ebc99,qualification:nngla:89d60e46b04c70a51d2de2a56eb23f5e31865fa0365aec776831de85f3ac177d,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:6c5db4150bdb063a61bc759f5b89ce38775e871f26f8a3827121f605cfc1dbcb,NG-ADM-000058,NG-ADM-CAND-000058,admbnd:nngla:490e031df3faf3e863dbd52e4263c7ebe6b3ca5b7b601734d3cbf4aaccc68d75,qualification:nngla:007c4a91d83f866e0928aa45858fe6867e2c9fb3e9b938c5d563c45ef3a0f66d,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:17470b626de86cd72698bae20d254bde3fe928a8591eb122f80aec5f84a131f8,NG-ADM-000059,NG-ADM-CAND-000059,admbnd:nngla:b9a94e14e7e83fe687f6b4a0f6a972dbefca7ebf23933a22705f957a41477bd8,qualification:nngla:b6520916f19771b49e024c0676352cdbeb54adfa35e2188ea2921a0940690d90,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:09572e2205f1359dc18f175d09cdd3bbe65cd07a67212967a92624087b74e30c,NG-ADM-000060,NG-ADM-CAND-000060,admbnd:nngla:e495cb8a7760216c5fdbbd29e702e1c80c6e0a9ba1f69931755f684c538cda14,qualification:nngla:09f2d11bfb959e4766d1759c5264934031b72cd9147a04d43e465472a3985029,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:db6d293c500a51db7ab69fcc4154c0b37bf270e611cfd737a44affbc2681ed4f,NG-ADM-000061,NG-ADM-CAND-000061,admbnd:nngla:92d3cad50de515f729f36e4774ec15c61a2ac2d9cab219dd0e6e59b32cf5e6cb,qualification:nngla:93a12afdf6580c823c11c2d54ec2fb78939f2879df9ff8a8010bdfc1498f7448,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d2da5466c08569301a8e0262ee713f8499636bd5d7992b69855a754ee27e19e3,NG-ADM-000062,NG-ADM-CAND-000062,admbnd:nngla:c848e27b43df975b8c68ce59ec0245815ce50a0c5bb80ebbcccafcdcdf8fc949,qualification:nngla:ad3354f7c4de0063d371cd8d086ac9bfe04b915bdc11a03f5e33ffb1c0d9cdaf,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:475deddf0332b2b677dcd34a7a467d39ab2071c3276970597787be048adb2997,NG-ADM-000063,NG-ADM-CAND-000063,admbnd:nngla:358fcec78743af9b466e2932d51e4cff9d9d5776bb24765d89cace1d80df0496,qualification:nngla:30003c0b509a978611c4091fb430c772258f77c237bba727cdee52e018f268b3,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:34d4208363167a3b26c56b0d15934ba1de8e1a6a97f87fdbd8dd2df7319eec58,NG-ADM-000064,NG-ADM-CAND-000064,admbnd:nngla:bae81e59642cda580d394d950497de0efe535422e3e9e73a0eea25347ae0d90c,qualification:nngla:0cd460a49973566346c7257b7ddd33185f73a885ffc63a4388c789f22462e915,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:be3f813b876419784ce9d271e384d7b5e8e5c7deea8f67265ecc5092840cdf1f,NG-ADM-000065,NG-ADM-CAND-000065,admbnd:nngla:4ae88f19923409e59413e85b11a0fad6a4f98d985bc6b27d951e39307c9e5652,qualification:nngla:82fc8de8e505d6aa6b2863ea1df902a828b6d281974da12cd30ff3fefdd4e5b4,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:b21c746630d9350bbc2ddfde144ab4a149f7da6cba69ec9548b062be5add4e65,NG-ADM-000066,NG-ADM-CAND-000066,admbnd:nngla:f738cf79465dd869b0923013446b5f84c548db86444c4b856cf46d86a8dd5b48,qualification:nngla:113bb4ce54ac766be52128da2687430044137ebf9665df2f168f2cbe5a32e3be,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:084ec6f3de29bf61f3d10d56fc3f85347dcab11a1713f60dd146126d4a4fca6f,NG-ADM-000067,NG-ADM-CAND-000067,admbnd:nngla:bb3865d4443ac80edf6677c4434fedc3702c7792fd472d561e1bd3df7f1c02f8,qualification:nngla:c918df540fca31b487a12d326c12d8d7e661af8bcae2f6217d3c73bbaf052a0f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:8bbe431f2465d2afdf4b20b18fad7bf3a3e790fd0e804c854514af65faef2eb6,NG-ADM-000068,NG-ADM-CAND-000068,admbnd:nngla:33daf3c140da5d7e5681dd768e6b36d6b9774b0d202c1201affeacf9d1ba423e,qualification:nngla:40d57df5a63b2898e77494b7f1499d9c87d59ac741b73b4db871175342506a5c,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:76afcebb4b4ec7379ac32093fe962ec319165b9be1709e079a65021e08a7be9b,NG-ADM-000069,NG-ADM-CAND-000069,admbnd:nngla:0b42cd1724f468adc13932b4f28bd707ade7590af932582189ce8e1557b8d0cf,qualification:nngla:057bd56fbf976d19f1059ff0be131e7501de43c89c5a35aa96cd5b2bdb413276,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:1c6afe71d375900f2992b15024d278b426b921457013357ec74bf9d6f3fe127d,NG-ADM-000070,NG-ADM-CAND-000070,admbnd:nngla:8f7bbae6950bf8940a40d270af5316b3d5b42eae140f2dc01274f747d88b37c2,qualification:nngla:223f0f7191b12b65366def8389a04c9a028e3cfc4f2fa89929d3f68e0b62894f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:2920e856eb80a108aea7ce05ce8ab66099523fc1147f4fb7e59a328e8d604f5d,NG-ADM-000071,NG-ADM-CAND-000071,admbnd:nngla:fa61917792cd190092b6d7f5bf9a4d4e2d5fe1fe5b5ef0cb7d3da55fdc875610,qualification:nngla:9802e65f1da3d225cc304dd039e5846af5131b3f01498072964437ae896fcfd2,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:61154e48e68af8ea4854f9073b9991c62dbe2b0fdf7b81123a70c37f4a06dd4b,NG-ADM-000072,NG-ADM-CAND-000072,admbnd:nngla:9d438c008c05e8e1e4b02e7c3de7f9b433a703985b1d356bda549cc21ee11a50,qualification:nngla:18722cbe52ffe1cbb18c2d35dc8d76a87f9f587fcf17d2333feaa3eccbdcb2e7,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:30ee88bc970b600a6318660b35de971555b0054c757777d845190e985903d4e0,NG-ADM-000073,NG-ADM-CAND-000073,admbnd:nngla:2f7e1ca45ab7e5c94c1d0c1517e4dcee86d4fa8928edd7e8307cf3c6673542b1,qualification:nngla:e9243027a2e8c299b20067e277ac2a77de04752d85f507d2649a64b128a67b03,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:549c0ea17fda01b96a101445ca30a72bf9e2027e8b68dd4e2e2e677c15bc0e73,NG-ADM-000074,NG-ADM-CAND-000074,admbnd:nngla:0e41a975291526895b14d6ca4d972b91653f5846a0f8029281be6d1f4decf9f6,qualification:nngla:758927ef4cc20c14db4596ddaccc83a0990ad237e6a89181d813f6c1ef37ed24,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:17b8f4001f8e7926aae57c1b008aa9c98f089faede041a8c4f775d7e7370f7bc,NG-ADM-000075,NG-ADM-CAND-000075,admbnd:nngla:25ec57c3aabf58f53796d76ebe7a2f8b8202299546a66d1a0df11190ae498cf7,qualification:nngla:27dc53eda0c7292e05f0053f4cb2a4f9731937098c5cb37e2267c670f1f1c1dd,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:5462c1fe716f2be16ccb8bf9d3bfb3922b13dba6c550f2b1c88412767fc7274f,NG-ADM-000076,NG-ADM-CAND-000076,admbnd:nngla:f5d9c169b42a42e1a401f38d7857a5f78b98a52a8a72226397743661df3292fb,qualification:nngla:a66755f7c2a629b7115c70fbecffe1e590f317412e063fcb39c0d8a9d1310f89,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:ca437e01a1c8ff0f0bd3c74b82a7dce1a63a2c5b14ee5cc7b5f420d4d3600107,NG-ADM-000077,NG-ADM-CAND-000077,admbnd:nngla:9d849eb7ff512a0aef339f44112ea3f39904f300460b26bf2cdab82c962c1455,qualification:nngla:534ff3c60e80f84d1d7e4ae353d8b7bbfec7b48f6d497487dc6ac77850627816,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:ccfc74176911437f96dd06cd2f3b4973e742e0a59a8a95d08bee12d5ca138f5a,NG-ADM-000078,NG-ADM-CAND-000078,admbnd:nngla:e40f3a590902af796e4a0a0c018b0c46ab4c21291ec26cf76c9dfad6ece5bc5c,qualification:nngla:688890b1c7bc67d46030663f3b2a0b30cc98dacf22d1b9be2fc9f58d164ee321,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d3c38cf52a59153696e723327a299d5937e82a868d714cdbd45fad64496040aa,NG-ADM-000079,NG-ADM-CAND-000079,admbnd:nngla:ef1bef30f73ba1545d4e81a98e470114686afb223ab120520e9dcb29ad511f64,qualification:nngla:b55f4000859c8e107ea602e69834e118ae6d01f3c1962345468c06e37125251c,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
