source_place_code,place_id,place_type_code,region_code,reference_point_status,reference_sovereign_part_id,supporting_spatial_point_id,footprint_status,footprint_candidate_id,point_only_reason,parent_spatial_evidence_status,parent_footprint_relation,sovereign_containment_status,geometry_identity_separation_status,administrative_legal_boundary_status,publication_status,overall_qualification_status
NGP-000080,NG-PLC-000080,MARKET_CENTRE,NGR-01,PASS,NG-SOV-PART-000001,NG-SPT-000630,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000081,NG-PLC-000081,MARKET_CENTRE,NGR-01,PASS,NG-SOV-PART-000001,NG-SPT-000631,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000082,NG-PLC-000082,MARKET_CENTRE,NGR-01,PASS,NG-SOV-PART-000001,NG-SPT-000595,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000083,NG-PLC-000083,MARKET_CENTRE,NGR-01,PASS,NG-SOV-PART-000001,NG-SPT-000661,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000084,NG-PLC-000084,INDUSTRIAL_ZONE,NGR-01,PASS,NG-SOV-PART-000001,NG-SPT-000629,PASS,placefootprint:nngla:92dfcd9e97298400a9f9827f684513adaa42c8cec81646ec03f575396b70ddd6,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000085,NG-PLC-000085,INDUSTRIAL_ZONE,NGR-01,PASS,NG-SOV-PART-000001,NG-SPT-000630,PASS,placefootprint:nngla:59ecbf2a98b838dc3403024603a4f52166e6ca90795c5fba81238d3100362cba,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000086,NG-PLC-000086,CITY,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:7de5c87b27e0bcde621b52d0ebb4da7abaa3aa2fe9baf92937492760f0003486,,NOT_APPLICABLE_ROOT,,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000087,NG-PLC-000087,MUNICIPALITY,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000832,PASS,placefootprint:nngla:9f0372dc2a3d46497415cd99d4417bdf7612e3732549afc7269716b5489daf1d,,NOT_APPLICABLE_ROOT,,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000088,NG-PLC-000088,MUNICIPALITY,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000796,PASS,placefootprint:nngla:29ed3812e97d6974e4c53b850742dd69c9484095b156f1cd6c6ca0a0b04566c6,,NOT_APPLICABLE_ROOT,,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000089,NG-PLC-000089,MUNICIPALITY,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,PASS,placefootprint:nngla:002f1081282916047e15bbdf14df17c18fdf7f84cee2355211ec7dad61896bbd,,NOT_APPLICABLE_ROOT,,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000090,NG-PLC-000090,CITY_DISTRICT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:aed5903d2079a954abb428f9c7c06da2634dcafd04bba88918c02443836856e8,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000091,NG-PLC-000091,CITY_DISTRICT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:ade4abca3130448325735acc36f6650242a758dca2dbb9b78de89e9110795ef6,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000092,NG-PLC-000092,CITY_DISTRICT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:ff5012cbfe661e7c8e9092dcb0ff2e9d051462942fe23894c4489d8c802c6aeb,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000093,NG-PLC-000093,CITY_DISTRICT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:e8a5cf93da16f8954ce801f59fd4d32411c2b99c1c96abd2d6b8a6348cbf3361,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000094,NG-PLC-000094,CITY_DISTRICT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:5f705c9a822f315cf5f671862a63907dc69fc9eb66c30269ac0adf493a7800a3,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000095,NG-PLC-000095,CITY_DISTRICT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:3b755f9e05c826c0245385e432f7c484bf857e64db8b0a1fe688204f69b9cf46,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000096,NG-PLC-000096,CITY_DISTRICT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:47bc06bc7f37f0980ee539214db1e315787770c3bb3f52c0fb3d0b62f69978be,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000097,NG-PLC-000097,CITY_DISTRICT,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:9fe81e94447b9fe69c8def1a9141fbd86bb34cb8e3141bd073ea29624d96cd0c,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000098,NG-PLC-000098,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:93daa83e9183447cdbd5a645b8a1c010425571b380d3c2f49a7cad9af412ba1e,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000099,NG-PLC-000099,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,PASS,placefootprint:nngla:0386eb842dd406bf8842326cbde381f7c59c86fd2044202212cc894342ca6afc,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000100,NG-PLC-000100,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:72981354e8545d2b76374f5d317a67cec7d8e9d05c2bc4e4c7ded3eac2ad6550,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000101,NG-PLC-000101,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:9ed6bdc157624cd773ffe221ab5d3f4463be7bd06db2ded71b9a4dab320cb446,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000102,NG-PLC-000102,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:a736da87646f966b97273dec1d2f0f600e2b7a905847a169b6943881e24bcf3c,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000103,NG-PLC-000103,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:c6f1c664982440eef246bcbe0108715b64b9f2117cf28fa8912a1f03dba769c8,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000104,NG-PLC-000104,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:a1805f03fa71059866d0f9b85a6a128d22c51fbb5df08188872d09ece8155fcc,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000105,NG-PLC-000105,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:cb3b3cc7c571c894b1b9f831f960db7ea1291028ff06ff77f0951917f5003b1b,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000106,NG-PLC-000106,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:e3ef0e56f9e45caf61fad4973e7b41a7ebadf30813e7745e29409cc72333f169,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000107,NG-PLC-000107,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:67cde94d42849bbbfd73e59a53fd208daba9183456174520237e32b001a013d7,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000108,NG-PLC-000108,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:61294e09587c1a625d37946f757feabf8d33162bbb9cc95f244d21e70c3cf099,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000109,NG-PLC-000109,SUBURB,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:599e1436038b106d3220fe5704fdc834e5b544140f24e114ded5ce02b1034d74,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000110,NG-PLC-000110,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000833,PASS,placefootprint:nngla:084c50eb54666e0c10202f50a9756923469c2ab85528b9c0c0b123b4126d37a0,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000111,NG-PLC-000111,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000866,PASS,placefootprint:nngla:b3206745a74ccadb347a8092266b3a0bdce2fc44311a682515d08ec463ce1a34,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000112,NG-PLC-000112,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000832,PASS,placefootprint:nngla:2fdc5d79d071c8fa6018b54390db23795a1d07cf486e36541cbea7a902cfe7e1,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000113,NG-PLC-000113,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000797,PASS,placefootprint:nngla:835a37f899bbef3998a6c99240ef1a786cafddc8f5345a0027065d08bc7825b3,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000114,NG-PLC-000114,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000832,PASS,placefootprint:nngla:9ccc04cd76a4da463c75115aeb5fcac021a2f34ac0205d9021880355c7d329ce,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000115,NG-PLC-000115,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,PASS,placefootprint:nngla:33cd9df72d7921576f92bac2bc16d233fd881b6578b4814f04c47dd169b9f1ce,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000116,NG-PLC-000116,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000761,PASS,placefootprint:nngla:dcf668be533382ed544aea0e6caf338c3dad2edd7fa2f1f7e346f3190c231dcf,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000117,NG-PLC-000117,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,PASS,placefootprint:nngla:6304f2c86ef4968e5b8193de887940a38c1c11ce40ad87c6f97ba44efb361737,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000118,NG-PLC-000118,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000761,PASS,placefootprint:nngla:a3cd13bc371d956759f61b07f592eaae979f092dca36c56ef8df1faf0570ba65,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000119,NG-PLC-000119,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,PASS,placefootprint:nngla:b0e92aaf89decf719216a3bea42d90f4c355c7e17078e2146dee698895df24ea,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000120,NG-PLC-000120,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,PASS,placefootprint:nngla:33fdce917f6e7f06fd2f43fa4a1a3ae3e5b944acdf22185174d0cf91b857abcc,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000121,NG-PLC-000121,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,PASS,placefootprint:nngla:b1ab2b88191938f75997653b8cd290a12ce2d5f2bdd13b08545cbc4769641861,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000122,NG-PLC-000122,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,PASS,placefootprint:nngla:ad7a0b66046f404b90cd931860a627550b42426755690549b0ae9a1d5ff84cf8,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000123,NG-PLC-000123,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-001929,PASS,placefootprint:nngla:905eaeff45de316c0075ec27b755cda3b84ee550bebddf5a94f87dace99e5508,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000124,NG-PLC-000124,TOWN,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000831,PASS,placefootprint:nngla:b9783ceac8cf476ec11fbf4ddc702d6c1bd1eec9d8fae95cef9412b0e768ac51,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000125,NG-PLC-000125,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000832,PASS,placefootprint:nngla:2e4f25a013818333db0ed3cffe48d292067a8d0c890c99f4871baf8d3b67e8b3,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000126,NG-PLC-000126,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000832,PASS,placefootprint:nngla:b4bad5a1a08c26638501e2ea56b1fbda39ae614c0a73fe7464ba99b4c1add898,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000127,NG-PLC-000127,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000832,PASS,placefootprint:nngla:803135440316f86f9962ec1c45fac8de17027fde8276cd2c3165b0aba17feb5a,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000128,NG-PLC-000128,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000761,PASS,placefootprint:nngla:ca62f9af9aa58572e41a9856f7b731ce390717f28c9d80c428f45054b45ee696,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000129,NG-PLC-000129,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000796,PASS,placefootprint:nngla:d100a39a1659aa62f59f702f87c230220863241806ddc7faf4eba793d7eb2d97,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000130,NG-PLC-000130,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000796,PASS,placefootprint:nngla:2f223d49b13a467fbbcd2f6af1ddcc46d46d695b1ba2788e24fcabacbaba73c7,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000131,NG-PLC-000131,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,PASS,placefootprint:nngla:45babe81a04012c68996234de27a07e35ab3bf9d76896bb14d762daf6ce65a89,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000132,NG-PLC-000132,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,PASS,placefootprint:nngla:926c77e384f9b7789639a0d4bb95411ad70ae0a5a58ac21e9b9b41f8633b642e,,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000133,NG-PLC-000133,TOWNSHIP,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,PASS,placefootprint:nngla:65755a86ce2704889f5967743460be6095fc9d5be7d0ec042f55e2e91de0b1dc,,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000134,NG-PLC-000134,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000833,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000135,NG-PLC-000135,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000797,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000136,NG-PLC-000136,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000866,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000137,NG-PLC-000137,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000866,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000138,NG-PLC-000138,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000832,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000139,NG-PLC-000139,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000833,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000140,NG-PLC-000140,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000797,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000141,NG-PLC-000141,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000796,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000142,NG-PLC-000142,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000833,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000143,NG-PLC-000143,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000833,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000144,NG-PLC-000144,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000145,NG-PLC-000145,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000146,NG-PLC-000146,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000761,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000147,NG-PLC-000147,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000761,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000148,NG-PLC-000148,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000149,NG-PLC-000149,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000150,NG-PLC-000150,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000761,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000151,NG-PLC-000151,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000761,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000152,NG-PLC-000152,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000153,NG-PLC-000153,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000154,NG-PLC-000154,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000155,NG-PLC-000155,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000795,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000156,NG-PLC-000156,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000829,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000157,NG-PLC-000157,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000158,NG-PLC-000158,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000864,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,WITHIN,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
NGP-000159,NG-PLC-000159,VILLAGE,NGR-02,PASS,NG-SOV-PART-000001,NG-SPT-000830,POINT_ONLY_EXPLICIT_EXCEPTION,,POINT_ONLY_NO_JUSTIFIED_SETTLEMENT_EXTENT,PASS,OUTSIDE,PASS,PASS,NOT_CREATED_BY_P006.7.11.10,NOT_PUBLISHED,PASS
