reference_candidate_id,source_place_code,place_id,canonical_name,place_type_code,region_code,parent_source_place_code,longitude,latitude,crs_code,sovereign_part_id,supporting_spatial_point_id,support_distance_m,placement_basis,geometry_role_code,geometry_reservation_key,geometry_id,geometry_id_state,spatial_assignment_status,outcome_status,exception_code,runtime_mode,runtime_effect_scope,publication_status,legal_boundary_status
placeref:nngla:dc162a1c6a5fa6ea81562ce8a03ad0043456ca5b3553a30b4b599c495726c100,NGP-000096,NG-PLC-000096,Northgate University District,CITY_DISTRICT,NGR-02,NGP-000086,34.354524000,3.420893000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,6123.000,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=CITY_DISTRICT:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000096,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:600d9dacaffa17773e1521377f2cf6211f83a8cc0c0a181933a8744c56408191,NGP-000097,NG-PLC-000097,Cloudline,CITY_DISTRICT,NGR-02,NGP-000086,34.371543000,3.401280000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,8039.147,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=CITY_DISTRICT:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000097,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:0db8e79f5357e5faa3c00afa2efd1ccf6de3a2514beaf3934c5c2094b1e2fbe4,NGP-000098,NG-PLC-000098,Pineglass,SUBURB,NGR-02,NGP-000086,34.214282000,3.384856000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,9999.998,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000098,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:2da513a2b507e98dbd704d09178c95967fe1a26ad250bf16a06b03180cf6b1b9,NGP-000099,NG-PLC-000099,Heather Vale,SUBURB,NGR-02,NGP-000086,34.079411000,3.409132000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000830,22137.474,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000830,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000099,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:23f28de9b908f3ae4303714b48bb736721978b4fc3b2209d09c6d13ed625d189,NGP-000100,NG-PLC-000100,Slate Gardens,SUBURB,NGR-02,NGP-000086,34.300048000,3.298180000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,12715.492,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000100,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:21e79ca2e4cf0a29b17d1c3b1d4d3f64abf7b8036dae45b27eff0693c07b9bed,NGP-000101,NG-PLC-000101,Frostmere,SUBURB,NGR-02,NGP-000086,34.304061000,3.558219000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,16205.836,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000101,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:8ec476175bbe1a33fa39825038c11158ffce153a480ce754920c14bc8f41d007,NGP-000102,NG-PLC-000102,New Albion,SUBURB,NGR-02,NGP-000086,34.267299000,3.328735000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,9999.995,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=1:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000102,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:ad81958a43e1fb72f80d98305d9f5986683791b672e93b1108edf6d4278d5479,NGP-000103,NG-PLC-000103,Kaelor Heights,SUBURB,NGR-02,NGP-000086,34.142870000,3.270439000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,23534.682,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000103,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:a3c1cbf35df885318802040154f1b895eaccafb8c616ea36e6bf1d6956860d0c,NGP-000104,NG-PLC-000104,Bramble Court,SUBURB,NGR-02,NGP-000086,34.402857000,3.351954000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,13256.279,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000104,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:7b972e208d3228a1262b11499960d87ba7d5bcc5c65e10bfab0addab72bb4662,NGP-000105,NG-PLC-000105,St. Arden,SUBURB,NGR-02,NGP-000086,34.312385000,3.241401000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,19078.637,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000105,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:d6044326b30cc1cf6493d8954cb2cd80c3b8a396ef35a025bd564ff010b5bd5a,NGP-000106,NG-PLC-000106,Maple Rise,SUBURB,NGR-02,NGP-000086,34.430113000,3.519728000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,18725.157,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000106,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:12a6de6183a3913f37684e0834cb8fd5b53dda87f215c1bd366bf4e3ad2a9b3d,NGP-000107,NG-PLC-000107,Aelwood,SUBURB,NGR-02,NGP-000086,34.476822000,3.396939000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,19703.478,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000107,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:43ef0e584ece143e07dd810ef479c71641b0ea0f44396c93fb0cadd2c0f2070a,NGP-000108,NG-PLC-000108,Ridgewater,SUBURB,NGR-02,NGP-000086,34.210035000,3.407767000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,10000.004,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=1:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000108,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:91263f75c22fae9c42eb160897cc0e668014716864b1f33f3ee737e03580e204,NGP-000109,NG-PLC-000109,Windward Heath,SUBURB,NGR-02,NGP-000086,34.257258000,3.213315000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,22654.503,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000086:POLICY=SUBURB:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000109,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:b1cd530b64dd7bdb8c39cca57e9ae54ded2ebaff755f8b4c27c08fda7273e2d5,NGP-000110,NG-PLC-000110,Aelgrove,TOWN,NGR-02,NGP-000087,34.984247000,3.252922000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000833,24777.465,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000087:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000833,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000110,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:a4eaa8ac3f00deea73df4d284e7e700aebe0f0b0435c8fa8c3eb3fa055a93939,NGP-000111,NG-PLC-000111,Kaedur,TOWN,NGR-02,NGP-000087,34.741098000,3.749528000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000866,9521.968,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000087:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000866,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000111,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:d6c74c36fe54b540fbb6f9b7c7b322de409816bfcf76d2c8df77dd42ae30df1d,NGP-000112,NG-PLC-000112,Østmark,TOWN,NGR-02,NGP-000087,34.911015000,3.342683000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000832,22580.843,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000087:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000832,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000112,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:90824b0ac2271ecc3ecf2ce6666a5065c68252071028e1c869bcc14dd8fb2744,NGP-000113,NG-PLC-000113,Valekirk,TOWN,NGR-02,NGP-000087,34.516279000,3.136699000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000797,27724.713,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000087:POLICY=TOWN:ATTEMPT=1:SUPPORT=NG-SPT-000797,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000113,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:ef50ec5f40f5f20749c0f3a19313e65aa9a97aea0b2e6605c8aad7d8655ab1ad,NGP-000114,NG-PLC-000114,Snowmere,TOWN,NGR-02,NGP-000087,34.857105000,3.521022000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000832,19419.037,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000087:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000832,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000114,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:8aa7b2cfedb6e4312d7f665fb98830f0c89074cc96634f34e4e69b164f74478c,NGP-000115,NG-PLC-000115,Frostholm,TOWN,NGR-02,NGP-000088,33.985864000,2.988536000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000795,11763.924,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000088:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000795,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000115,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:de2f89ba901fd400378c7821aa8012f59fc8206cbf8d398ad2f30a20515553e7,NGP-000116,NG-PLC-000116,Trossfell,TOWN,NGR-02,NGP-000088,34.383258000,2.653056000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000761,12872.454,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000088:POLICY=TOWN:ATTEMPT=1:SUPPORT=NG-SPT-000761,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000116,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:92dcf793c17849278bc2428aa4430f3d0c32ee1c2760d51a2f8904d1abd80c92,NGP-000117,NG-PLC-000117,Birchpass,TOWN,NGR-02,NGP-000088,33.983911000,3.216031000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000830,24707.945,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000088:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000830,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000117,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:ff533b6ad51aa2d8dc85b25bcd2ed6ac722c8016a70229edf1d043e232143af0,NGP-000118,NG-PLC-000118,Ravencrag,TOWN,NGR-02,NGP-000088,34.098408000,2.771556000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000761,31482.374,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000088:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000761,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000118,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:b1201ea84e39577e96be9070b43951d0b2ab8a6f6f9da55799e8ac64491c65df,NGP-000119,NG-PLC-000119,Highmere,TOWN,NGR-02,NGP-000088,34.061676000,3.182506000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000795,29208.585,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000088:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000795,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000119,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:1dc7fca48a2156592f282d65a0ca0ea9915968a02a9981d359d4b5f9087afd07,NGP-000120,NG-PLC-000120,Cedarwick,TOWN,NGR-02,NGP-000089,33.902790000,2.964776000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000795,3991.319,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000089:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000795,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000120,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:ed2098921fde83299ddc3be572c086fd86ffedff6bf58ea482178f28837d7c57,NGP-000121,NG-PLC-000121,Bellpine,TOWN,NGR-02,NGP-000089,33.706382000,3.367366000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000830,19915.368,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000089:POLICY=TOWN:ATTEMPT=1:SUPPORT=NG-SPT-000830,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000121,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:453231e71980f2aaa1859f1f6e98a14392719236cfcdfaf4e074d41a4e51fb46,NGP-000122,NG-PLC-000122,Glenvar,TOWN,NGR-02,NGP-000089,33.862705000,3.568286000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000830,17425.020,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000089:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000830,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000122,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:abed3da2faca48bf1e9f98039b4a2a6f8a9b2a5a19ba07bcbba8e6d26a65f74c,NGP-000123,NG-PLC-000123,Moorsend,TOWN,NGR-02,NGP-000089,33.628564000,3.008246000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-001929,17546.490,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000089:POLICY=TOWN:ATTEMPT=1:SUPPORT=NG-SPT-001929,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000123,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:62adf3c3f08f060e76399f2acc3a969d69c577c579f1a4c9190ad73c2b30bdcd,NGP-000124,NG-PLC-000124,Ferncross,TOWN,NGR-02,NGP-000089,34.123373000,3.333559000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000831,21482.817,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000089:POLICY=TOWN:ATTEMPT=0:SUPPORT=NG-SPT-000831,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000124,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:905d4d4b3889d465b1ccd3ca8c5096129621dfeeac8da0b306fefe17276f6db8,NGP-000125,NG-PLC-000125,Lower Caelith,TOWNSHIP,NGR-02,NGP-000087,34.610825000,3.477913000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000832,14131.263,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000087:POLICY=TOWNSHIP:ATTEMPT=0:SUPPORT=NG-SPT-000832,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000125,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:4904f653b8cc5ea9c7d0afe3ecd71fb5593505d5c35bc021ac2f3b05c6289d9e,NGP-000126,NG-PLC-000126,Glen Kael,TOWNSHIP,NGR-02,NGP-000087,34.798543000,3.347270000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000832,11343.435,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000087:POLICY=TOWNSHIP:ATTEMPT=0:SUPPORT=NG-SPT-000832,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000126,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:c5f7df0abe0747dfd130eea1febac27651a65c661155312d41a00ded31c8d272,NGP-000127,NG-PLC-000127,Passfield,TOWNSHIP,NGR-02,NGP-000087,34.687604000,3.535304000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000832,14117.119,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000087:POLICY=TOWNSHIP:ATTEMPT=1:SUPPORT=NG-SPT-000832,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000127,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:d62039b594ab817b92e34c769c3956671e87f24d3e272523f92ee485528e4f7a,NGP-000128,NG-PLC-000128,South Skeldrun,TOWNSHIP,NGR-02,NGP-000088,34.184870000,2.752306000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000761,23730.353,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000088:POLICY=TOWNSHIP:ATTEMPT=0:SUPPORT=NG-SPT-000761,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000128,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:b02da82a29e6249a325b710a7b7c5b0e5e6f8a5ccc3854fa3a1306810ec19e90,NGP-000129,NG-PLC-000129,Icebrook,TOWNSHIP,NGR-02,NGP-000088,34.362274000,2.800595000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000796,22435.062,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000088:POLICY=TOWNSHIP:ATTEMPT=0:SUPPORT=NG-SPT-000796,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000129,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:3a31c3a9b0be0813efbf02bc474c492d3a0c4adaa2e43614313b916b2236af46,NGP-000130,NG-PLC-000130,Mill Crag,TOWNSHIP,NGR-02,NGP-000088,34.418707000,2.983549000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000796,13219.488,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000088:POLICY=TOWNSHIP:ATTEMPT=0:SUPPORT=NG-SPT-000796,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000130,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
placeref:nngla:dee5a288e5151d4dcdf306a5fe074ec4cdecdb9490de5766040eb361ccf71169,NGP-000131,NG-PLC-000131,East Pinebarrow,TOWNSHIP,NGR-02,NGP-000089,33.770480000,3.136517000,NG-CRS-EPSG4326,NG-SOV-PART-000001,NG-SPT-000795,20105.022,DETERMINISTIC_PARENT_ORBIT:PARENT=NG-PLC-000089:POLICY=TOWNSHIP:ATTEMPT=1:SUPPORT=NG-SPT-000795,PLACE_REFERENCE_POINT,p006.7.11.10:place-reference:NG-PLC-000131,,PENDING_GOVERNED_LIVE_RESERVATION,QUALIFIED_PENDING_LIVE_ASSOCIATION,QUALIFIED,,production,SHARED_REFERENCE,NOT_PUBLISHED,NOT_ADMINISTRATIVE_OR_LEGAL_BOUNDARY
