subject_id,record_family,display_name,geometry_reference,naming_status,lifecycle_status,spatial_status,geometry_publication_status
NG-PLC-000198,PLACE,Meadowrun,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000199,PLACE,Grainford,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000200,PLACE,Solhaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000201,PLACE,Amberfield,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000202,PLACE,Kestrel,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000203,PLACE,Windcross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000204,PLACE,Talewood,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000205,PLACE,Broadacre,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000206,PLACE,Eastbarrow,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000207,PLACE,Solvek,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000208,PLACE,Ashkar,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000209,PLACE,Harrowfield,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000210,PLACE,Cidergate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000211,PLACE,Westervale,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000212,PLACE,Vondel Junction,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000213,PLACE,Meadow Junction,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000214,PLACE,Grainview,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000215,PLACE,Kestrel East,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000216,PLACE,Windmill Row,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000217,PLACE,Broadacre South,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000218,PLACE,Solmere Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000219,PLACE,Ashkar Cross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000220,PLACE,Cider Station,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000221,PLACE,Lower Vondel,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000222,PLACE,Vondel Fields,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000223,PLACE,Upper Meadowrun,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000224,PLACE,Meadowrun Grove,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000225,PLACE,East Grainford,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000226,PLACE,Grainford Farm,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000227,PLACE,Old Solhaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000228,PLACE,Solhaven Cross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000229,PLACE,South Amberfield,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000230,PLACE,Amberfield Plain,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000231,PLACE,Kestrel Orchard,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000232,PLACE,Kestrel Mill,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000233,PLACE,North Windcross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000234,PLACE,Windcross Acres,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000235,PLACE,Talewood Meadow,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000236,PLACE,Talewood Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000237,PLACE,West Broadacre,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000238,PLACE,Broadacre Granary,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000239,PLACE,Eastbarrow Ridge,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000240,PLACE,Eastbarrow Silo,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000241,PLACE,Lower Solvek,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000242,PLACE,Solvek Brook,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000243,PLACE,Ashkar Vineyard,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000244,PLACE,Ashkar Lane,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000245,PLACE,Upper Harrowfield,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000246,PLACE,Harrowfield Homestead,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000247,PLACE,Cidergate Cider Field,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000248,PLACE,Cidergate Hill,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000249,PLACE,Westervale Vale,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000250,PLACE,Westervale Station,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000251,PLACE,Harvest Cross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000252,PLACE,Millers' Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000253,PLACE,Kestrel Market,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000254,PLACE,Orchard Exchange,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000255,PLACE,Old Silo,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000256,PLACE,Vondara AgroTech Park,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000257,PLACE,Kestrel Freight Estate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000258,PLACE,Silvermere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000259,PLACE,Nyandor,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000260,PLACE,Reedhaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000261,PLACE,Lakemarch,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000262,PLACE,Silvermere Central,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000263,PLACE,Lakefront Exchange,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000264,PLACE,Reedbank Ward,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000265,PLACE,Canal Quarter,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000266,PLACE,Old Ferry,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000267,PLACE,Civic Isles,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000268,PLACE,Museum Reach,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000269,PLACE,West Quays,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000270,PLACE,Bluewater,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000271,PLACE,Nyarin Gardens,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000272,PLACE,Heron Park,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000273,PLACE,Willowmere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000274,PLACE,Canalview,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000275,PLACE,Lakeside North,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000276,PLACE,Pearlbank,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000277,PLACE,Mistral Court,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000278,PLACE,Fenwick,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000279,PLACE,Riverglass,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000280,PLACE,New Delft,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000281,PLACE,Sedgefield,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000282,PLACE,Nyarin,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000283,PLACE,Nyondar,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000284,PLACE,Nyavora,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000285,PLACE,Osprey Bend,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000286,PLACE,Pelican Reach,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000287,PLACE,Fenmere,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000288,PLACE,Lotus Ford,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000289,PLACE,Rivermist,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000290,PLACE,Heronfall,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000291,PLACE,Delftwater,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000292,PLACE,Bluehaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000293,PLACE,Lowwater,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000294,PLACE,Canalford,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000295,PLACE,Brinewell,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000296,PLACE,Willow Quay,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000297,PLACE,Nyandor Landing,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000298,PLACE,Reedline,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000299,PLACE,Nyan Cross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000300,PLACE,South Reedhaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000301,PLACE,Lotus Junction,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000302,PLACE,Heron Steps,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000303,PLACE,Lakemarch East,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000304,PLACE,Lowwater Bend,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000305,PLACE,Canal End,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000306,PLACE,Upper Nyarin,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000307,PLACE,Nyarin Landing,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000308,PLACE,Lower Nyondar,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000309,PLACE,Nyondar Reed,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000310,PLACE,Old Nyavora,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000311,PLACE,Nyavora Bank,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000312,PLACE,East Osprey Bend,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000313,PLACE,Osprey Bend Ford,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000314,PLACE,South Pelican Reach,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000315,PLACE,Pelican Reach Marsh,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000316,PLACE,Fenmere Fen,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000317,PLACE,Fenmere Pools,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000318,PLACE,North Lotus Ford,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000319,PLACE,Lotus Ford Channel,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000320,PLACE,Rivermist Water,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000321,PLACE,Rivermist Bend,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000322,PLACE,West Heronfall,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000323,PLACE,Heronfall Wetlands,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000324,PLACE,Delftwater Bay,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000325,PLACE,Delftwater Shoal,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000326,PLACE,Upper Bluehaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000327,PLACE,Bluehaven Creek,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000328,PLACE,Lowwater Lagoon,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000329,PLACE,Lowwater Bank,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000330,PLACE,Lower Canalford,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000331,PLACE,Canalford Ferry,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000332,PLACE,Brinewell Springs,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000333,PLACE,Brinewell Quay,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000334,PLACE,Willow Quay Gardens,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000335,PLACE,Willow Quay Reach,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000336,PLACE,Fisher's Bell,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000337,PLACE,Reed Market,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000338,PLACE,Ferry Cross,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000339,PLACE,Lotus Exchange,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000340,PLACE,Basin Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000341,PLACE,Lakeport Works,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000342,PLACE,Reedbank Cold-Chain Park,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000343,PLACE,Lotus Shore,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000344,PLACE,Mirror Lake,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000345,PLACE,Heron Isle,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000346,PLACE,Tekharo,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000347,PLACE,Canopy Reach,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000348,PLACE,Ashara,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000349,PLACE,Mossbridge,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000350,PLACE,Tekharo Central,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000351,PLACE,Canopy Exchange,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000352,PLACE,Research Grove,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000353,PLACE,River Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000354,PLACE,Old Timber,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000355,PLACE,Botanical Ward,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000356,PLACE,East Tram,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000357,PLACE,Rainmarket,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000358,PLACE,Fernhaven,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000359,PLACE,Ashtek Gardens,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000360,PLACE,Mossvale,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000361,PLACE,Greenvault,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000362,PLACE,Orchid Rise,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000363,PLACE,New Kyoto,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000364,PLACE,Vinebridge,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000365,PLACE,Cedar Mist,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000366,PLACE,Tekkan Heights,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000367,PLACE,Rainshadow,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000368,PLACE,Brookmoss,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000369,PLACE,Lantern Grove,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000370,PLACE,Fernfall,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000371,PLACE,Rainsong,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000372,PLACE,Cedar Run,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000373,PLACE,Canopy Ford,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000374,PLACE,Jadefall,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000375,PLACE,Tekkena,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000376,PLACE,Ashvale,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000377,PLACE,Riverbloom,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000378,PLACE,Marula Gate,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000379,PLACE,Nembri,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000380,PLACE,Mosswick,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000381,PLACE,Brookfern,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000382,PLACE,Wildorchid,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000383,PLACE,Greenmantle,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000384,PLACE,Timberwell,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000385,PLACE,Canopy Lower,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000386,PLACE,Rainsong Junction,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000387,PLACE,Cedar Clearing,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000388,PLACE,Ashara East,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000389,PLACE,Tekkan Row,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000390,PLACE,Marula Crossing,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000391,PLACE,Mossbridge South,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000392,PLACE,Fernline,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000393,PLACE,Timber Camp,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
NG-PLC-000394,PLACE,Upper Fernfall,,PROPOSED,QUALIFIED_PENDING_LIVE_ASSOCIATION,,NOT_PUBLISHED
