coordinate_occurrence_id,source_file_id,source_record_id,parent_object_type,parent_object_id,geometry_role,ring_id,vertex_sequence,source_longitude_text,source_latitude_text,source_longitude_numeric,source_latitude_numeric,crs_source_code,source_version
coordocc:nngla:670a3737142a71ff3f79c2cc919a71bed466ac97d41e26266354a7117512e818,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000337,REFERENCE_CENTRE,,,31.36,-2.467467,31.36,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:df13a39adc22a94f1a4439ecd2ae1c974f75b6417036d48824a073fa8fa1eea8,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000338,REFERENCE_CENTRE,,,31.78,-2.467467,31.78,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:13667d8b55bf8c5207ed85f7cf50abf4b30c619dd6a864acf3ced347239e67e9,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000339,REFERENCE_CENTRE,,,32.2,-2.467467,32.2,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:600d06873be02cc28b4b7c7b81ba41ee5793b1ca08da3002ee862082c11064b2,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000340,REFERENCE_CENTRE,,,32.62,-2.467467,32.62,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:5237178bffb7b303e36f2d261041975d3d83d1f4a28b36a32740177e05f226a6,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000341,REFERENCE_CENTRE,,,33.04,-2.467467,33.04,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:e3edcd02c5b7e3b73eddf08c6a632f0376d4313eaf07ff637573e069e852b861,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000342,REFERENCE_CENTRE,,,33.46,-2.467467,33.46,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:ba785fbde3aff09beac4ee5ce87fec421104ecb643d30139f1f860f7f927b85c,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000343,REFERENCE_CENTRE,,,33.88,-2.467467,33.88,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:9c73a05acd35f3fd280ac39e41e60fc1d0f037a9e3c2b80d7f6910fda7a1d959,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000344,REFERENCE_CENTRE,,,34.3,-2.467467,34.3,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:532591e6ce871a8e58762b3672101257fd8218d6214eaa8e234cce0234bce93e,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000345,REFERENCE_CENTRE,,,34.72,-2.467467,34.72,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:e31d55e31f339ae4391b9e460b0e3c2829365ab3afd21c9f931e914e15e92992,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000346,REFERENCE_CENTRE,,,35.14,-2.467467,35.14,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:4fd1be1731bbc695ad4142cc9a0683d3b4818583c3c2b72a89e759cb837dbe95,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000347,REFERENCE_CENTRE,,,35.56,-2.467467,35.56,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:5b5987edb0c5810ca80b8a9b513291f081e68e65e80df2028082ed7bb5c478ef,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000348,REFERENCE_CENTRE,,,35.98,-2.467467,35.98,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:8ca68b5a2ae73371a15561619e908f920aded03ac073b61a80029eedd3a965df,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000349,REFERENCE_CENTRE,,,36.4,-2.467467,36.4,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:05d66f74813fcb17033f4200e49ccc66d4c5429bc93b3fabcefc6424e5cf1f7a,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000350,REFERENCE_CENTRE,,,36.82,-2.467467,36.82,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:f4257dc64512bc4bd56d028af8e99041c7e7bbfb80f64f8fc5323daa65570f97,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000351,REFERENCE_CENTRE,,,37.24,-2.467467,37.24,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:17aae86cc4d1046c245b08d7482e45024c4599871cbf4848c1684298bbe81bda,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000352,REFERENCE_CENTRE,,,37.66,-2.467467,37.66,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:2e01d5f1992dc417c97a9f3cb06f7c381899dcc9cdae7a9f9ecb9b994b2171b7,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000353,REFERENCE_CENTRE,,,38.08,-2.467467,38.08,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:c8121b16b5d767b5367872174332e6023f77e16aa3e1c04abd194e955f187b65,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000354,REFERENCE_CENTRE,,,38.5,-2.467467,38.5,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:75977105de1b15f71028a514786af33a21c9d9862206eb81907ebcee067c7bad,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000355,REFERENCE_CENTRE,,,38.92,-2.467467,38.92,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:3845e59004d2778aaf4fb040d3c06eb29e0a73e188a8eefa6b62766156e113da,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000356,REFERENCE_CENTRE,,,39.34,-2.467467,39.34,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:bb4b359d379825fc72e56d252a997f779835fdd8827297f65a79d76febfb3542,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000357,REFERENCE_CENTRE,,,39.76,-2.467467,39.76,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:fcf808e1bdf1b08dd192892529b039f27a886615b8268d58da3553a6966bde71,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000358,REFERENCE_CENTRE,,,40.18,-2.467467,40.18,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:75170d244f4ca3cb90094b8eb51d02a6c71ea78e4fa3f58724898e9e1f67dc27,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000359,REFERENCE_CENTRE,,,40.6,-2.467467,40.6,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:732b18446743b711e67cbe6588316456e3fc2811febb77e55a9954188283b8c0,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000360,REFERENCE_CENTRE,,,41.02,-2.467467,41.02,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:07626db719c92d73ddf36ae086c1b2a305a5351e77ed74bcca93dd3657a40973,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000361,REFERENCE_CENTRE,,,41.44,-2.467467,41.44,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:796a61633efbceec4530c9b480bb1f1789ffadcfbe8d56ea06eefa0944f1ce35,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000362,REFERENCE_CENTRE,,,41.86,-2.467467,41.86,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:1703bff9d9612e52aa13d95de0ffad152bbe4761980790a7a175ef86f5ea44e4,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000363,REFERENCE_CENTRE,,,42.28,-2.467467,42.28,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:e854f01d466f0ef86752ff509cdb2689fea3afdc1aa31a57d83e26f8c5d75050,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000364,REFERENCE_CENTRE,,,42.7,-2.467467,42.7,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:d2470f1020255a84ca1a09264fc3bac9c0724ce0f8ad9518ab8da835bb439268,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000365,REFERENCE_CENTRE,,,43.12,-2.467467,43.12,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:82b4cd39c71995abb1c428b6e95e8e7a5176813c23b2ce93183272222dc7d58d,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000366,REFERENCE_CENTRE,,,43.54,-2.467467,43.54,-2.467467,UNDECLARED_IN_ROW,1
coordocc:nngla:a861e3d8a86db816c819012e4b233deb5084cce6d476d7462f22db7945e448ff,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000367,REFERENCE_CENTRE,,,29.26,-2.047467,29.26,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:440c53133a3e091e26bdc61394de8bde713e1c06c83897cde6186f78d86f08d6,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000368,REFERENCE_CENTRE,,,29.68,-2.047467,29.68,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:9b3229505e45991f0f46c5ffd2c5dd63bfae95dc5ce1c51633c1a9882b2f1eb2,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000369,REFERENCE_CENTRE,,,30.1,-2.047467,30.1,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:5d4e21ae64b6e4f36f7bca017a2a5e9091be65c747a61b321d8a0493fed4b2ab,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000370,REFERENCE_CENTRE,,,30.52,-2.047467,30.52,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:bf7cee096b03d9fd76183a7ea325e2aac3726f3c2d39fba641a6d649d57a6286,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000371,REFERENCE_CENTRE,,,30.94,-2.047467,30.94,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:1771ac32987ee98b151b8d3cc7b80d6ad829018f940d5488ba700bfcebc0c651,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000372,REFERENCE_CENTRE,,,31.36,-2.047467,31.36,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:734b90cb40dfc52c0cbe68eb73eb31c8b6eebcd2d8da93f7129b1e357452b35a,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000373,REFERENCE_CENTRE,,,31.78,-2.047467,31.78,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:f555a622d8e7f8e2681f674ee78f7b1dece54b02aaa5cc632d38bdc68f583017,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000374,REFERENCE_CENTRE,,,32.2,-2.047467,32.2,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:f82e8a7b52b6e2fb30e2c91706ad4d357d3b6664e9cbf107bc8aa1c9bac6cc77,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000375,REFERENCE_CENTRE,,,32.62,-2.047467,32.62,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:aae7a07f6d632f222c1f171fd395d6cf2d2428e8ac2d774a827e58db54e1272d,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000376,REFERENCE_CENTRE,,,33.04,-2.047467,33.04,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:b19dd5424c8fa18ad98137c940da6f3d3394ec2ee9fe6cc7cbfcb017880ba9c3,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000377,REFERENCE_CENTRE,,,33.46,-2.047467,33.46,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:48c9389495a435f517dbc941a5fe5baa6a450d12965c37b3d4653afee297eaf5,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000378,REFERENCE_CENTRE,,,33.88,-2.047467,33.88,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:7110fff21b07c8e3a7c08ad7eb56102f3ac532099823f67d37777bd611a72b68,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000379,REFERENCE_CENTRE,,,34.3,-2.047467,34.3,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:0b2921b4c4c4e6a43a226ea21ea1ff6d9891e29fe183aa3728fb2168e5548842,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000380,REFERENCE_CENTRE,,,34.72,-2.047467,34.72,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:40def054ebe2137feb2d803a84ac0965673727b25062e63487296670072eb1df,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000381,REFERENCE_CENTRE,,,35.14,-2.047467,35.14,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:38e3166dd8b03027087214b3fdc70c9de24da497d113f1204691d08ecb31e4ad,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000382,REFERENCE_CENTRE,,,35.56,-2.047467,35.56,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:88aebdcd400a2960b1ca7e57ef4daf310cd57b370d94a3449cbf3a8a9d229cf7,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000383,REFERENCE_CENTRE,,,35.98,-2.047467,35.98,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:c3de1fa1e7c9802ade4a6c7b3861f4d507353beeef40a1f1417c2c05d065474f,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000384,REFERENCE_CENTRE,,,36.4,-2.047467,36.4,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:8102bf484573386b3eb72034c45ad95af340a2d2f9845097f71250530eef58d9,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000385,REFERENCE_CENTRE,,,36.82,-2.047467,36.82,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:9251a1f45abfa4ee41698f5daf9b5b08e0ae64beef2767c084c0e489b3bb42a0,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000386,REFERENCE_CENTRE,,,37.24,-2.047467,37.24,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:db3bacab4fc36a9bdb3575ea4035e434f01f6c311c2cc7786b69d7280f6d816c,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000387,REFERENCE_CENTRE,,,37.66,-2.047467,37.66,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:c4e661a3c21dfe8d799a753e3755f2de65ba32dc6872fbb813907c73c1095138,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000388,REFERENCE_CENTRE,,,38.08,-2.047467,38.08,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:0e2e68f0232fe04e47c06f1db11f47209583172cef666386c8078366433cae68,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000389,REFERENCE_CENTRE,,,38.5,-2.047467,38.5,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:ff6a8116ccf4619e6ae8409de274d3ecff80f029b204e277f8ea5788c788b81b,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000390,REFERENCE_CENTRE,,,38.92,-2.047467,38.92,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:c0dd1646399a8ee3745bc8876599eac648d9d46e4fa06ed0a6283eb1b267a468,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000391,REFERENCE_CENTRE,,,39.34,-2.047467,39.34,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:e816493651aa1f20fbb8d3d216633ab98f70fc4330cdee684554c122042b6914,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000392,REFERENCE_CENTRE,,,39.76,-2.047467,39.76,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:a77a0a6dabbadeecade95b1fab4c561acc9408613e04f1f791773658d13d0940,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000393,REFERENCE_CENTRE,,,40.18,-2.047467,40.18,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:d14dbc014be9a31ab02e38a41b38f618bf501ada81631095fbf630ef80fd914a,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000394,REFERENCE_CENTRE,,,40.6,-2.047467,40.6,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:d3494759cae394acf33514b5ed2a381a00b0271f57107cbb3a57bd026e9880db,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000395,REFERENCE_CENTRE,,,41.02,-2.047467,41.02,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:af6adb650f514d70d0eec7b7f1fce02916677db4dca2978b404b7b3bf37857cb,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000396,REFERENCE_CENTRE,,,41.44,-2.047467,41.44,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:c24e0c6a3bb4cfa92d44da3abd87aac5ccc2a28184582a7d8280978894599f0a,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000397,REFERENCE_CENTRE,,,41.86,-2.047467,41.86,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:2ab43d8d018b5564f3d1ca1ae49ef00763f6e893f490dae52fcffbd7e88beada,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000398,REFERENCE_CENTRE,,,42.28,-2.047467,42.28,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:24eca56f26bf9e4deadbcb31ecd5f021847e1f5e2190771d827bda028323f7f8,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000399,REFERENCE_CENTRE,,,42.7,-2.047467,42.7,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:1dcc01c0e3e8507d5a021e2ba51abbeec85cc28d31c648d6fb272ccae18bbf3c,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000400,REFERENCE_CENTRE,,,43.12,-2.047467,43.12,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:668e48f782183d0975ed43f8458e31b39cf4c7d3dee18977866d22b16a251c9c,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000401,REFERENCE_CENTRE,,,43.54,-2.047467,43.54,-2.047467,UNDECLARED_IN_ROW,1
coordocc:nngla:949bd2f2b2394d2d35c3787344eafed5df3ef6e78dbbeea03c497383e90a05a6,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000402,REFERENCE_CENTRE,,,29.26,-1.627467,29.26,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:11808a503c8d5e9f0a655ca0a44f3075fda061215bfe49276a1c32dcd5c50b72,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000403,REFERENCE_CENTRE,,,29.68,-1.627467,29.68,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:6419aff7b328f75a6e632ff934697e6f3fc621655043a741e55b84267ac80812,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000404,REFERENCE_CENTRE,,,30.1,-1.627467,30.1,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:0ef712d5cd7fd49d50569458c92c95f441f3229d97a7aabd8aaff89b428e0813,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000405,REFERENCE_CENTRE,,,30.52,-1.627467,30.52,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:7f74effe1739c45a9c2e0c48b4c9ef06a915982de2c599c49740e6c39b10ac64,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000406,REFERENCE_CENTRE,,,30.94,-1.627467,30.94,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:202fe1e5a2544f450bbc6627967763aaa299ce97dbd163141c18bbab350ed129,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000407,REFERENCE_CENTRE,,,31.36,-1.627467,31.36,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:5463d464495c00a74c8790f57f256328d5a758505fc30d7c7222bab4f656a81e,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000408,REFERENCE_CENTRE,,,31.78,-1.627467,31.78,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:ebfa9bcd0d94c760cbf6a620d0f5421890f751b52929bac7ec02757d84eec2b6,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000409,REFERENCE_CENTRE,,,32.2,-1.627467,32.2,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:9feea3402aa4bf94f040592add33f015649de810bfa1c293db9405ce0fa207ad,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000410,REFERENCE_CENTRE,,,32.62,-1.627467,32.62,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:2f892874717ff48d5a02ac8034ce67ecb2c4a3c11defacf83dad48f963e964b3,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000411,REFERENCE_CENTRE,,,33.04,-1.627467,33.04,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:4cda0e88e94491f694343d28491ad104664906ff076c9b738fc5a10d4d9fb540,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000412,REFERENCE_CENTRE,,,33.46,-1.627467,33.46,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:ac9f481cd9a809ddabaf2ce0ddcad3acb8f0ffb762eae898acef80ae6f0253d2,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000413,REFERENCE_CENTRE,,,33.88,-1.627467,33.88,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:b03a065e3f883ea9442fab88cceb34a29c85e603a64d8d1a3ab5bb133c4d5916,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000414,REFERENCE_CENTRE,,,34.3,-1.627467,34.3,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:f1929c849c739dcdd1842fcdbc3e08ccd08574a7eb2eea5231dd4d23571a02fc,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000415,REFERENCE_CENTRE,,,34.72,-1.627467,34.72,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:fb2db8fb3702a65e88cfd65746cf7b93898deea691df6e64049dc8bae1e5a0c7,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000416,REFERENCE_CENTRE,,,35.14,-1.627467,35.14,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:20bbb776e62d237fb344b21976f7c7f08cf4b62f8049c112dc3b8ec11255717e,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000417,REFERENCE_CENTRE,,,35.56,-1.627467,35.56,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:96f074364b15f4815715f2af44d7fb3433a05647d0ab49d717697d1401bbad03,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000418,REFERENCE_CENTRE,,,35.98,-1.627467,35.98,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:45f7bce64bb8f105c10908f44c7d3762a4dd0e6c3ce400a642adb943c46be989,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000419,REFERENCE_CENTRE,,,36.4,-1.627467,36.4,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:6d3a45bb04efb4e8d6202646cc1a0d9273073dda85604af9df6b698b6f3b71f2,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000420,REFERENCE_CENTRE,,,36.82,-1.627467,36.82,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:c98f284a722a97e42dfd2afe15875d31f5e9f5ce2b9e1dde078a51e6ac879d39,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000421,REFERENCE_CENTRE,,,37.24,-1.627467,37.24,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:b93dff38de285b841970b5ab7f2127a1b3ffe851c0d56b0a928a34bf2d41bdd0,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000422,REFERENCE_CENTRE,,,37.66,-1.627467,37.66,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:9de397d6a74e0ac540d9d6c08a76313927976acdb8771f62d541e6dca009338a,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000423,REFERENCE_CENTRE,,,38.08,-1.627467,38.08,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:bc672df53925c668803a2208d2e585e7773dc06d864a4b763c06c074770ef423,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000424,REFERENCE_CENTRE,,,38.5,-1.627467,38.5,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:137cfdf773b1725d5225a83d020aa6e3d50d2022d33b610ba82bd964277c15e2,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000425,REFERENCE_CENTRE,,,38.92,-1.627467,38.92,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:fc053658af5e4a76b83a4675ee575f5b1c7e4bb0048966d52be43ba30ed8b1f7,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000426,REFERENCE_CENTRE,,,39.34,-1.627467,39.34,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:7943d87380038810d8b81608f37879865441fde0e1e84d80c50faf1225cec1f0,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000427,REFERENCE_CENTRE,,,39.76,-1.627467,39.76,-1.627467,UNDECLARED_IN_ROW,1
coordocc:nngla:e23e70bf5bbde7cee39c50181947cabf7768294ee578b8b71e64e6ced5511378,NG-SPFILE-006,NG-SOV-PART-000001,SPATIAL_CELL,NG-SCELL-000428,REFERENCE_CENTRE,,,40.18,-1.627467,40.18,-1.627467,UNDECLARED_IN_ROW,1
