coordinate_candidate_id,canonical_longitude,canonical_latitude,governed_crs_code,occurrence_count,land_marine_classification,canonicalization_status
coordcand:nngla:4f2a10f6c9b1fbc08d4b1ef6311862cf8a16a23382cbb714ca0ca5f77542b6f7,44.095163835,-3.748605967,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:d044853711746084bbe0f3de337a812d8f8c53facfc1756c70083467cc5f7740,43.652959,-3.746391,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:59edfc5ef6aa86306579fadd2f6f68cb22467952ced852d68796ffab631e5061,44.456685,-3.744665,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:717b85ee9f166f6df1a4ef219a9e1117b502cd8c5d44d4f4e5fae00f0077b97b,44.438031,-3.742368,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e5ed40c4c7d5f119d72da3ef8466cfb4215aba0c3a58a1f092dd0196a7c0e2d8,44.508592,-3.739941,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:849e6f2815214e28b0ce244cb4fc85a3827273e8623de5c5c4dd93ae2b999d3d,44.482581,-3.738838,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:bc0368f3808486c4a4d8ac106aa396937bdf7e2e7a2fb6161292ba2d65a8579a,44.422599,-3.734522,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:fc094fb1ecbb266ad17c4d644b2ab30c1aafbcac8706bd894ac6ba3f90c81287,44.245956,-3.732559,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:69eddbddf82b0b817a765618fecd92e510368c39707dab1e48b67207933219eb,44.406609,-3.7283,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:dce828d249496c912046b5f865b94e0d74ccd9ded1632279a7c34d69e8dbd646,29.68,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:906c52343bcb7a41186f7dd5a3dfc57e5a59b09f40a4aaa15366aae32ae708f8,30.1,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:528bc4f079aefe17bd57a838e15e585f826b5f975b1db5f86176949f9ac2073d,30.52,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:c3c296562d4ce6be622d1f2ae109e74ba456a2ce60cb5e582ae479a8e187de75,30.94,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:6d3853447b355579d3efda6d459b6da43cef0565c158875dc7bcd3cff40bdeb7,31.36,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:37daee04f1d610b479d4d4ea98a3583181d757ccdd1ddc9d882ef0875f66e602,31.78,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:8b16224666891c2a2399834783063ff5ca2e114d1844a1196c4d62d2b755e1de,32.2,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:0726765dbc38e3997a994d6d7fa99d897b9aea08d5f374666729624442d8a796,32.62,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:0072d44d71da4c103ca11715231cd60a7f07ba5ec7b95644c44d703093d7545f,33.04,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:b84790550942c7ba268bee03a0084f9d9ab7026d1d0bb7a63f0f7e2ff123b066,33.46,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:239376bd3b1b951b888ce0819d02e351316a9c5c0f6b78d2be3b90e13ea5e3cd,33.88,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:919d8751c8e7d9805ab34ce2122ef82a241919ce9ac162bfa82563b4c0f1a959,34.3,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e0192ea3a89262631372dcd1b4ae3e226fa0d795d56637765dfb8b40b1fcc79c,34.72,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:98826bf97d38172482c73d8f2c0785fb1b16af6ac6902d2d2ef98b4768f796a0,35.14,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:029042a6e6196a5b8d7f53d5a1b0ca13a701102e4c490a68e5ab1c1d6bb5979f,35.56,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:16c4f4603956957ef870f7153560273750b31081b7ac4fdc9fd720ec2b31f39f,35.98,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:9b9aab08a54f9ff8b208d40b5c4f31ba53ca18e1d07a80a99775d9847de335e3,36.4,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5d4276ff5d38491bb5d5e7c1e5ce156d1f6cefeb911afbec0e8645ffe0aa5628,36.82,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:eeaca1629c1c7bcfc0afa4893a722e9fcf563e3dcbda3a46d6a3a15d102be7c3,37.24,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:246aa5960bc4a091e15a410e4518b539c1dc361f1d2b24c7bfd20f3bcd8d476c,37.66,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:44500ec3a22b93e40be65c96f87eb4ea8c105c17eb3f8db489b3e6842e5c696a,38.08,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f3e89c17371ff9d64315e3edc99a2a80ba2ce8d07c38789c890ddb4d7ae92562,38.5,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:80e6dc391e1310327d74feb4b3d1db926a843338adb195ec5476d4a56151b829,38.92,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:ec117168dd44ce78e1c9f628fbfa286086737e7461579cedd42e5ed30a2e3fa9,39.34,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:661481f6b71ddf21c213e80444e74c604ea9856fdefcf150291f69a07a5c143e,39.76,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:57eeaacf918490f3acfe25186ed8095c044bd0938e424b90718449f6997c2baf,40.18,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:752b8b0d34fc26c94d3d0eb0fbb893d07aaa24a0466e905bb7f79e53eee115e4,40.6,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:abe3dae8f09129b2f4dcd92e869e08de38ad092af26ddc1570e8d360f5db6d3b,41.02,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:4e5766e3871a4d413b926bc8df4eca9019b1623f1266f341260a1fe96b809d1d,41.44,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:4f5c18fb7fe747c7193e92da634409d2079530f392c2e25f6fc0b4e99b622887,41.86,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5fa0e39c59dbe69bb95248f02e1e20919b039a5cda2d521f7b7628cceb11bbce,42.28,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:0493bfd4dc3e9b13a6f107f0b261c767e27ddb131553a8de21359710dc756aec,42.7,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:4d53a8fb52f8a7c39ee8ca005ec2512de7096a65911332edcdd125fe4dc3e2bf,43.12,-3.727467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:12743559e7d11fd3b760a04c1deca3c5fc7bb4b07c83b4f4dd8332e77f96bfe1,43.54,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:68f9e6a607d799a11f508d30a247a8e25d875c45711a922e4f751ef37ec86aac,44.38,-3.727467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:29143e8c7bdf6677f787cf4518dacc9fe6d975f2af5a07a32897bf0e1470e8e2,44.269347,-3.72054,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:4f97acf9b0812122c60ecca68ccbb6b9a3ad6f8583f94dae63491b5e0a4a6532,43.69276,-3.717964,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:94dc60f51932735f2f326cebc2ec51c40f73af9c4b1d0828b8af1286204a571e,44.391214,-3.716934,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:7a2307871c7666e88333788726d5433ebae9687b1c3e1d1a85be1bed6da70a9c,44.292408,-3.713269,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:00ca21cfd022bb8c7c653d82688a5e71e5b9a92021af15d355cd892ca8c25a46,44.312776,-3.698056,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:71726cfc2982ba05d4d04aa004f1ff4a64b093636e558d4166cdd3d7aeea8be9,44.375392,-3.694341,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:d6539f5cce951608cd3b7d0093915e2229f2619f761c3af56657d394ddfb85e7,44.003312057,-3.694034194,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:78be7441730109018b2d94a0bd54ed298cf4fae0684f9190b11b6dced67f060a,43.721091,-3.682654,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:158585bd5d3fb8d777ad67646ee0ccf22aa4aed3895627ffbca7720ccf0eea35,44.333519,-3.67861,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:43cb1ee6f36cd34f2fde9f1abced862c2c129fb59425507bad6d623ae072ce2d,44.355719,-3.675357,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:da4c37555269717c2ae4b4bdab31b7d0854d81b84e2f28edeea76e47354d771e,29.478163,-3.647508,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e19cd1783de29bc1f410b7a40add6e6a8e9da5915557092ae97b589ca8e98f2a,43.748224,-3.646627,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:7e283c8c87cd254a85643c111725108d60063d1b44a21225d8b8d6ef849b4d4f,43.911471501,-3.639452824,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:464391c37f9fd9bc9b33cac72134de4b52bb341d919378b27dce24e9b5729d1f,34.084696,-3.625231,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:d978b599a9edf903abcdd5ce7789864cdd1bc8ceb45cdf0109ded24cdac07ddd,43.784245,-3.615932,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:dee2ae82a0f4dd4588d97efecc9375d1856d2431583f110147c8c32c2c6de07f,43.819642,-3.584862,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e614644de4241f31def8c13ecb745014c483c57900647efd2f70ddac831b00bf,43.840689,-3.545183,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:fec2935db50fdc9ae1bcc97292c653f22611d65e4a2beedaa6f172ea40149bff,29.460047,-3.537606,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:572f42c7cc3755b113278c36ad0f7e700e17c5175cd1404697250a2299963de1,32.2,-3.527467,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:dffb5f2212222f03a08937570079cba6fa358b784e6fdeb3db5c720e92b486b0,32.077541,-3.51072,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:7876ec4f6eb98a20b16f1ac0ca9067b7d5778e8140423e3290023db55532db86,32.322459,-3.51072,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:be4ab6e25c39816386b82a64428e5c2fe0b146afdc4c51a778ed0d21ac1113b4,43.853493,-3.500557,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:09b11c6f711f9d0829dcebfe893ae4a16c588e47f87b79b6cc8017b09e2ef163,31.973726,-3.46303,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:903fa44919f098272ed683ba4c6ccc2e69d30e8ecf0bf98c80fb9246d8e5d384,32.426274,-3.46303,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:62501dccd37f60555400ad3569969783a7895c0d42a7110c9a7ab39c44345aab,43.876571,-3.462097,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:15424ae5508bc068d0e17138a0703735f502393bc9a21c6dc2c77c0eb9abf532,34.061061,-3.448355,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:71af983eb4870f7c7556558d924f433df9f0f2931f266b8779a03f2066f969fa,43.914038,-3.432269,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:3e6269fcb7365b4d9ed6c1b122e2208549f10bae574d4fb674a426640b3aba17,29.43525,-3.428767,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:dcdd1b692750e4f3fe773213257c8fba95a37af5dd6930f4ddfc88b1a824a0f2,43.951619,-3.40251,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:a643a8dfceb8fd2e55268f4f702934c1e8ec4be667d9a341dd01405a43a79071,31.904359,-3.391657,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:11848d8180e50570820f67076207cfe4b96c79cd9225ead8a191087be000996e,32.495641,-3.391657,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:2226e5b1b5e160e98dd9acc4367449eb6f023d4dfcdd5a0f4cc4f88c87e64597,34.05,-3.38,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:7e389e7b6164cf7514bd1deb449ef428e24388fd2bb39a465c8c0d407c6a002a,43.978542,-3.366356,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:9b87bb435ea8622a63f7f999453773b78d14c7e0dc99df84e5e3da89dd5ef443,43.998775,-3.326188,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e46b50445eaa8cba0c524ea202988a63e3322e12f5240fd5cfc6c82cd56051ed,29.424154,-3.317748,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:6cf6ac1b3e18d93e34d6bd59314fa8f3b28fec5da1be8241da4278477c3900e6,34.055031,-3.309489,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:ba20ed3f71e4f1ea815cf892dbb1bc14e552070bc2c323316e2c4955fec331f8,29.68,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:660d5e16e014c4c86d1516e7dbd6740709e0b6f7fbe952aacff1c2909f411c65,30.1,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e9c06b8909f0249d072ae95bf6a58570c3a4817e703381d4d727b63ae6717dd8,30.52,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:0d672063be2a9a1a66b0ced43f4af7d6da72d540025140ad89605415144a27cf,30.94,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:475e964b06f8fc6b6d141fd4fcda3233215e14ec44e53eeeb8b176d0b86bf876,31.36,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:e58d4954831c261916f63dfdb0ae04c583b8ab73d82e3a0877dcd6774ba10cf8,31.78,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f03a2349d05a77ea011bd1d44ac2b7063105a234edecbd65fd266932c06a7760,31.88,-3.307467,NG-CRS-EPSG4326,1,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:f50ab9aaa628106177f6033fa022582ed6742a70c1379f46a777e082e35926c4,32.2,-3.307467,NG-CRS-EPSG4326,4,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:c92682549066fc0aa0e1aa27911414ce33453c3d86ea26bd0bce1bff6faea918,32.52,-3.307467,NG-CRS-EPSG4326,2,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5f23a67fdbc7a539ec60a24c4a71288e9512912c0a0412573f5878630614cf2d,32.62,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:7d446f448e99c30502d55c83dabaae763501f4d3f30a5b35932b9dc6e8ba1bd3,33.04,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:6600084a101c96d310e1816638e125f11d48ad0c62b5184988c382cbd1951e9d,33.46,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:ce64b6c6be8c2280e9b964c57e30c6f2a5387ce92b2813eeafcd58e3c51c7522,33.88,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:8b02c07de39d8cea18fec8dd7c0dc2299dbb2d7f71b2ba5797cd4665ac1f9873,34.3,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:a800dfb6f6c606400399da064517b6d765c0bc40692d7243cb3a03193b25a30f,34.72,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:0b5e3d3dc095ac7e7dd4efb31f8b191312e138f2bc80e28e49ada44877f58b9c,35.14,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:a1bc2a2f88cb1f56954dbd03d261d50392f8ee5500550dced7d1042f0bc0d8d3,35.56,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:de301423027f99620d16a685db6d46c1f927359acbaf6297d57fcb1e7a24c846,35.98,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:621997cdbe6029c4197d76ccf4445c42929fe98c7a5514ad6480029bff8c5409,36.4,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:0ef4da02a4c0fe8e18f110bf24e90f05d3b9b9213150ba79984f259555dfe82b,36.82,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:9293b7a9aec4440dbb4f6b1d520193369521bc1d64cc8067ba5036410fd94f22,37.24,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:9f0d04b6a3ec7b815bb652166c04da7aab902da1d49c3aad37acfef1f6b6c0de,37.66,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:9bcf7da9da1f06e8777f98f31c3a5904a1fc3cf12a8975a91cf3ca03f9b7dec2,38.08,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:7d4a49bbaa50f54a7695f691cd967713ce22a3983c4d6aab84d1e8119a8283ec,38.5,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:ac43b53c26478cc6eeca190066c1a2b230c22789571188c4311199f5601e4d6f,38.92,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:a4eb65674d3a4db487ea8a32bd5c9a224f4e564fb10b290df49f9555c8b6f30f,39.34,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:5c44347fa4c5871c5faa5efd879713b1f763215f5ea035a961e5deaa8c8ea183,39.76,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:b0f500d16899c458fc6739433c825b966a2e4020131f113356b51b1dc162127b,40.18,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:2dd169f1527233d3b4838b35b2be52694e56e161e95de58145c8b30686c0f987,40.6,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:9fe5c82fdd313ad9c1efb4608612016fbef73e0191bcb98f1451597a2dcc2be5,41.02,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:11ea61fe593c94be8f9bc84e74fb7fc5764f73f37981f15efd612403d13fbf48,41.44,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:1e916ed093f86e8bed530a82cd7f6c0e3a60e4e79d75583193038354375d3a2a,41.86,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:fcb0d082de3f1ca99f34af60dea7e1d5414e5aa2800a75add89fcf56ff418ace,42.28,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:cef74e84ccb29529b9e04bd45dc04be540249feb82218c4a6bc9107282a66d98,42.7,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:6572edd129045aca2d636e89d3cf3e55955c69b3a032ee660e7158885268349e,43.12,-3.307467,NG-CRS-EPSG4326,3,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
coordcand:nngla:6ee7632a2d0cc925a0202a0876cf49ba3045396587894146d33bd29a140cacbc,43.54,-3.307467,NG-CRS-EPSG4326,5,UNRESOLVED_PENDING_17B,CANDIDATE_ONLY_NOT_PERSISTED
