ID,first_name,gender,origin,language
713,Farai,Male,Zimbabwean,Shona
714,Ruvimbo,Female,Zimbabwean,Shona
715,Bongani,Male,South African,Zulu
716,Nomvula,Female,South African,Zulu
717,Simba,Male,Zimbabwean,Shona
718,Nyasha,Female,Zimbabwean,Shona
719,Sipho,Male,South African,Xhosa
720,Lerato,Female,South African,Sotho
721,Zoë,Female,British,English
722,Chloë,Female,British,English
723,Noël,Male,British,French / English
724,Renée,Female,Latin,French / Latin origin
725,Aarav,Male,Hindi,Hindi
726,Ananya,Female,Hindi,Hindi
727,Vihaan,Male,Hindi,Hindi
728,Diya,Female,Hindi,Hindi
729,Arjun,Male,Hindi,Hindi
730,Saanvi,Female,Hindi,Hindi
731,Mateo,Male,American,Spanish / English
732,Jayden,Male,American,English
733,Nevaeh,Female,American,English (Peculiar)
734,Daequan,Male,American,English (Peculiar)
735,LaKeisha,Female,American,English (Peculiar)
736,José,Male,Spanish,Spanish
737,María,Female,Spanish,Spanish
738,Matias,Male,Spanish,Spanish
739,Sofía,Female,Spanish,Spanish
740,Joaquín,Male,Spanish,Spanish
741,Lucía,Female,Spanish,Spanish
742,Ángel,Male,Spanish,Spanish
743,Inés,Female,Spanish,Spanish
744,Alejandro,Male,Spanish,Spanish
745,Valeria,Female,Spanish,Spanish
746,Tomás,Male,Spanish,Spanish
747,Bárbara,Female,Spanish,Spanish
748,Raúl,Male,Spanish,Spanish
749,Estefanía,Female,Spanish,Spanish
750,Íñigo,Male,Spanish,Spanish
751,Seán,Male,Irish,Irish Gaelic
752,Siobhán,Female,Irish,Irish Gaelic
753,Cian,Male,Irish,Irish Gaelic
754,Niamh,Female,Irish,Irish Gaelic
755,Oisín,Male,Irish,Irish Gaelic
756,Aoife,Female,Irish,Irish Gaelic
757,Tadhg,Male,Irish,Irish Gaelic
758,Róisín,Female,Irish,Irish Gaelic
759,Cathal,Male,Irish,Irish Gaelic
760,Caoimhe,Female,Irish,Irish Gaelic
761,Dónal,Male,Irish,Irish Gaelic
762,Saoirse,Female,Irish,Irish Gaelic
763,Pádraig,Male,Irish,Irish Gaelic
764,Clíodhna,Female,Irish,Irish Gaelic
765,Éamonn,Male,Irish,Irish Gaelic
766,Günther,Male,German,German
767,Dörte,Female,German,German
768,Jürgen,Male,German,German
769,Bärbel,Female,German,German
770,Lukas,Male,German,German
771,Britta,Female,German,German
772,Rüdiger,Male,German,German
773,Frauke,Female,German,German
774,Götz,Male,German,German
775,Annegret,Female,German,German
776,Sören,Male,German,German
777,Käthe,Female,German,German
778,Ömer,Male,German,German
779,Frieda,Female,German,German
780,Torsten,Male,German,German
781,Míng,Male,Chinese,Mandarin
782,Wěi,Male,Chinese,Mandarin
783,Lǐ,Female,Chinese,Mandarin
784,Xiāng,Female,Chinese,Mandarin
785,Qiáng,Male,Chinese,Mandarin
786,Fang,Female,Chinese,Mandarin
787,Háo,Male,Chinese,Mandarin
788,Yīng,Female,Chinese,Mandarin
789,Jié,Male,Chinese,Mandarin
790,Tíng,Female,Chinese,Mandarin
791,Báo,Male,Chinese,Mandarin
792,Lán,Female,Chinese,Mandarin
793,Dōng,Male,Chinese,Mandarin
794,Mei,Female,Chinese,Mandarin
795,Hán,Male,Chinese,Mandarin
796,Bénédicte,Female,Cameroon,French
797,Chérif,Male,Senegal,French / Wolof
798,Mamadou,Male,Senegal,Wolof
799,Khady,Female,Senegal,Wolof
800,Amadou,Male,Senegal,Wolof
