road_segment_id,road_id,source_road_candidate_id,segment_sequence,segment_role,start_node_id,end_node_id,length_m,geometry_reservation_key,geometry_id,geometry_status,addressing_scope_eligible,runtime_effect_scope
roadseg:nngla:11dd5a5a4a7e0b4de84704fe42f1d3341b5cc503364359dfeec4f4b4449bf4af,NG-RD-000051,NG-RD-CAND-000051,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:a65eddbcc1a6a4aab0600d2b45d77f84beef9bd2235e31c7fe5a6bdcc85609b2,roadnode:nngla:9a0797780a0b6cb67143d5be7156642334cbef000f3f9b47822bff7f0f8feba4,16104.239,p006.7.11.12:road-alignment:NG-RD-000051,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:2153e6e3d680f7c6081d132e016ade0fb42d0b6c74fdf19ed764a0042d12f33a,NG-RD-000052,NG-RD-CAND-000052,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:2e0b170c3ba83ba2ce87b9cf66d039ea9ddacc2fdf745f1c4aff3d0f1d4abd80,roadnode:nngla:aa9f999b1623465000be7a346a0dda0672d946cb4d4b4ceeaad35b6bea19ac39,16897.276,p006.7.11.12:road-alignment:NG-RD-000052,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:b049ce0638dbb79b9eecf9674bc735ccc7728602c7b006486abb708f69f8eef8,NG-RD-000053,NG-RD-CAND-000053,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:4cbc7b579752dfa021717d1417e3fd54aaa78a3cd14d8a839cc5498f6fe5fa73,roadnode:nngla:d48a00e45ecd9397d58dc285733f40c6568517d98f029900f3d9d18f49ee6c37,17023.205,p006.7.11.12:road-alignment:NG-RD-000053,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:89b45ce06103eaa3fcf81139b92324f86a850d898929c5f19ef0c8f73650d5d1,NG-RD-000054,NG-RD-CAND-000054,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:a65eddbcc1a6a4aab0600d2b45d77f84beef9bd2235e31c7fe5a6bdcc85609b2,roadnode:nngla:f9ac9e722e18902de17ef0a229e3c2273659a93076d60aad12189feebb2731f8,17150.955,p006.7.11.12:road-alignment:NG-RD-000054,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:ea33d178b0f4e1f8455afc1e1fa4ad21e0132ddd086e3e0e2fdbc87ec3080782,NG-RD-000055,NG-RD-CAND-000055,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:9eaa4914f03d820a5a36bf22543f457c7699d99edec92a0202cb70ea3c38d5b8,roadnode:nngla:2e0b170c3ba83ba2ce87b9cf66d039ea9ddacc2fdf745f1c4aff3d0f1d4abd80,18203.152,p006.7.11.12:road-alignment:NG-RD-000055,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:60d800d1cb50510d89899922c4e0db5a4cc5aa7dbc5d8ad83d4f4a792fc19482,NG-RD-000056,NG-RD-CAND-000056,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:4bb200c56329defd70c85f84b32e94c4a671c6802c3ad974972df149cf553638,roadnode:nngla:1e77227a4137315809d3841ee7cacb96bf2287939d68bf06371529ba77a5ab45,18809.539,p006.7.11.12:road-alignment:NG-RD-000056,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:6dfa6d449cd899f303335fbb453c6f1aa2d216b4ead2ce59ae6284314b5bd1d0,NG-RD-000057,NG-RD-CAND-000057,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:a4d397eb2dbb143f58dbd18c347133cd0c6ea22e8821980be596f62377cf3a39,roadnode:nngla:521a3d09949d74cad2ca16391d8fdd0fe61b3ef3de4ef5e91b34195baaebbe3d,19087.686,p006.7.11.12:road-alignment:NG-RD-000057,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:51f9e2b922a20b506a51b6eaaefb9fbbba84c269e3623f1fb9b513461923a7ba,NG-RD-000058,NG-RD-CAND-000058,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:1f80dbdc45f869fab8e2d2a536183d012803cc777f72a75f217cb47fd4b5b40a,roadnode:nngla:2e0b170c3ba83ba2ce87b9cf66d039ea9ddacc2fdf745f1c4aff3d0f1d4abd80,20040.099,p006.7.11.12:road-alignment:NG-RD-000058,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:30031aea197f7dcb7ffc11ffc97b0a3f7492deee20b74dcb78f683baa8086e42,NG-RD-000059,NG-RD-CAND-000059,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:1e77227a4137315809d3841ee7cacb96bf2287939d68bf06371529ba77a5ab45,roadnode:nngla:daf75187140fee85f6ff35b11e17039698ac05a23690064fd7cf3c0b434443f8,20607.988,p006.7.11.12:road-alignment:NG-RD-000059,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:965992bb07477a96776a081fe27b1738767309dfbe78996c6d54cd44ed1e72e1,NG-RD-000060,NG-RD-CAND-000060,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:4bb200c56329defd70c85f84b32e94c4a671c6802c3ad974972df149cf553638,roadnode:nngla:1410c3ecec4a530acbc9f628464c0e7eaf11c03037a3cc296164b479e05be9f0,20762.447,p006.7.11.12:road-alignment:NG-RD-000060,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:3bc2bcc99da40500b082e4de451d478b3993c126e1e90db9822361d745c41baa,NG-RD-000061,NG-RD-CAND-000061,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:f97a652cda8319a5c68059c7b4d4c01c2afe72be1586e7d32fd765db25a55204,roadnode:nngla:533759dde2a3f3792b160d36174bccd9d86bc5427c8eb5b327a86d9853ffafdc,21526.745,p006.7.11.12:road-alignment:NG-RD-000061,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:8bc40a3a2de7526a8db9bd29fa82147f775b037a251662d747a0bf9bc72342b4,NG-RD-000062,NG-RD-CAND-000062,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:0d8bb15620ec08a7a1f4825f8ba32b7dad73513b7365b05e62579a908a3a03c2,roadnode:nngla:fb36a7d4bb7d37151793db3bcafb38715ec1b4713b08683a1b59e8d9a919b21b,22424.626,p006.7.11.12:road-alignment:NG-RD-000062,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:46fc7c805b62d82462ad3a5781b5255dc51f235783e5babe62ce83a7af6b8f8b,NG-RD-000063,NG-RD-CAND-000063,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:aa9f999b1623465000be7a346a0dda0672d946cb4d4b4ceeaad35b6bea19ac39,roadnode:nngla:7979d8c536d91880f1938ed91148eeb68dfd4366f39a8a8147d829cdadaa6479,23351.543,p006.7.11.12:road-alignment:NG-RD-000063,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:da4ee3c3ae170d5547c286c3238add35ac5c0f524c142ab0e3206046eabb2279,NG-RD-000064,NG-RD-CAND-000064,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:a65eddbcc1a6a4aab0600d2b45d77f84beef9bd2235e31c7fe5a6bdcc85609b2,roadnode:nngla:49741b41ebdebbec78ca50b522c7fbcce2ca278956be1ccb5d6b129c9e5cd9e6,23608.225,p006.7.11.12:road-alignment:NG-RD-000064,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:03fbda222e6f8a5b458f1a4ad8d6abf1184e1c6dd4ecd0c85ade4167289aeb5d,NG-RD-000065,NG-RD-CAND-000065,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:106c2e51990fe7a34bae74b2f98d83e70702acc5cf3f969f300e07e9f1fad11a,roadnode:nngla:fb36a7d4bb7d37151793db3bcafb38715ec1b4713b08683a1b59e8d9a919b21b,24214.832,p006.7.11.12:road-alignment:NG-RD-000065,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:fa35046a110eb084ed3e34af172433c675802facb1e5fb47575cac50b1871e11,NG-RD-000066,NG-RD-CAND-000066,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:54856562979d2bb3226d249c4d14e0ae3b5eaaca2e387e71d35aef922b401dc3,roadnode:nngla:1bd35eb0fc850f581527abf1b621f46f97b1e204bd969e75e2c74c9747daf3bc,24504.543,p006.7.11.12:road-alignment:NG-RD-000066,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:6dc4af6e7faeb1ed765ea03adef00450c4ddfb32d9192ac07fe21749592ffa5e,NG-RD-000067,NG-RD-CAND-000067,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6d8b36f2e363740c0372bd38b381aa21401d87b69e265b1655bcc73896b95708,roadnode:nngla:c65c46749d37b898e2f00a8dc4264572a721e96081c0b76d7acac647aac17a9f,24999.967,p006.7.11.12:road-alignment:NG-RD-000067,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:1912c48256978c8b045541be7840a9dfb64576374b613aa069c5b5735f0f29ca,NG-RD-000068,NG-RD-CAND-000068,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:7f45893bf3894f8331e939fb563ab7ded7cdd26dc055399de7f5816ebcc0da50,roadnode:nngla:1e77227a4137315809d3841ee7cacb96bf2287939d68bf06371529ba77a5ab45,26342.046,p006.7.11.12:road-alignment:NG-RD-000068,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:17736856e25ee39ccee4e98545042e262194e51b570bd0361a82633ed910bd8c,NG-RD-000069,NG-RD-CAND-000069,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:abd06fb6ad3c4e3c661058c55cf6782ffa420d6da9d1de2ab3b7f4b3967d915e,roadnode:nngla:3c3ce5fb0750347d6379b4605dd3eb3e2f07147009e373e15b0680877d5b9c77,26848.469,p006.7.11.12:road-alignment:NG-RD-000069,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:42a9470f70ea8440f34147c49c8e5605d7a059d4d05cd626e4e9c6b92c74659b,NG-RD-000070,NG-RD-CAND-000070,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6531ff61c6d755138fc07d88b500a7fb26014aecebe4ea32f8c939dc9b01a8fa,roadnode:nngla:e15cb02064fcabb33daa0c209759322f2f670f34ed0a97aaf040325064580fe7,27281.241,p006.7.11.12:road-alignment:NG-RD-000070,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:447f75af982a1203e7f6849964cc3c1e2fa1d368b9a17ab9202382df041e1f56,NG-RD-000071,NG-RD-CAND-000071,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:d48a00e45ecd9397d58dc285733f40c6568517d98f029900f3d9d18f49ee6c37,roadnode:nngla:6531ff61c6d755138fc07d88b500a7fb26014aecebe4ea32f8c939dc9b01a8fa,27662.780,p006.7.11.12:road-alignment:NG-RD-000071,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:60255446f52a850d897a4f33cc66ee89bef627363634959b83eb26b9a49704dc,NG-RD-000072,NG-RD-CAND-000072,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:1e77227a4137315809d3841ee7cacb96bf2287939d68bf06371529ba77a5ab45,roadnode:nngla:6d8b36f2e363740c0372bd38b381aa21401d87b69e265b1655bcc73896b95708,29090.772,p006.7.11.12:road-alignment:NG-RD-000072,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:4a330c9cb8b2c556c2a55a0fcb7af620de3834fc9d9d7a992833331b2d5d7e5f,NG-RD-000073,NG-RD-CAND-000073,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:abd06fb6ad3c4e3c661058c55cf6782ffa420d6da9d1de2ab3b7f4b3967d915e,roadnode:nngla:4cbc7b579752dfa021717d1417e3fd54aaa78a3cd14d8a839cc5498f6fe5fa73,30057.735,p006.7.11.12:road-alignment:NG-RD-000073,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:bf2fed37070bea7444e748f908a9b10934b83b23dfca9d97e9c9fb54f6d0857d,NG-RD-000074,NG-RD-CAND-000074,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:c65c46749d37b898e2f00a8dc4264572a721e96081c0b76d7acac647aac17a9f,roadnode:nngla:26460b6ce6170955fbf8b9237ea9f28c594c8333c8572f7d528c9d4b08eb888d,31491.628,p006.7.11.12:road-alignment:NG-RD-000074,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:75216e87cbeb99ac62e6b088544b0fb087acc0eff6da8c4237c6ed3f05d1038f,NG-RD-000075,NG-RD-CAND-000075,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:fb36a7d4bb7d37151793db3bcafb38715ec1b4713b08683a1b59e8d9a919b21b,roadnode:nngla:bdbd5671d10683e0bc976d52fba95157a2e4278c7106eed301dd8ce2a07625d7,32766.354,p006.7.11.12:road-alignment:NG-RD-000075,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:1128da06a08706b5ece0ece72fd1c5e2b47043072881feea5be0710d6a976698,NG-RD-000076,NG-RD-CAND-000076,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:4d3e096709f0dc8047bf4d27c6fa71a18a80f18c9f0eb94b8059673ad89fdd63,roadnode:nngla:6d78f3078d0ce6c21fefe2dc048792f3617ba8ab1e68f0820f692d3af96a4c39,34433.465,p006.7.11.12:road-alignment:NG-RD-000076,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:13926ec647fce1c982e210ccdf509006c11d68acaf2357a55aaff5a1401bf153,NG-RD-000077,NG-RD-CAND-000077,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:b9a888f396a9ae0d76c25f9afd8e549f1334a3c4216a5a9cc4b8328c77b64951,roadnode:nngla:6d78f3078d0ce6c21fefe2dc048792f3617ba8ab1e68f0820f692d3af96a4c39,35614.621,p006.7.11.12:road-alignment:NG-RD-000077,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:4093cda74bd2c9354a1d39df0d1dda111dd59d4d386dbbc2de8dac54bde0ae16,NG-RD-000078,NG-RD-CAND-000078,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6531ff61c6d755138fc07d88b500a7fb26014aecebe4ea32f8c939dc9b01a8fa,roadnode:nngla:3f80ec51c47d8819850ccf58a52550a4196d1613d3114ea27c125c54e41bd985,37903.385,p006.7.11.12:road-alignment:NG-RD-000078,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:e64fa5b177ff8bafbf49dcf8fb5c1acd1aa20d3ba0a5ef4e279bf2f86b771da4,NG-RD-000079,NG-RD-CAND-000079,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:fc042d812170925ed0402faa6d8126aa0671aa4a88b5d021201cedcf3a00bb2d,roadnode:nngla:e6a06e2a717e3cac38faa9956ad512e0a043e67dda2bcb0fe28169b692e13690,40600.531,p006.7.11.12:road-alignment:NG-RD-000079,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:514f323f1ab66ce9f9ebdad7eca19c230b23c964f9e468aa9006414040d43437,NG-RD-000080,NG-RD-CAND-000080,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:4d3e096709f0dc8047bf4d27c6fa71a18a80f18c9f0eb94b8059673ad89fdd63,roadnode:nngla:f32d99d27080723c11a58ae7408486e3cfe78f8b732bb7ac2aa6c4907d40e422,42136.350,p006.7.11.12:road-alignment:NG-RD-000080,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:66f2f80e560c976658812d5969306765770da43a386e333bebceba27dc61cdef,NG-RD-000081,NG-RD-CAND-000081,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:fc042d812170925ed0402faa6d8126aa0671aa4a88b5d021201cedcf3a00bb2d,roadnode:nngla:1e08c7d7db282ebe1a39903a3102ef0dc4e8a96bdd9ea12d0dac8fcd6954e9c8,44113.499,p006.7.11.12:road-alignment:NG-RD-000081,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:a9e3147cc98298691df7aca4faa6f71e48c8980feefea270bb65ca39db77c77e,NG-RD-000082,NG-RD-CAND-000082,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:bdbd5671d10683e0bc976d52fba95157a2e4278c7106eed301dd8ce2a07625d7,roadnode:nngla:7f45893bf3894f8331e939fb563ab7ded7cdd26dc055399de7f5816ebcc0da50,48474.158,p006.7.11.12:road-alignment:NG-RD-000082,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:be42f76f83bc11271bdd7d035b8f3e39548a799174a47d201d0c4bd6fcbd75fe,NG-RD-000083,NG-RD-CAND-000083,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:abd06fb6ad3c4e3c661058c55cf6782ffa420d6da9d1de2ab3b7f4b3967d915e,roadnode:nngla:244f6b9817e5c2146a77910a2f792009d7df10dd6fdc9cd0e4c9d59f0030ed12,50614.741,p006.7.11.12:road-alignment:NG-RD-000083,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:d7a12829783f89a0c8537006da0cbf5fcdce01c7f858a4920be410e2092f54eb,NG-RD-000084,NG-RD-CAND-000084,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:d3d91bcc8a5b48a338f7d63ea84d176d366503927212f4e7cfc59c7120a95c53,roadnode:nngla:6c8a1840bc74a001ab78a7c66f7f6fbfb385a988f802f144b042d7c703f11923,61198.741,p006.7.11.12:road-alignment:NG-RD-000084,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:e74f8117aa1166e9c13ba5c622f741e97e182eaae93caa53a4272b9fc5b245b1,NG-RD-000085,NG-RD-CAND-000085,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:e6a06e2a717e3cac38faa9956ad512e0a043e67dda2bcb0fe28169b692e13690,roadnode:nngla:6c8a1840bc74a001ab78a7c66f7f6fbfb385a988f802f144b042d7c703f11923,86061.220,p006.7.11.12:road-alignment:NG-RD-000085,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:82c6b868a1677370e8d618da018f759328773e88ef1ae315a00bd692e76ba16d,NG-RD-000086,NG-RD-CAND-000086,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:a824072ec759573ecd234819b829e3a07c4f761bab3ab7a1d9b975bfccdee71f,roadnode:nngla:af199c2a4afdb2cb289bbf57c6cc42a72aaccf5f01d054b41ed65708dba764a5,2325.356,p006.7.11.12:road-alignment:NG-RD-000086,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:77acbe5843fceebc6164cb91ecab74b04d73576f245037b319b6932ef5bf2e6b,NG-RD-000087,NG-RD-CAND-000087,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:0a5ce9c5038bc02e1fd52e7b13dbed506af304891aba545ee5a52fcc7dc9c065,roadnode:nngla:30797e8f51570c4e45fa2e2cb4afed4a4d0fca5c3a32a98ca954e168e171473d,2590.840,p006.7.11.12:road-alignment:NG-RD-000087,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:481b2130682ab7d607382fed7b2ef8ba8160f3b6d115ca79b984934c6aaa69ea,NG-RD-000088,NG-RD-CAND-000088,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:8ede55bcfc223da17c1c713d9280e99d9565aad1add1d04d95f1e656dbb68a41,roadnode:nngla:5ae384dc8a295fee625a0a51068e18a2a551423240cc40e681171879654155bb,2885.273,p006.7.11.12:road-alignment:NG-RD-000088,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:fe35670c9ec24cb00db85484881c0f364f24944b55e9655f3f51d85c0b51abf7,NG-RD-000089,NG-RD-CAND-000089,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:da1cbd138519cf3427076cd0656f4d1903f4ffabcc754181e3e9a1a0383827c6,roadnode:nngla:c8068b0099165ff88eb0d3e1d295f8e748d6805465bc1389bce5a49411f19473,3120.106,p006.7.11.12:road-alignment:NG-RD-000089,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:a39caebbc72525e4fe87699b38a084da069586bac8dac0217db86244eb6be290,NG-RD-000090,NG-RD-CAND-000090,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:9cedb71a4d1eef468335634f2a9743c5ce614feafbd601c7000079457d7cfe5d,roadnode:nngla:c7d395edbf2cd02578d7555662e4c6324802a8f0f576390c837f5d255a407655,3197.197,p006.7.11.12:road-alignment:NG-RD-000090,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:694e21032bdf2238ed0d4024fc4f28bb3d9f90d65c327ca21efce8e575c90824,NG-RD-000091,NG-RD-CAND-000091,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:bd8ad67809b47a3383d6488f43eba70488a11ac894d5b0a8964b48930fbe9981,roadnode:nngla:0eb15770f657e3f2a41ebb4716ac0546d01fc0d8b4af7fe6a812fa553194dee7,4059.860,p006.7.11.12:road-alignment:NG-RD-000091,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:bc9220d060322a2756b7d43b745a9c016cf965abb038471d2f142c8f692cd5fc,NG-RD-000092,NG-RD-CAND-000092,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:bd8ad67809b47a3383d6488f43eba70488a11ac894d5b0a8964b48930fbe9981,roadnode:nngla:96985cbd7ada894edc765cd32f44e98c574d556b6a92ad17896c3abf3644f7db,4186.289,p006.7.11.12:road-alignment:NG-RD-000092,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:96fc332bf16bdf385f2bd73b66bfe1e04ace5e314d2975659d98fa9cb30c31a7,NG-RD-000093,NG-RD-CAND-000093,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:bc9c810458a6b4471dc61b60a750c379d7803d72ca0771be8a1bc243af0309b7,roadnode:nngla:25a9eed2c12e1d777a84c7f79af740f8bd8817f312d49e41383c3e3d449e523e,4273.360,p006.7.11.12:road-alignment:NG-RD-000093,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:a8e6074bed7289232c8c2f087c6247df2382f25d4c2e5c460557cc28537f0ca9,NG-RD-000094,NG-RD-CAND-000094,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:d5e89d04f05ac4915a64fdd4b5ad5ba7d658acbaf2e96b2db610b444e61ddc7a,roadnode:nngla:01bb9ddaad87e6e462c5e4cb0117fb1206d1dca4ded4459d25f4520e163744e5,4710.275,p006.7.11.12:road-alignment:NG-RD-000094,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:3dccd0cadb932a26c55ccd6d18e5a444186e9398bb8a9a70e55051e9466f0081,NG-RD-000095,NG-RD-CAND-000095,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:6b9d078c81165b4004f121932210d5774a60e62c1d39dbea9e29fe553121ea30,roadnode:nngla:693d00f7894e15df62f851ec3adc7fc1e1968934153779ab6bead69b5c2f13ff,4975.930,p006.7.11.12:road-alignment:NG-RD-000095,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:6de885d2779a7a74fb10e54f43e754bd6baba11c00ca7a592142cc7e2840fc61,NG-RD-000096,NG-RD-CAND-000096,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:68c4266eb8fe4b3585c56f3b495a452d06a0363a53bbbdc11f0a6d9554f83aae,roadnode:nngla:ec9a76577a1ea972aa855afb1fe9c6d8e520a7c05f9680e623e6dce5586f545c,5000.005,p006.7.11.12:road-alignment:NG-RD-000096,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:3bfef06b7fd4492cf0a4ecb9b34a3af2ce56460023566f7028a8902cdc767b38,NG-RD-000097,NG-RD-CAND-000097,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:ec9a76577a1ea972aa855afb1fe9c6d8e520a7c05f9680e623e6dce5586f545c,roadnode:nngla:d93c6b30aadcabe5a51ca123f960cb3553025e3fe496ca8fa53697fd3938dd12,5210.661,p006.7.11.12:road-alignment:NG-RD-000097,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:7eec1681e8581ada93637f0c66b3949f6ac9067428e858710f921e20d5a837e9,NG-RD-000098,NG-RD-CAND-000098,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:618accdc6e124c509da0faee319ea4ca053c6c8f11722773623e692008c7bf76,roadnode:nngla:c57f8e13e9ee9ea25a31402936e5294e8def5819ff11ece2a73038e3211f7587,5596.154,p006.7.11.12:road-alignment:NG-RD-000098,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:8c89b8290f13c2b339b015a48495174a163afed68e7102da5ccd7374a61c5513,NG-RD-000099,NG-RD-CAND-000099,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:f49cec5d3658dfd0129bd391eed386e7d911135fb65bca5d47c1fed4ea23626b,roadnode:nngla:c57f8e13e9ee9ea25a31402936e5294e8def5819ff11ece2a73038e3211f7587,5930.146,p006.7.11.12:road-alignment:NG-RD-000099,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
roadseg:nngla:ac4b470f3c096ef0837eaab241ca81415fa01676434ecbc937f33ae80da85c6f,NG-RD-000100,NG-RD-CAND-000100,1,WHOLE_AUTHORED_ROAD_EDGE,roadnode:nngla:e0dde8265deb3da9466513a6e5a610aea441937a7e246583600417c7bdb79a24,roadnode:nngla:8ede55bcfc223da17c1c713d9280e99d9565aad1add1d04d95f1e656dbb68a41,6123.000,p006.7.11.12:road-alignment:NG-RD-000100,,QUALIFIED_PENDING_LIVE_ASSOCIATION,true,SHARED_REFERENCE
