node_id,longitude,latitude,place_id,region_code,node_role,runtime_effect_scope
roadnode:nngla:af199c2a4afdb2cb289bbf57c6cc42a72aaccf5f01d054b41ed65708dba764a5,35.004483000,3.247523000,NG-PLC-000164,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d93c6b30aadcabe5a51ca123f960cb3553025e3fe496ca8fa53697fd3938dd12,34.413379000,2.688981000,NG-PLC-000166,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:618accdc6e124c509da0faee319ea4ca053c6c8f11722773623e692008c7bf76,34.020458000,3.211475000,NG-PLC-000167,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:bd8ad67809b47a3383d6488f43eba70488a11ac894d5b0a8964b48930fbe9981,33.856810000,3.604320000,NG-PLC-000168,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d5e89d04f05ac4915a64fdd4b5ad5ba7d658acbaf2e96b2db610b444e61ddc7a,34.256815000,3.511468000,NG-PLC-000169,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:5e59ddf84bf7811359509d8b91ab3e09777a36f6a30270ae6e379025742ba1a7,34.374534000,3.068875000,NG-PLC-000170,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:a75034673e32d6082cd920737593c85540454819e113113d7bf143ac328b2cfb,34.914150000,3.166470000,NG-PLC-000171,NGR-02,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:58a57fe21c0612dd35ddccc9a063048b857209e1984aa25ffd8eb506118a5278,34.822603000,3.457854000,NG-PLC-000172,NGR-02,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3c7df76d80df81a4ccee6731035d183365a611b4704fdb9cad074a8b116a69e7,37.660000000,-3.307467000,NG-PLC-000173,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:b9817fbc8fc5b1381169ad130529884117608823c9ef897639e1d67967c56671,37.654309000,-3.981402000,NG-PLC-000174,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:0872140bce6d564a0046e703910711849a550102c542ef002e601c79b32dcc86,37.181332000,-3.505870000,NG-PLC-000175,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:eace3325a379d693ee89fd62bbfb977a683952610dc9ce04c944c1f0b817dddc,37.371036000,-2.881192000,NG-PLC-000176,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:5e73609127d18963b40e79388a9e41073ad441b5967f0dd1b8cc66448ec8275f,37.583182000,-3.292153000,NG-PLC-000177,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:842876f5c951187d172597eed69de6a8df899434ff6a3a54ba95fffbaa40ada6,37.644762000,-3.273758000,NG-PLC-000178,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d095e53adc208954c64014c997d7574b34d09013af67ece29d3b087df1b3c35a,37.686700000,-3.311635000,NG-PLC-000179,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:f29ad620a42d4c6ecd7b080f99f4b33c60c82456dffd827666402f4d4396032e,37.682116000,-3.291962000,NG-PLC-000180,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:45c2191070e13609d95371fc01ddb6a687f1c92e7ec722bbdb6e47b84162cab2,37.671360000,-3.272217000,NG-PLC-000181,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3fd21015b822ceebab4abdff46f2cf59fc5bb2e998feb64fe445b78699723b26,37.612259000,-3.297789000,NG-PLC-000182,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:db58420dc8aaed812904313b915a11ca1c95717036d370942228decbb58b11c6,37.734687000,-3.330899000,NG-PLC-000183,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c70fe9f537a6888604d3f4722a288374c8647ad37288b9529559b03339a36c36,37.671223000,-3.332010000,NG-PLC-000184,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:6c8717fa687268d23074e211fef82271f9505d822a65fa940fb6e2b5aa2ce869,37.689752000,-3.441630000,NG-PLC-000185,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:0cd0de6525bc3fbe3f561cca57785029f2509772a320336b10cb681e7784bc30,37.674828000,-3.404523000,NG-PLC-000186,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:7bfd151320f9cc8c858aef1d8cf9d6735b7c50d408762bc135358389b8715d77,37.580808000,-3.264607000,NG-PLC-000187,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:1d19306d36163070f6623b5aa5f9149ff8da199f229a298159860325a541120c,37.810850000,-3.196102000,NG-PLC-000188,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:7037c135797560c35772aadc261af4091f2e634947937b78efa796027f4f9d60,37.743781000,-3.189723000,NG-PLC-000189,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d4a2f3af82ad3b6b28d78867ae53444bcaa832498af11309d3a6b5fcf75006c3,37.555601000,-3.435182000,NG-PLC-000190,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:e9baae26081789fe960e3ea69d9f1da4b539ff30e329dd91a61302f49e0cecc7,37.503894000,-3.321721000,NG-PLC-000191,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:4fca602754f562d13dc0e14eb513cd0779a3ecbfb9a67daf0be50d89dbb1c383,37.567682000,-3.188923000,NG-PLC-000192,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:e5e79b98667c02eeeb761ddc0daba697d98d91d402972aa38daec572744df6ee,37.762770000,-3.256474000,NG-PLC-000193,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:cb1d9cc4a8ce65f607012c8df676aeac9dc6012bbde3dec7819bbf527f454277,37.660319000,-3.534025000,NG-PLC-000194,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:22b4c94323f2883975f177a950b60d263b0e7f240796a0345a98628d239d39da,37.518471000,-3.145430000,NG-PLC-000195,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:51df55644fba7139522409d8b89a4e34cddcb216645b1797763127ee1c39583a,37.753729000,-3.285763000,NG-PLC-000196,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c62276992a958e4e7422fac913aae73c836750880182b12cc271313ae88c77aa,37.270451000,-3.744479000,NG-PLC-000197,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:4fe56785dbcf5af7d57b2412a22b793c100d216964f2bfed4af08398704066c4,37.902596000,-4.307292000,NG-PLC-000198,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3cb068699bb45ed644c0671923068401f0cb27da10308d52a2938942b1ceb5d6,37.869062000,-4.245763000,NG-PLC-000200,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:e27490b2d4193f7f1c4fbbf76bdfbd4850b1930450213515d92ea627c458bd33,36.958734000,-3.471485000,NG-PLC-000202,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:bb78bbd9ae2e48dd0916b765ad7a8d8a03dffdd9ee72643fbdbd6d5e72a35dff,36.850726000,-3.623937000,NG-PLC-000203,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:59ea9f86517282818746085648f595df78de650b1ebfc6700caf791d7fc6f7da,36.864324000,-3.461341000,NG-PLC-000204,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:bbc08ff934854bdcc7f94cf5c6c5f508d689794f90d4678864254b62afa98536,36.949310000,-3.781862000,NG-PLC-000205,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:31c03efbbcbd6bdf1b9da8d1016da65e459fe6240f7513e05cb6d19d3be54131,37.454301000,-3.245980000,NG-PLC-000206,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:9aa81bf846949b0f52026b2442d4d349b969571394e13880d2ef8265c053dd9b,37.579482000,-2.757602000,NG-PLC-000207,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:44944414eacc5436f2f8dd5900b8ef11c5554c51e79c7db2154e4153c908d638,37.484430000,-2.508100000,NG-PLC-000208,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:2e71ed5d13cae3d70cdbdcdd57815d71a4b1b2d05e47a5a53b75b2a452fe7170,37.327590000,-3.166237000,NG-PLC-000209,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d58d193b6d920148a04702113a49ccbfb308e07d7f9f6289eba6abbf714fe629,37.098915000,-3.021710000,NG-PLC-000210,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:52b8d9c9b5eb7f2abeb5b48b9162f6fbb115936480217fd1e5b0b5dfe6ceca1c,37.205414000,-2.674905000,NG-PLC-000211,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:e8122f1006c5a7172486672939ae2884aa09353af9fc951a05e0f0003c009301,37.629156000,-3.876442000,NG-PLC-000212,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:2c741c0a239298ba1e71fd2b92fbe7ac9439d2b9f2362a46c15dd46b98a45c15,37.432103000,-4.091632000,NG-PLC-000214,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3e9f930bfad0c39b9d101aebd6a1aa18a6ea73013c4178417472ec9568696349,37.296548000,-3.590024000,NG-PLC-000215,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:3f61644a0bd7466abe7c315c59f7275e3a423b303f37d63378e9aa2c0b224508,37.377484000,-3.375907000,NG-PLC-000216,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:3790a9c303b253e867df8455f5cb35cf1c5d04e54449111783befb53bee0c383,37.248603000,-2.954136000,NG-PLC-000218,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:19683792257253e1cc99979a24cee159551372fc43681146ea6562582e768bfe,37.164079000,-2.805085000,NG-PLC-000219,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:2f6e912646f2da89de22dcb3f968b5de1183ccb7c8e567dfc2ce582d6c82e559,37.222002000,-3.052007000,NG-PLC-000220,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ecb5c374dfbb37d3ce2eef90b377806091a38d469c0277d39d8cbed1e34c7ea8,37.390492000,-3.693454000,NG-PLC-000221,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:86631eed5b4e80cb75605415629d202395747b399b65f56148aa2a9202d224bf,37.347872000,-3.752139000,NG-PLC-000222,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:94f357a80cdeaeee30c487260786c565e36fd2fa7ef667056ed904d3be951522,37.865499000,-4.360711000,NG-PLC-000223,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:a0d687fbde70a689fc93d92bc840ac449794283fe16a50ec872aef7431640185,37.947679000,-4.308245000,NG-PLC-000224,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:e4ea0f236bd9ecd316d998068220830e3c2652562f01d80e23eb661543aced85,37.471404000,-3.865200000,NG-PLC-000226,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:90982683e63aea720facf7844ee513e22d2d33e8ea0dc37da5a188c080409d41,37.956958000,-4.227554000,NG-PLC-000227,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6676155f6a707659768c3d9b065f02ee312e1167479dcd4543a62ee968190010,38.030176000,-4.002743000,NG-PLC-000229,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:01f9135df9f34eb3eb7149126f9ac0f8174c3bd322c9e31eea70aac647ec978e,37.900197000,-3.895990000,NG-PLC-000230,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:e9fc28835216f476f833d54fd23655612e42a4ea62bdd70c90f0b1b0679254f4,36.921128000,-3.432854000,NG-PLC-000231,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:b0ebfeceddf3ecd1b78dbc52cfc7946fd226e56ecdd78af0bc8864542055eedb,36.721001000,-3.588344000,NG-PLC-000233,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:784f22c433270e611c6d21299da58de9d0ee05dbdbcca42d7ec114eba4c5976c,36.956718000,-3.647146000,NG-PLC-000234,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:99dbd431e442401f590ef468bc802739a4b06bb7cfbd4107b1f2d6256905eeda,36.945005000,-3.494379000,NG-PLC-000235,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:412197d12925f9c96edf57e45145cb9de39935b7b0e3e2f36086654c36293c6c,36.752393000,-3.523310000,NG-PLC-000236,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9485e2cf3adb1270a4d8db6c7fd969f668f63b7dde804d24443e753bb8b9e3a3,37.015960000,-3.876926000,NG-PLC-000237,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:09c60c779ca82816e147b0bdb04016e213045fc67aba10bb9b4e27978a55fe2d,36.909017000,-3.692653000,NG-PLC-000238,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:87b22d85e86d2bfd61ab0cff829523628915ece2c5781b8f4e1ff49dfe38981c,37.360066000,-3.212792000,NG-PLC-000239,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:191b313f6196709b0d851c8029d75c28340ab32511034742c4bca3468a81438f,37.412252000,-3.179076000,NG-PLC-000240,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:310611401c4d37dcaa7cf24302bfcdcd08dc56256d2412e06a2b9617e5ca72ae,37.534900000,-2.763844000,NG-PLC-000241,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:173092632f6f62adc69eb55c0519b9fbc9dae57999670cd7c06cea2c4b53b942,37.685153000,-2.842942000,NG-PLC-000242,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9417990480afccd2e09b09bf18738a681f29915e5c9a71c724885615d66ee816,37.456721000,-2.582387000,NG-PLC-000243,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:18ea2892cc84541bb156098a3af4288e87148eac04a688c8b0d1f57b7c1c4f0d,37.427771000,-2.558241000,NG-PLC-000244,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:089ffb8c438783d7d6905997d365d556ae9dbce2581801d9a407aa4e1e646a7a,37.311646000,-3.229894000,NG-PLC-000245,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:46e9eeb2f95869193815d02a4812f7845ad341e83bea9b09866ea13e55cc9942,37.355744000,-3.127118000,NG-PLC-000246,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6405da0161e745312c580b334af19fe8f804fde66b8228fe6e8fac85ca460f8e,37.133210000,-3.050849000,NG-PLC-000247,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:5814073eaaf7ab3029f63276b34777a86f8ebd50bf851d7dac1662f7f85de6be,37.183813000,-3.045492000,NG-PLC-000248,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d47214ac7a5f4b4b5cda9d75727b1f1e5f13ff61c99700a34d65413737ba6ccd,36.808384000,-3.642869000,NG-PLC-000253,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9b39596df9ff22cbf2f94a476cc37aa60b7ba5b9bfa830401e65504d6124f3c2,37.465487000,-3.276660000,NG-PLC-000254,NGR-03,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:9add66f356bfe973583420ff6da3d091c08e49e7392720c46fca891021312b76,37.344400000,-3.212167000,NG-PLC-000255,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:45b26240fce1f067887f7b4bfc38f07f273e0a21d526a8aa0a8476e3788dd16c,37.531735000,-3.222706000,NG-PLC-000256,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:2967ff4aad91a2431e07a24c32ca124dd5d771ca77629223a6cb50d8195466f2,37.006885000,-3.485388000,NG-PLC-000257,NGR-03,JUNCTION,SHARED_REFERENCE
roadnode:nngla:0e7e5ac1ff41b0202ef61422d3be8f119f3085f95ab7df41a2ad176a2b61186f,38.080000000,5.092533000,NG-PLC-000258,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:5594c670ca974aab4d33751f04d93d88df367e86600401d9b91348cdb56dbf7a,37.893098000,5.580212000,NG-PLC-000259,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:66e4b77cd4db426ccb6aad106bf06f9b329cb12173bdce5b234ec1e1920882cd,38.406428000,5.633846000,NG-PLC-000260,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6a65925eab871f72982ec2642545628a90d00eaccfcf49020237f904930d515e,37.776507000,5.361669000,NG-PLC-000261,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:c36c33125dc001a51ba516291b8c5a5a2c9359c8fdca0a3c9ec9ec7ecddd5b8c,38.161884000,5.059686000,NG-PLC-000262,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f8662dc17538c2d0698a1bf32591e131232af753f9555ed55bbbbbbce4710cc3,38.059296000,5.109929000,NG-PLC-000263,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:d9e390e5becf9e262067f137a9e922fd71b0b2f883920a9b95e2763d3430c4d2,38.087586000,5.066633000,NG-PLC-000264,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:116dad87f820f99437734ce2d58f832399e977bb2ac6c998502663e214489001,38.106236000,5.085827000,NG-PLC-000265,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:2c5063e8764cda54b289dc17d35f9339923c09959e9516bce4d34d6d145e9254,38.050017000,5.086787000,NG-PLC-000266,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:dcc3964fb598611b1d15213d9e9938574d8f34bfc791630bc40d30af3bfab78d,38.004002000,5.048113000,NG-PLC-000267,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ed0c46600acb48f2cb7e9c45e5df1af9cb24228529807777f211a715fc81b7fd,38.102017000,5.149745000,NG-PLC-000268,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c0ac3715f80d85dfdb77022be36ef411ba3247bf2a70f684765ac72d0829e359,38.077638000,5.053330000,NG-PLC-000269,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f8cd432d7424e013bc1735750e4d9c0aa042de83c2b4b26851cbfee57d433c0f,38.174415000,5.165606000,NG-PLC-000270,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:1b917af1126ff0fe7a256ef2721f782e717730d0dd68a11603fadb2882b64796,38.173941000,4.890656000,NG-PLC-000271,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:3f5a7b99cafae2516ff133531200867595635942355064f54624c684cdca6010,38.203414000,5.209631000,NG-PLC-000272,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:3e2df99d84ab2fe4b598da7d5e2bfd0c5320f7e2f78a96deafc80aa19c6d9a18,37.991103000,4.916741000,NG-PLC-000273,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:98d814511353a8d6bb8d46d21a19aa49eaddc1595584d22cdf800b3d50eec80a,38.196169000,5.279672000,NG-PLC-000274,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:14c0e93dca440f73039c8e9f4eefa0be0a591775b053bd9f6010bd2fb2d8e6ad,38.031716000,5.276005000,NG-PLC-000275,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9bdc9f95a119e54652381d26540c491b6317901c222b3d4d8a447aa7370e2dc0,38.143721000,5.156249000,NG-PLC-000276,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:0834b6bb328aa2a6138e9443afa03543d5e3a388eff2da8405e47fee2af270cf,38.069747000,5.181883000,NG-PLC-000277,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:74d8d2f3a58b4b944aa30568395544bc6f0b324cde28968fdeb744e613b2fba5,38.245992000,5.158977000,NG-PLC-000278,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:8f3b09042d60a89a348ed7d5f16e3bad52bc9ac86882df8897e84a8caabe1ee8,38.215314000,5.250069000,NG-PLC-000279,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:27bd2376e6a87391a74a789eb14979054721ee4149489d0baa4bccde04646cef,38.179426000,5.257412000,NG-PLC-000280,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:60c06ccd3f033853ebb04b673c81388b41a92999105ff3a7336c3fad8116b256,38.050252000,4.917847000,NG-PLC-000281,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:e9b698b1f7ffd73b8e8f4e530fdfcc73335d2f150d8308a4deede0687058149b,37.867545000,5.969485000,NG-PLC-000283,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c7d59e8f6e23e9c6d52efb3407a29dbf0fe2b860a982d18cb8191a015f5a715d,38.142969000,5.290829000,NG-PLC-000284,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:54e37d5ca2578877288d259967a531a116435d8e1f2ec79dcae3ea55d6bed0e4,37.651750000,5.662507000,NG-PLC-000285,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c2ddd4a338c6ea69d92e16a26ac93481f73b7e16e6f6a2e621c34518d2a54f00,37.905694000,5.319306000,NG-PLC-000286,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:0e99c665d0c8120f1d26d3dec474214bac40ca8fd90d2771dd5d70583e74dbcd,38.784090000,5.672941000,NG-PLC-000287,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6784768a4c14480c3113d50d40019004fc0a3cab12073e553377de58bca1adac,38.512239000,5.425656000,NG-PLC-000288,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:530d2eefd8708afb55465c00a0d9ffd554e59a66695a8359562283b38100dd7e,38.373484000,5.411420000,NG-PLC-000289,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:c9b9496588897189db14d0bd53a7ecbc0d4afc740e69ed6862dbc3ccf2c8c084,38.490719000,5.300869000,NG-PLC-000290,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f1f110407cab8e8e445ff8c28afae73e5bee6a6824e00055857241d599ed2bb6,38.158974000,5.548656000,NG-PLC-000291,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:aaab9bd0e99b1a2795daab2b059a98796279fe73ec72fd65b9db056fff850c8a,37.565632000,5.442134000,NG-PLC-000292,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:2775d98ace2880909e16e3842d773ad2ca02a425bb93d1af35b2a82f2b2f9727,37.751127000,5.594558000,NG-PLC-000293,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:39d4edb8b50f92c602e2df7d2d97bd8ee9bfe17c3ef9838b35ad5da77f5c12a9,37.623732000,5.751649000,NG-PLC-000294,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:0144c9bf7e7d9c4cd9aaacf96536e43b15bd03ae2ae6caf432d10de026494848,37.481565000,5.693043000,NG-PLC-000295,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:ea37e896c8b19b46eab4bbdb35f08d82eed46867ade41c79ab0734a502ceabc7,38.103215000,5.614633000,NG-PLC-000296,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d66ce63d0b87dbb80857f58b7c014a5375d0d40033c3e4233f0438a89f639386,37.929583000,5.758235000,NG-PLC-000297,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:20320aa076ada8583e664aa1bddf8ca1a7cdbe78a3b0dd40d517201ae21551a6,37.705847000,5.763488000,NG-PLC-000298,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:b60d3facec040cf445f917b345a3ab03335cc2f5d32e1483de14ea8900462253,38.075101000,5.554116000,NG-PLC-000299,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:8df3447ab8344bbfd3f5aed4666059bac11c570751e063bd36e3a94acd9d1302,38.473156000,5.795549000,NG-PLC-000300,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:017ab7c2f51775cb19050289ff75a38e0454701d8e60c7533b21d38593b6b456,38.408913000,5.788486000,NG-PLC-000301,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:05b0bfbdaf81f3b3e4e0ed888e77f71e37a8c0149f9cd0a6192f6a3c16c921b1,38.518239000,5.535735000,NG-PLC-000302,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:d3bb920f6561b07b8786297b5cd4040741a26accf7aabd2abb6ce07201c45e00,37.613853000,5.386623000,NG-PLC-000303,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:ebdae24a928cdbf4be0cc63e029cbc6b10d3a65df811c0715c1a275fa40928ac,37.681025000,5.426473000,NG-PLC-000304,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:465e9c57d9489b7454ef5c39c1bec5a0e4b8a11a5ab0dfc8e486226c1c6e6577,37.405838000,5.904538000,NG-PLC-000306,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:ea9febe1872eff8477fea18702d2cc3999f2a0bf05e1bc5da69f76d4d3b0d1de,37.549437000,5.882836000,NG-PLC-000307,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:02b55ba8ad3cd0b088cb3b8f96b4f5fe65ffe2195ac24104bb239f8c6d2aea07,37.899177000,5.937358000,NG-PLC-000308,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:43c5efa10fc127ee3c23f8cf11131124eae7bcbf5e35da945d6b28f093c6d09b,37.853699000,5.920083000,NG-PLC-000309,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:9cb07796cbe2364385d9ca673c3f45295a31fbd8ce7d4bcd8f06e1707d078662,38.218437000,5.322553000,NG-PLC-000310,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:cf3d1071db84e60e08cee10ee4389720a5507e35422a9f78da0da7731586cd23,38.253031000,5.363567000,NG-PLC-000311,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:726b2eefba3a9272feeccda2ad897de767c365964cf1c7853194f9bd12d6d539,37.693981000,5.646514000,NG-PLC-000312,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:7946d40037a5e8b2f59eef2929406e64e733ac317a050f8fc4d6aa9b2ece49c2,37.883345000,5.457058000,NG-PLC-000314,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:884e4c960acf67fa0464b11c4dead91931cfc9035dd9431b375dde6ed59344e6,37.969899000,5.242840000,NG-PLC-000315,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:1d5d341111085fa874c82f1387659923cf7d74bd7416de1a7b0cef9cefd1822a,38.899718000,5.621275000,NG-PLC-000316,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:6f0f704b37b28a121730e793d19eeff0791d67a9c64980c8271c62f109da3c56,38.713949000,5.697304000,NG-PLC-000317,NGR-04,ENDPOINT,SHARED_REFERENCE
roadnode:nngla:0fc1574a1fcf4369b3f4b804f3b0accab14018714cbf73f3ef31a4a4639a494f,38.611669000,5.480675000,NG-PLC-000318,NGR-04,JUNCTION,SHARED_REFERENCE
roadnode:nngla:f9d6b383fef105e5c18a7548026ed71c8dcee66811fb1eec604b913e2abfd0ed,38.400550000,5.465276000,NG-PLC-000319,NGR-04,JUNCTION,SHARED_REFERENCE
