road_candidate_id,road_name_id,canonical_name,road_class_code,source_name_family,planning_status,geometry_status,geometry_reference,addressing_eligible,region_code,source_basis,runtime_effect_scope
NG-RD-CAND-000109,NG-NAM-ROA-000109,Windward Heath Junction,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000110,NG-NAM-ROA-000110,Aelgrove Crossing,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000111,NG-NAM-ROA-000111,Kaedur Road,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000112,NG-NAM-ROA-000112,Østmark Street,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000113,NG-NAM-ROA-000113,Valekirk Avenue,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000114,NG-NAM-ROA-000114,Snowmere Lane,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000115,NG-NAM-ROA-000115,Frostholm Drive,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000116,NG-NAM-ROA-000116,Trossfell Way,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000117,NG-NAM-ROA-000117,Birchpass Boulevard,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000118,NG-NAM-ROA-000118,Ravencrag Highway,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000119,NG-NAM-ROA-000119,Highmere Junction,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000120,NG-NAM-ROA-000120,Cedarwick Crossing,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000121,NG-NAM-ROA-000121,Bellpine Road,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000122,NG-NAM-ROA-000122,Glenvar Street,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000123,NG-NAM-ROA-000123,Moorsend Avenue,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000124,NG-NAM-ROA-000124,Ferncross Lane,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000125,NG-NAM-ROA-000125,Lower Caelith Drive,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000126,NG-NAM-ROA-000126,Glen Kael Way,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000127,NG-NAM-ROA-000127,Passfield Boulevard,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000128,NG-NAM-ROA-000128,South Skeldrun Highway,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000129,NG-NAM-ROA-000129,Icebrook Junction,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000130,NG-NAM-ROA-000130,Mill Crag Crossing,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000131,NG-NAM-ROA-000131,East Pinebarrow Road,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000132,NG-NAM-ROA-000132,Woodcutters' Line Street,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000133,NG-NAM-ROA-000133,Briar Junction Avenue,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000134,NG-NAM-ROA-000134,Lower Aelgrove Lane,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000135,NG-NAM-ROA-000135,Aelgrove Fell Drive,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000136,NG-NAM-ROA-000136,Upper Kaedur Way,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000137,NG-NAM-ROA-000137,Kaedur Glen Boulevard,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000138,NG-NAM-ROA-000138,East Østmark Highway,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000139,NG-NAM-ROA-000139,Østmark Beck Junction,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000140,NG-NAM-ROA-000140,Old Valekirk Crossing,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000141,NG-NAM-ROA-000141,Valekirk Crag Road,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000142,NG-NAM-ROA-000142,South Snowmere Street,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000143,NG-NAM-ROA-000143,Snowmere Pass Avenue,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000144,NG-NAM-ROA-000144,Frostholm Moor Lane,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000145,NG-NAM-ROA-000145,Frostholm Fold Drive,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000146,NG-NAM-ROA-000146,North Trossfell Way,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000147,NG-NAM-ROA-000147,Trossfell Tor Boulevard,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000148,NG-NAM-ROA-000148,Birchpass Ridge Highway,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000149,NG-NAM-ROA-000149,Birchpass Tarn Junction,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000150,NG-NAM-ROA-000150,West Ravencrag Crossing,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000151,NG-NAM-ROA-000151,Ravencrag Pines Road,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000152,NG-NAM-ROA-000152,Highmere Heath Street,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000153,NG-NAM-ROA-000153,Highmere Stone Avenue,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000154,NG-NAM-ROA-000154,Lower Cedarwick Lane,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000155,NG-NAM-ROA-000155,Cedarwick Birch Drive,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000156,NG-NAM-ROA-000156,Bellpine Dale Way,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000157,NG-NAM-ROA-000157,Bellpine Run Boulevard,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000158,NG-NAM-ROA-000158,Upper Glenvar Highway,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000159,NG-NAM-ROA-000159,Glenvar Cedar Junction,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000160,NG-NAM-ROA-000160,Moorsend Barrow Crossing,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000161,NG-NAM-ROA-000161,Moorsend Brook Road,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000162,NG-NAM-ROA-000162,Ferncross Wood Street,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000163,NG-NAM-ROA-000163,Ferncross Brae Avenue,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000164,NG-NAM-ROA-000164,Goat Bell Lane,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000165,NG-NAM-ROA-000165,Highland Cross Drive,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000166,NG-NAM-ROA-000166,Copper Stall Way,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000167,NG-NAM-ROA-000167,Pass Market Boulevard,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000168,NG-NAM-ROA-000168,Wool Exchange Highway,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000169,NG-NAM-ROA-000169,Cloudworks Industrial Park Junction,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000170,NG-NAM-ROA-000170,Granite Rail Estate Crossing,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000171,NG-NAM-ROA-000171,Cloudrest Road,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000172,NG-NAM-ROA-000172,Alpine Lantern Street,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-02,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000173,NG-NAM-ROA-000173,Vondara Avenue,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000174,NG-NAM-ROA-000174,Greenbarrow Lane,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000175,NG-NAM-ROA-000175,Kestrel Plain Drive,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000176,NG-NAM-ROA-000176,Solmere Way,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000177,NG-NAM-ROA-000177,Vondara Central Boulevard,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000178,NG-NAM-ROA-000178,Grain Exchange Highway,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000179,NG-NAM-ROA-000179,Copperleaf Ward Junction,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000180,NG-NAM-ROA-000180,Makers' Quarter Crossing,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000181,NG-NAM-ROA-000181,East Viaduct Road,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000182,NG-NAM-ROA-000182,Old Granary Street,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000183,NG-NAM-ROA-000183,Innovation Loop Avenue,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000184,NG-NAM-ROA-000184,Grand Station Lane,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000185,NG-NAM-ROA-000185,Meadowcrest Drive,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000186,NG-NAM-ROA-000186,Kenwick Park Way,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000187,NG-NAM-ROA-000187,Solara Fields Boulevard,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000188,NG-NAM-ROA-000188,Vondel Grove Highway,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000189,NG-NAM-ROA-000189,Fairmead Junction,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000190,NG-NAM-ROA-000190,New Verona Crossing,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000191,NG-NAM-ROA-000191,Kaelstone Road,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000192,NG-NAM-ROA-000192,Greenhaven Street,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000193,NG-NAM-ROA-000193,Ashford Lane Avenue,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000194,NG-NAM-ROA-000194,Juniper Rise Lane,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000195,NG-NAM-ROA-000195,Eastmere Drive,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000196,NG-NAM-ROA-000196,Orchard Gate Way,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000197,NG-NAM-ROA-000197,Vondel Boulevard,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000198,NG-NAM-ROA-000198,Meadowrun Highway,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000199,NG-NAM-ROA-000199,Grainford Junction,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000200,NG-NAM-ROA-000200,Solhaven Crossing,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000201,NG-NAM-ROA-000201,Amberfield Road,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000202,NG-NAM-ROA-000202,Kestrel Street,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000203,NG-NAM-ROA-000203,Windcross Avenue,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000204,NG-NAM-ROA-000204,Talewood Lane,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000205,NG-NAM-ROA-000205,Broadacre Drive,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000206,NG-NAM-ROA-000206,Eastbarrow Way,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000207,NG-NAM-ROA-000207,Solvek Boulevard,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000208,NG-NAM-ROA-000208,Ashkar Highway,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000209,NG-NAM-ROA-000209,Harrowfield Junction,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000210,NG-NAM-ROA-000210,Cidergate Crossing,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000211,NG-NAM-ROA-000211,Westervale Road,LOCAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000212,NG-NAM-ROA-000212,Vondel Junction Street,MUNICIPAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000213,NG-NAM-ROA-000213,Meadow Junction Avenue,DISTRICT,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000214,NG-NAM-ROA-000214,Grainview Lane,REGIONAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000215,NG-NAM-ROA-000215,Kestrel East Drive,RURAL,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000216,NG-NAM-ROA-000216,Windmill Row Way,ACCESS,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
NG-RD-CAND-000217,NG-NAM-ROA-000217,Broadacre South Boulevard,SERVICE,PLACE,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,true,NGR-03,Derived governed road name catalogue,SHARED_REFERENCE
