road_segment_id,road_id,source_road_candidate_id,segment_sequence,segment_role,geometry_id,start_measure_m,end_measure_m,geometry_status,addressing_scope_eligible,runtime_effect_scope,source_reference
roadseg:nngla:9e17a78afb628c2a733a317ab716d32ef13a8dd8749d383a83e79249cfcc2410,NG-RD-000079,NG-RD-CAND-000079,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:cf48a5059074bb7bed87014ad9722d0f8a3b0fc68a401a9902c4329042a6cdf3,NG-RD-000080,NG-RD-CAND-000080,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:ec519175acc157dec1340a9fb332c2ec991f62f62106c63a894b2b2d17efe593,NG-RD-000081,NG-RD-CAND-000081,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:1075a0a98c9b53424b1524fef1102a2adea85d08e128b5d9481fef1f11e896e1,NG-RD-000082,NG-RD-CAND-000082,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:81d2c408934affb827d0f52bd6a09a5de7d051f894077c5597f110b17dba782e,NG-RD-000083,NG-RD-CAND-000083,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:a11dc460dc3ca754f0150fafd50e7fcb1483797de5e52db523729ebb7bf2c546,NG-RD-000084,NG-RD-CAND-000084,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:0efebdfd218b455dd8300c91bf6bc08dc3005dfc69a84044391eac893d1c44b2,NG-RD-000085,NG-RD-CAND-000085,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:810808cf71932cbedb36c451e3f696c0f5c4a1f272fcc022d76ef1f45fc2b603,NG-RD-000086,NG-RD-CAND-000086,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:3bf829ce535a43315df73bcd13fcb81f1ff3ebcee9273d0c14868a9dafc84cd4,NG-RD-000087,NG-RD-CAND-000087,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:7dd919c30ec105a62160520bb102e4c8c0368851641641ff02f87040ab9f0cc9,NG-RD-000088,NG-RD-CAND-000088,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:3f6d52f37c7bd0d37a0d7dbcaab8eaab6f467079f2d17f4c38bbd7a835e9258c,NG-RD-000089,NG-RD-CAND-000089,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:1b51b8d7484ee830e039c53fae9b58ecc843ee56324c9d2690f726569881358f,NG-RD-000090,NG-RD-CAND-000090,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:3f835df54cca3888346e14f9d4e583909bc395e5452f98fe7c71274be854b4b8,NG-RD-000091,NG-RD-CAND-000091,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:4fcccc0a671098acbc7b6e256103f5b02bc821ec586baecc0ada4bd57e1cced2,NG-RD-000092,NG-RD-CAND-000092,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:7f618a30fd56743eaf1a714c45c8a44f0d2cfcefdc9ee3e8badc299f7344a2d9,NG-RD-000093,NG-RD-CAND-000093,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:c2e6c975859d2770963d09c1850593d8e9295046c5ac2fa5be8557c4e92044b0,NG-RD-000094,NG-RD-CAND-000094,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:c58b0de05aa99cc48d7963188ced4c3a5222f3cdb7d13529193e3bfed5a238c2,NG-RD-000095,NG-RD-CAND-000095,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:3b3e81406f35ccd5d345c8b0667f95f9a8a870750c98e5eeb8ed66b6501fb554,NG-RD-000096,NG-RD-CAND-000096,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:f4947bd32b490d6a2019a0da352fe9d4c6438e446c020f060ef3a9baa50db613,NG-RD-000097,NG-RD-CAND-000097,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:56e1bc76454510f534d0acf4638960eea9c6d3c21191b615dab2d7a9ae3b6570,NG-RD-000098,NG-RD-CAND-000098,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:13a3c1642ec8db891537a71fecdf3a28cfcfe0daed5a33d1e53300b8dd5f95f8,NG-RD-000099,NG-RD-CAND-000099,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:04e1498c94afb2b4cee058e646ccc00792daf1001834683001914ae09c0adf02,NG-RD-000100,NG-RD-CAND-000100,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:bbc3d59097015c62f4506539e896daac64c9ed85b773a783c2c5e0ffb038c70b,NG-RD-000101,NG-RD-CAND-000101,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:a64819f6f9e40262ffe1fcc8391d08ae633f3a46850fde740c8a2bd097b0185c,NG-RD-000102,NG-RD-CAND-000102,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:251b01a2051470fb600134e9d762af1f654d55f01fdc307c7a96f6e0b18ad66b,NG-RD-000103,NG-RD-CAND-000103,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:a345d38ee00a29e6587acabba1a509a79aaa5b0e76c7e8681a4dc52bb47d5ce0,NG-RD-000104,NG-RD-CAND-000104,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:99fed4a20ac698a92eecbe4829293369db993aaaabcae61c074dead63bb7802b,NG-RD-000105,NG-RD-CAND-000105,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:c16149359fbff7759c449d780e4cc08db30a4d9e708d45ed5c84d86e4baa8749,NG-RD-000106,NG-RD-CAND-000106,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:5f4e00cce709298112144329041ad8b9f0ba6c7536b0682773afa233d4ef140c,NG-RD-000107,NG-RD-CAND-000107,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:5675c06c6ae306a3508ec2378ece434bb5ca056dc94d1c90dacf90e42a63fd8c,NG-RD-000108,NG-RD-CAND-000108,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:bafb82cfc6e801feffc2a1b662cbea126539fc263ec8beac70177bf40d912b6b,NG-RD-000109,NG-RD-CAND-000109,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:eab10120a42533540a111f8f7b66a2f5d65f1e8e126d2dbf2fe0beb4da7067c0,NG-RD-000110,NG-RD-CAND-000110,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:a17660be91f636a19e7b4b6f30ca38ed2de7df753a974754233bc3da9f15b18e,NG-RD-000111,NG-RD-CAND-000111,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:9cb82cd126f160d2576288f670f6ab228a4b30e27ab2acf73f31221acb7f2417,NG-RD-000112,NG-RD-CAND-000112,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:3a4e9aec89e28ea825779c5345916b9daa1cd7621b93aa76286060c2e20e6b85,NG-RD-000113,NG-RD-CAND-000113,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:4292be0e969c8998053922d00b7307bb097f506403b19c0187fb3dd2c9746658,NG-RD-000114,NG-RD-CAND-000114,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:d031536d1c79df998550dbcd38b50cff98c9724dd3f0fc1fc85960bf6c7863f6,NG-RD-000115,NG-RD-CAND-000115,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:66d547b5d54617e057f4d37e60eb9bd67c252a73908fe6a178f3f4db122db035,NG-RD-000116,NG-RD-CAND-000116,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:50c026df4f983b75fc13e647b82430bdbd205d42c6380e9acdf2b4c8e82b36c7,NG-RD-000117,NG-RD-CAND-000117,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:001685059b9aff8375fe4f2a9ca94ba1e5e74d21b9777c575335128a3978f1f4,NG-RD-000118,NG-RD-CAND-000118,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:35709f018174ea8423acbf41509c4413362ac46402157f53f2c756f8f51e92f8,NG-RD-000119,NG-RD-CAND-000119,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:78521360f12c7161f6ac789fec6d584f127d9d5c66cf939330f7a5c0e6a34517,NG-RD-000120,NG-RD-CAND-000120,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:3373a09b6e3d06759d78f6a9a7deae7901d9ea46621f2aac18c67287d60e83f5,NG-RD-000121,NG-RD-CAND-000121,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:36002e6caa2fcf390e8e75c1f2a0898f316fe119637951ef43d4d624f4072c9e,NG-RD-000122,NG-RD-CAND-000122,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:79460187cdf9efeb1d8fdcff7db7a63f1fd7672c2f9b00f85f2d2b1c5d1ddf0b,NG-RD-000123,NG-RD-CAND-000123,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:72c523bfa823d304fcf3d6445d29513ad5b991d10c679fbcbe9ab9c3a98fa9e7,NG-RD-000124,NG-RD-CAND-000124,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:718b94a8af3e0e1da6e4b908a99b959a204ea1fbe71b3c542328b0be3a06c64e,NG-RD-000125,NG-RD-CAND-000125,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:8945a1dbe1b40f9714aba8fb094b3b516bed205fde337908a8bd15b70b7d7dd6,NG-RD-000126,NG-RD-CAND-000126,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:8d8683faeef8d33a566fe2c08c04cf02e14bcae4864ec9aef792e547a6ca20ad,NG-RD-000127,NG-RD-CAND-000127,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:23bb88664eeecac360c2a9759ecf1e2bc641762aac4d78479b18bab6b5da2072,NG-RD-000128,NG-RD-CAND-000128,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:1cbbe9c30d8cf66bffc12e35a53e79879cf25af592cc27497487cae9418e07c8,NG-RD-000129,NG-RD-CAND-000129,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:7f009ec93950b483539c7a1d1d7b5ab8ebc7820c9d6b555a75cdada4132b311d,NG-RD-000130,NG-RD-CAND-000130,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:37058aecb10192dd2273c68e03d4cf4876a6a7f8d83e9e06a2895333a7f6d7e7,NG-RD-000131,NG-RD-CAND-000131,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:cbee8d8fe89ce2a107fdbd25b69f826b43de336977baac35377adfb542c62497,NG-RD-000132,NG-RD-CAND-000132,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:c5140e4e5727795eaa0f8a95f177d00887d548c7ba73643287eeecb080a1e8bd,NG-RD-000133,NG-RD-CAND-000133,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:757fb48b319d0cc6541865f1b55c29acc57f2f18bddf2a24adc53fdec35a58b8,NG-RD-000134,NG-RD-CAND-000134,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:79b55e16c5c4fc341e1ef1417cc47c24fadea280a8cd0dcf62d032803ada9cba,NG-RD-000135,NG-RD-CAND-000135,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:ccbd796d90e294270f37be6c5493cbad74b707b955adfb01225b18afa06a5432,NG-RD-000136,NG-RD-CAND-000136,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:cb35bcf287408d805c1d9ff69722c3fe8cea2ae53a36f80bddcea58db545bea6,NG-RD-000137,NG-RD-CAND-000137,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:2c278079b3b7a3b6b525fa52eedc44c57180f7e2de70d0c3d85af90b327c9260,NG-RD-000138,NG-RD-CAND-000138,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:1cd1ac8e52ced8ce41721151982d384928d8afa85abbbc20f6074f9152bc0354,NG-RD-000139,NG-RD-CAND-000139,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:91bda234df4f631b979f29f130180f7b0302499a97f6c0a288d8e139778d835a,NG-RD-000140,NG-RD-CAND-000140,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:da40f8775171051a46d328c20ff2b466cf1690487dbe26bd42c0d58dc84b47d5,NG-RD-000141,NG-RD-CAND-000141,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:01158f34c46f2a31fedfeebfd50c46da75c679f1bcb8d6a5f95893c5f61bef69,NG-RD-000142,NG-RD-CAND-000142,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:5664e28d9997758b52048cd9f7460b2d4930ea71a03b2d9bb5ff01093392b062,NG-RD-000143,NG-RD-CAND-000143,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:9e7cb272a7c17324740871d8ef5c8f370ef4cea33dda75c71bfb2ef5afd6381e,NG-RD-000144,NG-RD-CAND-000144,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:1d8e5dda8c644acd613eb64f8d77df55d900440696b8d7f4139b9efc525c33e2,NG-RD-000145,NG-RD-CAND-000145,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:8a6b0e1f69bf56fa526f864f197060efd9e1d91731bfbc5e25c146c89097e4a3,NG-RD-000146,NG-RD-CAND-000146,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:2f0f85cdc96517e4b6d9609f7713ede1149fd049e2da35502cf07867160225d9,NG-RD-000147,NG-RD-CAND-000147,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:09d03181cd1b5b937c788642a8b69051b2412c3c188d6c7324591374c74fef9a,NG-RD-000148,NG-RD-CAND-000148,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:cdfa30eba0ad03b2785743a0aeb125f64a4fc464e5428efacd4e8a837797d11f,NG-RD-000149,NG-RD-CAND-000149,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:71d1788e003d6f0b7e55bdd2831c2f45a5874cc9c7cf08c3aad963c0bd9402c2,NG-RD-000150,NG-RD-CAND-000150,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:a08fb21ef5814403fd887b135ac7379ee4ef97be1909008647eed780ccac6ea6,NG-RD-000151,NG-RD-CAND-000151,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:05da5e1c418b3a42e7d47a5334857ee30bd2fe15c054d2620f4eb62b41f28c19,NG-RD-000152,NG-RD-CAND-000152,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:6faeaee7752a683b6c224e83c87778d59ee2e8291c92044c74f469804dac906b,NG-RD-000153,NG-RD-CAND-000153,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:fc971456906d9ec3176863f73e34e1eb12243e5a8abfb80a962de0fda9181cdf,NG-RD-000154,NG-RD-CAND-000154,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:591a30be2bba30ecf5d25097f51fa1dc031863499b344ee0486ba225113337fe,NG-RD-000155,NG-RD-CAND-000155,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
roadseg:nngla:538915b0876cabab893ad4d3f38f001f7c2dac8a39ce7f91e2bcabf172fb057e,NG-RD-000156,NG-RD-CAND-000156,1,PROVISIONAL_WHOLE_ROAD_ADDRESS_SCOPE,,,,DEFERRED_NO_ROAD_GEOMETRY,true,SHARED_REFERENCE,P006.7.11.7.9 canonical road alignment + locked road reference candidate
